Away,Home,W-L%,SRS,SOS,FG%,3PA,3P%,FT%,PPG,Big10,Big12,ACC,SEC,BigEast,BlueBlood,Championships,Conf_W-L%,Home_W-L%,Away_W-L%,3P-G,3PA-G,FG-G,FGA-G,FT-G,FTA-G,ORB-G,TRB-G,AST-G,STL-G,BLK-G,TOV-G,PF-G,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Coach W/L,Coach Team NCAA,Coach Team S16,Coach Team F4,Coach Team Champs,Coach C W/L,Coach C NCAA,Coach C S16,Coach C F4,Coach C Champs,OSRS,DSRS,DRtg,Score_Dif
North Carolina Central,UC Davis,-0.09599999999999997,-2.03,7.4399999999999995,-0.052,-170,-0.0260000000000001,-0.0739999999999999,-11,0,0,0,0,0,0,0,-0.125,0.15384615384615385,-0.24705882352941178,-2.212418300653595,-4.782679738562091,-4.032679738562091,-2.107843137254902,-0.4591503267973853,1.323529411764706,1.0310457516339868,-1.504901960784314,-4.0588235294117645,-2.8660130718954244,-0.6993464052287581,2.2777777777777777,-1.3545751633986929,1.4000000000000057,-15.599999999999994,0.0389999999999999,-0.0709999999999999,-0.06899999999999999,-1.8000000000000114,-8.200000000000003,-4.1,-1.1999999999999993,-0.06899999999999999,2.6999999999999993,-0.3000000000000007,0.0030000000000000027,-0.14099999999999996,-1.0,0.0,0.0,0.0,-0.09899999999999998,0.0,1.0,0.0,0,0.7000000000000002,-2.73,-0.5,4
Southern California,Providence,-0.11599999999999999,-0.2400000000000002,1.4399999999999995,-0.013999999999999999,51,0.0489999999999999,-0.0090000000000001,-2,0,0,0,0,1,0,0,0.0,0.009803921568627527,-0.18181818181818182,1.4696969696969697,1.452020202020202,-0.2373737373737373,1.5252525252525253,-2.6843434343434343,-3.2500000000000004,-0.26515151515151514,-1.6313131313131313,1.6161616161616164,-1.0808080808080809,-2.0227272727272725,0.2272727272727273,1.0151515151515151,-2.5,-2.299999999999997,-0.052000000000000005,0.014999999999999899,-0.010000000000000002,-2.3999999999999915,7.4000000000000075,-1.5,-5.000000000000002,-0.0030000000000000027,0.20000000000000284,-1.8000000000000007,-0.045000000000000005,0.08399999999999996,2.0,0.0,0.0,0.0,0.04399999999999993,1.0,-1.0,0.0,0,-6.5600000000000005,6.32,-5.3500000000000085,-4
Mount St. Mary's,Villanova,0.33299999999999996,28.09,12.79,0.08499999999999999,-136,0.040999999999999995,0.074,15,0,0,0,0,1,0,3,0.05555555555555558,0.19999999999999996,0.39712918660287094,-0.3055555555555556,-3.7777777777777777,4.583333333333334,-0.2222222222222221,6.444444444444445,7.222222222222222,3.6388888888888893,11.222222222222221,0.6944444444444443,2.277777777777778,-0.19444444444444442,-0.30555555555555536,-2.9722222222222223,-2.8000000000000114,23.200000000000003,0.1309999999999999,-0.062000000000000006,0.0949999999999999,17.0,-6.800000000000004,3.500000000000001,0.7000000000000011,0.08299999999999991,-1.2000000000000028,14.200000000000001,0.118,0.19999999999999996,10.0,5.0,2.0,1.0,0.16800000000000004,12.0,5.0,2.0,1,15.5,12.59,-14.019999999999996,20
South Dakota State,Gonzaga,0.43499999999999994,27.560000000000002,4.79,0.134,85,0.106,0.009999999999999898,22,0,0,0,0,0,0,0,0.4444444444444444,0.09134615384615385,0.8,3.0725274725274723,2.493040293040293,9.368498168498169,2.6945054945054943,-0.2813186813186812,-0.17216117216117244,0.04029304029304015,6.07985347985348,7.021245421245421,3.0073260073260073,2.2725274725274724,-2.2065934065934067,1.0937728937728934,1.7000000000000028,30.30000000000001,-0.022999999999999993,0.015,0.133,8.0,9.499999999999993,4.2,6.199999999999999,0.1549999999999999,-2.799999999999999,4.700000000000003,-0.020000000000000004,0.30299999999999994,17.0,7.0,1.0,0.0,0.30299999999999994,17.0,7.0,1.0,0,10.879999999999999,16.67,-26.86999999999999,20
North Dakota,Arizona,0.17700000000000005,20.08,13.08,0.016,-120,0.041,0.05899999999999991,4,0,0,0,0,0,0,1,0.11111111111111105,0.09134615384615385,0.3615384615384616,-0.2711148648648649,-3.129222972972973,-0.9172297297297298,-3.879222972972973,5.820945945945946,6.558277027027027,1.514358108108108,6.065033783783784,-3.0388513513513513,-0.8597972972972973,-0.2922297297297297,1.3614864864864864,-3.373310810810811,-5.6000000000000085,6.5,0.13999999999999999,-0.034999999999999996,0.037,9.200000000000005,-9.900000000000006,-1.0000000000000004,-0.8,0.018999999999999996,1.5000000000000009,7.300000000000001,0.1199999999999999,0.29000000000000004,5.0,5.0,0.0,0.0,0.272,9.0,7.0,0.0,0,5.279999999999999,14.809999999999999,-11.950000000000003,18
Bucknell,West Virginia,0.014000000000000012,18.56,12.15,-0.023999999999999903,-72,-0.0279999999999999,-0.019000000000000003,6,0,1,0,0,0,0,0,-0.16666666666666674,0.01388888888888884,0.0,-1.3243243243243243,-2.1359073359073357,3.9544401544401544,12.005405405405403,-0.11505791505791496,0.36216216216216224,5.096525096525097,2.2826254826254826,2.0023166023166024,4.206949806949806,0.09034749034749034,-7.102702702702703,-0.4586872586872588,0.7000000000000028,8.599999999999998,-0.07699999999999979,-0.1089999999999999,-0.05099999999999989,3.0,-1.000000000000007,5.700000000000002,4.199999999999999,-0.047999999999999994,-9.4,7.300000000000004,-0.0589999999999999,0.006000000000000005,7.0,4.0,1.0,0.0,0.05799999999999994,22.0,8.0,2.0,0,10.59,7.98,-13.75,6
Princeton,Notre Dame,-0.04500000000000004,11.239999999999998,11.62,-0.008000000000000004,-72,0.0,0.015,-2,0,0,1,0,0,0,0,-0.33333333333333337,-0.020202020202020332,-0.15873015873015872,-1.1,-3.1222222222222222,-2.166666666666667,-4.3500000000000005,3.261111111111111,4.044444444444444,-1.7722222222222224,-1.8666666666666665,-0.8833333333333329,-0.338888888888889,-0.8333333333333333,0.005555555555555536,-1.9666666666666668,2.5,-3.799999999999999,0.09499999999999989,-0.02899999999999999,-0.001000000000000098,-2.5999999999999943,0.09999999999999432,-0.6999999999999993,-2.9000000000000004,-0.013999999999999999,0.6999999999999993,-3.8000000000000007,0.07300000000000001,0.006000000000000005,11.0,3.0,0.0,0.0,0.0030000000000000027,13.0,3.0,0.0,0,13.08,-1.8400000000000007,-2.6799999999999926,2
Vermont,Purdue,-0.05799999999999994,13.459999999999999,12.059999999999999,-0.013000000000000095,29,0.036000000000000094,0.055,0,1,0,0,0,0,0,0,-0.2222222222222222,-0.05882352941176461,-0.18571428571428572,1.2285714285714286,0.8285714285714286,-1.5142857142857142,-2.6285714285714286,1.7999999999999998,1.0285714285714294,0.5714285714285714,3.085714285714286,2.1714285714285717,-1.7142857142857142,-2.2285714285714286,3.0,-0.7142857142857144,4.599999999999994,-1.4000000000000057,0.022999999999999993,0.029999999999999902,0.010999999999999996,4.200000000000001,9.499999999999998,-2.4999999999999996,-6.5,0.0010000000000000009,3.8000000000000007,2.8999999999999986,0.0340000000000001,-0.017000000000000015,7.0,3.0,0.0,0.0,-0.0040000000000000036,8.0,3.0,0.0,0,12.309999999999999,1.1499999999999995,-8.36,10
Florida Gulf Coast,Florida State,-0.02200000000000002,16.61,12.29,-0.006999999999999992,49,-0.0429999999999999,-0.047999999999999904,0,0,0,1,0,0,0,0,-0.19047619047619047,0.1578947368421053,-0.43589743589743596,-0.419327731092437,1.5016806722689076,-0.09159663865546275,0.574789915966387,0.4554621848739495,2.100840336134454,-0.1697478991596637,-1.554621848739496,-0.8966386554621848,2.430252100840336,1.6420168067226895,-1.66890756302521,-1.026050420168067,3.299999999999997,-0.7000000000000046,0.0309999999999999,0.0250000000000001,-0.016,-2.3999999999999915,-2.899999999999999,3.4000000000000004,3.9999999999999996,-0.012000000000000004,-1.9000000000000004,-1.6999999999999957,0.0049999999999999,-0.05600000000000005,3.0,1.0,0.0,0.0,-0.04799999999999993,6.0,2.0,0.0,0,12.91,3.7,-11.659999999999997,6
Nevada,Iowa State,-0.11399999999999999,10.020000000000001,9.91,0.0239999999999999,4,-0.017999999999999995,-0.017,0,0,1,0,0,0,0,0,-0.11111111111111116,-0.12857142857142856,-0.21212121212121215,-0.2857142857142856,0.11428571428571432,2.4285714285714284,2.142857142857143,-4.457142857142857,-5.885714285714286,-4.085714285714285,-6.914285714285715,-0.34285714285714297,3.1142857142857143,-2.0285714285714285,-3.571428571428571,3.4857142857142853,-0.30000000000001137,0.1000000000000103,-0.111,-0.012999999999999998,0.0049999999999999,-9.399999999999991,-6.199999999999996,4.300000000000002,-4.8999999999999995,0.017999999999999995,-3.5,-10.2,-0.0819999999999999,-0.040999999999999925,1.0,1.0,0.0,0.0,0.03200000000000003,2.0,1.0,0.0,0,3.6099999999999994,6.41,-7.239999999999995,11
