Rk,School,W-L%,SRS,SOS,FG%,3PA,3P%,FT%,PPG,Big10,Big12,ACC,SEC,BigEast,BlueBlood,Championships,Conf_W-L%,Home_W-L%,Away_W-L%,3P-G,3PA-G,FG-G,FGA-G,FT-G,FTA-G,ORB-G,TRB-G,AST-G,STL-G,BLK-G,TOV-G,PF-G
1,Abilene Christian,0.448,-11.86,-7.1,0.009,-31,0.015,-0.003,-3,0,0,0,0,0,0,0,0.3888888888888889,0.6428571428571429,0.26666666666666666,-0.10344827586206896,-1.0689655172413792,0.4482758620689655,-0.06896551724137931,-3.0,-4.413793103448276,-2.4827586206896552,-3.896551724137931,0.5172413793103449,1.103448275862069,-0.1724137931034483,-0.5172413793103449,4.448275862068965
2,Air Force,0.364,-3.06,1.0,-0.021,-152,-0.001,0.007,-2,0,0,0,0,0,0,0,0.2222222222222222,0.6111111111111112,0.0,-1.696969696969697,-4.606060606060606,-1.3333333333333333,-0.21212121212121213,2.3636363636363638,3.090909090909091,1.0606060606060606,0.42424242424242425,-0.6060606060606061,-0.06060606060606061,-1.696969696969697,-0.5151515151515151,-2.727272727272727
3,Akron,0.75,3.59,-1.21,0.022,301,0.007,-0.0229999999999999,6,0,0,0,0,0,0,0,0.7777777777777778,0.8666666666666667,0.5384615384615384,3.25,8.36111111111111,1.0,-0.6388888888888888,0.9166666666666666,1.9722222222222223,0.2777777777777778,1.6111111111111112,2.9444444444444446,-0.3333333333333333,1.2777777777777777,0.19444444444444445,-0.5
4,Alabama,0.559,11.29,7.47,0.0189999999999999,82,-0.016,-0.018,3,0,0,0,1,0,0,0,0.5555555555555556,0.6470588235294118,0.45454545454545453,0.47058823529411764,2.411764705882353,1.7941176470588236,1.7941176470588236,-0.23529411764705882,0.23529411764705882,2.6176470588235294,5.5588235294117645,1.911764705882353,-0.4411764705882353,1.2058823529411764,0.4117647058823529,0.058823529411764705
5,Alabama A&M,0.069,-26.99,-11.09,-0.0709999999999999,-141,-0.0839999999999999,-0.012,-16,0,0,0,0,0,0,0,0.1111111111111111,0.1,0.05263157894736842,-3.0689655172413794,-4.862068965517241,-6.655172413793103,-6.0344827586206895,0.41379310344827586,0.9655172413793104,-1.9655172413793103,-4.862068965517241,-2.896551724137931,-3.413793103448276,-1.7241379310344827,4.0,-0.20689655172413793
6,Alabama State,0.258,-19.75,-10.75,-0.0519999999999999,102,-0.046,-0.042,-9,0,0,0,0,0,0,0,0.3333333333333333,0.5454545454545454,0.05555555555555555,0.12903225806451613,3.2903225806451615,-2.5483870967741935,1.1290322580645162,-3.5161290322580645,-3.903225806451613,2.064516129032258,0.5806451612903226,-2.967741935483871,-2.5806451612903225,0.16129032258064516,3.032258064516129,1.967741935483871
7,Albany (NY),0.6,-0.16,-4.69,0.036,-293,0.0309999999999999,0.049,5,0,0,0,0,0,0,0,0.625,0.6875,0.5294117647058824,-2.4,-8.371428571428572,2.8285714285714287,1.9428571428571428,2.3142857142857145,1.9714285714285715,3.342857142857143,7.114285714285714,0.05714285714285714,-0.5428571428571428,-2.4,0.4857142857142857,-0.37142857142857144
8,Alcorn State,0.563,-12.33,-10.95,0.011,77,0.026,0.004,1,0,0,0,0,0,0,0,0.7222222222222222,0.8461538461538461,0.35294117647058826,1.28125,2.40625,1.0,0.875,-1.84375,-2.96875,0.53125,2.1875,0.03125,-0.34375,1.03125,1.0625,1.71875
9,American,0.267,-10.3,-3.5,-0.0199999999999999,61,-0.0499999999999999,-0.0859999999999999,-7,0,0,0,0,0,0,0,0.2777777777777778,0.26666666666666666,0.26666666666666666,-0.13333333333333333,2.033333333333333,-0.8,0.4666666666666667,-5.066666666666666,-5.266666666666667,-1.8,-4.266666666666667,-1.5,0.36666666666666664,-0.36666666666666664,-0.03333333333333333,1.8333333333333333
10,Appalachian State,0.3,-8.67,-1.6,-0.038,226,-0.0379999999999999,-0.005,-3,0,0,0,0,0,0,0,0.2222222222222222,0.5714285714285714,0.06666666666666667,1.9,7.533333333333333,-1.3,2.1,-1.6666666666666667,-2.2666666666666666,1.8333333333333333,0.9666666666666667,0.6666666666666666,-0.43333333333333335,-0.4666666666666667,1.0666666666666667,0.6666666666666666
