Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
20,Baylor NCAA,35,27,8,.771,19.75,11.87,,12,6,,15,2,,6,4,,2550,2228,,65.3,97.5,.299,.351,.498,43.5,58.2,8.3,9.6,.462,15.1,28.6,.213
21,Belmont,30,23,7,.767,4.28,-1.69,,15,1,,12,1,,11,4,,2302,2078,,69.0,100.0,.321,.321,.518,47.9,45.8,8.2,10.8,.478,14.5,24.7,.239
22,Bethune-Cookman,32,10,22,.313,-19.44,-11.21,,6,10,,7,7,,2,13,,2275,2490,,70.1,108.1,.388,.356,.557,53.0,59.6,8.1,9.4,.529,17.3,35.0,.261
23,Binghamton,32,12,20,.375,-11.99,-5.79,,3,13,,7,7,,4,13,,2175,2270,,67.4,104.8,.317,.379,.544,51.4,55.0,8.6,9.0,.518,15.2,26.8,.216
24,Boise State,32,20,12,.625,5.52,2.72,,12,6,,11,3,,8,7,,2404,2278,,70.4,101.1,.412,.300,.525,48.7,48.8,8.5,13.7,.477,14.8,26.3,.300
25,Boston College,32,9,23,.281,2.20,8.08,,2,16,,8,10,,0,9,,2320,2508,,72.5,108.1,.396,.352,.574,49.8,58.0,10.6,10.0,.532,15.4,24.1,.299
26,Boston University,32,18,14,.563,-2.43,-3.66,,12,6,,11,5,,6,9,,2339,2264,,69.8,99.8,.365,.417,.533,49.9,57.3,9.9,9.7,.501,18.2,28.1,.250
27,Bowling Green State,32,13,19,.406,-6.00,-2.00,,7,11,,10,7,,3,12,,2355,2453,,72.7,104.3,.337,.357,.559,51.2,47.8,8.5,9.6,.525,17.7,28.0,.245
28,Bradley,33,13,20,.394,-2.84,2.94,,7,11,,8,7,,3,10,,2163,2333,,68.6,102.6,.403,.391,.528,50.8,58.5,11.3,9.3,.485,16.4,29.5,.289
29,Brigham Young,34,22,12,.647,8.22,1.87,,12,6,,14,4,,5,4,,2741,2525,,75.6,98.2,.311,.389,.506,46.5,53.4,9.2,7.3,.480,14.3,24.9,.201
30,Brown,30,13,17,.433,-8.55,-4.08,,4,10,,9,7,,4,8,,2275,2338,,72.1,108.0,.373,.369,.595,52.2,53.4,9.7,12.8,.567,19.4,29.6,.267
31,Bryant,32,12,20,.375,-9.69,-5.43,,9,9,,9,5,,2,15,,2373,2478,,70.0,107.7,.374,.370,.552,50.6,50.2,8.6,9.7,.513,15.4,30.4,.275
32,Bucknell NCAA,35,26,9,.743,5.89,-2.48,,15,3,,14,2,,9,6,,2669,2376,,70.7,96.1,.331,.313,.509,49.4,49.3,9.9,8.7,.480,17.3,27.8,.218
33,Buffalo,32,17,15,.531,0.92,-1.01,,11,7,,8,4,,8,7,,2486,2375,,72.9,101.4,.424,.351,.516,46.9,51.0,8.7,8.7,.476,15.1,28.7,.289
34,Butler NCAA,34,25,9,.735,17.70,10.23,,12,6,,13,3,,7,4,,2595,2341,,67.3,101.6,.370,.377,.542,49.4,44.7,7.4,7.3,.508,17.3,26.7,.258
35,Cal Poly,31,11,20,.355,-10.71,-4.22,,6,10,,6,6,,5,11,,2082,2242,,66.7,107.5,.392,.278,.557,53.5,50.2,7.1,9.0,.521,15.6,29.9,.281
36,Cal State Bakersfield,35,25,10,.714,3.21,-1.94,,12,2,,12,1,,11,6,,2502,2235,,69.7,90.1,.464,.407,.489,47.7,55.3,8.6,8.5,.436,20.3,29.8,.321
37,Cal State Fullerton,32,17,15,.531,-7.55,-6.85,,10,6,,12,4,,4,8,,2351,2280,,70.7,98.0,.400,.351,.526,47.8,49.8,8.4,8.6,.481,17.4,25.9,.289
38,Cal State Northridge,30,11,19,.367,-8.34,-4.13,,7,9,,7,7,,4,8,,2341,2440,,74.6,109.0,.415,.295,.556,51.0,49.0,8.1,7.9,.517,15.1,31.0,.299
39,California,34,21,13,.618,11.11,6.34,,10,8,,15,4,,3,6,,2316,2154,,66.3,94.2,.342,.325,.489,45.3,51.5,7.1,9.9,.453,14.7,23.9,.231
40,Campbell,37,19,18,.514,-9.68,-7.59,,7,11,,11,8,,6,9,,2653,2605,,67.8,103.2,.386,.353,.535,50.7,51.5,10.1,7.7,.495,15.4,27.2,.276
41,Canisius,34,18,16,.529,-2.82,-3.50,,10,10,,7,7,,9,8,,2665,2642,,71.4,108.0,.338,.338,.576,51.7,48.6,7.8,9.1,.545,18.1,32.2,.247
42,Central Arkansas,32,8,24,.250,-13.04,-3.76,,7,11,,5,6,,3,16,,2395,2692,,72.2,115.2,.320,.439,.575,51.2,63.3,8.8,7.4,.551,13.5,31.7,.223
43,Central Connecticut State,29,6,23,.207,-17.51,-7.68,,4,14,,3,9,,3,14,,1827,2112,,66.5,108.6,.346,.383,.566,51.5,55.3,9.4,9.5,.540,17.4,32.4,.238
44,Central Florida,36,24,12,.667,9.58,3.69,,11,7,,15,3,,6,6,,2414,2202,,66.2,92.1,.223,.401,.458,44.4,60.9,9.7,9.0,.427,12.7,25.5,.158
45,Central Michigan,32,16,16,.500,-5.76,-2.63,,6,12,,10,5,,5,9,,2826,2807,,77.8,111.5,.310,.367,.551,52.3,45.6,7.5,10.5,.523,13.5,32.5,.216
46,Charleston Southern,31,12,19,.387,-12.28,-6.21,,7,11,,9,6,,3,12,,2304,2343,,69.7,107.1,.405,.384,.570,49.9,54.0,7.1,9.4,.530,16.0,26.1,.299
47,Charlotte,30,13,17,.433,-5.24,-0.93,,7,11,,10,5,,3,9,,2295,2407,,74.4,107.4,.353,.304,.554,55.2,46.9,8.5,8.5,.523,16.0,31.0,.247
48,Chattanooga,31,19,12,.613,1.10,-2.08,,10,8,,11,3,,7,7,,2314,2132,,68.1,100.6,.363,.304,.541,50.9,48.8,9.2,10.1,.497,19.0,32.2,.274
49,Chicago State,32,6,26,.188,-16.67,-0.19,,1,13,,3,7,,2,17,,2089,2511,,70.3,109.8,.355,.447,.574,53.2,64.9,8.5,10.0,.546,16.6,30.2,.251
50,Cincinnati NCAA,36,30,6,.833,18.43,5.49,,16,2,,18,0,,8,3,,2674,2208,,65.1,93.6,.291,.370,.491,46.7,52.8,5.5,8.4,.452,17.4,29.2,.214
51,Clemson,33,17,16,.515,13.22,9.98,,6,12,,11,6,,3,7,,2468,2361,,67.7,105.2,.242,.369,.549,50.7,48.5,7.5,8.8,.519,17.3,32.2,.185
52,Cleveland State,31,9,22,.290,-6.73,-1.53,,5,13,,5,6,,2,14,,2083,2222,,68.8,102.6,.406,.360,.553,53.0,60.1,7.2,9.3,.520,19.4,32.1,.278
53,Coastal Carolina,39,20,19,.513,-3.94,-1.48,,10,8,,15,6,,3,12,,2833,2858,,71.0,102.5,.320,.468,.529,48.0,52.3,8.3,9.0,.496,14.8,26.1,.226
54,Colgate,32,10,22,.313,-8.47,-3.60,,8,10,,4,8,,6,12,,2145,2273,,66.4,104.9,.381,.388,.556,50.3,53.6,11.0,10.4,.524,15.7,25.4,.264
55,College of Charleston,35,25,10,.714,3.99,-0.19,,14,4,,12,2,,10,5,,2416,2260,,65.6,98.1,.315,.383,.506,50.9,48.3,5.9,9.7,.478,16.2,28.8,.209
56,Colorado,34,19,15,.559,9.12,6.00,,8,10,,13,4,,4,9,,2568,2455,,69.0,103.9,.335,.381,.535,47.9,49.5,8.1,10.3,.502,15.1,28.0,.237
57,Colorado State,36,24,12,.667,6.03,2.17,,13,5,,15,5,,7,5,,2611,2447,,68.0,99.9,.313,.406,.504,48.1,48.6,8.1,8.3,.471,14.7,28.7,.215
58,Columbia,27,11,16,.407,-5.67,-3.13,,5,9,,7,6,,4,10,,1940,1964,,69.5,103.8,.345,.448,.544,51.5,62.0,8.3,9.7,.514,17.6,31.2,.236
59,Connecticut,33,16,17,.485,7.23,6.61,,9,9,,8,6,,4,8,,2220,2189,,65.4,100.7,.316,.398,.496,49.1,53.3,9.2,7.9,.459,13.7,30.1,.222
60,Coppin State,32,8,24,.250,-21.51,-8.01,,7,9,,5,6,,3,16,,2119,2521,,70.5,110.8,.402,.394,.570,53.7,52.8,8.2,9.6,.539,16.4,32.9,.281
61,Cornell,29,8,21,.276,-8.40,-1.55,,4,10,,3,8,,4,12,,2074,2238,,71.3,107.7,.314,.342,.550,51.3,50.2,10.6,10.9,.517,13.7,26.8,.232
62,Creighton NCAA,35,25,10,.714,17.27,8.95,,10,8,,13,4,,7,4,,2864,2549,,72.9,100.0,.288,.368,.525,50.7,48.1,9.2,7.5,.498,16.8,28.9,.199
63,Dartmouth,27,7,20,.259,-11.15,-3.45,,4,10,,3,9,,4,11,,1812,2020,,68.2,109.1,.307,.357,.560,49.5,43.8,9.9,14.1,.532,14.0,26.9,.218
64,Davidson,32,17,15,.531,6.45,4.26,,8,10,,8,5,,5,7,,2362,2292,,69.5,102.3,.334,.337,.528,50.4,51.5,9.6,10.8,.497,15.0,26.9,.230
65,Dayton NCAA,32,24,8,.750,12.98,4.27,,15,3,,15,1,,7,3,,2428,2126,,69.4,95.3,.349,.394,.515,50.3,55.3,6.2,10.6,.477,18.8,27.6,.247
66,Delaware,33,13,20,.394,-9.97,-1.42,,5,13,,9,5,,3,12,,2157,2381,,66.1,108.7,.390,.423,.551,49.9,59.4,8.6,9.9,.523,13.2,26.8,.261
67,Delaware State,32,10,22,.313,-18.81,-9.37,,7,9,,4,7,,6,14,,2186,2399,,68.4,108.3,.377,.427,.557,53.8,59.8,9.3,9.2,.521,17.5,35.6,.273
68,Denver,30,16,14,.533,-2.99,-4.19,,8,8,,8,5,,7,8,,2275,2239,,69.0,107.3,.391,.388,.555,46.9,46.2,9.9,8.9,.514,13.8,24.7,.289
69,DePaul,32,9,23,.281,2.09,7.78,,2,16,,8,10,,1,9,,2206,2388,,69.0,107.8,.402,.402,.575,51.0,60.7,9.2,8.5,.538,17.6,30.0,.293
70,Detroit Mercy,31,8,23,.258,-10.72,-1.62,,6,12,,5,9,,3,13,,2387,2630,,74.3,112.8,.477,.371,.599,52.9,51.0,8.6,10.2,.570,17.2,31.1,.330
71,Drake,31,7,24,.226,-4.71,1.91,,5,13,,6,9,,1,11,,2208,2390,,70.0,108.8,.306,.374,.556,52.5,49.7,9.6,12.0,.530,15.2,30.8,.212
72,Drexel,32,9,23,.281,-7.43,-2.56,,3,15,,5,8,,4,14,,2397,2508,,71.4,108.1,.389,.360,.557,50.2,51.0,8.9,9.0,.526,15.3,29.9,.269
73,Duke NCAA,37,28,9,.757,21.56,10.91,,11,7,,15,1,,4,6,,2991,2597,,69.9,100.5,.312,.288,.510,48.1,46.6,6.8,6.7,.475,14.9,29.6,.222
74,Duquesne,32,10,22,.313,-3.06,0.69,,3,15,,8,10,,1,10,,2256,2376,,71.0,104.6,.333,.343,.533,50.6,60.5,8.3,13.1,.499,15.2,30.2,.235
75,East Carolina,33,15,18,.455,-0.49,1.33,,6,12,,12,5,,1,11,,2088,2148,,66.8,97.5,.272,.340,.483,49.6,53.2,9.8,9.7,.447,14.4,31.0,.197
76,East Tennessee State NCAA,35,27,8,.771,7.31,-2.11,,14,4,,13,2,,8,5,,2782,2438,,71.4,96.6,.372,.394,.528,46.9,47.3,9.6,9.9,.487,19.2,27.2,.268
77,Eastern Illinois,29,14,15,.483,-5.35,-5.05,,6,10,,8,6,,6,9,,2169,2083,,70.5,98.9,.385,.334,.528,51.0,51.9,8.1,8.0,.490,18.9,31.0,.270
78,Eastern Kentucky,31,12,19,.387,-8.65,-2.44,,5,11,,8,6,,3,12,,2197,2330,,69.7,105.8,.415,.362,.550,53.2,55.7,10.3,9.3,.507,16.8,32.2,.303
79,Eastern Michigan,33,16,17,.485,-0.18,0.16,,7,11,,10,6,,5,10,,2566,2409,,71.2,101.7,.475,.399,.537,50.1,64.5,9.1,6.0,.488,19.2,34.0,.341
80,Eastern Washington,34,22,12,.647,-2.77,-4.43,,13,5,,15,1,,6,10,,2695,2592,,68.0,108.1,.361,.360,.545,49.1,51.7,9.1,7.4,.508,13.1,27.9,.259
81,Elon,32,18,14,.563,0.24,-1.39,,10,8,,10,4,,6,8,,2403,2292,,69.2,101.2,.263,.395,.512,49.8,42.1,8.4,9.6,.483,13.6,26.3,.186
82,Evansville,33,16,17,.485,1.45,2.42,,6,12,,13,4,,2,9,,2288,2261,,67.0,101.1,.396,.397,.529,49.4,55.4,8.1,11.0,.488,16.4,27.2,.279
83,Fairfield,31,16,15,.516,-4.75,-3.85,,11,9,,7,6,,8,8,,2251,2279,,71.7,101.7,.320,.335,.523,51.5,47.2,8.9,7.1,.495,15.3,28.1,.216
84,Fairleigh Dickinson,30,11,19,.367,-9.28,-5.31,,9,9,,7,4,,3,14,,2183,2250,,70.2,106.4,.431,.347,.548,52.7,56.8,8.7,6.9,.511,16.7,33.3,.299
85,Florida NCAA,36,27,9,.750,22.40,11.01,,14,4,,9,1,,8,4,,2804,2394,,70.1,93.9,.341,.314,.498,48.7,40.9,7.8,7.5,.458,18.1,29.1,.241
86,Florida A&M,30,7,23,.233,-20.88,-11.85,,5,11,,4,10,,3,11,,2153,2365,,72.2,107.4,.341,.407,.555,54.3,51.7,9.2,6.6,.529,16.7,33.5,.231
87,Florida Atlantic,30,10,20,.333,-7.95,-1.98,,6,12,,5,9,,5,8,,2108,2221,,70.2,104.2,.352,.292,.537,52.7,42.4,8.3,7.7,.504,15.9,30.6,.245
88,Florida Gulf Coast NCAA,34,26,8,.765,2.26,-3.42,,12,2,,16,3,,10,3,,2701,2356,,69.3,99.3,.349,.388,.517,46.1,49.6,8.8,7.1,.484,16.2,28.1,.238
89,Florida International,31,7,24,.226,-8.10,-3.27,,3,15,,6,9,,1,13,,2178,2282,,66.5,108.0,.357,.348,.561,48.8,52.7,9.7,9.8,.527,15.0,27.8,.259
90,Florida State NCAA,35,26,9,.743,18.87,8.87,,12,6,,18,0,,3,6,,2873,2523,,72.6,99.3,.373,.361,.520,47.3,49.5,6.9,7.1,.479,16.9,29.5,.267
91,Fordham,32,13,19,.406,-1.97,1.36,,7,11,,8,9,,5,8,,2090,2167,,66.8,99.9,.428,.384,.568,55.7,65.7,9.6,11.4,.531,22.7,31.0,.306
92,Fresno State,33,20,13,.606,4.37,2.31,,11,7,,13,2,,6,10,,2426,2315,,70.1,97.8,.446,.381,.526,49.4,53.6,8.3,8.0,.479,18.1,27.0,.316
93,Furman,35,23,12,.657,1.46,-3.75,,14,4,,11,3,,12,8,,2590,2319,,67.4,97.6,.336,.410,.522,48.3,51.5,8.8,7.2,.488,17.6,26.0,.235
94,Gardner-Webb,33,19,14,.576,-3.08,-5.71,,11,7,,9,5,,8,8,,2546,2319,,71.4,96.6,.397,.355,.518,47.2,56.9,9.0,8.9,.479,18.1,27.3,.273
95,George Mason,34,20,14,.588,3.01,1.28,,9,9,,10,7,,7,5,,2519,2437,,69.2,101.8,.281,.366,.514,45.0,51.9,8.6,9.7,.485,12.7,24.0,.196
96,George Washington,35,20,15,.571,2.37,2.11,,10,8,,14,3,,5,8,,2447,2438,,67.0,103.9,.269,.324,.532,47.0,56.1,10.4,9.5,.502,14.2,26.1,.195
97,Georgetown,32,14,18,.438,11.18,9.31,,5,13,,9,8,,3,7,,2369,2309,,70.2,102.0,.388,.324,.515,49.4,50.0,9.8,9.5,.474,14.9,30.3,.272
98,Georgia,34,19,15,.559,11.13,10.28,,9,9,,12,6,,5,7,,2435,2393,,69.7,100.2,.342,.363,.509,48.5,47.2,9.1,8.7,.472,14.6,28.2,.239
99,Georgia Southern,33,18,15,.545,-3.63,-2.83,,11,7,,10,4,,6,11,,2492,2420,,70.5,103.6,.340,.411,.531,53.2,51.7,6.8,10.0,.503,16.5,32.4,.227
100,Georgia State,33,20,13,.606,-0.33,-2.17,,12,6,,11,3,,6,9,,2442,2312,,70.3,99.2,.398,.459,.527,48.4,58.0,8.7,7.5,.485,17.8,28.6,.283
101,Georgia Tech,37,21,16,.568,7.82,8.21,,8,10,,16,4,,3,10,,2496,2472,,69.3,96.1,.273,.369,.491,50.2,55.2,9.8,9.3,.459,16.1,30.6,.191
102,Gonzaga NCAA,39,37,2,.949,25.26,4.13,,17,1,,15,1,,10,0,,3222,2398,,70.9,86.7,.269,.321,.443,45.3,43.2,7.6,7.8,.411,14.9,25.8,.177
103,Grambling,33,16,17,.485,-17.29,-11.89,,10,8,,11,2,,4,12,,2361,2412,,69.8,103.2,.418,.375,.571,52.4,55.4,8.5,8.4,.543,21.3,33.6,.283
104,Grand Canyon,31,22,9,.710,-0.16,-4.22,,11,3,,15,3,,5,6,,2282,2103,,71.2,94.5,.301,.350,.510,49.1,49.5,9.2,8.3,.478,18.4,27.0,.210
105,Green Bay,32,18,14,.563,-2.77,-2.83,,12,6,,10,3,,7,9,,2565,2479,,76.8,99.7,.323,.383,.528,48.8,51.0,7.9,6.8,.501,17.1,28.0,.215
106,Hampton,31,14,17,.452,-13.23,-9.92,,11,5,,9,4,,5,11,,2149,2219,,70.9,100.2,.424,.352,.534,49.3,44.3,7.9,8.1,.498,17.9,28.7,.288
107,Hartford,32,9,23,.281,-15.85,-5.56,,4,12,,6,8,,3,15,,2136,2465,,70.0,108.8,.349,.334,.550,55.0,58.5,9.1,11.1,.520,15.7,34.3,.243
108,Harvard,28,18,10,.643,2.30,-2.24,,10,4,,11,3,,7,5,,2012,1842,,67.3,97.7,.387,.349,.505,48.9,53.8,9.9,7.7,.467,16.3,28.8,.264
109,Hawaii,30,14,16,.467,-6.19,-4.92,,8,8,,11,8,,3,5,,2042,2048,,68.3,99.2,.384,.330,.535,50.9,44.4,10.0,9.1,.505,18.2,28.7,.256
110,High Point,31,15,16,.484,-9.06,-6.28,,9,9,,8,8,,7,7,,2133,2136,,66.8,101.5,.322,.408,.540,48.8,52.9,9.9,10.0,.514,17.5,26.7,.218
111,Hofstra,32,15,17,.469,-2.35,-1.90,,7,11,,7,7,,6,7,,2473,2454,,69.0,110.2,.285,.338,.553,49.7,52.1,7.3,8.3,.524,13.2,29.1,.207
112,Holy Cross,32,15,17,.469,-5.26,-3.51,,9,9,,9,5,,6,12,,1932,1988,,61.5,100.6,.304,.467,.560,57.2,65.1,7.7,10.7,.533,22.3,32.3,.217
113,Houston,32,21,11,.656,12.20,3.42,,12,6,,12,4,,6,5,,2358,2077,,65.8,98.3,.369,.386,.515,49.5,51.4,7.2,8.0,.472,17.8,30.6,.266
114,Houston Christian,31,17,14,.548,-7.30,-4.44,,12,6,,13,1,,4,12,,2441,2398,,72.9,106.1,.363,.362,.560,45.9,52.4,9.5,7.9,.523,16.3,27.1,.267
115,Howard,34,10,24,.294,-16.97,-7.97,,5,11,,6,6,,2,16,,2163,2433,,68.4,104.6,.360,.368,.526,50.6,57.9,10.1,8.4,.492,15.6,33.3,.251
116,Idaho,33,19,14,.576,-5.34,-5.89,,12,6,,12,3,,6,10,,2412,2346,,67.9,102.4,.422,.435,.540,47.4,52.7,7.8,8.8,.492,15.9,25.0,.313
117,Idaho State,31,5,26,.161,-15.10,-3.37,,3,15,,4,7,,1,16,,2164,2486,,70.1,113.5,.334,.400,.587,55.6,51.6,9.4,9.7,.560,16.0,31.9,.240
118,Illinois,35,20,15,.571,10.54,9.25,,8,10,,14,5,,3,7,,2508,2417,,68.9,99.9,.298,.367,.529,48.8,45.6,7.7,7.5,.495,16.4,26.2,.217
119,Illinois State,35,28,7,.800,10.30,2.71,,17,1,,16,1,,9,4,,2418,2146,,65.8,92.9,.324,.388,.481,48.3,52.8,8.8,7.7,.443,16.7,28.5,.224
120,Illinois-Chicago,36,17,19,.472,-5.95,-3.63,,7,11,,10,8,,5,9,,2749,2754,,74.0,102.3,.317,.295,.514,47.9,51.5,10.1,10.2,.475,14.3,29.7,.232
121,Incarnate Word,29,12,17,.414,-12.14,-5.62,,7,11,,10,5,,2,12,,2212,2320,,73.3,108.7,.380,.271,.546,54.3,47.4,9.4,10.5,.507,14.6,32.2,.276
122,Indiana,34,18,16,.529,14.63,8.16,,7,11,,14,4,,2,8,,2711,2491,,69.5,103.1,.368,.342,.525,44.9,47.3,8.9,11.1,.487,13.8,28.0,.259
123,Indiana State,31,11,20,.355,-1.02,3.18,,5,13,,8,6,,3,10,,2170,2255,,70.1,100.9,.424,.310,.519,53.3,48.7,7.7,11.7,.477,15.6,28.8,.293
124,Iona NCAA,35,22,13,.629,1.08,-2.47,,12,8,,8,4,,7,7,,2813,2689,,72.3,105.1,.334,.355,.532,51.8,53.0,6.6,7.8,.500,15.4,32.0,.232
125,Iowa,34,19,15,.559,10.01,7.54,,10,8,,15,5,,3,7,,2738,2654,,72.8,104.5,.275,.368,.535,49.9,60.1,10.4,8.8,.510,16.4,32.2,.188
126,Iowa State NCAA,35,24,11,.686,20.51,11.94,,12,6,,12,3,,5,6,,2829,2529,,70.6,100.6,.256,.359,.518,52.3,51.9,6.6,9.1,.490,16.7,31.6,.180
127,IUPUI,32,14,18,.438,-4.29,-1.62,,7,9,,8,4,,5,13,,2500,2517,,72.0,108.4,.414,.344,.577,50.6,49.9,8.0,10.6,.534,16.7,28.1,.313
128,Jackson State,32,14,18,.438,-15.42,-11.55,,10,8,,10,4,,4,13,,2067,2142,,65.9,100.8,.488,.353,.543,48.5,53.9,7.6,8.6,.493,18.3,27.7,.351
129,Jacksonville,33,17,16,.515,-10.21,-8.45,,5,9,,7,7,,8,9,,2557,2477,,70.4,106.2,.349,.404,.572,50.5,51.2,8.0,9.2,.551,18.2,27.5,.233
130,Jacksonville State NCAA,35,20,15,.571,-2.85,-3.24,,9,7,,5,5,,10,9,,2434,2378,,65.3,103.3,.339,.366,.524,47.3,49.0,9.1,9.0,.486,14.4,27.8,.245
131,James Madison,33,10,23,.303,-5.64,-1.83,,7,11,,6,9,,3,13,,2194,2299,,65.8,104.7,.384,.428,.550,47.5,53.9,9.2,8.0,.513,15.8,25.0,.276
132,Kansas NCAA,36,31,5,.861,23.53,12.23,,16,2,,14,1,,10,1,,2995,2588,,71.4,99.7,.300,.342,.515,47.0,49.9,9.4,9.4,.481,16.1,29.4,.215
133,Kansas City,35,18,17,.514,-4.97,-1.06,,8,6,,12,5,,4,10,,2691,2753,,74.5,105.2,.420,.365,.552,52.1,51.5,8.5,7.9,.519,17.3,31.1,.285
134,Kansas State NCAA,35,21,14,.600,14.80,10.48,,8,10,,11,5,,5,6,,2523,2372,,67.5,100.0,.334,.340,.533,50.8,55.5,9.3,9.5,.496,19.1,32.3,.244
135,Kennesaw State,32,14,18,.438,-8.44,-5.97,,7,7,,8,5,,6,13,,2401,2456,,71.5,107.4,.367,.314,.557,49.0,44.1,9.3,6.8,.530,15.3,28.6,.248
136,Kent State NCAA,36,22,14,.611,0.88,-1.63,,10,8,,10,6,,7,5,,2772,2628,,70.7,101.4,.333,.356,.530,46.0,51.9,8.3,5.7,.497,16.8,29.6,.234
137,Kentucky NCAA,38,32,6,.842,23.88,10.49,,16,2,,15,2,,7,3,,3225,2716,,74.3,95.8,.335,.333,.507,46.8,44.0,6.4,7.7,.475,16.9,27.1,.227
138,La Salle,30,15,15,.500,1.91,2.94,,9,9,,11,4,,4,8,,2266,2297,,69.1,108.9,.331,.384,.573,50.6,55.6,8.8,9.0,.543,15.8,27.6,.239
139,Lafayette,30,9,21,.300,-14.68,-3.50,,5,13,,5,10,,4,11,,1995,2282,,70.3,107.8,.311,.437,.563,53.9,55.5,10.8,6.5,.540,16.1,28.6,.213
140,Lamar,34,19,15,.559,-7.36,-7.93,,10,8,,12,3,,6,11,,2623,2434,,70.7,100.2,.415,.314,.550,49.4,53.0,8.2,12.4,.512,19.8,29.2,.292
141,Lehigh,32,20,12,.625,1.54,-3.30,,12,6,,12,2,,8,10,,2432,2261,,70.4,99.2,.276,.382,.532,48.3,52.8,9.0,7.5,.501,16.5,23.7,.202
