Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Jeff Lebo,East Carolina,AAC,,15,18,0.455,,,,,2010-11,114,118,0.491,,,,,,325,274,0.543,,,,
Dave Leitao,DePaul,Big East,,9,23,0.281,,,,,2002-03,76,79,0.49,1.0,,,,,161,174,0.481,2.0,,,
Jim Les,UC Davis,Big West,,23,13,0.639,,,Lost First Round,,2011-12,87,104,0.455,1.0,,,,,241,244,0.497,2.0,1.0,,
Jeff Linder,Northern Colorado,Big Sky,,11,18,0.379,,,,,2016-17,11,18,0.379,,,,,,11,18,0.379,,,,
Dave Loos,Austin Peay,OVC,,11,19,0.367,,,,,1990-91,420,410,0.506,4.0,,,,,420,410,0.506,4.0,,,
Matt Lottich,Valparaiso,Horizon,,24,9,0.727,,,,,2016-17,24,9,0.727,,,,,,24,9,0.727,,,,
Paul Lusk,Missouri State,MVC,,17,16,0.515,,,,,2011-12,88,106,0.454,,,,,,88,106,0.454,,,,
Chris Mack,Xavier,Big East,,24,14,0.632,7.0,,Lost Regional Final,,2009-10,186,91,0.671,7.0,4.0,,,,186,91,0.671,7.0,4.0,,
Dan Majerle,Grand Canyon,WAC,,22,9,0.71,,,,,2013-14,81,46,0.638,,,,,,81,46,0.638,,,,
Mike Maker,Marist,MAAC,,8,24,0.25,,,,,2014-15,22,72,0.234,,,,,,22,72,0.234,,,,
Danny Manning,Wake Forest,ACC,,19,14,0.576,,,Lost First Four,,2014-15,43,53,0.448,1.0,,,,,81,82,0.497,2.0,,,
Bob Marlin,Louisiana,Sun Belt,,21,12,0.636,,,,,2010-11,128,104,0.552,1.0,,,,,353,235,0.6,3.0,,,
Donyell Marshall,Central Connecticut State,NEC,,6,23,0.207,,,,,2016-17,6,23,0.207,,,,,,6,23,0.207,,,,
Gregg Marshall,Wichita State,MVC,,31,5,0.861,,19.0,Lost Second Round,,2007-08,261,90,0.744,6.0,2.0,1.0,,,455,173,0.725,13.0,2.0,1.0,
Phil Martelli,Saint Joseph's,A-10,,11,20,0.355,,,,,1995-96,414,293,0.586,7.0,2.0,,,,414,293,0.586,7.0,2.0,,
Cuonzo Martin,California,Pac-12,,21,13,0.618,,,,,2014-15,62,39,0.614,1.0,,,,,186,121,0.606,2.0,1.0,,
Frank Martin,South Carolina,SEC,,26,11,0.703,,,Lost National Semifinal,,2012-13,96,74,0.565,1.0,1.0,1.0,,,213,128,0.625,5.0,2.0,1.0,
Mike Martin,Brown,Ivy,,13,17,0.433,,,,,2012-13,62,84,0.425,,,,,,62,84,0.425,,,,
Steve Masiello,Manhattan,MAAC,,10,22,0.312,,,,,2011-12,102,93,0.523,2.0,,,,,102,93,0.523,2.0,,,
Bashir Mason,Wagner,NEC,,16,14,0.533,,,,,2012-13,87,69,0.558,,,,,,87,69,0.558,,,,
Matt Matheny,Elon,CAA,,18,14,0.562,,,,,2009-10,126,130,0.492,,,,,,126,130,0.492,,,,
Thad Matta,Ohio State,Big Ten,,17,15,0.531,,,,,2004-05,337,123,0.733,9.0,5.0,2.0,,,439,154,0.74,13.0,6.0,2.0,
Fran McCaffery,Iowa,Big Ten,,19,15,0.559,,,,,2010-11,137,101,0.576,3.0,,,,,388,278,0.583,8.0,,,
Matt McCall,Chattanooga,Southern,,19,12,0.613,,,,,2015-16,48,18,0.727,1.0,,,,,48,18,0.727,1.0,,,
Grant McCasland,Arkansas State,Sun Belt,,20,12,0.625,,,,,2016-17,20,12,0.625,,,,,,20,12,0.625,,,,
Steve McClain,UIC,Horizon,,17,19,0.472,,,,,2015-16,22,44,0.333,,,,,,179,159,0.53,1.0,,,
Mike McConathy,Northwestern State,Southland,,13,16,0.448,,,,,1999-00,280,276,0.504,3.0,,,,,280,276,0.504,3.0,,,
Greg McDermott,Creighton,Big East,,25,10,0.714,22.0,,Lost First Round,,2010-11,166,82,0.669,4.0,,,,,315,213,0.597,7.0,,,
Nick McDevitt,UNC Asheville,Big South,,23,10,0.697,,,,,2013-14,77,53,0.592,1.0,,,,,77,53,0.592,1.0,,,
Kevin McGeehan,Campbell,Big South,,19,18,0.514,,,,,2013-14,53,78,0.405,,,,,,53,78,0.405,,,,
Dan McHale,Eastern Kentucky,OVC,,12,19,0.387,,,,,2015-16,27,35,0.435,,,,,,27,35,0.435,,,,
Ritchie McKay,Liberty,Big South,,21,14,0.6,,,,,2007-08,73,61,0.545,,,,,,238,219,0.521,1.0,,,
Bob McKillop,Davidson,A-10,,17,15,0.531,,,,,1989-90,533,328,0.619,8.0,1.0,,,,533,328,0.619,8.0,1.0,,
David McLaughlin,Dartmouth,Ivy,,7,20,0.259,,,,,2016-17,7,20,0.259,,,,,,7,20,0.259,,,,
Matt McMahon,Murray State,OVC,,16,17,0.485,,,,,2015-16,33,31,0.516,,,,,,33,31,0.516,,,,
Niko Medved,Furman,Southern,,23,12,0.657,,,,,2013-14,62,71,0.466,,,,,,62,71,0.466,,,,
Marvin Menzies,Nevada-Las Vegas,MWC,,11,21,0.344,,,,,2016-17,11,21,0.344,,,,,,209,132,0.613,5.0,,,
Joe Mihalich,Hofstra,CAA,,15,17,0.469,,,,,2013-14,69,64,0.519,,,,,,334,267,0.556,2.0,,,
Tim Miles,Nebraska,Big Ten,,12,19,0.387,,,,,2012-13,75,86,0.466,1.0,,,,,182,194,0.484,2.0,,,
Archie Miller,Dayton,A-10,,24,8,0.75,,,Lost First Round,,2011-12,139,63,0.688,4.0,1.0,,,,139,63,0.688,4.0,1.0,,
Sean Miller,Arizona,Pac-12,,32,5,0.865,10.0,4.0,Lost Regional Semifinal,,2009-10,220,66,0.769,6.0,5.0,,,,340,113,0.751,10.0,7.0,,
Wes Miller,UNC Greensboro,Southern,,25,10,0.714,,,,,2011-12,85,102,0.455,,,,,,85,102,0.455,,,,
Dan Monson,Long Beach State,Big West,,15,19,0.441,,,,,2007-08,170,159,0.517,1.0,,,,,340,282,0.547,3.0,1.0,,
Mark Montgomery,Northern Illinois,MAC,,15,17,0.469,,,,,2011-12,75,114,0.397,,,,,,75,114,0.397,,,,
Chris Mooney,Richmond,A-10,,22,13,0.629,,,,,2005-06,225,175,0.562,2.0,1.0,,,,243,187,0.565,2.0,1.0,,
Tom Moore,Quinnipiac,MAAC,,10,21,0.323,,,,,2007-08,162,150,0.519,,,,,,162,150,0.519,,,,
Porter Moser,Loyola (IL),MVC,,18,14,0.562,,,,,2011-12,89,105,0.459,,,,,,194,206,0.485,,,,
LeVelle Moton,North Carolina Central,MEAC,,25,9,0.735,,,Lost First Four,,2009-10,152,103,0.596,2.0,,,,,152,103,0.596,2.0,,,
Dan Muller,Illinois State,MVC,,28,7,0.8,,,,,2012-13,104,65,0.615,,,,,,104,65,0.615,,,,
Chris Mullin,St. John's (NY),Big East,,14,19,0.424,,,,,2015-16,22,43,0.338,,,,,,22,43,0.338,,,,
Jack Murphy,Northern Arizona,Big Sky,,9,23,0.281,,,,,2012-13,63,101,0.384,,,,,,63,101,0.384,,,,
Rob Murphy,Eastern Michigan,MAC,,16,17,0.485,,,,,2011-12,107,97,0.525,,,,,,107,97,0.525,,,,
Eric Musselman,Nevada,MWC,,28,7,0.8,,,Lost First Round,,2015-16,52,21,0.712,1.0,,,,,52,21,0.712,1.0,,,
Scott Nagy,Wright State,Horizon,,20,12,0.625,,,,,2016-17,20,12,0.625,,,,,,210,175,0.545,3.0,,,
Craig Neal,New Mexico,MWC,,17,14,0.548,,,,,2013-14,76,52,0.594,1.0,,,,,76,52,0.594,1.0,,,
Jeff Neubauer,Fordham,A-10,,13,19,0.406,,,,,2015-16,30,33,0.476,,,,,,218,167,0.566,2.0,,,
Gregg Nibert,Presbyterian,Big South,,5,25,0.167,,,,,2007-08,89,218,0.29,,,,,,89,218,0.29,,,,
Kevin Nickelberry,Howard,MEAC,,10,24,0.294,,,,,2010-11,69,154,0.309,,,,,,118,198,0.373,,,,
Fran O'Hanlon,Lafayette,Patriot,,9,21,0.3,,,,,1995-96,303,354,0.461,3.0,,,,,303,354,0.461,3.0,,,
Tim O'Shea,Bryant,NEC,,12,20,0.375,,,,,2008-09,93,183,0.337,,,,,,213,278,0.434,1.0,,,
Nate Oats,Buffalo,MAC,,17,15,0.531,,,,,2015-16,37,30,0.552,1.0,,,,,37,30,0.552,1.0,,,
Ryan Odom,Maryland-Baltimore County,AEC,,21,13,0.618,,,,,2016-17,21,13,0.618,,,,,,29,24,0.547,,,,
Kevin Ollie,Connecticut,AAC,,16,17,0.485,18.0,,,,2012-13,113,61,0.649,2.0,1.0,1.0,1.0,,113,61,0.649,2.0,1.0,1.0,1.0
T.J. Otzelberger,South Dakota State,Summit,,18,17,0.514,,,Lost First Round,,2016-17,18,17,0.514,1.0,,,,,18,17,0.514,1.0,,,
Scott Padgett,Samford,Southern,,20,16,0.556,,,,,2014-15,47,54,0.465,,,,,,47,54,0.465,,,,
Matt Painter,Purdue,Big Ten,,27,8,0.771,15.0,15.0,Lost Regional Semifinal,,2005-06,265,142,0.651,9.0,3.0,,,,290,147,0.664,10.0,3.0,,
Josh Pastner,Georgia Tech,ACC,,21,16,0.568,,,,,2016-17,21,16,0.568,,,,,,188,89,0.679,4.0,,,
Jimmy Patsos,Siena,MAAC,,17,17,0.5,,,,,2013-14,69,68,0.504,,,,,,214,203,0.513,1.0,,,
Dave Paulsen,George Mason,A-10,,20,14,0.588,,,,,2015-16,31,35,0.47,,,,,,165,129,0.561,2.0,,,
Andre Payne,Mississippi Valley State,SWAC,,7,25,0.219,,,,,2014-15,21,78,0.212,,,,,,21,78,0.212,,,,
Eddie Payne,South Carolina Upstate,A-Sun,,17,16,0.515,,,,,2007-08,134,187,0.417,,,,,,240,335,0.417,1.0,,,
Steve Payne,Tennessee Tech,OVC,,12,20,0.375,,,,,2011-12,91,97,0.484,,,,,,91,97,0.484,,,,
Bruce Pearl,Auburn,SEC,,18,14,0.562,,,,,2014-15,44,54,0.449,,,,,,275,153,0.643,8.0,4.0,,
Russ Pennell,Central Arkansas,Southland,,8,24,0.25,,,,,2014-15,17,72,0.191,,,,,,38,86,0.306,1.0,1.0,,
Jack Perri,Long Island University,NEC,,20,12,0.625,,,,,2012-13,77,79,0.494,1.0,,,,,77,79,0.494,1.0,,,
Saul Phillips,Ohio,MAC,,20,11,0.645,,,,,2014-15,53,43,0.552,,,,,,187,127,0.596,2.0,,,
Steve Pikiell,Rutgers,Big Ten,,15,18,0.455,,,,,2016-17,15,18,0.455,,,,,,207,174,0.543,1.0,,,
Dave Pilipovich,Air Force,MWC,,12,21,0.364,,,,,2011-12,72,94,0.434,,,,,,72,94,0.434,,,,
Richard Pitino,Minnesota,Big Ten,,24,10,0.706,,,Lost First Round,,2013-14,75,61,0.551,1.0,,,,,93,75,0.554,1.0,,,
Rick Pitino *,Louisville,ACC,,25,9,0.735,13.0,10.0,Lost Second Round,,2001-02,416,143,0.744,13.0,7.0,3.0,1.0,,770,271,0.74,21.0,13.0,7.0,2.0
Mark Pope,Utah Valley,WAC,,17,17,0.5,,,,,2015-16,29,35,0.453,,,,,,29,35,0.453,,,,
Terry Porter,Portland,WCC,,11,22,0.333,,,,,2016-17,11,22,0.333,,,,,,11,22,0.333,,,,
Mark Price,Charlotte,CUSA,,13,17,0.433,,,,,2015-16,27,36,0.429,,,,,,27,36,0.429,,,,
Tic Price,Lamar,Southland,,19,15,0.559,,,,,2013-14,46,53,0.465,,,,,,213,175,0.549,2.0,,,
Steve Prohm,Iowa State,Big 12,,24,11,0.686,24.0,16.0,Lost Second Round,,2015-16,47,23,0.671,2.0,1.0,,,,151,52,0.744,3.0,1.0,,
Barclay Radebaugh,Charleston Southern,Big South,,12,19,0.387,,,,,2005-06,160,206,0.437,,,,,,160,206,0.437,,,,
Randy Rahe,Weber State,Big Sky,,20,14,0.588,,,,,2006-07,228,127,0.642,3.0,,,,,228,127,0.642,3.0,,,
Rick Ray,Southeast Missouri State,OVC,,15,18,0.455,,,,,2015-16,20,42,0.323,,,,,,57,102,0.358,,,,
Brett Reed,Lehigh,Patriot,,20,12,0.625,,,,,2007-08,182,132,0.58,2.0,,,,,182,132,0.58,2.0,,,
Mike Rhoades,Rice,CUSA,,23,12,0.657,,,,,2014-15,47,52,0.475,,,,,,47,52,0.475,,,,
King Rice,Monmouth,MAAC,,27,7,0.794,,,,,2011-12,106,92,0.535,,,,,,106,92,0.535,,,,
Leon Rice,Boise State,MWC,,20,12,0.625,,,,,2010-11,142,87,0.62,2.0,,,,,142,87,0.62,2.0,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,9,24,0.273,,,,,2010-11,77,142,0.352,,,,,,227,259,0.467,,,,
Kareem Richardson,Kansas City,WAC,,18,17,0.514,,,,,2013-14,54,75,0.419,,,,,,54,75,0.419,,,,
David Richman,North Dakota State,Summit,,19,11,0.633,,,,,2014-15,62,34,0.646,1.0,,,,,62,34,0.646,1.0,,,
Richie Riley,Nicholls State,Southland,,14,17,0.452,,,,,2016-17,14,17,0.452,,,,,,14,17,0.452,,,,
Montez Robinson,Alcorn State,SWAC,,18,14,0.562,,,,,2015-16,33,29,0.532,,,,,,33,29,0.532,,,,
Lorenzo Romar,Washington,Pac-12,,9,22,0.29,,,,,2002-03,298,196,0.603,6.0,3.0,,,,391,284,0.579,7.0,3.0,,
Dave Rose *,Brigham Young,WCC,,22,12,0.647,,,,,2005-06,305,111,0.733,8.0,1.0,,,,305,111,0.733,8.0,1.0,,
Louis Rowe,James Madison,CAA,,10,23,0.303,,,,,2016-17,10,23,0.303,,,,,,10,23,0.303,,,,
Jeff Rutter,Drake,MVC,,6,17,0.261,,,,,2016-17,6,17,0.261,,,,,,6,17,0.261,,,,
Doc Sadler,Southern Miss,CUSA,,9,22,0.29,,,,,2014-15,26,63,0.292,,,,,,175,170,0.507,1.0,,,
Kelvin Sampson,Houston,AAC,,21,11,0.656,,,,,2014-15,56,40,0.583,,,,,,481,267,0.643,14.0,3.0,1.0,
Byron Samuels,Florida A&M,MEAC,,7,23,0.233,,,,,2014-15,17,71,0.193,,,,,,92,194,0.322,,,,
Mark Schmidt,St. Bonaventure,A-10,,20,12,0.625,,,,,2007-08,166,144,0.535,1.0,,,,,248,234,0.515,1.0,,,
Bill Self,Kansas,Big 12,,31,5,0.861,3.0,3.0,Lost Regional Final,,2003-04,416,88,0.825,14.0,9.0,2.0,1.0,,623,193,0.763,19.0,12.0,2.0,1.0
Herb Sendek,Santa Clara,WCC,,17,16,0.515,,,,,2016-17,17,16,0.515,,,,,,430,311,0.58,8.0,1.0,,
Rob Senderoff,Kent State,MAC,,22,14,0.611,,,Lost First Round,,2011-12,122,81,0.601,1.0,,,,,122,81,0.601,1.0,,,
Tony Shaver,William & Mary,CAA,,17,14,0.548,,,,,2003-04,193,239,0.447,,,,,,193,239,0.447,,,,
Dave Simmons,McNeese State,Southland,,7,22,0.241,,,,,2006-07,143,194,0.424,,,,,,143,194,0.424,,,,
Marty Simmons,Evansville,MVC,,16,17,0.485,,,,,2007-08,167,160,0.511,,,,,,167,160,0.511,,,,
Todd Simon,Southern Utah,Big Sky,,6,27,0.182,,,,,2016-17,6,27,0.182,,,,,,15,35,0.3,,,,
Pat Skerry,Towson,CAA,,20,13,0.606,,,,,2011-12,96,101,0.487,,,,,,96,101,0.487,,,,
Al Skinner Jr,Kennesaw State,A-Sun,,14,18,0.438,,,,,2015-16,25,38,0.397,,,,,,410,329,0.555,9.0,1.0,,
Mark Slessinger,New Orleans,Southland,,20,12,0.625,,,Lost First Four,,2012-13,60,83,0.42,1.0,,,,,60,83,0.42,1.0,,,
Jerry Slocum,Youngstown State,Horizon,,13,21,0.382,,,,,2005-06,142,232,0.38,,,,,,142,232,0.38,,,,
Shaka Smart,Texas,Big 12,,11,22,0.333,21.0,,,,2015-16,31,35,0.47,1.0,,,,,194,91,0.681,6.0,1.0,1.0,
Byron Smith,Prairie View,SWAC,,13,20,0.394,,,,,2015-16,19,26,0.422,,,,,,19,26,0.422,,,,
Craig Smith,South Dakota,Summit,,22,12,0.647,,,,,2014-15,53,46,0.535,,,,,,53,46,0.535,,,,
G.G. Smith,Loyola (MD),Patriot,,16,17,0.485,,,,,2013-14,47,76,0.382,,,,,,47,76,0.382,,,,
Kyle Smith,San Francisco,WCC,,20,13,0.606,,,,,2016-17,20,13,0.606,,,,,,121,95,0.56,,,,
Lamont Smith,San Diego,WCC,,13,18,0.419,,,,,2015-16,22,39,0.361,,,,,,22,39,0.361,,,,
Tubby Smith,Memphis,AAC,,19,13,0.594,,,,,2016-17,19,13,0.594,,,,,,576,289,0.666,18.0,9.0,1.0,1.0
Zach Spiker,Drexel,CAA,,9,23,0.281,,,,,2016-17,9,23,0.281,,,,,,111,135,0.451,,,,
Jay Spoonhour,Eastern Illinois,OVC,,14,15,0.483,,,,,2012-13,67,87,0.435,,,,,,73,91,0.445,,,,
Preston Spradlin,Morehead State,OVC,,12,9,0.571,,,,,2016-17,12,9,0.571,,,,,,12,9,0.571,,,,
Kevin Stallings,Pittsburgh,ACC,,16,17,0.485,,,,,2016-17,16,17,0.485,,,,,,471,300,0.611,9.0,2.0,,
Rick Stansbury,Western Kentucky,CUSA,,15,17,0.469,,,,,2016-17,15,17,0.469,,,,,,308,183,0.627,6.0,,,
Anthony Stewart,Tennessee-Martin,OVC,,22,13,0.629,,,,,2016-17,22,13,0.629,,,,,,22,13,0.629,,,,
Damon Stoudamire,Pacific,WCC,,11,22,0.333,,,,,2016-17,11,22,0.333,,,,,,11,22,0.333,,,,
Scott Sutton,Oral Roberts,Summit,,8,22,0.267,,,,,1999-00,328,247,0.57,3.0,,,,,328,247,0.57,3.0,,,
Dedrique Taylor,Cal State Fullerton,Big West,,17,15,0.531,,,,,2013-14,47,77,0.379,,,,,,47,77,0.379,,,,
Rodney Terry,Fresno State,MWC,,20,13,0.606,,,,,2011-12,105,97,0.52,1.0,,,,,105,97,0.52,1.0,,,
Reggie Theus,Cal State Northridge,Big West,,11,19,0.367,,,,,2013-14,47,81,0.367,,,,,,88,104,0.458,1.0,,,
John Thompson III,Georgetown,Big East,,14,18,0.438,,,,,2004-05,278,151,0.648,8.0,2.0,1.0,,,346,193,0.642,10.0,2.0,1.0,
Wayne Tinkle,Oregon State,Pac-12,,5,27,0.156,,,,,2014-15,41,54,0.432,1.0,,,,,199,145,0.578,4.0,,,
Andrew Toole,Robert Morris,NEC,,14,19,0.424,,,,,2010-11,134,106,0.558,1.0,,,,,134,106,0.558,1.0,,,
Mark Turgeon,Maryland,Big Ten,,24,9,0.727,25.0,,Lost First Round,,2011-12,138,68,0.67,3.0,1.0,,,,388,227,0.631,8.0,2.0,,
Russ Turner,UC Irvine,Big West,,21,15,0.583,,,,,2010-11,139,105,0.57,1.0,,,,,139,105,0.57,1.0,,,
Brad Underwood *,Oklahoma State,Big 12,,20,13,0.606,,,Lost First Round,,2016-17,20,13,0.606,1.0,,,,,109,27,0.801,4.0,,,
Don Verlin,Idaho,Big Sky,,19,14,0.576,,,,,2008-09,150,140,0.517,,,,,,150,140,0.517,,,,
Will Wade,Virginia Commonwealth,A-10,,26,9,0.743,,,Lost First Round,,2015-16,51,20,0.718,2.0,,,,,91,45,0.669,2.0,,,
Jamall Walker,Illinois,Big Ten,,2,1,0.667,,,,,2016-17,2,1,0.667,,,,,,2,1,0.667,,,,
Keith Walker,Delaware State,MEAC,,10,22,0.312,,,,,2013-14,40,71,0.36,,,,,,40,71,0.36,,,,
Shawn Walker,Grambling,SWAC,,16,17,0.485,,,,,2014-15,25,68,0.269,,,,,,25,68,0.269,,,,
Bob Walsh,Maine,AEC,,7,25,0.219,,,,,2014-15,18,74,0.196,,,,,,18,74,0.196,,,,
Brian Wardle,Bradley,MVC,,13,20,0.394,,,,,2015-16,18,47,0.277,,,,,,113,112,0.502,,,,
Gary Waters,Cleveland State,Horizon,,9,22,0.29,,,,,2006-07,194,172,0.53,1.0,,,,,365,307,0.543,3.0,,,
Bruce Weber,Kansas State,Big 12,,21,14,0.6,,,Lost First Round,,2012-13,100,68,0.595,3.0,,,,,413,223,0.649,11.0,3.0,1.0,
Paul Weir,New Mexico State,WAC,,28,6,0.824,,,Lost First Round,,2016-17,28,6,0.824,1.0,,,,,28,6,0.824,1.0,,,
Michael White,Florida,SEC,,27,9,0.75,,20.0,Lost Regional Final,,2015-16,48,24,0.667,1.0,1.0,,,,149,64,0.7,1.0,1.0,,
James Whitford,Ball State,MAC,,21,13,0.618,,,,,2013-14,54,75,0.419,,,,,,54,75,0.419,,,,
Kevin Willard,Seton Hall,Big East,,21,12,0.636,,,Lost First Round,,2010-11,128,102,0.557,2.0,,,,,173,151,0.534,2.0,,,
Bob Williams,UC Santa Barbara,Big West,,6,22,0.214,,,,,1998-99,313,260,0.546,3.0,,,,,313,260,0.546,3.0,,,
Buzz Williams,Virginia Tech,ACC,,22,11,0.667,,,Lost First Round,,2014-15,53,48,0.525,1.0,,,,,206,134,0.606,6.0,3.0,,
Corey Williams,Stetson,A-Sun,,11,21,0.344,,,,,2013-14,39,89,0.305,,,,,,39,89,0.305,,,,
Roy Williams,North Carolina,ACC,,33,7,0.825,6.0,6.0,Won National Final,,2003-04,398,115,0.776,13.0,9.0,5.0,3.0,,816,216,0.791,27.0,18.0,9.0,3.0
Marty Wilson,Pepperdine,WCC,,9,22,0.29,,,,,1995-96,85,113,0.429,,,,,,85,113,0.429,,,,
Willis Wilson,Texas A&M-Corpus Christi,Southland,,24,12,0.667,,,,,2011-12,99,97,0.505,,,,,,317,344,0.48,,,,
Reggie Witherspoon,Canisius,MAAC,,18,16,0.529,,,,,2016-17,18,16,0.529,,,,,,216,244,0.47,,,,
Steve Wojciechowski,Marquette,Big East,,19,13,0.594,,,Lost First Round,,2014-15,52,45,0.536,1.0,,,,,52,45,0.536,1.0,,,
Dave Wojcik,San Jose State,MWC,,14,16,0.467,,,,,2013-14,32,90,0.262,,,,,,32,90,0.262,,,,
Sean Woods,Morehead State,OVC,,2,7,0.222,,,,,2012-13,77,70,0.524,,,,,,127,150,0.458,1.0,,,
Billy Wright,Western Illinois,Summit,,8,20,0.286,,,,,2014-15,26,57,0.313,,,,,,26,57,0.313,,,,
Jay Wright,Villanova,Big East,,32,4,0.889,4.0,1.0,Lost Second Round,,2001-02,386,161,0.706,12.0,5.0,2.0,1.0,,508,246,0.674,14.0,5.0,2.0,1.0
Mike Young,Wofford,Southern,,16,17,0.485,,,,,2002-03,248,226,0.523,4.0,,,,,248,226,0.523,4.0,,,
