Rk,School,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
1,Air Force,62.5,-0.4000000000000057,0.061,-0.087,0.0529999999999999,-9.400000000000006,4.700000000000003,1.3000000000000007,-1.6000000000000014,0.058,0.6000000000000014,-13.9,0.039
2,Akron,67.0,6.5,-0.07,0.077,0.031,-4.200000000000003,7.199999999999996,1.0,2.6,0.0349999999999999,-2.4000000000000004,-4.400000000000002,-0.033
3,Alabama,65.3,11.299999999999995,-0.0469999999999999,-0.073,0.043,4.0,-1.3000000000000045,5.300000000000001,5.1,0.0499999999999999,-2.3000000000000007,3.0,-0.0219999999999999
4,Alabama A&M,71.6,-3.1000000000000085,0.003,-0.005,-0.018,-2.4000000000000057,-1.6000000000000014,0.5999999999999996,3.0,-0.022,-0.8000000000000007,-1.900000000000002,0.002
5,Alabama State,66.5,-3.799999999999997,-0.042,0.021,-0.03,1.4000000000000057,-0.3999999999999986,-0.2999999999999989,6.3,-0.014,-0.1999999999999993,2.3000000000000043,-0.067
6,Albany (NY),61.0,-1.8000000000000114,0.0189999999999999,-0.035,0.017,3.4000000000000057,-8.199999999999996,-2.8000000000000007,-1.5,0.016,3.3999999999999986,2.1000000000000014,0.015
7,Alcorn State,77.6,-19.200000000000003,0.0479999999999999,-0.093,-0.072,-13.0,-18.9,-0.8000000000000007,-1.8999999999999984,-0.0879999999999999,2.3999999999999986,-12.299999999999995,0.0219999999999999
8,American,61.9,4.0,0.001,0.0479999999999999,0.024,4.799999999999997,8.300000000000004,-2.1999999999999997,1.3999999999999997,0.031,1.0999999999999996,3.6000000000000014,-0.004
9,Appalachian State,68.9,-0.2000000000000028,0.089,0.017,0.005,-0.2000000000000028,-11.0,-0.7999999999999989,0.5,-0.005,0.8000000000000007,-0.3000000000000007,0.067
10,Arizona,66.9,12.599999999999994,0.07,0.078,0.0629999999999999,6.200000000000003,2.5,-0.9999999999999992,-3.3000000000000007,0.055,0.1999999999999993,4.800000000000001,0.077
11,Arizona State,64.4,-4.400000000000006,-0.103,0.0499999999999999,-0.008,-5.400000000000006,1.4000000000000057,-0.2999999999999989,0.200000000000001,0.01,-0.2999999999999971,-5.300000000000001,-0.092
12,Arkansas,67.7,5.799999999999997,0.079,0.0449999999999999,0.036,-4.0,-0.2000000000000028,2.0,1.5,0.0389999999999999,-1.0,-4.900000000000002,0.045
13,Arkansas State,65.6,5.799999999999997,0.0399999999999999,-0.02,0.013,6.799999999999997,-0.3999999999999986,0.4000000000000003,-1.0999999999999996,0.007,-0.6000000000000014,6.699999999999999,0.0369999999999999
14,Arkansas-Pine Bluff,68.4,-17.299999999999997,-0.153,0.0109999999999999,-0.075,-6.599999999999994,-7.100000000000001,-0.5,-5.6,-0.075,1.900000000000002,-4.600000000000001,-0.1099999999999999
15,Army,68.2,-5.0,-0.1169999999999999,0.065,-0.023,-2.4000000000000057,-1.7999999999999972,-0.2999999999999989,-6.5,-0.019,0.1999999999999993,-1.3999999999999986,-0.0769999999999999
16,Auburn,65.7,-5.700000000000003,-0.06,-0.1389999999999999,-0.053,-1.2000000000000028,-9.699999999999996,1.1999999999999993,-1.0999999999999996,-0.0529999999999999,-1.8999999999999984,0.2999999999999971,-0.0479999999999999
17,Austin Peay,68.6,9.700000000000005,0.035,-0.078,0.027,1.5999999999999943,-2.0,2.4000000000000004,2.8000000000000007,0.027,-3.1000000000000014,1.6000000000000014,0.028
18,Ball State,64.7,5.399999999999992,0.178,-0.062,0.03,0.5999999999999943,5.600000000000001,0.2999999999999989,-4.0,0.013,-0.8999999999999986,-0.6999999999999957,0.1329999999999999
19,Baylor,66.5,8.200000000000003,0.083,-0.047,0.039,6.599999999999994,-5.299999999999997,-1.5999999999999996,5.2,0.038,0.8000000000000007,5.5,0.06
20,Belmont,69.2,25.0,-0.08,0.1129999999999999,0.0709999999999999,5.0,7.399999999999999,4.1,-3.3000000000000007,0.081,-7.0,5.299999999999997,-0.0319999999999999
21,Bethune-Cookman,63.5,0.0999999999999943,-0.0429999999999999,-0.061,-0.023,-0.5999999999999943,1.8999999999999984,2.6999999999999997,-1.200000000000001,-0.036,-3.1999999999999997,0.1000000000000014,-0.0049999999999999
22,Binghamton,61.6,-13.599999999999994,-0.01,0.063,-0.041,-7.599999999999994,-0.2000000000000028,-0.7000000000000011,-1.5,-0.0469999999999999,2.200000000000001,-7.299999999999997,-0.0049999999999999
23,Boise State,68.2,8.700000000000003,-0.018,0.0129999999999999,-0.02,0.7999999999999972,0.5999999999999943,4.9,-1.4000000000000004,-0.024,-7.199999999999999,3.8000000000000007,-0.009
24,Boston College,64.2,3.9000000000000057,0.0559999999999999,0.081,0.0389999999999999,-1.2000000000000028,8.699999999999996,-0.0999999999999996,-3.8,0.038,1.1999999999999993,-2.8000000000000043,0.045
25,Boston University,62.7,2.0999999999999943,0.072,0.026,0.022,0.4000000000000057,-7.799999999999997,0.6999999999999993,-0.4000000000000003,0.0129999999999999,1.0,-0.2999999999999971,0.06
26,Bowling Green State,66.1,-4.5,-0.075,-0.1079999999999999,-0.041,-3.799999999999997,-10.099999999999994,2.6000000000000014,2.1,-0.037,-2.5,-2.6000000000000014,-0.0579999999999999
27,Bradley,65.9,-4.200000000000003,-0.0399999999999999,-0.1069999999999999,-0.024,-3.4000000000000057,-14.799999999999995,1.0999999999999996,0.0,-0.023,-0.8999999999999986,-3.099999999999998,-0.029
28,Brigham Young,71.1,18.80000000000001,0.0549999999999999,0.076,0.062,3.799999999999997,1.3999999999999986,3.1,1.0999999999999996,0.0529999999999999,-4.4,3.0,0.0669999999999999
29,Brown,69.5,-2.700000000000003,0.0519999999999999,0.068,0.015,-3.0,7.299999999999997,-1.8000000000000007,-3.6,0.004,2.1000000000000014,-4.800000000000001,0.055
