Away,Home,W-L%,SRS,SOS,FG%,3PA,3P%,FT%,PPG,Big10,Big12,ACC,SEC,BigEast,BlueBlood,Championships,Conf_W-L%,Home_W-L%,Away_W-L%,3P-G,3PA-G,FG-G,FGA-G,FT-G,FTA-G,ORB-G,TRB-G,AST-G,STL-G,BLK-G,TOV-G,PF-G,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Coach W/L,Coach Team NCAA,Coach Team S16,Coach Team F4,Coach Team Champs,Coach C W/L,Coach C NCAA,Coach C S16,Coach C F4,Coach C Champs,OSRS,DSRS,DRtg,Score_Dif
UNC Asheville,Little Rock,-0.05999999999999994,-3.6300000000000003,-0.08000000000000007,-0.043000000000000003,90,0.06599999999999989,-0.0509999999999999,-5,0,0,0,0,0,0,0,-0.17361111111111116,0.0,-0.2692307692307693,2.026143790849673,2.7173202614379086,-1.905228758169935,1.2369281045751634,-2.4428104575163396,-1.8529411764705883,1.2042483660130718,-0.5849673202614379,-2.292483660130719,-0.26307189542483655,-2.0506535947712417,0.6127450980392155,0.8758169934640523,-4.699999999999989,-5.800000000000011,-0.0429999999999999,0.038000000000000096,-0.035,-0.7999999999999972,-5.200000000000003,-0.1999999999999984,-5.9,-0.027000000000000003,0.1999999999999993,0.49999999999999645,-0.0509999999999999,0.05900000000000005,-1.0,0.0,0.0,0.0,0.07700000000000001,-1.0,0.0,0.0,0,-5.21,1.5699999999999998,4.780000000000001,-4
Clemson,UAB,0.06299999999999994,-5.209999999999999,-3.8000000000000003,-0.015999999999999896,148,0.0190000000000001,0.023,-2,0,0,-1,0,0,0,0,0.1875,-0.015686274509803866,0.31538461538461543,1.9715370018975324,4.907969639468691,-0.6907020872865275,0.2998102466793169,-1.9924098671726758,-3.396584440227704,0.5540796963946869,0.769449715370019,0.7599620493358632,-2.062618595825427,-1.8083491461100567,2.0351043643263753,-0.30645161290322576,-1.999999999999993,-2.0,-0.064,0.0870000000000001,-0.0010000000000000009,1.0,5.0,-3.2000000000000015,-6.1,0.001999999999999995,2.3999999999999986,1.0999999999999943,-0.038,0.0050000000000000044,0.0,0.0,0.0,0.0,-0.041000000000000036,1.0,1.0,1.0,0,-1.8800000000000001,-3.3200000000000003,5.839999999999989,-18
UTSA,Alabama State,-0.10199999999999998,-7.569999999999999,-5.380000000000001,-0.018000000000000002,157,-0.0789999999999999,-0.09,-3,0,0,0,0,0,0,0,0.04861111111111116,-0.016483516483516425,-0.1111111111111111,0.1596638655462186,4.56890756302521,0.6949579831932773,4.001680672268908,-4.681512605042017,-3.5521008403361347,3.0428571428571427,2.616806722689075,0.4966386554621847,-1.4058823529411764,3.2588235294117647,0.7302521008403361,2.7184873949579833,-2.299999999999997,-4.700000000000003,-0.09799999999999989,0.06,-0.041999999999999996,3.6000000000000085,0.5,-2.0999999999999996,9.100000000000001,-0.021,0.09999999999999781,5.300000000000004,-0.1099999999999999,0.010000000000000009,1.0,0.0,0.0,0.0,0.010000000000000009,1.0,0.0,0.0,0,-9.42,1.8599999999999999,-0.5400000000000063,-9
Virginia Commonwealth,Southern California,-0.1409999999999999,2.959999999999999,4.1899999999999995,0.042,-249,-0.015,-0.0869999999999998,-1,0,0,0,0,0,0,0,-0.11111111111111105,-0.0357142857142857,-0.18681318681318682,-2.5426470588235293,-6.194117647058824,2.192647058823529,-0.05294117647058816,-3.0588235294117645,-1.9720588235294116,2.1705882352941175,4.9867647058823525,0.13970588235294112,-1.4382352941176473,0.3970588235294117,2.888235294117647,0.005882352941176505,-1.0,-1.7000000000000028,-0.0359999999999999,-0.1119999999999999,-0.0010000000000000009,7.400000000000006,-3.7000000000000095,-2.1000000000000005,2.8000000000000007,0.0179999999999999,3.3000000000000025,7.0,-0.0559999999999999,-0.17699999999999994,0.0,-1.0,-1.0,0.0,-0.22799999999999998,3.0,0.0,-1.0,0,-6.03,8.99,-7.180000000000007,-13
Michigan State,UCLA,0.11699999999999999,-2.0,-3.74,0.028999999999999998,-6,-0.011999999999999901,-0.031999999999999904,1,-1,0,0,0,0,1,9,0.2222222222222222,0.0888888888888888,0.2272727272727273,-0.23529411764705868,-0.17647058823529405,-0.6176470588235294,-5.088235294117647,3.0294117647058827,5.4411764705882355,-1.5,0.35294117647058876,-0.6176470588235294,-1.5294117647058825,1.323529411764706,1.4411764705882355,-2.9705882352941178,0.7999999999999972,2.299999999999997,0.1329999999999999,0.022999999999999896,0.030999999999999996,0.4000000000000057,-1.4000000000000004,-2.3000000000000007,1.700000000000001,0.030999999999999903,1.8999999999999995,-1.0,0.0779999999999999,-0.009000000000000008,-8.0,-6.0,-3.0,-1.0,-0.04499999999999993,-5.0,-4.0,-3.0,-1,-1.1099999999999994,-0.8899999999999997,0.8299999999999983,2
UNC Asheville,Pittsburgh,0.236,21.51,10.74,0.0429999999999999,35,0.079,-0.0349999999999999,7,0,0,1,0,0,0,0,0.2222222222222222,0.2777777777777778,0.2777777777777778,1.5588235294117647,1.0294117647058822,2.1470588235294126,-0.2647058823529413,2.0294117647058822,4.235294117647058,5.11764705882353,11.73529411764706,4.147058823529412,-1.9411764705882353,-1.7941176470588234,3.0882352941176467,-1.5294117647058827,-6.799999999999997,13.299999999999983,0.081,0.0170000000000001,0.047999999999999994,17.0,11.6,-2.6999999999999984,-4.9,0.056999999999999995,2.8000000000000007,16.199999999999992,0.039999999999999994,0.30100000000000005,6.0,3.0,0.0,0.0,0.319,6.0,3.0,0.0,0,7.809999999999999,13.7,-9.209999999999994,23
Northern Colorado,San Diego State,0.263,16.57,8.600000000000001,0.05,61,-0.011000000000000103,-0.086,7,0,0,0,0,0,0,0,0.0625,-0.06666666666666676,0.5166666666666666,0.28378378378378377,1.7753378378378377,3.576858108108108,1.5810810810810811,-0.4763513513513511,1.896114864864865,0.2407094594594601,1.913006756756757,3.496621621621621,1.358108108108108,3.266891891891892,-1.9113175675675675,-0.8623310810810811,-3.0999999999999943,11.200000000000003,0.0289999999999999,0.0269999999999999,0.036000000000000004,2.5999999999999925,8.0,2.2,9.0,0.05199999999999999,-2.500000000000002,2.000000000000007,-0.0120000000000001,-0.052000000000000046,3.0,1.0,0.0,0.0,-0.014000000000000012,10.0,5.0,3.0,1,3.5900000000000003,12.98,-13.590000000000003,18
Bucknell,Connecticut,0.04500000000000004,15.559999999999999,14.309999999999999,-0.009000000000000001,19,-0.081,-0.008000000000000104,1,0,0,0,0,1,0,5,-0.4285714285714286,-0.1686274509803921,-0.125,-1.0997130559540889,0.9956958393113338,-0.4017216642754664,-0.22453371592539428,3.1506456241033,4.652797704447633,3.2030129124820657,4.748206599713056,-1.2245337159253944,0.9842180774748923,1.5731707317073171,0.44189383070301297,-2.8708751793400284,-1.0,2.0,0.0789999999999999,0.021999999999999898,-0.009999999999999995,6.3999999999999915,-3.6999999999999957,1.5000000000000018,3.3999999999999986,-0.018000000000000002,0.09999999999999959,8.400000000000002,0.051,0.241,16.0,13.0,4.0,3.0,0.21599999999999997,21.0,13.0,4.0,3,10.25,5.300000000000001,-9.370000000000005,29
Wofford,Brigham Young,0.247,14.299999999999999,6.97,0.002000000000000106,246,-0.0180000000000001,0.101,8,0,0,0,0,0,0,0,0.09722222222222221,0.261904761904762,0.3376623376623378,2.2758346581875992,6.760731319554848,0.6033386327503978,0.5723370429252781,4.472178060413354,3.103338632750398,0.11685214626391094,1.8084260731319555,-1.5882352941176472,1.44912559618442,1.4085850556438793,-2.0747217806041336,-1.3012718600953894,6.5,10.40000000000002,0.049999999999999906,0.1119999999999999,0.0400000000000001,2.200000000000003,-7.900000000000006,1.9000000000000008,2.299999999999999,0.0209999999999999,-2.400000000000002,1.2999999999999972,0.07399999999999991,0.28300000000000003,3.0,1.0,0.0,0.0,0.28300000000000003,3.0,1.0,0.0,0,11.75,2.55,-12.509999999999991,8
Princeton,Kentucky,-0.018000000000000016,16.59,10.52,0.024,-24,0.0400000000000001,-0.03,5,0,0,0,1,0,1,8,-0.2416666666666667,0.0,-0.36666666666666664,0.462171052631579,-1.0361842105263157,1.5641447368421049,0.02467105263157901,1.616776315789474,3.0723684210526314,-0.4440789473684211,-0.5098684210526314,-0.7483552631578947,-0.04934210526315791,2.5345394736842106,-1.4671052631578947,-2.254934210526316,2.8000000000000043,7.6000000000000085,0.052,-0.021999999999999898,0.023999999999999994,-1.2000000000000028,-6.200000000000003,-0.0999999999999997,6.6,0.0260000000000001,-2.0,-1.1000000000000014,0.027,0.2869999999999999,1.0,2.0,1.0,0.0,0.21499999999999997,12.0,9.0,3.0,0,10.97,5.620000000000001,-9.86,2
