Rk,School,W-L%,SRS,SOS,FG%,3PA,3P%,FT%,PPG,Big10,Big12,ACC,SEC,BigEast,BlueBlood,Championships,Conf_W-L%,Home_W-L%,Away_W-L%,3P-G,3PA-G,FG-G,FGA-G,FT-G,FTA-G,ORB-G,TRB-G,AST-G,STL-G,BLK-G,TOV-G,PF-G
11,Arizona,0.735,18.79,7.23,0.067,-66,0.065,0.008,11,0,0,0,0,0,0,1,0.6666666666666666,0.9444444444444444,0.5,0.5,-1.9411764705882353,2.735294117647059,-2.8529411764705883,5.588235294117647,7.5588235294117645,2.176470588235294,9.205882352941176,2.1470588235294117,-0.6764705882352942,1.2941176470588236,1.588235294117647,-3.588235294117647
12,Arizona State,0.469,8.28,8.96,-0.043,124,-0.0179999999999999,-0.0129999999999999,-1,0,0,0,0,0,0,0,0.2777777777777778,0.6470588235294118,0.25,0.9375,3.875,-1.0625,3.34375,0.5,1.125,2.875,0.5625,-2.4375,-0.5,-2.0,-0.84375,-0.65625
13,Arkansas,0.5,10.23,6.76,0.008,-100,0.038,-0.006,3,0,0,0,1,0,0,1,0.5,0.7647058823529411,0.2727272727272727,-0.46875,-3.125,2.5,4.625,-1.0625,-1.3125,0.78125,0.0,2.21875,2.125,0.78125,-3.03125,0.90625
14,Arkansas State,0.355,-7.48,-2.37,0.0159999999999999,-167,-0.0349999999999999,0.0579999999999999,-3,0,0,0,0,0,0,0,0.35,0.6,0.125,-2.5483870967741935,-5.387096774193548,-0.6774193548387096,-4.129032258064516,1.6129032258064515,0.2903225806451613,-2.161290322580645,-0.45161290322580644,-0.5806451612903226,-1.2258064516129032,1.3548387096774193,1.3870967741935485,-2.0
15,Arkansas-Pine Bluff,0.242,-19.31,-5.52,-0.0479999999999999,109,-0.02,-0.0989999999999999,-14,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.19047619047619047,0.6666666666666666,3.303030303030303,-2.212121212121212,0.6363636363636364,-10.030303030303031,-11.93939393939394,-2.606060606060606,-7.393939393939394,-3.757575757575758,-1.0909090909090908,0.7272727272727273,2.3636363636363638,6.03030303030303
16,Army,0.576,-7.32,-8.13,-0.016,302,-0.0109999999999999,0.0249999999999999,1,0,0,0,0,0,0,0,0.5,0.4666666666666667,0.6470588235294118,2.878787878787879,9.151515151515152,-0.696969696969697,0.6060606060606061,0.48484848484848486,0.0,2.0,3.272727272727273,2.5454545454545454,-2.1818181818181817,0.36363636363636365,1.393939393939394,-0.5454545454545454
17,Auburn,0.355,0.15,7.54,-0.0449999999999999,132,-0.0079999999999999,-0.0649999999999999,-8,0,0,0,1,0,0,0,0.2777777777777778,0.5333333333333333,0.15384615384615385,1.2903225806451613,4.258064516129032,-3.4838709677419355,-1.8387096774193548,-1.7096774193548387,-0.1935483870967742,-0.967741935483871,-4.387096774193548,-2.806451612903226,-0.6774193548387096,0.12903225806451613,0.9032258064516129,0.06451612903225806
18,Austin Peay,0.5,-6.04,-2.98,0.0,-195,-0.014,-0.0359999999999999,-1,0,0,0,0,0,0,0,0.4375,0.5,0.4375,-2.1944444444444446,-5.416666666666667,-1.3888888888888888,-3.0555555555555554,4.333333333333333,7.472222222222222,1.2222222222222223,2.5,-1.25,-0.05555555555555555,-0.19444444444444445,0.6666666666666666,-3.6666666666666665
19,Ball State,0.6,0.11,-2.98,0.0409999999999999,121,0.026,-0.012,4,0,0,0,0,0,0,0,0.5555555555555556,0.6842105263157895,0.42857142857142855,1.8,3.4571428571428573,1.8571428571428572,-0.9142857142857143,-1.4857142857142858,-1.7714285714285714,-0.14285714285714285,2.4571428571428573,3.2285714285714286,-1.1142857142857143,1.457142857142857,1.9428571428571428,0.7714285714285715
20,Baylor,0.647,16.13,9.76,0.019,-66,0.002,0.025,7,0,1,0,0,0,0,1,0.5555555555555556,0.75,0.5454545454545454,-0.6764705882352942,-1.9411764705882353,3.235294117647059,4.705882352941177,1.7647058823529411,1.7352941176470589,4.5,7.529411764705882,0.14705882352941177,1.3529411764705883,0.029411764705882353,-0.9117647058823529,-0.17647058823529413
21,Belmont,0.625,1.19,-2.1,0.0519999999999999,242,0.012,0.006,4,0,0,0,0,0,0,0,0.75,0.9166666666666666,0.4444444444444444,3.0,7.5625,1.28125,-4.0,-1.5625,-2.34375,-3.09375,-1.0,3.875,-2.625,-0.59375,1.875,-0.8125
22,Bethune-Cookman,0.438,-14.35,-9.18,-0.018,115,-0.023,0.0049999999999998,-3,0,0,0,0,0,0,0,0.625,0.8181818181818182,0.2777777777777778,0.65625,3.59375,-0.96875,0.28125,-0.96875,-1.5625,-0.65625,-2.25,-3.34375,0.75,3.28125,0.8125,0.59375
23,Binghamton,0.267,-14.08,-6.35,-0.0449999999999999,-7,-0.052,-0.0109999999999998,-8,0,0,0,0,0,0,0,0.3125,0.35714285714285715,0.1875,-1.1,-0.23333333333333334,-3.3,-2.033333333333333,-0.03333333333333333,0.26666666666666666,-0.8333333333333334,-2.8333333333333335,-2.1333333333333333,-1.6666666666666667,-0.5333333333333333,1.5666666666666667,0.16666666666666666
24,Boise State,0.625,7.23,3.13,0.008,119,-0.0189999999999999,0.009,7,0,0,0,0,0,0,0,0.6111111111111112,0.875,0.4166666666666667,0.84375,3.71875,1.78125,2.9375,2.90625,3.875,1.59375,1.75,1.3125,1.25,-1.28125,-3.125,-1.65625
25,Boston College,0.219,-1.61,7.67,-0.051,126,-0.0579999999999999,-0.036,-10,0,0,1,0,0,0,0,0.0,0.35294117647058826,0.0,0.21875,3.9375,-2.46875,0.59375,-4.5625,-5.90625,-1.84375,-5.6875,-1.78125,-1.65625,-0.53125,0.5,2.34375
26,Boston University,0.559,-6.79,-6.37,0.018,4,0.0319999999999999,0.0309999999999999,0,0,0,0,0,0,0,0,0.6111111111111112,0.6,0.5263157894736842,0.7352941176470589,0.11764705882352941,-0.47058823529411764,-3.411764705882353,0.7647058823529411,0.20588235294117646,-1.0294117647058822,0.9411764705882353,-0.8823529411764706,-0.38235294117647056,1.1470588235294117,1.8235294117647058,0.38235294117647056
27,Bowling Green State,0.471,-5.88,-1.85,0.013,-182,-0.012,-0.0349999999999999,-2,0,0,0,0,0,0,0,0.2777777777777778,0.4666666666666667,0.4666666666666667,-2.2058823529411766,-5.352941176470588,-0.11764705882352941,-1.911764705882353,0.7647058823529411,2.235294117647059,-0.14705882352941177,0.8823529411764706,0.5588235294117647,0.058823529411764705,0.29411764705882354,0.7941176470588235,-0.8529411764705882
28,Bradley,0.156,-10.91,3.7,-0.06,46,-0.0659999999999999,-0.003,-14,0,0,0,0,0,0,0,0.16666666666666666,0.26666666666666666,0.07692307692307693,-0.71875,1.4375,-4.09375,-2.46875,-5.0,-7.4375,-0.375,-1.1875,-3.28125,-3.28125,-0.375,5.4375,3.03125
29,Brigham Young,0.703,12.36,2.36,0.047,0,0.0489999999999999,-0.026,10,0,0,0,0,0,0,0,0.7222222222222222,0.8947368421052632,0.5,1.162162162162162,0.0,4.135135135135135,2.7027027027027026,1.4054054054054055,2.7567567567567566,2.2162162162162162,4.702702702702703,2.7567567567567566,1.3783783783783783,0.6756756756756757,-1.4324324324324325,-1.027027027027027
30,Brown,0.286,-8.05,-2.82,-0.01,26,-0.004,0.0159999999999999,-5,0,0,0,0,0,0,0,0.21428571428571427,0.5384615384615384,0.07142857142857142,0.25,0.9285714285714286,-2.142857142857143,-3.607142857142857,-0.07142857142857142,-0.6071428571428571,-2.357142857142857,-2.607142857142857,0.4642857142857143,-2.392857142857143,0.6071428571428571,1.8571428571428572,-0.2857142857142857
31,Bryant,0.258,-18.58,-6.71,-0.027,-144,-0.009,-0.0839999999999999,-12,0,0,0,0,0,0,0,0.2777777777777778,0.2857142857142857,0.23529411764705882,-1.7096774193548387,-4.645161290322581,-2.774193548387097,-2.6451612903225805,-3.806451612903226,-3.4516129032258065,-2.5161290322580645,-5.451612903225806,-2.096774193548387,-1.2580645161290323,-1.0,2.3870967741935485,2.903225806451613
32,Bucknell,0.548,-2.09,-5.89,0.038,-15,0.015,0.0429999999999999,5,0,0,0,0,0,0,0,0.7777777777777778,0.5333333333333333,0.5625,0.12903225806451613,-0.4838709677419355,1.6774193548387097,-1.1612903225806452,1.6774193548387097,0.8709677419354839,-0.12903225806451613,2.2580645161290325,1.3548387096774193,-0.45161290322580644,-1.032258064516129,0.6129032258064516,-0.1935483870967742
33,Buffalo,0.571,1.34,0.9,0.005,21,0.0,-0.006,2,0,0,0,0,0,0,0,0.5555555555555556,0.6666666666666666,0.35714285714285715,0.2,0.6,0.2571428571428571,-0.05714285714285714,1.4285714285714286,2.2,1.3428571428571427,2.5714285714285716,-0.4857142857142857,1.2285714285714286,0.2,0.3142857142857143,0.8
34,Butler,0.667,16.46,7.55,0.031,-82,0.0549999999999999,0.021,8,0,0,0,0,1,0,0,0.5555555555555556,0.8125,0.5,0.15151515151515152,-2.484848484848485,3.0303030303030303,2.727272727272727,2.696969696969697,3.090909090909091,1.7272727272727273,3.212121212121212,1.6363636363636365,2.272727272727273,-1.1515151515151516,-2.9393939393939394,-0.7272727272727273
35,Cal Poly,0.333,-3.49,0.9,-0.043,134,-0.04,-0.0199999999999999,-3,0,0,0,0,0,0,0,0.25,0.4166666666666667,0.2,0.8333333333333334,4.466666666666667,-1.2333333333333334,3.066666666666667,-1.1666666666666667,-1.0666666666666667,2.1333333333333333,-0.23333333333333334,-1.0,0.36666666666666664,-0.1,-0.6,1.2
36,Cal State Bakersfield,0.727,2.58,-5.15,0.0559999999999999,-81,0.015,-0.0319999999999999,9,0,0,0,0,0,0,0,0.7857142857142857,0.9333333333333333,0.5,-0.5757575757575758,-2.4545454545454546,5.424242424242424,5.303030303030303,-1.1515151515151516,-0.6363636363636364,2.0303030303030303,4.090909090909091,5.363636363636363,2.606060606060606,1.7272727272727273,-2.8484848484848486,1.5151515151515151
37,Cal State Fullerton,0.333,-7.12,-0.76,-0.019,-95,-0.0199999999999999,-0.037,-5,0,0,0,0,0,0,0,0.1875,0.38461538461538464,0.35714285714285715,-1.5,-3.1666666666666665,-1.8,-1.6666666666666667,1.0,2.6333333333333333,0.9333333333333333,0.6666666666666666,-4.4,-0.5,-2.3333333333333335,1.7333333333333334,-0.03333333333333333
38,Cal State Northridge,0.333,-6.85,-0.85,-0.008,-175,-0.091,0.0329999999999999,-4,0,0,0,0,0,0,0,0.3125,0.4166666666666667,0.25,-3.533333333333333,-5.833333333333333,-1.8,-3.066666666666667,3.2,3.5,-1.5,-2.1333333333333333,-1.3,0.23333333333333334,-0.5666666666666667,0.16666666666666666,-0.8
39,California,0.676,15.39,7.87,0.064,124,0.016,-0.0529999999999999,7,0,0,0,0,0,0,1,0.6666666666666666,1.0,0.36363636363636365,1.5588235294117647,3.6470588235294117,2.9705882352941178,-1.7058823529411764,0.029411764705882353,1.7941176470588236,1.7352941176470589,6.5588235294117645,1.7941176470588236,-0.9705882352941176,1.7352941176470589,2.6470588235294117,0.38235294117647056
40,Campbell,0.4,-11.07,-6.67,-0.013,137,-0.0359999999999999,0.0409999999999999,0,0,0,0,0,0,0,0,0.2777777777777778,0.4375,0.38461538461538464,0.8666666666666667,4.566666666666666,-1.3,-1.2333333333333334,1.8666666666666667,1.3666666666666667,-2.4,-4.733333333333333,-0.4,1.1333333333333333,-0.13333333333333333,-1.7,-0.4666666666666667
41,Canisius,0.424,-5.62,-3.77,-0.0559999999999999,118,-0.0389999999999999,0.015,-2,0,0,0,0,0,0,0,0.4,0.5,0.26666666666666666,0.36363636363636365,3.5757575757575757,-1.4242424242424243,4.303030303030303,0.6363636363636364,0.42424242424242425,1.2121212121212122,-3.393939393939394,-1.8181818181818181,0.7272727272727273,-0.7878787878787878,-2.5757575757575757,-0.696969696969697
42,Central Arkansas,0.25,-15.17,-6.81,-0.0259999999999999,-121,-0.015,-0.0629999999999999,-9,0,0,0,0,0,0,0,0.3333333333333333,0.4,0.125,-1.9285714285714286,-4.321428571428571,-2.75,-2.607142857142857,-0.9285714285714286,0.8928571428571429,1.0,0.5714285714285714,-2.607142857142857,-1.5714285714285714,-0.35714285714285715,2.9642857142857144,0.7857142857142857
43,Central Connecticut State,0.138,-22.35,-9.24,-0.0749999999999999,-100,-0.0169999999999999,-0.0109999999999998,-14,0,0,0,0,0,0,0,0.16666666666666666,0.21428571428571427,0.06666666666666667,-1.5172413793103448,-3.4482758620689653,-5.551724137931035,-2.4482758620689653,-0.4827586206896552,-0.41379310344827586,0.896551724137931,-1.7241379310344827,-3.5517241379310347,-2.6551724137931036,-0.2413793103448276,3.5517241379310347,0.3448275862068966
44,Central Florida,0.4,0.18,3.01,0.015,-21,-0.005,-0.0019999999999998,-3,0,0,0,0,0,0,0,0.3333333333333333,0.5,0.3076923076923077,-0.3333333333333333,-0.7,-2.8,-8.733333333333333,3.1,4.566666666666666,-1.2666666666666666,2.566666666666667,-2.033333333333333,-2.9,1.5666666666666667,5.433333333333334,-2.8333333333333335
45,Central Michigan,0.515,-0.67,-1.3,-0.003,252,0.006,0.026,2,0,0,0,0,0,0,0,0.5555555555555556,0.7647058823529411,0.3333333333333333,2.8181818181818183,7.636363636363637,0.18181818181818182,0.7878787878787878,-0.3333333333333333,-1.1515151515151516,-1.2727272727272727,-2.4242424242424243,0.696969696969697,0.42424242424242425,0.24242424242424243,-1.5757575757575757,-0.09090909090909091
46,Charleston Southern,0.3,-10.92,-2.59,-0.03,152,-0.022,-0.0919999999999999,-4,0,0,0,0,0,0,0,0.2777777777777778,0.42857142857142855,0.2,1.2666666666666666,5.066666666666666,-0.3,3.3333333333333335,-4.233333333333333,-3.7333333333333334,1.3666666666666667,-1.6,-1.0333333333333334,-0.6666666666666666,-1.8333333333333333,0.06666666666666667,2.1
47,Charlotte,0.424,-3.14,-1.72,-0.0369999999999999,24,-0.011,-0.023,-2,0,0,0,0,0,0,0,0.5,0.5333333333333333,0.38461538461538464,0.06060606060606061,0.7272727272727273,-1.2424242424242424,2.1818181818181817,1.0,2.0606060606060606,1.8181818181818181,-0.12121212121212122,1.303030303030303,0.45454545454545453,-1.3333333333333333,-1.3636363636363635,-0.21212121212121213
48,Chattanooga,0.829,3.24,-3.46,0.017,18,0.0279999999999999,0.0549999999999999,8,0,0,0,0,0,0,0,0.8333333333333334,0.9285714285714286,0.7142857142857143,0.7714285714285715,0.5142857142857142,0.8857142857142857,-0.11428571428571428,5.685714285714286,6.485714285714286,1.0571428571428572,3.085714285714286,1.7714285714285714,1.3142857142857143,0.9428571428571428,-1.6285714285714286,-2.742857142857143
49,Chicago State,0.125,-17.52,-1.38,-0.071,-13,-0.077,-0.01,-11,0,0,0,0,0,0,0,0.0,0.3076923076923077,0.0,-1.96875,-0.40625,-1.9375,5.4375,-4.71875,-6.6875,1.5,-3.59375,-5.53125,0.96875,-1.09375,-0.34375,4.28125
50,Cincinnati,0.667,15.19,5.25,0.0369999999999999,53,-0.009,0.0249999999999999,9,0,0,0,0,0,0,2,0.6666666666666666,0.8235294117647058,0.5,0.36363636363636365,1.606060606060606,3.0606060606060606,2.212121212121212,3.4545454545454546,4.333333333333333,2.0606060606060606,4.696969696969697,3.878787878787879,2.6666666666666665,2.515151515151515,-2.515151515151515,-1.878787878787879
51,Clemson,0.548,12.03,6.87,0.018,95,-0.001,0.016,5,0,0,1,0,0,0,0,0.5555555555555556,0.7647058823529411,0.2727272727272727,1.064516129032258,3.064516129032258,0.967741935483871,0.0,2.161290322580645,2.6451612903225805,-0.22580645161290322,0.5161290322580645,1.1612903225806452,0.7096774193548387,2.3870967741935485,-1.3548387096774193,-1.4838709677419355
52,Cleveland State,0.281,-9.17,0.09,-0.0409999999999999,-50,-0.017,0.022,-7,0,0,0,0,0,0,0,0.2222222222222222,0.35714285714285715,0.23076923076923078,-0.8125,-1.5625,-1.0625,2.625,-4.0,-6.65625,0.0625,-1.875,-3.40625,-0.21875,-0.46875,0.875,3.375
53,Coastal Carolina,0.636,-1.85,-4.22,0.0529999999999999,-104,0.037,0.01,6,0,0,0,0,0,0,0,0.6666666666666666,0.7777777777777778,0.5833333333333334,-0.15151515151515152,-3.1515151515151514,2.242424242424242,-2.1515151515151514,2.1515151515151514,2.9696969696969697,0.3333333333333333,3.5757575757575757,0.18181818181818182,-0.06060606060606061,0.6666666666666666,1.3333333333333333,-0.9393939393939394
54,Colgate,0.433,-8.61,-6.06,-0.012,123,-0.001,-0.005,-2,0,0,0,0,0,0,0,0.5,0.6666666666666666,0.2777777777777778,1.5,4.1,0.43333333333333335,2.466666666666667,-4.1,-5.866666666666666,-0.7,-3.066666666666667,0.4666666666666667,0.6,-1.2,-0.7,1.7666666666666666
55,College of Charleston,0.548,2.37,0.04,-0.004,60,0.0229999999999999,0.009,3,0,0,0,0,0,0,0,0.4444444444444444,0.6666666666666666,0.42857142857142855,1.064516129032258,1.935483870967742,2.096774193548387,5.483870967741935,-1.8064516129032258,-3.0,1.967741935483871,1.096774193548387,1.5806451612903225,1.8387096774193548,-0.9032258064516129,-1.5483870967741935,1.5806451612903225
56,Colorado,0.647,12.04,7.64,0.008,51,0.033,0.0489999999999999,4,0,0,0,0,0,0,0,0.5555555555555556,0.9411764705882353,0.36363636363636365,1.1764705882352942,1.5,0.38235294117647056,-0.2647058823529412,3.0294117647058822,2.7058823529411766,3.6470588235294117,8.647058823529411,3.0588235294117645,-2.264705882352941,0.4117647058823529,2.4411764705882355,-1.7647058823529411
57,Colorado State,0.529,2.31,1.53,-0.026,92,0.012,-0.003,2,0,0,0,0,0,0,0,0.4444444444444444,0.7058823529411765,0.2727272727272727,1.2647058823529411,2.7058823529411766,-1.1764705882352942,0.8823529411764706,3.264705882352941,4.647058823529412,4.029411764705882,5.382352941176471,-0.4411764705882353,-2.2058823529411766,-0.7647058823529411,1.1176470588235294,-3.4411764705882355
58,Columbia,0.714,3.45,-2.55,0.014,156,0.021,0.0319999999999999,7,0,0,0,0,0,0,0,0.7142857142857143,0.8181818181818182,0.5384615384615384,2.1142857142857143,4.457142857142857,1.6285714285714286,2.0,2.3714285714285714,2.4571428571428573,1.5714285714285714,2.4285714285714284,1.8285714285714285,1.6857142857142857,0.37142857142857144,-2.0,0.4
59,Connecticut,0.694,15.89,6.28,0.068,-37,0.0389999999999999,0.132,9,0,0,0,0,1,0,5,0.6111111111111112,0.8235294117647058,0.6,0.4166666666666667,-1.0277777777777777,4.416666666666667,1.2777777777777777,0.3611111111111111,-2.888888888888889,-1.5277777777777777,1.6111111111111112,2.2222222222222223,0.7222222222222222,1.4722222222222223,-1.2777777777777777,1.8055555555555556
60,Coppin State,0.29,-15.75,-6.06,-0.0879999999999999,113,-0.0359999999999999,0.0639999999999999,-9,0,0,0,0,0,0,0,0.375,0.4166666666666667,0.17647058823529413,0.5161290322580645,3.6451612903225805,-4.516129032258065,1.967741935483871,0.22580645161290322,-2.0,0.22580645161290322,-4.483870967741935,-3.6451612903225805,-0.06451612903225806,-1.032258064516129,-0.6774193548387096,0.6129032258064516
61,Cornell,0.357,-9.55,-1.04,-0.024,69,-0.0169999999999999,-0.0849999999999999,-8,0,0,0,0,0,0,0,0.21428571428571427,0.38461538461538464,0.3333333333333333,0.4642857142857143,2.4642857142857144,-2.2142857142857144,-1.75,-3.2142857142857144,-2.142857142857143,-4.5,-10.285714285714286,-5.571428571428571,2.1785714285714284,0.03571428571428571,-1.25,1.8214285714285714
62,Creighton,0.571,13.69,6.44,0.0379999999999999,99,0.006,0.004,7,0,0,0,0,1,0,0,0.5,0.7368421052631579,0.3076923076923077,1.1142857142857143,2.8285714285714287,2.2285714285714286,-0.2,1.6857142857142857,2.2857142857142856,-0.2,1.9714285714285715,2.2285714285714286,-0.37142857142857144,-0.08571428571428572,-1.0,-1.0571428571428572
63,Dartmouth,0.357,-5.58,-3.29,-0.014,-153,-0.0059999999999999,0.0599999999999999,0,0,0,0,0,0,0,0,0.2857142857142857,0.5714285714285714,0.14285714285714285,-2.0,-5.464285714285714,0.7857142857142857,3.607142857142857,0.5357142857142857,-1.1428571428571428,2.2857142857142856,2.5357142857142856,0.17857142857142858,0.10714285714285714,-3.0357142857142856,-0.2857142857142857,-0.03571428571428571
64,Davidson,0.606,5.74,5.14,-0.017,165,0.008,0.058,0,0,0,0,0,0,0,0,0.5555555555555556,0.9375,0.23076923076923078,1.9696969696969697,5.0,-1.5454545454545454,-1.121212121212121,2.090909090909091,1.3333333333333333,-1.8484848484848484,-4.242424242424242,1.0,-0.8787878787878788,-0.12121212121212122,-1.303030303030303,-2.303030303030303
65,Dayton,0.758,11.34,4.76,0.0509999999999999,-50,-0.005,0.001,6,0,0,0,0,0,0,0,0.7777777777777778,0.8235294117647058,0.8,-0.6363636363636364,-1.5151515151515151,2.272727272727273,-1.393939393939394,2.6666666666666665,3.9696969696969697,0.8484848484848485,4.606060606060606,1.9090909090909092,1.0606060606060606,1.4848484848484849,0.45454545454545453,-0.696969696969697
66,Delaware,0.233,-8.62,0.85,-0.0339999999999999,-333,-0.0229999999999999,-0.0219999999999999,-10,0,0,0,0,0,0,0,0.1111111111111111,0.4166666666666667,0.11764705882352941,-4.266666666666667,-11.1,-3.8333333333333335,-4.566666666666666,2.466666666666667,4.233333333333333,0.6333333333333333,1.1,-5.666666666666667,-2.7,-1.1,2.8333333333333335,-2.3666666666666667
67,Delaware State,0.219,-20.88,-6.85,-0.0429999999999999,-71,0.008,-0.068,-12,0,0,0,0,0,0,0,0.3125,0.46153846153846156,0.05555555555555555,-0.5625,-2.21875,-2.53125,-0.1875,-5.5,-6.375,-2.96875,-7.71875,-3.46875,-0.5,-0.21875,0.65625,2.0625
68,Denver,0.516,-3.34,-3.24,0.0219999999999999,92,0.013,0.011,-1,0,0,0,0,0,0,0,0.4375,0.5333333333333333,0.5,1.3548387096774193,2.967741935483871,0.5483870967741935,-1.0,-2.5483870967741935,-3.6129032258064515,-3.4838709677419355,-5.290322580645161,2.4516129032258065,0.6774193548387096,-0.5161290322580645,-1.1612903225806452,1.4193548387096775
69,DePaul,0.29,0.83,8.34,0.003,-185,-0.0209999999999999,-0.0599999999999999,-8,0,0,0,0,1,0,0,0.16666666666666666,0.35714285714285715,0.23076923076923078,-2.5161290322580645,-5.967741935483871,-0.12903225806451613,-0.6451612903225806,-4.741935483870968,-4.774193548387097,0.0,0.8064516129032258,-3.225806451612903,-1.8064516129032258,-0.0967741935483871,2.6129032258064515,2.6129032258064515
70,Detroit Mercy,0.516,-2.44,-0.82,0.005,-30,0.024,-0.014,0,0,0,0,0,0,0,0,0.5,0.7333333333333333,0.2857142857142857,0.16129032258064516,-0.967741935483871,1.1612903225806452,1.935483870967742,-1.5806451612903225,-1.7096774193548387,1.3870967741935485,2.0,-1.2258064516129032,0.5806451612903226,0.25806451612903225,0.25806451612903225,0.3870967741935484
71,Drake,0.226,-5.15,0.92,-0.003,-35,0.016,0.024,-5,0,0,0,0,0,0,0,0.1111111111111111,0.35714285714285715,0.0,-0.12903225806451613,-1.1290322580645162,-2.5806451612903225,-5.354838709677419,0.8709677419354839,0.6129032258064516,-1.4193548387096775,0.3870967741935484,0.0967741935483871,-2.3225806451612905,-2.096774193548387,3.838709677419355,-0.8387096774193549
72,Drexel,0.194,-5.42,1.88,-0.068,-3,-0.0339999999999999,0.0,-8,0,0,0,0,0,0,0,0.16666666666666666,0.25,0.14285714285714285,-0.6129032258064516,-0.0967741935483871,-1.935483870967742,3.903225806451613,-2.774193548387097,-4.032258064516129,1.2580645161290323,-2.7419354838709675,0.06451612903225806,-0.6129032258064516,-0.03225806451612903,-0.6451612903225806,2.5161290322580645
