Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
14,Arkansas State,31,11,20,.355,-7.48,-2.37,,7,13,,9,6,,2,14,,2282,2353,,72.7,102.8,.382,.372,.502,50.3,50.4,8.5,7.3,.464,13.2,30.6,.258
15,Arkansas-Pine Bluff,33,8,25,.242,-19.31,-5.52,,6,12,,3,6,,4,17,,1867,2322,,65.3,107.3,.537,.327,.544,55.4,59.0,12.5,9.4,.492,17.0,37.4,.381
16,Army,33,19,14,.576,-7.32,-8.13,,9,9,,7,8,,11,6,,2539,2474,,72.2,101.6,.318,.279,.521,47.9,45.4,9.6,9.2,.493,14.5,26.9,.213
17,Auburn,31,11,20,.355,0.15,7.54,,5,13,,8,7,,2,11,,2192,2421,,72.5,107.3,.401,.355,.542,52.8,52.8,8.3,11.9,.505,15.2,32.3,.280
18,Austin Peay NCAA,36,18,18,.500,-6.04,-2.98,,7,9,,7,7,,7,9,,2740,2765,,70.5,107.4,.309,.389,.558,48.2,52.7,9.8,7.7,.531,16.2,29.5,.218
19,Ball State,35,21,14,.600,0.11,-2.98,,10,8,,13,6,,6,8,,2479,2338,,66.2,98.8,.375,.357,.509,48.3,50.5,9.7,6.8,.467,14.7,26.2,.264
20,Baylor NCAA,34,22,12,.647,16.13,9.76,,10,8,,15,5,,6,5,,2621,2366,,67.6,101.9,.376,.346,.545,44.4,72.7,9.6,9.4,.510,17.6,28.2,.263
21,Belmont,32,20,12,.625,1.19,-2.10,,12,4,,11,1,,8,10,,2638,2510,,72.8,107.3,.367,.349,.541,50.7,48.1,9.8,10.9,.503,14.4,30.7,.264
22,Bethune-Cookman,32,14,18,.438,-14.35,-9.18,,10,6,,9,2,,5,13,,2258,2330,,68.2,105.6,.336,.349,.522,51.5,57.6,7.8,7.5,.491,14.9,35.5,.230
23,Binghamton,30,8,22,.267,-14.08,-6.35,,5,11,,5,9,,3,13,,1827,2059,,67.4,101.4,.344,.362,.528,52.0,54.5,10.4,8.3,.496,16.0,28.4,.238
24,Boise State,32,20,12,.625,7.23,3.13,,11,7,,14,2,,5,7,,2480,2246,,70.5,98.8,.358,.379,.544,48.7,49.4,7.4,9.8,.511,18.6,24.9,.250
25,Boston College,32,7,25,.219,-1.61,7.67,,0,18,,6,11,,0,10,,1959,2256,,67.0,104.8,.370,.339,.554,54.2,58.7,10.9,10.6,.524,16.9,28.7,.254
26,Boston University,34,19,15,.559,-6.79,-6.37,,11,7,,9,6,,10,9,,2483,2464,,69.4,103.3,.339,.370,.528,49.3,55.5,9.1,7.9,.497,14.8,27.7,.232
27,Bowling Green State,34,16,18,.471,-5.88,-1.85,,5,13,,7,8,,7,8,,2400,2457,,69.4,104.2,.346,.377,.533,49.4,44.4,8.8,7.6,.502,14.9,28.2,.239
28,Bradley,32,5,27,.156,-10.91,3.70,,3,15,,4,11,,1,12,,1793,2238,,67.3,103.2,.517,.325,.536,50.9,53.9,11.4,9.8,.496,15.2,26.3,.344
29,Brigham Young,37,26,11,.703,12.36,2.36,,13,5,,17,2,,6,6,,3093,2692,,74.0,98.0,.320,.380,.515,47.0,54.0,7.5,9.0,.479,15.7,25.1,.229
30,Brown,28,8,20,.286,-8.05,-2.82,,3,11,,7,6,,1,13,,2040,2155,,70.5,107.2,.357,.355,.534,51.7,53.0,10.8,9.8,.502,13.8,31.2,.245
31,Bryant,31,8,23,.258,-18.58,-6.71,,5,13,,4,10,,4,13,,2018,2361,,68.4,110.5,.313,.404,.547,53.7,57.1,10.1,9.6,.514,13.8,33.6,.228
32,Bucknell,31,17,14,.548,-2.09,-5.89,,14,4,,8,7,,9,7,,2448,2288,,71.5,101.1,.410,.359,.525,48.4,57.4,9.6,11.5,.490,15.6,28.1,.275
33,Buffalo NCAA,35,20,15,.571,1.34,0.90,,10,8,,10,5,,5,9,,2709,2634,,72.6,102.9,.377,.360,.532,48.3,50.6,7.7,8.9,.493,15.8,28.7,.270
34,Butler NCAA,33,22,11,.667,16.46,7.55,,10,8,,13,3,,5,5,,2638,2344,,69.8,101.3,.358,.363,.533,47.7,50.6,6.6,10.6,.497,16.4,27.3,.254
35,Cal Poly,30,10,20,.333,-3.49,0.90,,4,12,,5,7,,3,12,,2171,2255,,67.8,109.0,.383,.318,.555,50.2,57.4,7.3,8.8,.522,13.8,27.8,.266
36,Cal State Bakersfield NCAA,33,24,9,.727,2.58,-5.15,,11,3,,14,1,,7,7,,2405,2104,,68.4,92.6,.423,.343,.497,47.2,48.7,7.8,7.6,.451,19.1,29.0,.291
37,Cal State Fullerton,30,10,20,.333,-7.12,-0.76,,3,13,,5,8,,5,9,,2104,2227,,70.0,105.6,.379,.386,.538,49.5,58.0,7.7,10.5,.497,14.2,28.2,.277
38,Cal State Northridge,30,10,20,.333,-6.85,-0.85,,5,11,,5,7,,4,12,,2143,2261,,71.4,103.5,.347,.331,.535,51.4,57.8,9.0,8.7,.504,16.4,30.8,.237
39,California NCAA,34,23,11,.676,15.39,7.87,,12,6,,18,0,,4,7,,2545,2289,,68.2,97.6,.375,.265,.489,45.5,46.8,7.3,7.8,.443,12.3,25.3,.265
40,Campbell,30,12,18,.400,-11.07,-6.67,,5,13,,7,9,,5,8,,2207,2203,,70.0,104.5,.380,.315,.546,53.4,45.6,8.5,7.6,.516,16.7,30.2,.257
41,Canisius,33,14,19,.424,-5.62,-3.77,,8,12,,7,7,,4,11,,2526,2587,,68.9,110.9,.390,.384,.583,52.4,59.0,7.5,9.7,.549,17.0,32.8,.283
42,Central Arkansas,28,7,21,.250,-15.17,-6.81,,6,12,,4,6,,2,14,,2110,2344,,73.7,113.5,.387,.357,.573,49.6,54.6,9.5,9.8,.538,13.7,29.8,.279
43,Central Connecticut State,29,4,25,.138,-22.35,-9.24,,3,15,,3,11,,1,14,,1888,2268,,68.9,112.1,.305,.327,.558,51.2,52.7,10.1,9.3,.534,12.8,30.3,.211
44,Central Florida,30,12,18,.400,0.18,3.01,,6,12,,8,8,,4,9,,2062,2147,,68.3,103.9,.250,.349,.498,48.3,55.1,10.8,9.1,.471,11.4,30.5,.172
45,Central Michigan,33,17,16,.515,-0.67,-1.30,,10,8,,13,4,,4,8,,2495,2401,,67.4,107.6,.333,.343,.535,51.7,48.5,6.3,7.8,.504,13.7,30.7,.231
46,Charleston Southern,30,9,21,.300,-10.92,-2.59,,5,13,,6,8,,3,12,,2146,2253,,70.0,106.4,.365,.385,.562,51.1,52.4,8.2,11.8,.529,15.8,26.4,.261
47,Charlotte,33,14,19,.424,-3.14,-1.72,,9,9,,8,7,,5,8,,2584,2631,,72.1,109.0,.309,.337,.575,50.1,45.6,7.8,8.5,.548,16.2,27.6,.223
48,Chattanooga NCAA,35,29,6,.829,3.24,-3.46,,15,3,,13,1,,10,4,,2652,2364,,68.1,98.5,.297,.361,.527,47.7,51.0,9.4,10.7,.500,18.0,28.6,.202
49,Chicago State,32,4,28,.125,-17.52,-1.38,,0,14,,4,9,,0,15,,2140,2478,,72.0,107.5,.432,.419,.565,52.3,66.8,9.3,10.7,.533,17.6,32.6,.294
50,Cincinnati NCAA,33,22,11,.667,15.19,5.25,,12,6,,14,3,,6,6,,2418,2090,,65.5,94.1,.270,.352,.486,46.8,50.7,7.6,8.7,.456,17.2,30.5,.184
51,Clemson,31,17,14,.548,12.03,6.87,,10,8,,13,4,,3,8,,2159,1999,,63.7,100.4,.285,.338,.510,49.6,51.9,7.9,8.4,.479,15.4,30.2,.202
52,Cleveland State,32,9,23,.281,-9.17,0.09,,4,14,,5,9,,3,10,,1947,2169,,65.9,102.4,.452,.353,.537,51.4,59.1,9.6,8.4,.504,17.6,31.7,.297
53,Coastal Carolina,33,21,12,.636,-1.85,-4.22,,12,6,,14,4,,7,5,,2410,2196,,68.3,97.1,.298,.414,.486,47.6,50.0,8.7,7.6,.457,13.8,28.4,.195
54,Colgate,30,13,17,.433,-8.61,-6.06,,9,9,,8,4,,5,13,,2093,2145,,65.4,107.5,.415,.372,.560,52.3,52.3,8.3,11.3,.528,16.8,31.0,.285
55,College of Charleston,31,17,14,.548,2.37,0.04,,8,10,,10,5,,6,8,,2028,1921,,65.2,94.3,.426,.346,.516,49.2,47.5,8.1,9.2,.480,19.2,26.6,.280
56,Colorado NCAA,34,22,12,.647,12.04,7.64,,10,8,,16,1,,4,7,,2576,2407,,70.8,99.3,.351,.292,.506,44.3,41.9,10.5,11.1,.470,13.5,24.6,.241
57,Colorado State,34,18,16,.529,2.31,1.53,,8,10,,12,5,,3,8,,2700,2626,,69.3,108.2,.345,.395,.554,46.4,51.2,8.5,8.8,.520,13.1,25.0,.249
58,Columbia,35,25,10,.714,3.45,-2.55,,10,4,,18,4,,7,6,,2670,2399,,66.7,101.7,.344,.385,.538,48.2,53.9,6.8,9.9,.508,16.8,26.2,.236
59,Connecticut NCAA,36,25,11,.694,15.89,6.28,,11,7,,14,3,,6,4,,2631,2285,,66.1,94.7,.354,.362,.481,48.9,52.1,7.6,9.4,.445,15.4,29.0,.234
60,Coppin State,31,9,22,.290,-15.75,-6.06,,6,10,,5,7,,3,14,,2240,2497,,71.4,109.4,.427,.322,.555,52.9,52.3,7.7,10.1,.530,16.0,35.1,.274
61,Cornell,28,10,18,.357,-9.55,-1.04,,3,11,,5,8,,5,10,,1992,2193,,72.7,106.8,.349,.356,.546,56.8,59.9,7.6,10.7,.508,16.8,35.7,.257
62,Creighton,35,20,15,.571,13.69,6.44,,9,9,,14,5,,4,9,,2787,2533,,72.1,100.4,.335,.338,.523,48.6,50.9,8.9,8.7,.490,15.4,26.1,.233
63,Dartmouth,28,10,18,.357,-5.58,-3.29,,4,10,,8,6,,2,12,,1992,1989,,69.1,101.9,.422,.406,.550,48.2,53.4,9.7,11.6,.521,18.5,28.8,.280
64,Davidson,33,20,13,.606,5.74,5.14,,10,8,,15,1,,3,10,,2608,2576,,71.2,109.2,.300,.353,.548,52.9,49.1,7.8,9.4,.520,13.8,30.7,.211
65,Dayton NCAA,33,25,8,.758,11.34,4.76,,14,4,,14,3,,8,2,,2393,2176,,68.6,95.0,.328,.368,.500,46.8,54.8,7.0,8.0,.469,15.9,24.2,.219
66,Delaware,30,7,23,.233,-8.62,0.85,,2,16,,5,7,,2,15,,1986,2270,,67.4,111.8,.319,.472,.548,49.3,62.4,9.3,10.5,.518,11.7,27.9,.226
67,Delaware State,32,7,25,.219,-20.88,-6.85,,5,11,,6,7,,1,17,,1980,2336,,67.3,107.7,.406,.422,.538,55.2,60.4,8.7,9.0,.502,16.4,37.5,.278
68,Denver,31,16,15,.516,-3.34,-3.24,,7,9,,8,7,,6,6,,2021,2024,,62.7,104.2,.434,.352,.567,54.8,54.6,9.1,10.4,.519,19.8,31.0,.329
69,DePaul,31,9,22,.290,0.83,8.34,,3,15,,5,9,,3,10,,2092,2325,,68.4,109.2,.448,.395,.560,49.4,61.6,9.7,8.2,.514,15.4,29.9,.331
70,Detroit Mercy,31,16,15,.516,-2.44,-0.82,,9,9,,11,4,,4,10,,2595,2567,,75.7,109.0,.454,.364,.565,48.6,51.9,8.3,9.8,.525,15.4,29.3,.323
71,Drake,31,7,24,.226,-5.15,0.92,,2,16,,5,9,,0,12,,2093,2230,,66.0,107.7,.301,.329,.540,49.7,46.0,9.1,12.0,.513,12.8,27.3,.210
72,Drexel,31,6,25,.194,-5.42,1.88,,3,15,,3,9,,2,12,,1958,2183,,65.6,106.9,.474,.325,.557,52.0,51.8,7.8,9.1,.520,15.7,29.0,.325
73,Duke NCAA,36,25,11,.694,19.23,10.59,,11,7,,15,3,,5,4,,2920,2609,,68.4,105.2,.253,.296,.519,50.5,52.4,6.6,9.8,.495,14.5,34.4,.172
74,Duquesne,34,17,17,.500,1.41,1.35,,6,12,,10,6,,4,8,,2704,2677,,73.6,106.2,.375,.383,.531,48.9,65.2,8.3,8.4,.493,13.5,28.2,.263
75,East Carolina,32,12,20,.375,-0.38,3.22,,4,14,,8,8,,3,10,,2186,2301,,67.0,105.2,.267,.394,.534,51.5,63.2,9.3,10.5,.512,15.7,32.4,.180
76,East Tennessee State,36,24,12,.667,-1.49,-2.29,,14,4,,13,2,,8,8,,2813,2687,,71.0,104.0,.393,.373,.537,50.1,46.6,8.8,8.6,.496,15.9,29.8,.282
77,Eastern Illinois,30,13,17,.433,-8.35,-3.52,,9,7,,9,5,,4,9,,2145,2213,,68.3,106.2,.387,.368,.543,53.7,54.7,8.8,7.2,.506,16.7,34.1,.272
78,Eastern Kentucky,31,15,16,.484,-3.53,-3.86,,6,10,,10,6,,5,10,,2497,2453,,73.4,107.9,.416,.368,.565,52.3,61.4,9.1,7.4,.531,17.7,33.5,.291
79,Eastern Michigan,33,18,15,.545,-0.14,1.24,,9,9,,14,3,,4,11,,2553,2460,,72.5,102.1,.398,.404,.529,51.4,58.6,8.3,7.9,.491,18.5,35.3,.275
80,Eastern Washington,34,18,16,.529,-4.47,-6.03,,10,8,,11,2,,5,12,,2769,2617,,70.4,109.4,.378,.273,.564,50.6,52.0,8.2,10.6,.535,14.6,28.3,.261
81,Elon,32,16,16,.500,-0.67,0.66,,7,11,,8,8,,8,7,,2429,2413,,71.7,104.8,.322,.306,.528,50.7,44.8,8.9,12.1,.502,14.2,29.5,.215
82,Evansville,34,25,9,.735,8.10,-0.39,,12,6,,13,3,,8,4,,2526,2221,,68.9,94.1,.296,.324,.496,47.8,51.1,8.2,8.9,.457,16.3,25.0,.218
83,Fairfield,33,19,14,.576,-3.84,-3.14,,12,8,,11,5,,7,7,,2522,2545,,72.2,104.8,.341,.361,.529,53.9,50.3,7.9,7.6,.496,16.0,34.1,.236
84,Fairleigh Dickinson NCAA,33,18,15,.545,-10.90,-8.31,,11,7,,9,6,,9,8,,2558,2600,,72.4,107.6,.467,.367,.560,53.7,56.1,8.6,8.6,.522,18.0,35.4,.325
85,Florida,36,21,15,.583,14.69,9.19,,9,9,,12,4,,6,9,,2677,2479,,70.1,97.9,.357,.322,.503,48.7,47.6,7.6,9.1,.467,16.0,29.5,.242
86,Florida A&M,29,8,21,.276,-21.74,-10.67,,4,12,,6,6,,1,14,,1863,2128,,70.8,101.0,.381,.347,.533,53.1,45.4,10.5,8.0,.499,17.9,31.1,.261
87,Florida Atlantic,33,8,25,.242,-10.30,-1.72,,5,13,,5,7,,2,14,,2189,2445,,68.5,107.8,.371,.251,.539,54.4,47.4,8.7,12.1,.502,14.3,32.1,.263
88,Florida Gulf Coast NCAA,35,21,14,.600,-0.79,-3.82,,8,6,,16,4,,4,8,,2703,2473,,69.7,98.9,.335,.359,.501,46.5,47.3,9.4,7.0,.467,14.6,27.7,.229
89,Florida International,32,13,19,.406,-5.25,-4.81,,7,11,,7,9,,5,8,,2277,2242,,66.8,103.3,.350,.384,.506,48.2,53.0,8.8,8.0,.470,12.6,29.7,.239
90,Florida State,34,20,14,.588,12.16,8.16,,8,10,,11,4,,4,8,,2652,2516,,71.8,102.6,.367,.370,.541,47.6,51.1,7.3,7.4,.509,16.4,28.3,.253
91,Fordham,31,17,14,.548,1.87,-0.09,,8,10,,14,5,,3,7,,2206,2128,,68.3,99.3,.401,.393,.551,48.7,62.9,9.7,8.7,.514,20.1,26.6,.283
92,Fresno State NCAA,35,25,10,.714,5.27,2.24,,13,5,,16,2,,6,7,,2630,2475,,70.1,99.5,.445,.395,.530,49.6,53.0,6.5,7.3,.486,18.5,29.4,.311
93,Furman,35,19,16,.543,-2.83,-4.20,,11,7,,14,2,,3,12,,2487,2333,,66.3,100.5,.367,.364,.530,46.8,49.3,9.9,9.0,.498,16.9,27.4,.249
94,Gardner-Webb,33,17,16,.515,-6.92,-3.96,,10,8,,9,4,,5,11,,2476,2451,,71.0,103.5,.393,.367,.547,49.2,51.3,9.0,8.4,.509,17.1,29.3,.281
95,George Mason,32,11,21,.344,-1.79,3.62,,5,13,,7,8,,2,11,,2140,2313,,67.7,106.0,.300,.348,.517,44.9,49.1,8.0,9.5,.484,9.0,22.8,.214
96,George Washington,38,28,10,.737,11.43,4.24,,11,7,,16,3,,8,5,,2875,2602,,67.5,100.8,.270,.357,.518,46.3,46.5,8.6,9.2,.487,15.2,27.7,.195
97,Georgetown,33,15,18,.455,10.31,8.49,,7,11,,9,8,,4,8,,2430,2370,,69.2,102.7,.493,.310,.522,49.2,53.8,8.9,8.3,.466,14.0,28.4,.356
98,Georgia,34,20,14,.588,9.41,8.47,,10,8,,15,4,,3,9,,2401,2369,,68.2,101.5,.411,.396,.502,48.0,50.0,9.1,10.2,.455,13.4,29.8,.288
99,Georgia Southern,31,14,17,.452,-5.65,-3.14,,10,10,,10,4,,4,12,,2353,2307,,71.2,103.6,.436,.404,.542,52.1,49.2,6.6,11.9,.503,17.9,33.1,.302
100,Georgia State,30,16,14,.533,-2.80,-2.19,,9,11,,12,3,,4,10,,1971,1950,,65.1,98.2,.414,.410,.523,53.1,58.5,8.0,7.9,.475,18.6,31.0,.301
101,Georgia Tech,36,21,15,.583,12.51,9.95,,8,10,,14,5,,5,8,,2637,2545,,67.0,105.2,.317,.305,.525,44.7,46.8,7.0,6.3,.491,12.7,27.1,.226
102,Gonzaga NCAA,36,28,8,.778,16.92,4.23,,15,3,,11,4,,9,2,,2840,2360,,68.1,95.9,.281,.331,.480,44.8,43.1,8.5,8.0,.446,13.1,25.6,.198
103,Grambling,31,7,24,.226,-19.62,-8.48,,4,14,,5,7,,2,15,,1924,2110,,67.2,100.5,.403,.371,.527,52.4,55.0,9.7,10.6,.493,17.5,30.9,.268
104,Grand Canyon,34,27,7,.794,1.43,-5.60,,11,3,,18,2,,7,5,,2581,2316,,69.8,97.2,.348,.362,.513,47.3,44.8,8.6,9.2,.482,16.9,27.0,.230
105,Green Bay NCAA,36,23,13,.639,1.16,-0.67,,11,7,,11,3,,8,9,,3013,2880,,77.3,102.4,.358,.339,.546,51.3,50.5,7.6,10.0,.511,18.8,31.8,.255
106,Hampton NCAA,32,21,11,.656,-8.74,-8.45,,13,3,,9,2,,8,7,,2363,2370,,71.7,101.3,.360,.331,.523,46.9,42.0,7.8,10.3,.483,14.8,27.0,.260
107,Hartford,33,10,23,.303,-14.29,-5.69,,4,12,,4,12,,6,11,,2336,2588,,69.9,110.0,.408,.345,.557,58.3,54.9,7.4,10.9,.531,15.9,35.3,.267
108,Harvard,30,14,16,.467,-0.96,-0.25,,6,8,,8,5,,4,10,,2001,1985,,67.1,98.2,.327,.354,.499,47.9,52.1,10.7,7.0,.460,14.8,27.7,.233
109,Hawaii NCAA,34,28,6,.824,9.03,-1.04,,13,3,,16,3,,7,2,,2620,2267,,71.6,92.8,.392,.350,.500,47.0,47.9,8.1,7.5,.453,18.0,26.1,.281
110,High Point,32,21,11,.656,-0.52,-4.24,,13,5,,12,3,,8,7,,2473,2258,,67.7,103.4,.321,.380,.548,49.7,47.0,7.7,8.1,.519,18.5,31.4,.225
111,Hofstra,34,24,10,.706,5.02,0.77,,14,4,,11,2,,9,5,,2681,2509,,70.2,102.9,.236,.341,.517,48.6,51.6,7.7,9.6,.496,14.2,29.8,.158
112,Holy Cross NCAA,35,15,20,.429,-11.20,-6.11,,5,13,,8,6,,5,13,,2267,2445,,64.6,106.2,.334,.408,.563,54.4,58.2,8.1,9.7,.532,17.2,29.5,.242
113,Houston,32,22,10,.688,10.30,2.17,,12,6,,15,3,,6,5,,2476,2216,,66.3,102.5,.360,.349,.513,48.5,49.0,7.5,8.6,.473,15.5,33.3,.254
114,Houston Christian,34,17,17,.500,-10.39,-5.26,,10,8,,12,3,,4,11,,2604,2582,,72.3,105.0,.346,.327,.531,48.8,55.2,9.5,9.4,.493,14.8,30.4,.249
115,Howard,32,12,20,.375,-14.43,-8.33,,6,10,,8,7,,2,12,,2311,2433,,72.2,103.6,.373,.365,.521,50.6,49.9,7.7,8.2,.487,16.0,35.0,.254
116,Idaho,34,21,13,.618,-5.19,-5.88,,12,6,,11,4,,8,7,,2372,2251,,67.2,98.2,.402,.447,.525,44.6,55.4,10.8,8.3,.490,17.0,25.2,.271
117,Idaho State,31,16,15,.516,-9.83,-6.69,,11,7,,10,3,,5,10,,2297,2357,,71.9,105.8,.349,.397,.544,51.9,53.0,8.4,10.2,.514,15.5,29.6,.240
118,Illinois,34,15,19,.441,4.39,7.03,,5,13,,7,8,,2,8,,2452,2542,,68.6,106.3,.265,.384,.561,54.0,54.1,7.1,10.1,.536,16.8,28.1,.191
119,Illinois State,32,18,14,.563,3.40,2.59,,12,6,,13,3,,5,8,,2149,2114,,67.7,97.2,.372,.369,.515,49.7,53.3,8.8,8.2,.480,17.5,28.1,.252
120,Illinois-Chicago,30,5,25,.167,-14.52,-0.81,,3,15,,5,10,,0,13,,2019,2348,,72.7,106.0,.387,.337,.528,49.5,60.9,9.8,11.4,.487,13.6,30.5,.274
121,Incarnate Word,29,17,12,.586,-9.20,-6.20,,12,6,,10,3,,7,9,,2145,2140,,71.2,103.1,.359,.342,.544,52.3,54.5,8.9,11.2,.520,16.6,28.1,.235
122,Indiana NCAA,35,27,8,.771,19.59,6.90,,15,3,,17,0,,6,4,,2891,2447,,69.1,100.9,.302,.312,.525,45.1,46.7,8.9,8.8,.498,16.4,28.9,.206
123,Indiana State,32,15,17,.469,0.04,2.20,,8,10,,10,4,,2,11,,2170,2222,,70.0,98.0,.435,.331,.514,49.6,47.1,8.6,9.4,.469,15.7,25.4,.301
124,Iona NCAA,33,22,11,.667,3.59,-1.78,,16,4,,11,2,,8,6,,2628,2451,,72.5,102.1,.363,.360,.524,50.3,53.4,8.0,8.6,.488,16.4,31.0,.254
125,Iowa NCAA,33,22,11,.667,17.01,8.71,,12,6,,13,2,,6,5,,2561,2287,,69.1,99.6,.250,.382,.506,49.4,53.4,7.7,7.6,.480,16.0,31.1,.171
126,Iowa State NCAA,35,23,12,.657,16.93,10.16,,10,8,,14,2,,4,7,,2862,2625,,71.5,103.8,.249,.356,.522,50.3,50.6,7.7,7.1,.498,14.5,29.9,.171
127,IUPUI,32,13,19,.406,-5.86,0.11,,9,7,,9,2,,4,15,,2181,2362,,70.0,104.7,.380,.301,.545,50.9,45.4,10.6,10.8,.510,15.7,28.3,.267
128,Jackson State,36,20,16,.556,-8.66,-9.54,,12,6,,11,2,,7,13,,2455,2352,,68.3,94.0,.474,.356,.500,48.6,51.9,8.6,9.4,.446,18.1,27.5,.334
129,Jacksonville,32,16,16,.500,-9.34,-6.09,,8,6,,12,3,,4,11,,2444,2431,,72.2,104.4,.328,.421,.545,49.6,52.9,6.7,8.0,.521,15.6,25.8,.217
130,Jacksonville State,31,8,23,.258,-10.26,-3.95,,4,12,,5,10,,2,12,,2100,2234,,66.6,107.7,.419,.322,.553,53.9,48.7,6.7,7.9,.518,16.1,33.2,.290
131,James Madison,32,21,11,.656,6.17,0.50,,11,7,,12,6,,9,3,,2405,2197,,67.9,99.2,.365,.424,.500,47.7,52.0,8.2,7.0,.458,13.5,26.7,.257
132,Kansas NCAA,38,33,5,.868,23.87,11.22,,15,3,,16,0,,7,3,,3089,2570,,69.7,95.7,.371,.330,.497,46.1,47.3,9.2,8.5,.450,15.9,27.4,.269
133,Kansas City,31,12,19,.387,-6.31,-2.24,,4,10,,9,4,,2,13,,2152,2240,,67.7,106.3,.439,.381,.544,49.6,58.0,8.4,10.1,.496,15.5,31.3,.322
134,Kansas State,33,17,16,.515,12.31,9.79,,5,13,,12,5,,2,9,,2334,2251,,67.5,99.2,.404,.363,.528,47.5,57.7,10.0,10.4,.490,18.1,31.0,.278
135,Kennesaw State,31,11,20,.355,-8.58,-1.61,,7,7,,8,6,,3,14,,2239,2399,,70.4,109.4,.373,.351,.556,52.9,48.4,9.5,7.7,.526,15.6,34.5,.256
136,Kent State,32,19,13,.594,-1.53,-1.47,,10,8,,13,3,,6,8,,2361,2317,,68.1,105.5,.346,.351,.545,47.1,53.8,7.8,7.0,.507,15.0,27.8,.256
137,Kentucky NCAA,36,27,9,.750,20.23,8.84,,13,5,,17,0,,4,7,,2861,2451,,68.1,99.0,.407,.296,.493,46.4,40.4,6.3,7.5,.445,15.0,31.7,.286
138,La Salle,31,9,22,.290,-6.09,4.65,,4,14,,7,9,,1,12,,1987,2279,,67.2,109.4,.348,.358,.559,55.1,58.1,8.6,12.8,.525,16.5,34.1,.252
139,Lafayette,30,6,24,.200,-15.00,-6.00,,3,15,,4,9,,2,15,,2142,2412,,69.7,112.0,.351,.364,.562,55.5,52.8,8.7,10.2,.529,14.3,32.9,.254
140,Lamar,30,11,19,.367,-14.69,-8.77,,3,15,,7,9,,4,10,,2263,2310,,73.8,104.4,.460,.346,.546,49.0,60.5,9.1,8.4,.504,17.2,31.3,.323
141,Lehigh,32,17,15,.531,-4.42,-5.20,,13,5,,10,5,,7,9,,2268,2210,,67.2,102.7,.281,.386,.534,49.1,59.7,8.9,9.8,.505,16.2,28.9,.201
