Away,Home,W-L%,SRS,SOS,FG%,3PA,3P%,FT%,PPG,Big10,Big12,ACC,SEC,BigEast,BlueBlood,Championships,Conf_W-L%,Home_W-L%,Away_W-L%,3P-G,3PA-G,FG-G,FGA-G,FT-G,FTA-G,ORB-G,TRB-G,AST-G,STL-G,BLK-G,TOV-G,PF-G,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Coach W/L,Coach Team NCAA,Coach Team S16,Coach Team F4,Coach Team Champs,Coach C W/L,Coach C NCAA,Coach C S16,Coach C F4,Coach C Champs,OSRS,DSRS,DRtg,Score_Dif
Fairleigh Dickinson,Florida Gulf Coast,0.05499999999999994,10.11,4.49,0.066,-195,0.0409999999999999,-0.041,8,0,0,0,0,0,0,0,-0.039682539682539764,0.20000000000000007,-0.19607843137254904,-1.0415584415584418,-5.500432900432901,1.8943722943722945,-4.507359307359307,5.096969696969698,8.675324675324674,3.0051948051948054,10.706493506493507,2.397402597402597,-1.3567099567099565,1.7965367965367967,3.093506493506493,-2.1705627705627704,-2.700000000000003,10.999999999999986,0.1739999999999999,-0.066,0.059,14.400000000000006,5.900000000000006,-1.9000000000000021,4.7,0.060999999999999895,3.1000000000000005,11.999999999999996,0.1059999999999999,0.244,0.0,0.0,0.0,0.0,0.18799999999999994,0.0,0.0,0.0,0,-2.7800000000000002,12.9,-12.759999999999991,31
Wichita State,Vanderbilt,-0.16700000000000004,-0.19000000000000128,4.4399999999999995,0.028000000000000108,-53,0.088,0.009999999999999901,-5,0,0,0,1,0,0,0,-0.2777777777777777,-0.05833333333333324,-0.5,1.3844155844155843,-1.3549783549783552,-3.730735930735931,-13.75238095238095,1.192207792207792,1.4528138528138528,-6.286580086580086,-3.1627705627705627,-0.6077922077922091,-4.022510822510823,1.9116883116883119,7.4233766233766225,-0.2597402597402597,3.1000000000000085,-7.799999999999999,0.125,0.06,0.059,-4.6000000000000085,4.399999999999999,-5.9,1.100000000000001,0.054000000000000103,10.7,-10.2,0.09099999999999989,-0.129,2.0,0.0,-1.0,0.0,-0.09899999999999998,-3.0,0.0,-1.0,0,3.45,-3.6400000000000006,3.809999999999988,-20
Holy Cross,Southern,0.2,3.5199999999999996,-3.259999999999999,0.075,-129,0.0579999999999998,0.0429999999999999,9,0,0,0,0,0,0,-1,0.33333333333333337,0.35164835164835184,0.09722222222222221,-0.02857142857142858,-3.6857142857142855,4.6,1.1142857142857143,-0.4285714285714285,-1.7714285714285714,-0.11428571428571432,4.228571428571429,-0.2857142857142857,1.2285714285714284,1.1428571428571428,-0.7714285714285718,2.142857142857143,4.900000000000006,13.099999999999994,-0.0399999999999999,-0.07,0.06599999999999989,6.799999999999997,-11.199999999999996,1.6999999999999997,4.299999999999999,0.075,-0.5999999999999996,3.6999999999999957,-0.013000000000000001,0.16699999999999998,1.0,0.0,0.0,0.0,0.05599999999999994,-1.0,0.0,0.0,0,5.93,-2.41,-2.8299999999999983,-4
Tulsa,Michigan,0.014000000000000012,3.960000000000001,2.16,-0.014,177,0.06699999999999989,0.0859999999999999,2,1,0,0,0,0,0,1,-0.11111111111111105,-0.03529411764705892,-0.1454545454545454,3.2152777777777777,4.920138888888889,-0.5277777777777777,0.5347222222222223,0.19791666666666663,-2.2152777777777777,0.25,0.8819444444444444,0.27083333333333326,0.11458333333333326,-0.29513888888888884,0.916666666666667,2.107638888888889,-3.0999999999999943,3.9000000000000075,-0.039,0.083,0.023999999999999896,1.0,1.8999999999999986,0.3999999999999999,-2.1000000000000005,0.014000000000000002,0.8999999999999981,0.8999999999999986,0.001999999999999901,-0.04600000000000004,5.0,2.0,1.0,0.0,-0.0020000000000000018,6.0,4.0,1.0,0,0.5899999999999999,3.3600000000000003,0.4200000000000017,5
Austin Peay,Kansas,0.368,29.91,14.200000000000001,0.0979999999999999,197,0.1109999999999999,0.0249999999999999,14,0,1,0,0,0,1,4,0.39583333333333337,0.5,0.26249999999999996,4.062865497076023,5.469298245614035,7.152046783625732,3.239766081871345,-4.070175438596491,-6.761695906432749,-0.9590643274853803,3.0,6.276315789473684,0.1871345029239765,1.0628654970760234,-0.9824561403508771,2.087719298245614,-0.7999999999999972,20.3,-0.13699999999999998,0.074,0.1039999999999999,4.200000000000003,10.0,0.3000000000000024,2.2,0.1289999999999999,-1.0000000000000018,1.3999999999999986,-0.08499999999999999,0.31199999999999994,9.0,8.0,2.0,1.0,0.248,14.0,11.0,2.0,1,14.299999999999999,15.61,-20.99000000000001,26
Chattanooga,Indiana,-0.05799999999999994,16.35,10.36,0.0409999999999999,177,0.044,-0.0030000000000000027,4,1,0,0,0,0,1,5,0.0,0.0714285714285714,-0.11428571428571432,2.8571428571428577,5.057142857142857,2.428571428571429,0.028571428571428498,-3.2571428571428576,-4.4,0.6000000000000001,3.4285714285714284,2.142857142857143,-0.6285714285714288,-0.05714285714285716,2.0857142857142854,2.142857142857143,1.0,6.300000000000001,-0.0799999999999999,0.08699999999999991,0.048999999999999995,5.200000000000001,2.8999999999999915,-0.9000000000000004,-1.4000000000000004,0.06499999999999989,2.6000000000000014,4.100000000000001,-0.059999999999999894,-0.2749999999999999,3.0,3.0,0.0,0.0,-0.21799999999999997,8.0,4.0,1.0,0,14.219999999999999,2.1300000000000003,-5.359999999999999,25
Florida Gulf Coast,North Carolina,0.22499999999999998,24.23,14.51,-0.0020000000000000018,71,-0.0839999999999998,0.089,6,0,0,1,0,0,1,6,0.2063492063492064,0.13749999999999996,0.2121212121212121,-0.7857142857142856,2.617857142857143,2.307142857142857,5.0285714285714285,2.4,0.6678571428571431,2.2607142857142852,3.2071428571428573,4.907142857142857,1.2142857142857142,0.5178571428571429,-2.432142857142857,-0.6642857142857143,0.5,9.000000000000014,-0.014999999999999899,0.020000000000000004,0.0030000000000000027,4.799999999999995,12.999999999999993,1.8000000000000007,1.6999999999999993,-0.010999999999999899,-3.4000000000000004,5.599999999999996,0.02,0.14100000000000001,11.0,8.0,4.0,2.0,0.21400000000000008,25.0,17.0,8.0,2,18.15,6.07,-11.180000000000007,16
Hampton,Virginia,0.128,30.78,19.57,0.086,-157,0.086,0.11399999999999991,11,0,0,1,0,0,0,1,-0.09027777777777779,0.18181818181818177,-0.07878787878787885,-0.016047297297297314,-4.399493243243244,5.554054054054054,2.076858108108108,0.04560810810810789,-3.3673986486486487,-2.870777027027027,-0.9434121621621623,3.829391891891892,0.4375,1.472972972972973,-3.7119932432432434,0.6511824324324325,-10.200000000000003,18.0,-0.0669999999999999,-0.0959999999999999,0.0819999999999999,0.20000000000000284,4.6,0.5999999999999996,5.6,0.08299999999999991,-4.399999999999999,-2.6999999999999993,-0.006000000000000099,0.16699999999999993,1.0,2.0,0.0,0.0,0.16099999999999992,3.0,3.0,0.0,0,5.53,25.26,-19.460000000000008,36
Buffalo,Miami (FL),0.20000000000000007,17.18,9.79,0.0429999999999999,11,0.031,0.038,5,0,0,1,0,0,0,0,0.16666666666666663,0.27083333333333337,0.18831168831168832,0.6857142857142857,0.3142857142857144,0.9428571428571428,-3.1714285714285717,3.114285714285714,3.171428571428571,-2.1142857142857143,-0.3428571428571434,1.6285714285714286,-0.37142857142857155,0.9428571428571428,-0.9142857142857143,-3.2285714285714286,-6.3999999999999915,8.799999999999995,0.07899999999999999,0.025,0.057999999999999906,0.0,4.699999999999996,-0.39999999999999947,1.9000000000000012,0.053,-0.5999999999999996,-2.500000000000004,0.0720000000000001,0.10300000000000009,1.0,2.0,0.0,0.0,0.03400000000000003,6.0,3.0,1.0,0,4.220000000000001,12.96,-8.11,7
Stony Brook,Kentucky,-0.038000000000000034,16.48,14.120000000000001,0.020999999999999908,101,-0.0010000000000000009,0.030999999999999903,-1,0,0,0,1,0,1,8,-0.1527777777777778,0.0625,-0.3238636363636364,0.952020202020202,2.9343434343434343,0.6439393939393936,-1.3207070707070705,-2.9722222222222223,-4.941919191919192,-2.9823232323232327,-2.5303030303030303,-0.3888888888888884,0.8712121212121213,1.03030303030303,-0.15151515151515116,3.2095959595959593,0.29999999999999716,-1.2000000000000028,-0.0809999999999998,0.0579999999999999,0.0199999999999999,-3.5999999999999925,-1.1999999999999993,1.200000000000002,1.4000000000000004,0.03,0.5000000000000009,-5.000000000000002,-0.0479999999999998,0.2699999999999999,5.0,5.0,4.0,1.0,0.22799999999999998,16.0,12.0,6.0,1,12.98,3.500000000000001,-5.819999999999993,28
