Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
69,DePaul,31,8,23,.258,1.61,7.58,,1,17,,6,9,,0,11,,1891,2073,,63.1,95.2,.299,.315,.468,46.2,52.0,11.9,8.4,.447,14.3,31.5,.174
70,Detroit Mercy,34,20,14,.588,1.35,-1.59,,9,9,,11,5,,6,8,,2360,2234,,68.4,100.7,.470,.243,.534,52.9,56.0,10.9,10.9,.500,19.4,35.5,.308
71,Drake,33,14,19,.424,0.54,3.34,,7,11,,8,8,,4,8,,2197,2259,,63.2,105.0,.341,.440,.558,44.8,52.3,8.7,6.1,.519,14.4,21.2,.258
72,Drexel,32,16,16,.500,-0.03,0.19,,11,7,,10,4,,6,11,,2044,2051,,65.1,97.8,.361,.272,.484,50.0,54.2,9.1,9.0,.449,15.5,34.2,.237
73,Duke NCAA,40,35,5,.875,25.21,9.21,,13,3,,17,0,,5,5,,3079,2441,,66.5,115.7,.379,.329,.549,54.4,52.9,10.0,9.8,.505,13.3,40.3,.287
74,Duquesne,32,16,16,.500,0.79,1.95,,7,9,,11,3,,3,12,,2251,2284,,69.6,97.7,.380,.343,.497,47.5,53.8,11.2,11.1,.471,16.8,32.8,.230
75,East Carolina,31,10,21,.323,-5.91,4.42,,4,12,,5,9,,4,8,,2082,2323,,68.8,97.3,.417,.314,.529,51.1,51.2,9.3,8.6,.488,20.9,34.0,.293
76,East Tennessee State NCAA,35,20,15,.571,-0.83,-1.47,,13,7,,9,5,,9,9,,2424,2362,,69.4,99.5,.412,.291,.512,50.5,44.7,12.0,9.9,.477,18.0,35.0,.271
77,Eastern Illinois,31,19,12,.613,-5.00,-5.00,,11,7,,12,4,,7,7,,2112,2023,,64.5,103.9,.347,.204,.536,52.0,59.6,9.4,10.1,.500,17.6,35.2,.250
78,Eastern Kentucky,33,20,13,.606,-2.07,-5.16,,11,7,,15,3,,4,10,,2351,2208,,63.0,113.1,.257,.460,.585,44.6,60.8,11.3,7.0,.564,13.7,24.1,.185
79,Eastern Michigan,32,17,15,.531,-3.46,-3.59,,8,8,,11,4,,5,9,,2124,2096,,66.3,99.3,.441,.385,.513,51.0,56.0,10.1,7.9,.475,17.4,32.8,.290
80,Eastern Washington,30,9,21,.300,-11.91,-1.91,,5,11,,7,6,,2,13,,2065,2288,,71.4,95.6,.333,.334,.513,48.5,56.4,8.6,6.4,.475,18.3,27.3,.237
81,Elon,32,9,23,.281,-10.40,-3.04,,5,13,,4,7,,4,12,,2141,2335,,68.9,96.4,.329,.390,.504,46.2,52.8,8.6,5.1,.476,16.6,27.8,.213
82,Evansville,30,9,21,.300,-4.61,1.82,,3,15,,7,9,,2,11,,1944,2068,,66.0,96.9,.421,.251,.523,50.6,63.3,7.6,5.0,.475,18.8,29.2,.303
83,Fairfield,34,23,11,.676,0.40,-3.33,,13,5,,12,2,,9,9,,2414,2287,,67.0,104.4,.350,.310,.518,50.7,55.0,10.9,13.3,.483,16.3,36.5,.244
84,Fairleigh Dickinson,32,11,21,.344,-15.56,-6.42,,10,8,,7,7,,4,12,,2027,2279,,68.5,92.1,.443,.266,.499,48.8,51.5,8.0,10.4,.461,19.7,28.9,.287
85,Florida NCAA,34,21,13,.618,11.89,7.16,,9,7,,13,4,,5,5,,2455,2258,,66.5,107.4,.334,.323,.528,52.0,53.8,10.6,7.2,.494,15.4,37.0,.235
86,Florida A&M,31,9,22,.290,-18.80,-6.41,,5,11,,6,6,,3,13,,1965,2270,,68.2,92.6,.397,.332,.492,46.8,45.7,8.4,6.7,.457,19.5,31.9,.254
87,Florida Atlantic,30,14,16,.467,-4.48,-3.30,,10,8,,9,4,,5,10,,2202,2205,,69.2,103.9,.343,.316,.519,47.9,55.3,8.1,10.7,.487,14.9,31.7,.232
88,Florida Gulf Coast,29,8,21,.276,,,,4,14,,5,7,,1,13,,1875,2082,,68.5,93.9,.377,.254,.494,50.2,59.4,11.6,11.2,.461,20.7,37.9,.244
89,Florida International,32,7,25,.219,-12.81,-2.74,,4,14,,4,9,,3,15,,2176,2469,,69.0,97.8,.332,.324,.499,46.9,50.5,11.4,5.3,.462,16.6,31.5,.232
90,Florida State NCAA,32,22,10,.688,14.64,6.79,,10,6,,13,3,,6,5,,2183,1932,,67.6,100.6,.386,.321,.532,53.7,57.0,12.3,17.7,.505,20.5,38.1,.249
91,Fordham,28,2,26,.071,-13.18,2.08,,0,16,,2,10,,0,15,,1793,2220,,72.6,88.2,.320,.284,.458,47.7,42.3,7.7,9.5,.419,18.2,31.5,.217
92,Fresno State,33,15,18,.455,0.14,1.31,,7,9,,12,6,,3,11,,2188,2207,,66.9,99.1,.396,.383,.522,48.8,62.1,11.8,12.5,.486,18.1,30.4,.268
93,Furman,30,13,17,.433,-7.01,-4.83,,7,11,,8,6,,4,9,,2052,2059,,68.3,99.7,.436,.342,.525,50.2,51.3,7.2,12.5,.477,18.1,31.4,.312
94,Gardner-Webb,29,8,21,.276,-20.32,-5.61,,5,13,,5,10,,3,11,,2005,2257,,73.5,92.9,.293,.338,.503,47.9,56.0,9.3,6.1,.479,20.9,31.7,.188
95,George Mason,32,17,15,.531,-0.44,0.06,,12,6,,11,5,,5,8,,2145,2161,,66.3,100.4,.416,.278,.518,49.2,49.9,9.8,10.2,.487,17.5,32.8,.267
96,George Washington,31,16,15,.516,3.12,0.96,,6,10,,8,7,,7,8,,2180,2113,,69.0,101.2,.392,.259,.511,52.9,50.8,11.3,10.7,.478,17.2,37.3,.256
97,Georgetown NCAA,34,23,11,.676,17.03,9.56,,10,8,,12,4,,6,5,,2500,2246,,66.6,110.4,.370,.302,.586,51.8,57.9,10.5,12.9,.557,18.1,33.1,.263
98,Georgia,31,14,17,.452,7.33,8.04,,5,11,,12,4,,0,12,,2128,2150,,66.2,103.2,.385,.246,.541,53.3,56.0,9.1,11.9,.501,19.3,38.2,.276
99,Georgia Southern,32,9,23,.281,-12.57,-1.67,,6,12,,8,6,,1,16,,2260,2529,,71.7,97.7,.360,.330,.522,45.2,56.1,11.2,8.5,.490,19.1,31.4,.242
100,Georgia State,32,12,20,.375,-3.74,-1.48,,5,13,,9,5,,1,12,,1993,2039,,63.0,97.8,.311,.242,.490,50.3,48.1,11.3,9.7,.456,17.5,37.9,.214
101,Georgia Tech NCAA,36,23,13,.639,14.11,9.02,,7,9,,14,2,,3,8,,2621,2365,,70.4,103.1,.377,.284,.538,53.2,53.6,11.3,13.9,.511,19.1,37.4,.248
102,Gonzaga NCAA,34,27,7,.794,12.11,3.83,,12,2,,14,1,,6,3,,2614,2291,,69.4,109.6,.494,.278,.570,53.1,50.0,9.5,10.5,.540,16.2,32.1,.328
103,Grambling,28,7,21,.250,-23.05,-12.75,,4,14,,4,7,,2,13,,1784,2048,,69.7,90.2,.368,.309,.490,45.9,51.4,10.6,6.7,.449,19.4,28.8,.253
104,Green Bay,35,22,13,.629,0.33,0.75,,11,7,,11,4,,9,7,,2397,2341,,64.1,105.3,.357,.327,.538,49.2,49.3,9.4,6.9,.498,16.3,33.5,.262
105,Hampton,32,14,18,.438,-6.75,-8.36,,8,8,,6,6,,6,9,,2102,2050,,68.0,96.6,.422,.321,.513,48.9,53.1,12.8,10.6,.472,19.5,33.5,.286
106,Hartford,30,8,22,.267,-13.77,-6.04,,6,10,,5,8,,3,13,,1868,2100,,64.9,95.6,.279,.404,.492,45.1,50.9,9.3,8.5,.468,15.5,27.0,.178
107,Harvard,29,21,8,.724,1.59,-3.91,,10,4,,11,2,,10,6,,2145,1928,,67.7,107.5,.445,.339,.586,51.7,61.7,11.4,12.6,.540,19.6,31.3,.340
108,Hawaii,30,10,20,.333,-4.91,0.33,,3,13,,10,11,,0,9,,2044,2187,,67.0,101.7,.443,.292,.515,52.5,58.7,6.6,5.3,.477,17.8,38.8,.293
109,High Point,30,15,15,.500,-14.63,-9.30,,10,8,,12,1,,3,14,,2169,2203,,71.4,100.9,.351,.308,.520,49.4,49.9,9.5,10.5,.486,18.4,34.8,.241
110,Hofstra,34,19,15,.559,1.65,-0.02,,10,8,,11,6,,6,7,,2406,2320,,69.2,101.1,.316,.269,.498,52.5,54.2,10.7,16.5,.452,16.2,37.4,.229
111,Holy Cross,31,9,22,.290,-8.03,-5.57,,5,9,,5,7,,3,14,,2147,2223,,66.8,102.9,.388,.248,.531,53.0,53.7,6.4,7.4,.493,18.1,36.7,.272
112,Houston NCAA,35,19,16,.543,6.74,3.48,,7,9,,10,5,,4,9,,2751,2624,,71.4,109.3,.337,.357,.520,44.5,45.4,13.1,7.2,.483,10.6,30.3,.239
113,Houston Christian,33,12,21,.364,,,,7,1,,5,7,,3,11,,2347,2604,,74.6,94.7,.436,.247,.505,51.3,51.1,9.6,8.8,.451,20.7,35.8,.317
114,Howard,32,7,25,.219,-19.49,-7.27,,6,10,,4,5,,2,15,,1868,2251,,65.6,88.3,.408,.352,.459,48.1,48.2,6.6,5.3,.427,18.9,32.1,.242
115,Idaho,31,15,16,.484,-0.19,0.48,,6,10,,8,6,,6,10,,2206,2188,,67.9,104.5,.382,.302,.548,50.9,58.0,8.8,7.9,.521,17.7,32.5,.252
116,Idaho State,29,7,22,.241,-10.29,0.13,,4,12,,6,6,,1,16,,1927,2176,,63.3,102.8,.354,.250,.530,49.9,46.0,8.9,8.2,.497,17.4,35.9,.246
117,Illinois,36,21,15,.583,11.58,9.58,,10,8,,13,5,,7,4,,2547,2406,,66.9,104.3,.273,.303,.530,51.9,59.6,8.3,11.4,.501,15.6,32.2,.195
118,Illinois State,33,22,11,.667,5.73,1.16,,11,7,,15,2,,6,8,,2283,2115,,65.2,105.8,.404,.332,.539,53.1,54.5,11.1,10.4,.501,16.9,34.4,.283
119,Illinois-Chicago,30,8,22,.267,-7.58,0.94,,3,15,,7,7,,1,15,,1876,2110,,67.4,92.8,.325,.342,.481,45.5,48.2,10.4,7.0,.438,16.4,27.8,.232
120,Indiana,31,10,21,.323,0.76,9.37,,4,14,,8,9,,1,8,,2053,2215,,67.7,97.1,.418,.278,.508,49.7,53.3,10.0,9.2,.464,19.4,35.6,.289
121,Indiana State,32,17,15,.531,1.11,2.40,,9,9,,11,3,,5,10,,2113,2123,,64.1,101.4,.368,.375,.535,48.2,47.3,8.5,10.2,.487,16.9,27.6,.283
122,Iona,31,21,10,.677,2.31,-1.85,,12,6,,11,3,,8,4,,2050,1921,,66.5,99.0,.373,.371,.522,48.3,60.1,11.9,8.4,.488,17.6,29.7,.254
123,Iowa,32,10,22,.313,2.12,8.09,,4,14,,9,9,,1,10,,1937,2112,,62.0,97.3,.309,.462,.518,50.1,58.4,6.7,5.7,.488,19.1,30.4,.214
124,Iowa State,32,15,17,.469,9.60,8.37,,4,12,,11,7,,3,7,,2250,2174,,67.1,103.1,.372,.298,.528,51.4,55.0,7.4,11.9,.499,17.2,33.9,.244
125,IUPUI,36,25,11,.694,1.63,-4.08,,15,3,,11,3,,10,5,,2681,2420,,66.3,110.5,.423,.278,.590,51.5,56.5,13.1,12.8,.558,18.4,33.5,.302
126,Jackson State,32,19,13,.594,-13.21,-10.66,,17,1,,9,3,,9,8,,2028,2089,,66.7,94.3,.438,.313,.487,51.7,52.6,8.8,10.4,.447,18.4,35.0,.282
127,Jacksonville,33,20,13,.606,-1.71,-2.30,,14,6,,8,3,,10,10,,2304,2228,,69.0,101.1,.386,.276,.508,52.3,48.9,12.2,11.4,.465,17.5,38.7,.273
128,Jacksonville State,30,11,19,.367,-8.18,-4.22,,7,11,,10,7,,1,12,,2088,2144,,68.1,101.8,.371,.298,.532,49.1,62.6,9.8,12.1,.490,17.4,31.8,.271
129,James Madison,33,13,20,.394,-4.96,-1.52,,4,14,,9,5,,2,13,,2210,2307,,67.8,98.7,.347,.334,.524,49.1,58.0,9.1,10.1,.492,18.5,31.7,.237
130,Kansas NCAA,36,33,3,.917,24.68,8.25,,15,1,,18,0,,9,2,,2937,2312,,69.4,116.8,.413,.307,.582,54.6,59.0,12.0,16.0,.551,15.7,38.4,.288
131,Kansas City,30,12,18,.400,-13.88,-4.75,,6,12,,7,7,,5,10,,2002,2106,,67.1,99.5,.401,.316,.516,48.6,50.4,8.9,4.9,.474,16.5,29.6,.281
132,Kansas State NCAA,37,29,8,.784,19.88,10.28,,11,5,,13,3,,7,2,,2949,2584,,71.2,110.5,.503,.322,.545,52.9,55.1,10.3,13.2,.508,16.4,40.4,.336
133,Kennesaw State,33,13,20,.394,-10.08,-3.69,,7,13,,8,6,,3,12,,2182,2314,,66.7,98.5,.290,.372,.498,48.5,53.2,9.8,9.3,.469,18.0,36.5,.197
134,Kent State,34,24,10,.706,5.28,0.74,,13,3,,14,2,,9,6,,2382,2213,,67.1,103.7,.394,.308,.517,50.5,52.1,12.4,7.7,.481,15.0,33.0,.265
135,Kentucky NCAA,38,35,3,.921,21.13,6.82,,14,2,,18,0,,7,2,,3012,2468,,70.0,112.1,.436,.313,.560,55.4,53.8,10.4,17.8,.530,16.7,40.5,.291
136,La Salle,30,12,18,.400,-0.28,2.46,,4,12,,6,7,,4,8,,2111,2193,,69.1,101.8,.380,.283,.521,53.0,54.9,9.0,11.7,.488,18.8,38.9,.253
137,Lafayette,32,19,13,.594,-7.96,-8.99,,8,6,,13,3,,6,10,,2320,2287,,67.7,106.7,.392,.404,.572,46.6,62.2,10.8,7.5,.529,17.2,26.9,.299
138,Lamar,32,14,18,.438,-11.11,-4.22,,5,11,,13,5,,1,13,,2200,2288,,70.0,97.9,.471,.254,.504,53.6,58.1,9.0,8.9,.458,19.0,38.1,.319
139,Lehigh NCAA,33,22,11,.667,-3.33,-7.79,,10,4,,15,2,,7,8,,2478,2331,,70.0,106.5,.431,.297,.555,50.9,58.8,8.7,6.7,.514,16.1,29.8,.310
140,Liberty,31,15,16,.484,-13.22,-7.25,,10,8,,8,6,,5,9,,2093,2114,,68.6,98.4,.404,.308,.530,51.4,52.7,9.6,8.1,.491,19.7,31.8,.283
141,Lipscomb,30,17,13,.567,-2.07,-3.07,,14,6,,9,5,,8,7,,2373,2255,,70.8,110.7,.381,.375,.565,52.0,62.8,9.4,6.5,.533,17.3,36.0,.269
142,Little Rock,30,8,22,.267,-10.06,-2.23,,4,14,,8,6,,0,14,,2028,2194,,67.2,99.9,.457,.318,.529,49.0,54.2,6.9,7.7,.484,17.3,29.0,.319
