Rk,School,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
1,Air Force,59.6,-10.0,-0.033,-0.0459999999999999,-0.029,-6.400000000000006,1.8000000000000045,-1.299999999999999,-3.8,-0.023,1.8000000000000007,-6.199999999999999,-0.04
2,Akron,65.9,7.599999999999994,-0.042,0.05,0.011,3.200000000000003,6.0,-1.0999999999999996,1.9000000000000004,0.0269999999999999,-1.7000000000000028,3.9000000000000057,-0.0479999999999999
3,Alabama,65.7,5.6000000000000085,-0.0219999999999999,-0.0499999999999999,0.016,1.0,5.600000000000001,3.0,0.8000000000000007,0.013,-1.6000000000000014,0.7999999999999972,0.0
4,Alabama A&M,73.2,-5.200000000000003,0.0579999999999999,-0.0479999999999999,-0.0369999999999999,-6.400000000000006,-8.699999999999996,1.1999999999999993,1.299999999999999,-0.0529999999999999,-2.599999999999998,-5.5,0.0399999999999999
5,Alabama State,67.8,-2.0999999999999943,-0.0309999999999999,0.0859999999999999,-0.024,2.5999999999999943,10.9,-0.8999999999999986,0.9000000000000004,-0.0199999999999999,0.1000000000000014,4.200000000000003,-0.033
6,Albany (NY),65.7,-9.600000000000009,-0.0369999999999999,-0.004,-0.027,4.0,-2.200000000000003,-3.5,-3.0,-0.0319999999999999,4.800000000000001,4.100000000000001,-0.0169999999999999
7,Alcorn State,75.3,-28.3,-0.025,-0.0489999999999999,-0.092,-11.0,-22.40000000000001,-5.200000000000001,-5.699999999999999,-0.105,6.300000000000001,-10.500000000000004,-0.0259999999999999
8,American,64.1,-7.0,-0.033,0.0539999999999999,0.004,4.799999999999997,12.699999999999996,-6.699999999999999,-1.8000000000000007,0.004,6.800000000000001,3.1999999999999997,-0.017
9,Appalachian State,67.5,7.900000000000006,0.066,-0.038,0.0669999999999999,11.400000000000006,-8.899999999999999,-2.5,0.2999999999999998,0.059,4.800000000000001,7.899999999999999,0.0749999999999999
10,Arizona,68.4,-0.2000000000000028,0.06,0.003,0.023,-0.2000000000000028,1.2999999999999972,0.2999999999999989,-3.1,0.014,1.8000000000000007,-1.8999999999999984,0.0579999999999999
11,Arizona State,62.1,12.900000000000006,0.032,0.1089999999999999,0.0739999999999999,-0.2000000000000028,2.299999999999997,1.5,-1.7000000000000002,0.078,-1.0,-2.6999999999999997,0.033
12,Arkansas,71.3,1.0999999999999943,0.071,-0.017,0.005,-3.5999999999999943,2.8000000000000043,0.8000000000000007,-1.5,0.007,-1.0,-3.8000000000000007,0.0329999999999999
13,Arkansas State,67.6,4.5,0.059,-0.019,0.035,5.200000000000003,0.5,-3.0,2.200000000000001,0.0419999999999999,2.099999999999998,3.699999999999996,0.026
14,Arkansas-Pine Bluff,67.4,-0.9000000000000057,-0.061,-0.0449999999999999,-0.01,8.400000000000006,1.8999999999999984,-1.3999999999999986,-1.200000000000001,-0.008,2.700000000000003,8.5,-0.0379999999999999
15,Army,64.9,-1.0,-0.154,-0.129,-0.037,-1.4000000000000057,-6.700000000000003,3.9,1.3000000000000007,-0.0209999999999999,-3.3999999999999986,0.3999999999999986,-0.123
16,Auburn,71.0,2.1000000000000085,-0.018,0.081,-0.012,-0.7999999999999972,-2.3000000000000043,1.6999999999999993,-3.3000000000000007,-0.003,-2.099999999999998,0.8999999999999986,-0.034
17,Austin Peay,67.6,0.2000000000000028,0.124,-0.012,0.015,-1.5999999999999943,1.8000000000000045,-2.0,-2.1,0.008,1.1999999999999993,-2.3999999999999986,0.0839999999999999
