Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
1,Air Force,31,10,21,.323,-4.90,3.13,,1,15,,8,10,,0,10,,1773,1957,,59.6,106.0,.400,.440,.558,53.2,59.8,9.7,10.0,.527,17.2,30.4,.273
2,Akron,35,24,11,.686,2.82,-1.50,,12,4,,13,5,,7,4,,2472,2293,,65.9,97.2,.405,.293,.510,48.4,47.9,10.1,6.6,.464,18.1,33.3,.287
3,Alabama,32,17,15,.531,10.34,6.62,,6,10,,11,6,,3,6,,2192,2073,,65.7,98.6,.365,.329,.509,49.5,48.6,8.8,10.1,.477,18.0,34.2,.242
4,Alabama A&M,27,11,16,.407,-20.19,-13.71,,8,10,,8,5,,3,9,,1778,1881,,73.2,94.7,.416,.285,.500,53.2,56.8,11.3,11.4,.469,21.4,39.4,.261
5,Alabama State,31,16,15,.516,-14.41,-12.02,,12,6,,9,3,,6,11,,1998,2043,,67.8,96.8,.479,.270,.523,48.7,49.1,11.7,10.2,.482,19.9,31.4,.320
6,Albany (NY),32,7,25,.219,-11.94,-5.53,,2,14,,4,9,,3,15,,2007,2212,,65.7,104.4,.351,.341,.530,48.0,55.7,12.3,11.2,.497,15.8,31.9,.243
7,Alcorn State,31,2,29,.065,-30.36,-9.00,,2,16,,2,8,,0,18,,1880,2542,,75.3,108.5,.447,.304,.548,55.5,63.7,14.3,13.1,.523,17.4,39.7,.284
8,American,31,11,20,.355,-11.47,-6.89,,7,7,,7,8,,4,12,,1941,2083,,64.1,102.7,.389,.279,.514,47.6,52.9,12.1,8.4,.478,12.8,27.0,.263
9,Appalachian State,37,24,13,.649,1.80,-2.76,,13,5,,14,4,,8,8,,2766,2567,,67.5,102.1,.325,.388,.514,44.3,55.8,10.5,7.4,.486,13.8,27.4,.214
10,Arizona,31,16,15,.516,7.97,8.10,,10,8,,11,5,,4,7,,2229,2233,,68.4,102.8,.383,.319,.525,50.1,50.2,8.3,9.5,.487,15.8,31.5,.266
11,Arizona State,33,22,11,.667,13.80,5.83,,12,6,,16,4,,5,5,,2202,1938,,62.1,94.5,.348,.338,.493,50.1,59.7,9.0,8.9,.456,17.8,31.0,.238
12,Arkansas,32,14,18,.438,5.87,5.09,,7,9,,12,8,,2,7,,2391,2366,,71.3,102.5,.350,.328,.531,51.8,50.3,9.2,11.6,.493,17.4,34.5,.253
13,Arkansas State,31,17,14,.548,-4.01,-4.39,,11,7,,10,5,,5,8,,2160,2065,,67.6,97.8,.337,.305,.493,47.4,52.4,10.5,8.1,.454,15.3,30.1,.237
14,Arkansas-Pine Bluff NCAA,34,18,16,.529,-8.29,-7.68,,14,4,,8,1,,5,14,,2166,2187,,67.4,94.0,.545,.307,.505,45.8,56.2,11.2,11.4,.455,17.9,27.1,.361
15,Army,29,14,15,.483,-9.11,-7.96,,4,10,,10,4,,4,11,,1749,1768,,64.9,93.5,.468,.446,.532,50.7,59.1,8.7,8.5,.487,23.0,30.1,.328
16,Auburn,32,15,17,.469,5.49,4.68,,6,10,,12,5,,1,9,,2422,2373,,71.0,103.6,.378,.347,.553,50.4,51.6,9.3,10.8,.518,18.4,31.6,.270
17,Austin Peay,32,17,15,.531,-3.85,-1.68,,11,7,,11,4,,5,9,,2320,2317,,67.6,105.0,.333,.329,.537,50.8,52.8,10.6,10.7,.505,16.7,34.4,.233
18,Ball State,30,15,15,.500,-4.85,-1.48,,8,8,,11,6,,4,8,,1818,1871,,62.7,97.1,.314,.351,.490,49.0,59.1,10.5,8.5,.455,15.7,31.7,.216
19,Baylor NCAA,36,28,8,.778,17.97,8.03,,11,5,,15,1,,6,4,,2771,2362,,67.2,97.0,.331,.351,.478,45.6,57.7,8.9,6.2,.440,15.0,32.8,.225
20,Belmont,31,19,12,.613,1.30,-3.41,,14,6,,10,3,,8,8,,2266,2124,,70.1,97.0,.372,.291,.495,48.8,49.8,12.0,13.9,.457,17.3,34.1,.251
21,Bethune-Cookman,33,17,16,.515,-13.14,-8.40,,7,9,,10,4,,4,11,,2021,1996,,62.0,97.3,.458,.330,.520,49.2,53.4,9.5,8.6,.485,19.5,32.0,.298
22,Binghamton,31,13,18,.419,-10.60,-4.31,,8,8,,9,3,,3,12,,1909,2082,,63.2,105.4,.332,.359,.521,49.8,54.5,9.8,7.2,.492,15.1,34.5,.222
23,Boise State,32,15,17,.469,-1.11,0.68,,5,11,,9,7,,4,9,,2370,2331,,71.3,101.3,.309,.297,.535,49.2,49.1,8.6,6.7,.509,17.8,31.1,.210
24,Boston College,31,15,16,.484,9.58,7.21,,6,10,,11,6,,3,7,,2145,2048,,65.8,100.3,.310,.283,.508,46.5,47.5,9.2,11.1,.478,15.3,31.7,.208
25,Boston University,35,21,14,.600,0.57,-3.23,,11,5,,10,4,,9,8,,2528,2395,,70.1,96.9,.424,.352,.508,50.6,54.7,8.9,9.7,.468,17.8,31.0,.286
