Rk,School,W-L%,SRS,SOS,FG%,3PA,3P%,FT%,PPG,Big10,Big12,ACC,SEC,BigEast,BlueBlood,Championships,Conf_W-L%,Home_W-L%,Away_W-L%,3P-G,3PA-G,FG-G,FGA-G,FT-G,FTA-G,ORB-G,TRB-G,AST-G,STL-G,BLK-G,TOV-G,PF-G
1,Air Force,0.323,-4.9,3.13,-0.008,-86,-0.0339999999999999,-0.046,-6,0,0,0,0,0,0,0,0.0625,0.4444444444444444,0.0,-1.5806451612903225,-2.774193548387097,-1.064516129032258,-1.4838709677419355,-2.225806451612903,-2.129032258064516,-1.8064516129032258,-3.7096774193548385,-0.2903225806451613,-0.8064516129032258,-1.1612903225806452,0.9354838709677419,0.9354838709677419
2,Akron,0.686,2.82,-1.5,0.016,141,0.019,-0.0519999999999999,5,0,0,0,0,0,0,0,0.75,0.7222222222222222,0.6363636363636364,1.6571428571428573,4.0285714285714285,2.5714285714285716,3.914285714285714,-1.6857142857142857,-0.8285714285714286,1.8857142857142857,2.3142857142857145,2.742857142857143,-0.7428571428571429,0.7428571428571429,-0.9142857142857143,0.34285714285714286
3,Alabama,0.531,10.34,6.62,0.017,-70,0.0319999999999999,0.0429999999999999,3,0,0,0,1,0,0,0,0.375,0.6470588235294118,0.3333333333333333,-0.1875,-2.1875,1.71875,1.875,0.46875,-0.5625,0.0625,0.75,2.21875,1.96875,-0.125,-1.125,1.5625
4,Alabama A&M,0.407,-20.19,-13.71,-0.0419999999999999,-77,-0.022,0.009,-4,0,0,0,0,0,0,0,0.4444444444444444,0.6153846153846154,0.25,-1.1851851851851851,-2.8518518518518516,-2.4814814814814814,-0.07407407407407407,2.3333333333333335,3.3333333333333335,-1.1851851851851851,-5.074074074074074,-3.3333333333333335,0.8888888888888888,0.25925925925925924,-2.4814814814814814,-0.4074074074074074
5,Alabama State,0.516,-14.41,-12.02,-0.0309999999999999,157,-0.0249999999999999,-0.027,-2,0,0,0,0,0,0,0,0.6666666666666666,0.75,0.35294117647058826,1.2903225806451613,5.064516129032258,-0.8064516129032258,1.935483870967742,-1.1290322580645162,-0.7419354838709677,2.5483870967741935,1.7741935483870968,1.935483870967742,-0.6129032258064516,0.6451612903225806,0.4838709677419355,-0.3870967741935484
6,Albany (NY),0.219,-11.94,-5.53,-0.026,-24,-0.0329999999999999,0.03,-7,0,0,0,0,0,0,0,0.125,0.3076923076923077,0.16666666666666666,-0.875,-0.75,-2.125,-1.625,-1.28125,-2.59375,1.375,2.84375,-1.65625,-2.28125,-1.0,3.90625,2.0625
7,Alcorn State,0.065,-30.36,-9.0,-0.085,-145,-0.074,-0.024,-22,0,0,0,0,0,0,0,0.1111111111111111,0.2,0.0,-2.838709677419355,-4.67741935483871,-7.645161290322581,-6.290322580645161,-3.225806451612903,-4.193548387096774,-3.5806451612903225,-8.516129032258064,-9.580645161290322,-3.870967741935484,-2.2580645161290325,4.967741935483871,1.3225806451612903
8,American,0.355,-11.47,-6.89,-0.003,57,-0.009,0.0139999999999999,-5,0,0,0,0,0,0,0,0.5,0.4666666666666667,0.25,0.4838709677419355,1.8387096774193548,-1.6451612903225807,-3.4193548387096775,-1.7741935483870968,-3.0,0.3225806451612903,3.225806451612903,1.935483870967742,-4.387096774193548,-0.2903225806451613,5.193548387096774,1.8064516129032258
9,Appalachian State,0.649,1.8,-2.76,0.0559999999999999,-137,0.0539999999999999,0.0799999999999999,5,0,0,0,0,0,0,0,0.7222222222222222,0.7777777777777778,0.5,-0.24324324324324326,-3.7027027027027026,1.2432432432432432,-4.27027027027027,3.135135135135135,2.189189189189189,0.7837837837837838,7.837837837837838,-1.6216216216216217,-1.7297297297297298,0.16216216216216217,3.891891891891892,-1.4864864864864864
10,Arizona,0.516,7.97,8.1,0.006,-32,0.0439999999999999,0.038,-1,0,0,0,0,0,0,1,0.5555555555555556,0.6875,0.36363636363636365,0.45161290322580644,-1.032258064516129,-1.3548387096774193,-3.838709677419355,2.129032258064516,1.7741935483870968,-1.5483870967741935,-0.16129032258064516,-0.3548387096774194,0.16129032258064516,-0.967741935483871,1.1935483870967742,-0.8387096774193549
