Rk,School,G,W,L,W-L%,SRS,SOS,Unnamed: 8,W.1,L.1,Unnamed: 11,W.2,L.2,Unnamed: 14,W.3,L.3,Unnamed: 17,Tm.,Opp.,Unnamed: 20,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
324,UCLA,33,16,17,.485,7.72,8.07,,10,10,,9,7,,5,6,,2177,2160,,1320,762,1820,.419,183,552,.332,470,644,.730,339,1115,368,192,109,358,609
325,UNC Asheville,34,22,12,.647,-1.67,-2.73,,12,4,,12,2,,5,7,,2682,2485,,1375,906,1950,.465,277,759,.365,593,799,.742,319,1182,534,203,146,403,581
326,UNC Greensboro,32,21,11,.656,-0.10,-2.73,,12,6,,11,3,,7,7,,2422,2233,,1290,865,1878,.461,322,812,.397,370,507,.730,319,1133,473,223,81,349,549
327,UNC Wilmington,31,21,10,.677,1.44,-2.67,,12,6,,10,2,,10,6,,2461,2202,,1260,863,1871,.461,258,741,.348,477,628,.760,330,1066,379,202,75,266,527
328,UT Arlington,34,20,14,.588,2.39,0.71,,13,7,,12,3,,5,10,,2614,2492,,1365,880,1981,.444,305,861,.354,549,747,.735,404,1275,536,241,130,526,706
329,Utah,33,19,14,.576,14.98,9.56,,9,11,,14,2,,2,9,,2576,2397,,1335,958,2058,.466,294,822,.358,366,564,.649,340,1287,568,198,136,384,530
330,Utah State,33,27,6,.818,12.16,4.74,,14,4,,14,1,,8,4,,2633,2319,,1340,943,1912,.493,209,632,.331,538,752,.715,320,1198,541,223,135,368,561
331,Utah Tech,31,11,20,.355,-8.09,-1.19,,7,13,,6,7,,5,13,,2194,2389,,1250,771,1724,.447,201,596,.337,451,699,.645,307,1070,401,205,133,495,647
332,Utah Valley,32,16,16,.500,-1.35,-0.05,,11,9,,10,4,,5,10,,2199,2195,,1290,801,1851,.433,154,540,.285,443,655,.676,335,1179,477,222,143,395,578
333,UTEP,34,18,16,.529,-1.29,-1.10,,7,9,,13,5,,2,9,,2470,2348,,1370,859,1922,.447,194,609,.319,558,809,.690,361,1124,439,389,97,500,677
334,UTSA,32,11,21,.344,-4.97,-0.42,,5,13,,7,9,,4,11,,2483,2591,,1300,837,2040,.410,311,922,.337,498,701,.710,419,1289,444,161,133,360,573
335,Valparaiso,32,7,25,.219,-8.16,1.26,,3,17,,6,11,,1,13,,2163,2416,,1280,796,1961,.406,234,721,.325,337,471,.715,320,1064,384,197,113,353,521
336,Vanderbilt,32,9,23,.281,0.45,8.42,,4,14,,8,10,,1,9,,2173,2428,,1285,748,1877,.399,209,738,.283,468,660,.709,344,1102,300,196,92,333,489
337,Vermont,34,28,6,.824,2.91,-3.90,,15,1,,16,1,,10,4,,2459,2141,,1365,880,1928,.456,295,858,.344,404,561,.720,262,1186,466,198,133,310,469
338,Villanova,33,18,15,.545,14.78,9.75,,10,10,,10,5,,4,8,,2327,2161,,1350,805,1894,.425,309,910,.340,408,501,.814,283,1152,426,189,81,314,507
339,Virginia,33,23,10,.697,10.97,6.97,,13,7,,15,2,,5,6,,2098,1966,,1335,794,1831,.434,217,598,.363,293,460,.637,291,1083,503,235,168,270,445
340,Virginia Commonwealth,35,22,13,.629,8.77,3.94,,11,7,,13,6,,5,4,,2503,2334,,1410,840,1892,.444,296,829,.357,527,676,.780,320,1234,478,228,153,427,578
341,VMI,32,4,28,.125,-20.44,-2.23,,1,17,,4,10,,0,15,,2204,2644,,1285,818,1935,.423,210,673,.312,358,517,.692,299,1170,335,179,82,507,539
342,Virginia Tech,32,18,14,.563,11.78,7.84,,10,10,,14,2,,2,9,,2400,2274,,1280,834,1787,.467,264,753,.351,468,592,.791,248,1026,483,169,81,353,505
343,Wagner,31,16,15,.516,-10.87,-9.52,,7,9,,7,5,,9,10,,1970,1925,,1255,706,1800,.392,223,692,.322,335,472,.710,358,1131,397,185,69,310,478
344,Wake Forest,33,20,13,.606,15.15,7.42,,11,9,,16,1,,2,9,,2580,2325,,1330,915,1920,.477,269,724,.372,481,605,.795,275,1122,412,195,136,358,513
345,Washington,32,17,15,.531,12.07,8.61,,9,11,,11,6,,5,6,,2579,2468,,1305,931,1980,.470,258,728,.354,459,636,.722,301,1151,482,184,118,374,585
346,Washington State,33,24,9,.727,14.28,6.85,,14,6,,15,2,,6,4,,2452,2207,,1330,905,1940,.466,211,621,.340,431,615,.701,370,1244,414,173,160,357,553
347,Weber State,32,20,12,.625,-0.03,-3.69,,11,7,,12,2,,7,7,,2414,2161,,1290,843,1797,.469,251,721,.348,477,637,.749,248,1025,390,221,53,316,495
348,West Virginia,32,9,23,.281,4.24,11.27,,4,14,,9,9,,0,9,,2234,2459,,1290,767,1784,.430,233,667,.349,467,662,.705,293,1080,417,139,114,405,487
349,Western Carolina,32,22,10,.688,2.14,-3.17,,11,7,,12,3,,10,6,,2459,2198,,1295,902,1963,.460,261,713,.366,394,553,.712,335,1269,367,141,103,330,536
350,Western Illinois,33,21,12,.636,-8.47,-7.09,,13,5,,10,5,,10,6,,2272,2167,,1330,826,1936,.427,195,611,.319,425,691,.615,482,1397,421,173,185,436,470
351,Western Kentucky,33,22,11,.667,1.43,-3.40,,8,8,,12,2,,6,7,,2659,2444,,1321,968,2069,.468,225,662,.340,498,693,.719,347,1314,437,255,106,452,610
352,Western Michigan,32,12,20,.375,-9.06,-3.55,,9,9,,7,7,,3,12,,2281,2396,,1295,828,1912,.433,253,747,.339,372,595,.625,402,1212,418,169,87,428,550
353,Wichita State,34,15,19,.441,2.32,3.50,,5,13,,10,5,,2,10,,2475,2484,,1370,935,2091,.447,220,660,.333,385,552,.697,396,1339,413,213,142,419,522
354,William & Mary,33,10,23,.303,-11.14,-5.36,,4,14,,7,7,,2,13,,2305,2380,,1325,787,1910,.412,296,916,.323,435,620,.702,341,1161,407,156,56,357,560
355,Winthrop,32,17,15,.531,-1.80,-3.24,,8,8,,11,5,,6,9,,2475,2287,,1310,818,1763,.464,238,697,.341,601,856,.702,341,1134,380,201,89,415,570
356,Wisconsin,35,22,13,.629,16.80,11.69,,11,9,,14,3,,3,9,,2627,2448,,1415,933,2016,.463,248,713,.348,513,676,.759,354,1188,445,218,56,339,575
357,Wofford,32,17,15,.531,-3.71,-1.44,,10,8,,11,2,,6,9,,2384,2362,,1300,874,1905,.459,306,852,.359,330,532,.620,337,1190,494,142,86,373,522
358,Wright State,32,18,14,.563,0.00,-3.40,,13,7,,9,7,,7,6,,2767,2599,,1295,1033,1948,.530,218,569,.383,483,638,.757,290,1111,529,200,90,379,499
359,Wyoming,32,15,17,.469,0.96,4.99,,8,10,,9,5,,3,10,,2331,2383,,1290,791,1755,.451,241,648,.372,508,686,.741,307,1103,374,165,80,408,500
360,Xavier,33,16,17,.485,12.24,10.94,,9,11,,11,7,,3,8,,2503,2460,,1320,895,2056,.435,224,658,.340,489,657,.744,393,1257,536,231,110,381,556
361,Yale,31,22,9,.710,4.80,-0.61,,11,3,,9,2,,9,6,,2330,2065,,1260,875,1863,.470,225,648,.347,355,501,.709,312,1150,472,186,103,293,466
362,Youngstown State,32,22,10,.688,1.20,-4.87,,14,6,,14,3,,8,7,,2598,2269,,1290,931,2064,.451,282,872,.323,454,589,.771,409,1279,490,198,156,353,520
