Rk,School,G,W,L,W-L%,SRS,SOS,Unnamed: 8,W.1,L.1,Unnamed: 11,W.2,L.2,Unnamed: 14,W.3,L.3,Unnamed: 17,Tm.,Opp.,Unnamed: 20,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
25,Boise State,23,16,7,.696,13.30,7.96,,7,3,,10,2,,4,2,,1722,1537,,925,553,1269,.436,134,449,.298,297,398,.746,175,689,261,130,85,271,406
26,Boston College,22,13,9,.591,8.61,4.98,,4,7,,8,4,,4,3,,1666,1586,,885,572,1299,.440,169,482,.351,273,355,.769,205,759,287,139,79,265,352
27,Boston University,24,9,15,.375,-10.85,-6.98,,4,7,,5,6,,4,9,,1536,1584,,960,547,1288,.425,177,519,.341,311,443,.702,170,812,281,160,71,271,360
28,Bowling Green State,23,16,7,.696,-3.17,-5.56,,7,4,,10,3,,4,3,,1775,1656,,940,622,1405,.443,168,470,.357,244,369,.661,214,820,292,143,82,284,438
29,Bradley,24,17,7,.708,9.86,2.33,,9,4,,10,2,,5,4,,1819,1624,,975,562,1341,.419,169,504,.335,331,467,.709,236,786,280,163,46,310,374
30,Brigham Young,22,16,6,.727,22.71,5.90,,4,5,,11,2,,2,4,,1839,1469,,880,532,1293,.411,135,450,.300,270,385,.701,194,714,258,132,42,257,315
31,Brown,21,6,15,.286,-5.96,-1.86,,2,4,,3,6,,2,7,,1470,1511,,851,541,1218,.444,151,447,.338,278,402,.692,194,750,265,131,74,247,387
32,Bryant,24,15,9,.625,-2.07,-2.75,,7,2,,7,2,,7,7,,1921,1811,,970,634,1619,.392,173,573,.302,370,541,.684,319,1040,302,168,78,304,420
33,Bucknell,24,10,14,.417,-8.15,-4.82,,7,4,,4,6,,6,8,,1592,1672,,970,589,1342,.439,196,575,.341,298,420,.710,230,791,356,158,73,258,395
34,Buffalo,22,2,20,.091,-15.51,-0.99,,1,9,,1,9,,1,9,,1469,1768,,880,666,1363,.489,173,478,.362,263,367,.717,223,804,370,180,67,238,318
35,Butler,23,15,8,.652,14.19,8.01,,6,6,,10,2,,3,5,,1857,1695,,950,638,1475,.433,180,569,.316,239,331,.722,257,827,305,154,109,274,368
36,Cal Poly,24,4,20,.167,-12.35,-1.44,,0,12,,3,8,,0,11,,1504,1737,,975,598,1328,.450,132,399,.331,409,568,.720,276,934,276,162,83,297,429
