Rk,School,G,W,L,W-L%,SRS,SOS,Unnamed: 8,W.1,L.1,Unnamed: 11,W.2,L.2,Unnamed: 14,W.3,L.3,Unnamed: 17,Tm.,Opp.,Unnamed: 20,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
345,Washington,32,17,15,.531,12.07,8.61,,9,11,,11,6,,5,6,,2579,2468,,72.0,105.1,.331,.348,.532,50.1,51.4,8.8,8.9,.501,13.8,28.9,.230
346,Washington State,33,24,9,.727,14.28,6.85,,14,6,,15,2,,6,4,,2452,2207,,66.7,99.6,.326,.315,.513,45.6,44.3,8.3,6.6,.472,14.0,24.8,.240
347,Weber State,32,20,12,.625,-0.03,-3.69,,11,7,,12,2,,7,7,,2414,2161,,66.8,100.3,.278,.365,.548,50.1,51.2,7.6,8.1,.522,17.0,23.2,.197
348,West Virginia,32,9,23,.281,4.24,11.27,,4,14,,9,9,,0,9,,2234,2459,,68.7,111.0,.281,.430,.551,51.5,56.7,10.9,11.1,.521,13.0,30.4,.207
349,Western Carolina,32,22,10,.688,2.14,-3.17,,11,7,,12,3,,10,6,,2459,2198,,68.6,98.9,.308,.316,.496,46.6,36.2,7.6,7.0,.460,12.3,24.6,.217
350,Western Illinois,33,21,12,.636,-8.47,-7.09,,13,5,,10,5,,10,6,,2272,2167,,66.9,97.4,.235,.310,.483,44.5,43.2,11.0,8.1,.452,13.0,27.4,.170
351,Western Kentucky,33,22,11,.667,1.43,-3.40,,8,8,,12,2,,6,7,,2659,2444,,76.0,97.4,.324,.405,.510,47.9,49.2,9.5,9.7,.477,16.4,26.6,.225
352,Western Michigan,32,12,20,.375,-9.06,-3.55,,9,9,,7,7,,3,12,,2281,2396,,68.6,107.8,.309,.381,.541,48.2,51.3,9.9,6.2,.509,13.7,29.7,.223
353,Wichita State,34,15,19,.441,2.32,3.50,,5,13,,10,5,,2,10,,2475,2484,,69.5,104.4,.278,.381,.516,47.4,52.6,11.4,9.3,.483,12.6,28.3,.202
354,William & Mary,33,10,23,.303,-11.14,-5.36,,4,14,,7,7,,2,13,,2305,2380,,66.7,107.8,.338,.368,.543,50.7,46.1,8.6,12.9,.505,12.8,28.1,.249
355,Winthrop,32,17,15,.531,-1.80,-3.24,,8,8,,11,5,,6,9,,2475,2287,,68.3,102.3,.332,.426,.530,49.0,48.9,9.8,11.7,.488,16.5,31.0,.250
356,Wisconsin,35,22,13,.629,16.80,11.69,,11,9,,14,3,,3,9,,2627,2448,,65.8,105.2,.332,.344,.555,47.5,47.2,7.2,10.7,.522,15.2,24.4,.241
357,Wofford,32,17,15,.531,-3.71,-1.44,,10,8,,11,2,,6,9,,2384,2362,,67.5,107.7,.328,.427,.545,47.0,50.1,9.5,8.4,.508,12.3,24.6,.244
358,Wright State,32,18,14,.563,0.00,-3.40,,13,7,,9,7,,7,6,,2767,2599,,72.6,110.6,.292,.378,.568,48.4,45.0,10.0,6.2,.542,14.6,27.9,.208
359,Wyoming,32,15,17,.469,0.96,4.99,,8,10,,9,5,,3,10,,2331,2383,,67.9,108.8,.271,.401,.551,49.2,48.5,11.9,11.1,.522,14.3,28.8,.201
360,Xavier,33,16,17,.485,12.24,10.94,,9,11,,11,7,,3,8,,2503,2460,,71.4,104.4,.300,.359,.528,48.5,60.1,8.6,11.5,.496,14.1,28.9,.215
361,Yale,31,22,9,.710,4.80,-0.61,,11,3,,9,2,,9,6,,2330,2065,,66.0,99.3,.274,.418,.518,46.6,57.9,8.1,8.6,.484,14.5,23.5,.202
362,Youngstown State,32,22,10,.688,1.20,-4.87,,14,6,,14,3,,8,7,,2598,2269,,70.8,99.4,.282,.367,.509,46.2,54.8,8.4,7.7,.479,14.7,27.9,.197
