Rk,School,G,W,L,W-L%,SRS,SOS,Unnamed: 8,W.1,L.1,Unnamed: 11,W.2,L.2,Unnamed: 14,W.3,L.3,Unnamed: 17,Tm.,Opp.,Unnamed: 20,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
203,Norfolk State,33,22,11,.667,-6.28,-7.62,,11,3,,13,0,,6,8,,2452,2231,,68.4,98.4,.421,.451,.531,49.2,60.6,8.6,7.9,.486,19.7,30.8,.303
204,North Alabama,32,15,17,.469,-6.78,-4.61,,8,8,,10,4,,5,13,,2447,2435,,68.9,108.7,.401,.347,.547,50.1,47.5,7.4,8.9,.506,12.7,27.6,.290
205,North Carolina,34,27,7,.794,20.98,9.75,,17,3,,14,1,,8,2,,2770,2388,,71.4,97.9,.283,.361,.502,45.0,40.6,7.8,9.6,.464,13.2,23.4,.211
206,North Carolina A&T,32,7,25,.219,-16.16,-3.78,,5,13,,4,7,,2,14,,2098,2494,,68.0,114.6,.295,.372,.566,56.1,53.0,7.8,9.4,.545,13.6,34.0,.201
207,North Carolina Central,31,18,13,.581,-7.72,-8.68,,9,5,,11,2,,6,9,,2375,2139,,69.2,99.0,.360,.363,.515,50.0,51.0,8.3,9.4,.472,17.2,32.5,.262
208,North Dakota,32,18,14,.563,-5.92,-5.78,,10,6,,9,5,,7,8,,2408,2300,,67.9,105.4,.280,.340,.542,47.9,39.9,8.6,5.4,.511,13.9,25.6,.207
209,North Dakota State,32,15,17,.469,-7.25,-2.83,,8,8,,10,4,,5,11,,2388,2366,,66.6,108.1,.271,.339,.549,48.3,42.0,7.8,9.9,.521,12.3,23.7,.197
210,North Florida,32,16,16,.500,-6.64,-4.54,,9,7,,11,5,,5,11,,2496,2427,,69.4,108.0,.318,.301,.547,51.5,44.3,9.8,10.7,.513,13.1,28.3,.233
211,North Texas,32,18,14,.563,8.80,4.17,,10,8,,11,4,,5,5,,2211,2020,,63.1,99.3,.389,.359,.511,48.4,45.1,10.6,11.4,.469,16.7,31.0,.275
212,Northeastern,32,12,20,.375,-5.93,-2.99,,7,11,,7,5,,4,13,,2221,2315,,65.8,109.9,.283,.388,.569,48.0,51.0,9.9,8.4,.538,14.9,27.7,.215
213,Northern Arizona,33,14,19,.424,-11.86,-3.86,,7,11,,7,5,,6,12,,2265,2529,,69.0,110.2,.374,.340,.563,53.9,47.0,10.6,7.8,.529,14.6,31.1,.268
214,Northern Colorado,32,19,13,.594,-4.00,-4.90,,12,6,,11,3,,7,8,,2568,2491,,70.0,107.9,.288,.405,.557,49.6,46.7,9.2,7.8,.525,14.0,25.2,.218
215,Northern Illinois,31,11,20,.355,-8.97,-1.17,,5,13,,5,9,,5,11,,2269,2399,,69.7,109.6,.345,.359,.543,50.7,53.6,9.6,7.0,.514,13.3,31.2,.235
216,Northern Iowa,33,19,14,.576,3.96,2.99,,12,8,,11,3,,6,8,,2417,2346,,67.7,104.2,.300,.415,.553,49.4,45.4,8.8,8.4,.517,15.0,22.4,.231
217,Northern Kentucky,33,18,15,.545,-3.40,-3.46,,12,8,,12,3,,6,11,,2470,2416,,69.7,103.5,.288,.414,.540,51.0,55.4,9.1,9.0,.509,17.7,32.0,.209
218,Northwestern,32,21,11,.656,12.74,8.06,,12,8,,15,2,,4,7,,2358,2208,,64.7,105.1,.394,.369,.555,51.7,59.2,7.2,10.3,.516,16.5,28.2,.284
219,Northwestern State,32,9,23,.281,-13.97,-5.87,,7,11,,6,7,,3,13,,2257,2429,,69.3,107.8,.406,.372,.547,52.3,50.4,10.2,11.3,.512,16.2,34.5,.283
220,Notre Dame,33,13,20,.394,4.93,8.06,,7,13,,9,8,,2,10,,2113,2216,,64.8,102.4,.274,.368,.513,48.8,50.4,9.8,11.6,.482,13.2,26.7,.197
221,Oakland,34,23,11,.676,1.60,-1.90,,15,5,,10,3,,9,7,,2598,2479,,68.2,105.4,.268,.407,.536,48.8,62.4,8.9,8.0,.506,14.2,28.8,.197
222,Ohio,33,20,13,.606,0.73,-4.33,,13,5,,12,3,,5,7,,2551,2309,,68.3,101.3,.341,.376,.522,51.0,44.9,7.2,10.1,.487,17.0,31.4,.238
223,Ohio State,33,20,13,.606,14.10,8.68,,9,11,,13,4,,2,8,,2472,2293,,66.6,103.1,.311,.330,.516,48.3,45.7,7.4,7.3,.482,13.7,29.3,.221
224,Oklahoma,32,20,12,.625,15.15,8.56,,8,10,,14,4,,3,6,,2412,2201,,68.4,99.8,.312,.357,.517,47.3,48.0,10.5,10.3,.475,14.6,26.2,.237
225,Oklahoma State,32,12,20,.375,6.79,8.51,,4,14,,10,8,,1,9,,2272,2327,,68.0,105.7,.276,.329,.544,50.2,45.8,11.7,9.7,.513,14.7,28.5,.204
226,Old Dominion,32,7,25,.219,-8.03,-1.26,,3,15,,5,10,,1,12,,2268,2464,,71.2,107.3,.393,.419,.548,53.3,57.1,8.4,10.2,.510,15.6,30.8,.282
227,Omaha,33,15,18,.455,-6.99,-4.68,,7,9,,11,3,,2,13,,2441,2404,,68.0,106.4,.317,.431,.558,50.1,48.7,7.8,6.2,.525,14.8,24.6,.235
228,Oral Roberts,31,12,19,.387,-7.09,-2.27,,5,11,,9,5,,2,13,,2275,2334,,68.6,108.9,.301,.384,.543,53.8,48.6,7.1,7.5,.510,13.4,30.4,.220
229,Oregon,34,23,11,.676,12.25,8.78,,12,8,,13,3,,6,5,,2561,2443,,68.6,104.4,.328,.360,.548,49.7,50.1,7.8,9.3,.515,15.9,27.1,.237
230,Oregon State,32,13,19,.406,3.54,8.63,,5,15,,12,6,,1,9,,2204,2326,,66.2,107.3,.355,.382,.543,51.2,55.5,9.4,8.4,.508,14.8,30.8,.253
231,Pacific,32,6,26,.188,-17.21,0.06,,0,16,,5,12,,1,13,,2071,2553,,69.3,114.3,.356,.396,.585,58.1,51.3,8.9,9.4,.554,14.5,32.7,.260
232,Penn State,33,16,17,.485,9.44,7.74,,9,11,,13,4,,2,8,,2478,2422,,70.2,103.7,.363,.328,.547,53.4,56.7,8.3,8.8,.502,17.9,32.2,.279
233,Pennsylvania,29,11,18,.379,-3.07,0.53,,3,11,,9,6,,2,10,,2159,2157,,66.5,110.0,.266,.435,.556,48.3,56.1,8.7,9.2,.532,13.0,26.6,.189
234,Pepperdine,33,13,20,.394,-1.94,0.90,,5,11,,9,8,,3,8,,2403,2443,,68.4,108.2,.334,.312,.570,49.2,49.7,8.9,5.9,.540,15.1,25.3,.241
235,Pittsburgh,33,22,11,.667,14.79,6.82,,12,8,,13,5,,7,4,,2495,2232,,67.0,101.0,.305,.386,.529,47.4,51.5,7.5,10.3,.490,14.8,23.8,.232
236,Portland,33,12,21,.364,-8.02,1.72,,5,11,,9,6,,2,11,,2360,2622,,69.0,114.7,.221,.447,.568,51.8,57.5,9.0,8.3,.549,11.5,27.9,.157
237,Portland State,32,17,15,.531,-6.70,-4.49,,8,10,,11,2,,5,11,,2302,2299,,69.4,102.7,.328,.381,.540,50.0,54.8,8.2,9.8,.511,16.5,28.0,.226
238,Prairie View,31,10,21,.323,-15.40,-6.91,,5,13,,5,6,,4,15,,2176,2368,,72.8,104.9,.464,.328,.568,54.8,49.5,9.4,9.5,.530,19.8,33.8,.326
239,Presbyterian,32,14,18,.438,-8.03,-5.48,,6,10,,8,7,,5,9,,2390,2331,,69.0,105.2,.425,.351,.558,50.2,45.8,8.6,9.1,.517,16.4,27.4,.308
240,Princeton,28,24,4,.857,6.93,-1.80,,12,2,,12,0,,11,3,,2158,1848,,65.6,100.7,.245,.391,.529,48.6,48.9,7.1,9.6,.502,14.9,23.7,.177
241,Providence,34,21,13,.618,12.70,8.82,,10,10,,14,4,,4,7,,2477,2345,,68.6,99.4,.279,.345,.509,49.4,43.8,9.7,9.2,.475,14.9,27.7,.201
242,Purdue,33,29,4,.879,24.77,11.53,,17,3,,16,0,,7,3,,2752,2315,,69.0,100.6,.230,.372,.506,42.3,55.1,9.8,6.0,.477,12.3,24.7,.167
243,Purdue Fort Wayne,33,21,12,.636,-0.19,-6.22,,11,9,,11,5,,8,7,,2669,2355,,72.3,97.9,.318,.371,.536,53.5,50.7,7.3,8.3,.504,19.7,29.4,.225
244,Queens (NC),33,14,19,.424,-8.49,-3.23,,7,9,,11,3,,2,16,,2643,2693,,73.6,110.8,.294,.377,.564,50.4,41.7,8.7,12.3,.534,13.8,28.7,.217
245,Quinnipiac,33,24,9,.727,-2.78,-7.18,,15,5,,13,3,,10,5,,2567,2358,,71.9,99.0,.290,.371,.514,47.6,51.6,9.2,10.0,.482,15.6,27.7,.205
246,Radford,33,16,17,.485,-5.49,-3.30,,5,11,,8,5,,4,12,,2377,2361,,65.3,108.4,.309,.401,.529,50.3,46.6,7.3,6.9,.498,13.4,33.3,.218
247,Rhode Island,32,12,20,.375,-2.07,3.06,,6,12,,9,8,,3,8,,2322,2443,,69.0,110.7,.295,.395,.545,48.3,53.3,10.1,12.4,.523,11.4,27.8,.196
248,Rice,32,11,21,.344,-2.94,2.26,,5,13,,6,10,,5,7,,2304,2421,,67.5,110.8,.270,.385,.553,50.1,54.3,10.7,9.7,.523,13.0,29.3,.201
249,Richmond,32,23,9,.719,8.24,1.99,,15,3,,15,1,,7,5,,2314,2114,,67.6,97.4,.265,.409,.500,53.0,47.6,6.9,7.8,.467,15.0,26.6,.192
250,Rider,32,15,17,.469,-5.45,-4.00,,12,8,,9,4,,6,12,,2309,2308,,69.1,103.1,.362,.385,.524,48.1,51.9,10.9,7.9,.488,14.3,28.7,.253
251,Robert Morris,32,10,22,.313,-9.33,-4.06,,6,14,,7,9,,3,13,,2326,2425,,68.7,108.6,.360,.345,.555,48.0,50.8,10.5,7.6,.520,13.7,28.2,.261
252,Rutgers,32,15,17,.469,7.67,8.82,,7,13,,12,5,,3,9,,2092,2129,,68.6,96.6,.343,.394,.509,51.6,54.8,9.5,10.1,.472,18.6,31.3,.240
253,Sacramento State,34,10,24,.294,-10.38,-3.23,,4,14,,6,8,,2,13,,2282,2394,,65.5,107.4,.320,.388,.560,45.0,52.0,11.4,9.5,.531,14.1,24.6,.229
254,Sacred Heart,32,16,16,.500,-9.82,-9.35,,10,6,,11,5,,4,11,,2372,2313,,70.3,102.8,.313,.408,.533,52.4,58.0,9.1,8.7,.507,17.6,32.9,.211
255,Saint Francis (PA),30,8,22,.267,-18.48,-8.02,,3,13,,6,8,,2,14,,1955,2181,,66.7,108.6,.357,.380,.553,49.7,52.0,10.4,11.2,.522,15.3,31.1,.250
256,Saint Joseph's,34,21,13,.618,6.76,1.61,,9,9,,14,3,,3,9,,2569,2394,,68.6,102.2,.290,.424,.522,49.4,55.1,9.8,12.7,.490,15.2,29.2,.208
257,Saint Louis,33,13,20,.394,-1.39,4.33,,5,13,,8,8,,3,9,,2473,2620,,69.8,113.8,.355,.422,.571,51.1,50.2,9.5,11.1,.538,12.7,28.8,.257
258,Saint Mary's (CA),33,26,7,.788,16.95,3.42,,15,1,,14,4,,9,0,,2450,1938,,63.5,91.7,.316,.294,.482,41.0,47.2,8.2,7.1,.442,15.1,22.2,.225
259,Saint Peter's,32,19,13,.594,-4.13,-6.00,,12,8,,8,5,,8,8,,2091,2030,,65.4,96.6,.425,.344,.514,48.2,51.0,10.0,10.5,.469,18.0,29.9,.297
260,Sam Houston,33,21,12,.636,-0.14,-1.50,,13,3,,12,2,,7,9,,2381,2282,,69.4,98.9,.363,.390,.523,47.4,51.8,10.0,10.6,.488,16.9,26.9,.249
261,Samford,34,29,5,.853,6.25,-3.72,,15,3,,18,0,,8,5,,2923,2514,,74.3,99.6,.375,.400,.531,49.9,53.4,10.6,10.4,.497,19.3,32.1,.258
262,San Diego,33,18,15,.545,-5.09,0.55,,7,9,,12,6,,4,7,,2392,2550,,72.0,107.4,.381,.400,.556,52.3,62.3,10.4,8.9,.523,16.1,31.4,.267
263,San Diego State,34,24,10,.706,15.30,8.46,,11,7,,14,1,,6,8,,2536,2263,,67.2,97.2,.322,.412,.504,46.8,49.0,8.7,8.8,.468,15.9,27.3,.228
264,San Francisco,33,23,10,.697,9.69,-0.10,,11,5,,14,2,,6,5,,2571,2189,,68.5,96.5,.383,.379,.530,46.9,48.1,8.1,5.4,.492,18.2,23.9,.268
265,San Jose State,32,9,23,.281,-3.37,3.73,,2,16,,6,9,,1,12,,2228,2403,,66.4,112.1,.356,.354,.570,53.8,54.4,7.2,8.4,.542,14.0,29.5,.248
266,Santa Clara,33,20,13,.606,5.61,1.95,,10,6,,11,4,,5,6,,2538,2384,,69.8,103.1,.334,.369,.519,45.1,48.8,10.0,6.8,.483,12.8,25.9,.236
267,Seattle,33,19,14,.576,3.35,-1.34,,11,9,,14,4,,4,9,,2428,2223,,68.6,96.0,.362,.339,.503,47.4,47.9,9.2,9.1,.462,15.5,25.4,.254
268,Seton Hall,32,20,12,.625,11.35,8.73,,13,7,,14,3,,5,7,,2329,2245,,67.1,103.4,.274,.421,.530,46.5,56.5,11.1,11.2,.495,15.4,29.3,.209
269,Siena,32,4,28,.125,-18.93,-4.93,,3,17,,2,12,,2,13,,1934,2382,,67.1,110.9,.280,.341,.547,49.3,50.1,13.5,9.3,.518,12.7,31.2,.203
270,South Alabama,32,16,16,.500,-5.64,-3.09,,8,10,,11,6,,5,9,,2367,2421,,70.2,106.1,.336,.356,.536,53.9,44.1,9.8,11.1,.505,14.7,31.5,.233
271,South Carolina,33,26,7,.788,11.55,6.49,,13,5,,14,3,,8,3,,2377,2210,,64.7,102.7,.308,.312,.517,47.7,47.3,8.8,13.4,.480,13.1,28.0,.225
272,South Carolina State,32,14,18,.438,-11.75,-6.08,,9,5,,9,4,,5,13,,2245,2390,,70.3,105.4,.481,.375,.566,47.2,56.9,11.6,9.3,.516,18.7,30.5,.358
273,South Carolina Upstate,30,10,20,.333,-9.12,-2.78,,5,11,,6,7,,4,12,,2130,2188,,68.4,105.2,.448,.363,.547,54.5,45.6,8.8,8.6,.504,16.8,32.6,.318
274,South Dakota,32,12,20,.375,-12.23,-5.09,,5,11,,9,6,,2,12,,2434,2535,,69.8,111.7,.260,.386,.547,47.9,46.8,9.3,8.7,.520,10.8,27.6,.189
275,South Dakota State,34,22,12,.647,0.71,-3.16,,12,4,,11,3,,6,5,,2610,2408,,68.7,102.4,.260,.472,.530,48.6,48.8,9.7,8.2,.499,14.5,24.7,.194
276,South Florida,31,24,7,.774,7.38,0.60,,16,2,,15,2,,7,4,,2351,2141,,69.0,100.1,.348,.376,.509,50.6,51.6,8.9,8.9,.476,15.9,30.5,.234
277,Southeast Missouri State,31,9,22,.290,-18.00,-6.30,,4,14,,8,7,,1,14,,2078,2278,,70.4,104.0,.425,.301,.547,53.2,48.3,9.4,8.5,.509,15.8,28.1,.297
278,Southeastern Louisiana,32,15,17,.469,-10.86,-5.69,,10,8,,9,4,,6,10,,2209,2271,,66.9,105.2,.301,.445,.537,49.0,60.5,10.5,9.0,.505,15.3,30.3,.220
279,Southern,32,18,14,.563,-8.66,-6.01,,12,6,,11,2,,7,11,,2275,2198,,70.7,96.4,.456,.362,.539,51.1,55.1,9.4,8.6,.493,20.6,29.1,.326
280,Southern California,33,15,18,.455,9.60,9.78,,8,12,,9,6,,3,9,,2446,2452,,69.7,105.1,.316,.388,.538,51.4,59.5,9.7,9.4,.502,16.1,32.2,.233
281,Southern Illinois,32,19,13,.594,4.25,0.67,,11,9,,13,5,,5,6,,2325,2183,,65.4,102.6,.357,.307,.534,49.2,44.4,8.8,11.7,.498,14.5,25.3,.253
282,SIU Edwardsville,33,17,16,.515,-8.81,-7.28,,9,9,,12,2,,2,13,,2360,2314,,67.7,103.6,.358,.377,.541,49.5,52.8,8.4,9.7,.504,16.0,28.6,.256
283,Southern Indiana,32,8,24,.250,-13.45,-5.41,,5,13,,5,10,,3,13,,2195,2335,,69.7,104.3,.464,.369,.537,50.3,50.9,9.5,9.2,.485,15.0,28.0,.340
284,Southern Methodist,32,20,12,.625,10.68,2.49,,11,7,,14,3,,5,7,,2443,2170,,68.5,98.7,.328,.364,.503,46.4,55.9,10.6,12.7,.466,16.2,31.1,.232
285,Southern Mississippi,32,16,16,.500,-5.63,-2.63,,9,9,,11,3,,5,9,,2236,2273,,69.5,102.2,.325,.351,.521,49.9,47.4,11.7,7.2,.491,15.2,29.5,.222
286,Southern Utah,31,10,21,.323,-5.72,-1.17,,5,15,,6,8,,3,13,,2326,2406,,71.4,108.2,.312,.276,.553,52.5,46.5,9.6,8.8,.524,15.1,32.4,.222
287,St. Bonaventure,33,20,13,.606,7.05,2.23,,9,9,,11,4,,5,6,,2424,2265,,66.0,102.8,.339,.407,.542,49.4,58.0,7.5,8.2,.512,16.9,28.4,.236
288,St. John's (NY),33,20,13,.606,16.28,9.37,,11,9,,13,5,,5,6,,2602,2374,,69.6,103.4,.344,.359,.536,46.4,53.9,9.1,7.6,.496,16.1,30.4,.256
289,St. Thomas,33,20,13,.606,-0.63,-5.43,,9,7,,12,2,,6,9,,2402,2140,,63.9,101.0,.288,.392,.542,50.0,49.2,7.6,7.9,.512,16.7,25.0,.208
290,Stanford,32,14,18,.438,7.64,7.76,,8,12,,10,6,,3,8,,2443,2447,,70.9,106.2,.253,.376,.541,51.0,46.0,9.6,7.9,.519,13.7,27.3,.173
291,Stephen F. Austin,33,18,15,.545,-0.94,-1.75,,10,10,,10,5,,5,8,,2463,2353,,71.5,97.8,.455,.371,.540,47.8,54.4,10.8,9.5,.492,20.5,29.8,.328
292,Stetson,34,22,12,.647,-4.51,-3.87,,11,5,,14,2,,6,10,,2635,2475,,67.4,107.6,.246,.381,.528,49.6,50.2,8.8,7.6,.502,12.2,30.5,.175
293,Stonehill,31,4,27,.129,-20.02,-6.02,,2,14,,4,8,,0,19,,1967,2360,,69.2,109.6,.292,.462,.553,54.3,60.4,11.3,13.5,.523,14.7,31.2,.213
294,Stony Brook,35,20,15,.571,-2.44,-2.47,,10,8,,13,3,,4,11,,2573,2531,,67.5,104.9,.270,.419,.522,50.4,57.2,8.7,6.6,.496,13.2,28.9,.187
295,Syracuse,32,20,12,.625,8.31,9.18,,11,9,,14,2,,4,7,,2442,2420,,72.1,104.9,.260,.373,.548,53.1,50.7,8.7,7.4,.521,17.3,31.4,.189
296,Tarleton State,32,23,9,.719,0.78,-0.56,,16,4,,11,3,,10,5,,2353,2199,,68.1,100.5,.356,.364,.530,50.8,49.2,8.2,8.9,.497,18.2,32.9,.245
297,TCU,33,21,12,.636,15.66,7.66,,9,9,,12,4,,6,5,,2615,2351,,70.6,99.4,.357,.352,.537,46.8,56.4,9.4,8.7,.503,18.3,28.6,.249
298,Temple,36,16,20,.444,-1.00,1.95,,5,13,,5,9,,5,7,,2551,2624,,68.0,105.0,.357,.387,.538,51.8,54.4,8.5,10.4,.500,15.0,29.4,.259
299,Tennessee,32,24,8,.750,21.79,10.19,,14,4,,14,2,,8,3,,2543,2172,,70.6,96.1,.358,.414,.496,47.6,49.5,9.3,8.0,.454,16.3,28.6,.253
300,Tennessee State,33,18,15,.545,-9.41,-7.41,,10,8,,11,3,,5,10,,2400,2343,,69.8,101.3,.410,.337,.524,50.6,48.0,9.9,10.4,.477,16.5,31.3,.296
301,Tennessee Tech,31,10,21,.323,-14.79,-6.04,,5,13,,7,8,,3,13,,2089,2289,,67.6,108.4,.229,.370,.553,53.8,54.3,10.0,9.2,.524,13.5,27.3,.178
302,Tennessee-Martin,32,21,11,.656,-5.34,-7.02,,14,4,,12,2,,9,7,,2609,2455,,74.5,102.2,.230,.408,.510,48.1,50.2,9.0,10.3,.483,12.4,25.8,.165
303,Texas,32,20,12,.625,16.04,9.39,,9,9,,14,4,,4,6,,2449,2236,,68.2,102.1,.350,.324,.528,49.3,47.4,9.3,9.0,.490,16.1,30.0,.252
304,Texas A&M,34,20,14,.588,13.04,9.07,,9,9,,10,5,,6,6,,2543,2408,,67.5,104.6,.312,.449,.532,44.2,59.9,7.8,13.6,.501,14.7,28.0,.220
305,Texas A&M-Commerce,33,13,20,.394,-14.02,-4.69,,6,12,,8,7,,4,12,,2361,2462,,68.7,105.1,.384,.305,.546,54.4,49.8,8.0,10.7,.510,16.6,32.2,.272
306,Texas A&M-Corpus Christi,32,21,11,.656,-3.67,-6.92,,14,4,,13,2,,8,7,,2417,2127,,71.2,93.0,.469,.366,.512,45.5,50.1,9.7,9.4,.459,18.8,23.9,.334
307,Texas Southern,32,16,16,.500,-9.08,-7.30,,12,6,,7,4,,6,10,,2245,2264,,69.5,101.4,.398,.364,.524,50.6,52.7,9.6,9.3,.482,15.9,30.9,.282
308,Texas State,35,17,18,.486,-3.40,-0.43,,7,11,,9,4,,5,11,,2445,2452,,68.4,101.7,.371,.352,.534,48.7,47.6,11.0,8.9,.493,16.5,29.3,.269
309,Texas Tech,33,23,10,.697,15.97,9.73,,11,7,,15,2,,4,6,,2494,2288,,67.2,102.8,.266,.390,.519,49.1,46.8,8.7,10.1,.491,14.7,30.3,.189
310,Texas-Rio Grande Valley,31,6,25,.194,-13.35,-0.87,,2,18,,5,9,,1,14,,2181,2473,,73.5,107.7,.339,.336,.561,54.1,60.6,10.0,11.1,.527,16.9,31.9,.249
311,The Citadel,32,11,21,.344,-6.43,-2.81,,3,15,,7,7,,2,13,,2260,2289,,67.0,106.4,.224,.399,.551,48.6,54.3,9.8,10.6,.528,14.6,26.1,.163
312,Toledo,32,20,12,.625,2.00,-1.88,,14,4,,12,3,,8,5,,2560,2436,,70.2,107.5,.262,.372,.567,49.9,47.4,8.4,10.0,.543,16.3,28.7,.190
313,Towson,34,20,14,.588,0.39,-2.07,,11,7,,12,2,,6,6,,2296,2164,,63.2,99.6,.315,.369,.513,44.0,47.4,9.8,8.9,.481,15.1,26.9,.219
314,Troy,32,20,12,.625,1.50,-2.92,,13,5,,15,2,,5,9,,2546,2261,,71.2,97.7,.390,.336,.526,47.1,44.4,11.2,11.1,.487,18.7,29.6,.272
315,Tulane,31,14,17,.452,3.96,2.99,,5,13,,11,6,,2,8,,2540,2481,,73.4,107.2,.317,.419,.539,54.3,57.5,9.1,10.0,.508,14.8,32.3,.226
316,Tulsa,31,16,15,.516,-0.93,-0.73,,7,11,,14,4,,2,9,,2325,2290,,71.4,102.3,.352,.385,.524,51.9,52.4,9.8,7.1,.490,15.5,30.3,.244
317,UAB,34,23,11,.676,5.20,3.62,,12,6,,12,5,,7,5,,2646,2558,,68.8,107.8,.307,.368,.540,47.7,49.3,9.9,10.0,.508,14.1,30.8,.221
318,UC Davis,33,20,13,.606,-0.94,-2.46,,14,6,,10,6,,8,6,,2351,2246,,68.1,99.2,.379,.333,.528,50.3,48.3,9.9,8.3,.484,18.4,30.4,.277
319,UC Irvine,33,24,9,.727,7.30,-1.05,,17,3,,13,0,,8,8,,2564,2237,,69.7,96.6,.346,.304,.499,46.5,47.9,8.3,8.2,.457,15.5,27.3,.247
320,UC Riverside,34,16,18,.471,-3.94,-0.91,,10,10,,10,5,,4,12,,2404,2448,,67.7,105.9,.343,.332,.554,49.0,52.2,6.7,10.0,.521,14.6,25.0,.247
321,UC San Diego,32,21,11,.656,2.80,-2.27,,15,5,,14,2,,7,8,,2455,2213,,67.0,102.1,.280,.358,.527,49.6,49.3,6.6,10.6,.497,15.1,27.5,.200
322,UC Santa Barbara,31,16,15,.516,-2.81,-2.64,,9,11,,9,7,,6,7,,2337,2280,,69.0,105.8,.296,.340,.534,47.9,45.0,9.9,7.0,.509,12.7,26.0,.201
323,UCF,32,17,15,.531,12.79,8.73,,7,11,,11,7,,3,7,,2289,2159,,69.2,97.2,.390,.393,.520,47.9,58.2,9.9,9.2,.475,17.9,27.3,.283
324,UCLA,33,16,17,.485,7.72,8.07,,10,10,,9,7,,5,6,,2177,2160,,64.8,101.1,.353,.428,.530,49.1,50.2,8.5,6.8,.495,16.0,27.8,.246
325,UNC Asheville,34,22,12,.647,-1.67,-2.73,,12,4,,12,2,,5,7,,2682,2485,,70.3,102.8,.327,.363,.524,50.5,47.3,8.7,8.7,.489,15.5,31.0,.232
326,UNC Greensboro,32,21,11,.656,-0.10,-2.73,,12,6,,11,3,,7,7,,2422,2233,,66.9,103.4,.348,.440,.525,48.9,47.8,8.6,8.0,.483,14.8,28.8,.257
327,UNC Wilmington,31,21,10,.677,1.44,-2.67,,12,6,,10,2,,10,6,,2461,2202,,66.6,105.0,.318,.366,.543,50.2,43.4,5.9,7.4,.514,15.9,30.4,.222
328,UT Arlington,34,20,14,.588,2.39,0.71,,13,7,,12,3,,5,10,,2614,2492,,71.9,101.5,.411,.352,.532,47.3,55.0,10.4,10.8,.483,16.6,29.1,.304
329,Utah,33,19,14,.576,14.98,9.56,,9,11,,14,2,,2,9,,2576,2397,,70.7,101.6,.262,.363,.512,48.2,51.6,9.1,8.3,.486,12.7,26.2,.180
330,Utah State,33,27,6,.818,12.16,4.74,,14,4,,14,1,,8,4,,2633,2319,,69.1,100.2,.304,.367,.524,47.1,49.1,9.2,5.9,.489,15.1,25.2,.221
331,Utah Tech,31,11,20,.355,-8.09,-1.19,,7,13,,6,7,,5,13,,2194,2389,,71.9,106.3,.423,.368,.547,51.3,52.4,12.1,9.9,.503,16.0,31.5,.307
332,Utah Valley,32,16,16,.500,-1.35,-0.05,,11,9,,10,4,,5,10,,2199,2195,,69.2,98.4,.350,.343,.513,49.3,57.9,10.1,9.0,.477,16.1,26.7,.243
333,UTEP,34,18,16,.529,-1.29,-1.10,,7,9,,13,5,,2,9,,2470,2348,,71.4,96.0,.448,.344,.548,51.0,46.9,10.4,9.4,.506,22.9,30.6,.316
334,UTSA,32,11,21,.344,-4.97,-0.42,,5,13,,7,9,,4,11,,2483,2591,,71.3,111.8,.344,.375,.548,48.6,52.5,8.4,12.9,.516,11.4,28.6,.244
335,Valparaiso,32,7,25,.219,-8.16,1.26,,3,17,,6,11,,1,13,,2163,2416,,69.3,109.0,.305,.353,.564,53.7,54.5,9.2,6.5,.540,15.6,30.2,.212
336,Vanderbilt,32,9,23,.281,0.45,8.42,,4,14,,8,10,,1,9,,2173,2428,,67.8,111.4,.295,.396,.566,51.9,55.1,8.3,9.8,.530,13.9,29.3,.231
337,Vermont,34,28,6,.824,2.91,-3.90,,15,1,,16,1,,10,4,,2459,2141,,65.6,95.7,.254,.357,.493,49.1,42.5,7.6,10.1,.462,13.6,23.3,.182
338,Villanova,33,18,15,.545,14.78,9.75,,10,10,,10,5,,4,8,,2327,2161,,64.2,99.7,.259,.450,.514,49.4,56.9,8.4,13.3,.482,14.2,24.4,.190
339,Virginia,33,23,10,.697,10.97,6.97,,13,7,,15,2,,5,6,,2098,1966,,61.2,96.2,.257,.399,.498,51.2,52.1,8.3,8.7,.462,16.7,28.1,.193
340,Virginia Commonwealth,35,22,13,.629,8.77,3.94,,11,7,,13,6,,5,4,,2503,2334,,66.1,100.1,.348,.385,.510,48.2,48.0,10.7,7.8,.466,14.6,26.9,.257
341,VMI,32,4,28,.125,-20.44,-2.23,,1,17,,4,10,,0,15,,2204,2644,,74.6,110.3,.300,.392,.553,51.7,50.7,12.2,8.0,.533,13.6,29.3,.197
342,Virginia Tech,32,18,14,.563,11.78,7.84,,10,10,,14,2,,2,9,,2400,2274,,67.9,104.7,.300,.340,.547,49.8,48.9,9.4,9.2,.515,15.1,26.5,.218
343,Wagner,31,16,15,.516,-10.87,-9.52,,7,9,,7,5,,9,10,,1970,1925,,62.9,97.5,.291,.410,.507,48.9,59.7,7.5,9.2,.479,15.6,26.3,.196
344,Wake Forest,33,20,13,.606,15.15,7.42,,11,9,,16,1,,2,9,,2580,2325,,68.7,101.8,.307,.348,.527,48.9,42.3,8.7,9.4,.489,14.4,26.2,.229
