Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Matt Lottich,Valparaiso,MVC,,15,17,0.469,,,,,2016-17,39,26,0.6,,,,,,39,26,0.6,,,,
Paul Lusk,Missouri State,MVC,,18,15,0.545,,,,,2011-12,106,121,0.467,,,,,,106,121,0.467,,,,
Chris Mack,Xavier,Big East,,29,6,0.829,17.0,3.0,Lost Second Round,,2009-10,215,97,0.689,8.0,4.0,,,,215,97,0.689,8.0,4.0,,
Tony Madlock,Mississippi,SEC,,1,4,0.2,,,,,2017-18,1,4,0.2,,,,,,1,4,0.2,,,,
Dan Majerle,Grand Canyon,WAC,,22,12,0.647,,,,,2013-14,103,58,0.64,,,,,,103,58,0.64,,,,
Mike Maker,Marist,MAAC,,6,25,0.194,,,,,2014-15,28,97,0.224,,,,,,28,97,0.224,,,,
Danny Manning,Wake Forest,ACC,,11,20,0.355,,,,,2014-15,54,73,0.425,1.0,,,,,92,102,0.474,2.0,,,
Bob Marlin,Louisiana,Sun Belt,,27,7,0.794,,,,,2010-11,155,111,0.583,1.0,,,,,380,242,0.611,3.0,,,
Donnie Marsh *,Alabama A&M,SWAC,,3,28,0.097,,,,,2017-18,3,28,0.097,,,,,,34,112,0.233,,,,
Donyell Marshall,Central Connecticut State,NEC,,14,18,0.438,,,,,2016-17,20,41,0.328,,,,,,20,41,0.328,,,,
Gregg Marshall,Wichita State,AAC,,25,8,0.758,7.0,16.0,Lost First Round,,2007-08,286,98,0.745,7.0,2.0,1.0,,,480,181,0.726,14.0,2.0,1.0,
Phil Martelli,Saint Joseph's,A-10,,16,16,0.5,,,,,1995-96,430,309,0.582,7.0,2.0,,,,430,309,0.582,7.0,2.0,,
Cuonzo Martin,Missouri,SEC,,20,13,0.606,,,Lost First Round,,2017-18,20,13,0.606,1.0,,,,,206,134,0.606,3.0,1.0,,
Frank Martin,South Carolina,SEC,,17,16,0.515,,,,,2012-13,113,90,0.557,1.0,1.0,1.0,,,230,144,0.615,5.0,2.0,1.0,
Mike Martin,Brown,Ivy,,11,16,0.407,,,,,2012-13,73,100,0.422,,,,,,73,100,0.422,,,,
Steve Masiello,Manhattan,MAAC,,14,17,0.452,,,,,2011-12,116,110,0.513,2.0,,,,,116,110,0.513,2.0,,,
Bashir Mason,Wagner,NEC,,23,10,0.697,,,,,2012-13,110,79,0.582,,,,,,110,79,0.582,,,,
Matt Matheny,Elon,CAA,,14,18,0.438,,,,,2009-10,140,148,0.486,,,,,,140,148,0.486,,,,
Fran McCaffery,Iowa,Big Ten,,14,19,0.424,,,,,2010-11,151,120,0.557,3.0,,,,,402,297,0.575,8.0,,,
Matt McCall,Massachusetts,A-10,,13,20,0.394,,,,,2017-18,13,20,0.394,,,,,,61,38,0.616,1.0,,,
Grant McCasland,North Texas,CUSA,,20,18,0.526,,,,,2017-18,20,18,0.526,,,,,,40,30,0.571,,,,
Steve McClain,UIC,Horizon,,20,16,0.556,,,,,2015-16,42,60,0.412,,,,,,199,175,0.532,1.0,,,
Mike McConathy,Northwestern State,Southland,,4,25,0.138,,,,,1999-00,284,301,0.485,3.0,,,,,284,301,0.485,3.0,,,
Robert McCullum,Florida A&M,MEAC,,9,25,0.265,,,,,2017-18,9,25,0.265,,,,,,93,146,0.389,,,,
Greg McDermott,Creighton,Big East,,21,12,0.636,,,Lost First Round,,2010-11,187,94,0.665,5.0,,,,,336,225,0.599,8.0,,,
Nick McDevitt,UNC Asheville,Big South,,21,13,0.618,,,,,2013-14,98,66,0.598,1.0,,,,,98,66,0.598,1.0,,,
Kevin McGeehan,Campbell,Big South,,18,16,0.529,,,,,2013-14,71,94,0.43,,,,,,71,94,0.43,,,,
C.B. McGrath,UNC Wilmington,CAA,,11,21,0.344,,,,,2017-18,11,21,0.344,,,,,,11,21,0.344,,,,
Dan McHale,Eastern Kentucky,OVC,,11,20,0.355,,,,,2015-16,38,55,0.409,,,,,,38,55,0.409,,,,
Ritchie McKay,Liberty,Big South,,22,15,0.595,,,,,2007-08,95,76,0.556,,,,,,260,234,0.526,1.0,,,
Bob McKillop,Davidson,A-10,,21,12,0.636,,,Lost First Round,,1989-90,554,340,0.62,9.0,1.0,,,,554,340,0.62,9.0,1.0,,
David McLaughlin,Dartmouth,Ivy,,7,20,0.259,,,,,2016-17,14,40,0.259,,,,,,14,40,0.259,,,,
Matt McMahon,Murray State,OVC,,26,6,0.812,,,Lost First Round,,2015-16,59,37,0.615,1.0,,,,,59,37,0.615,1.0,,,
Niko Medved,Drake,MVC,,17,17,0.5,,,,,2017-18,17,17,0.5,,,,,,79,88,0.473,,,,
Marvin Menzies,Nevada-Las Vegas,MWC,,20,13,0.606,,,,,2016-17,31,34,0.477,,,,,,229,145,0.612,5.0,,,
Joe Mihalich,Hofstra,CAA,,19,12,0.613,,,,,2013-14,88,76,0.537,,,,,,353,279,0.559,2.0,,,
Tim Miles,Nebraska,Big Ten,,22,11,0.667,,,,,2012-13,97,97,0.5,1.0,,,,,204,205,0.499,2.0,,,
Archie Miller,Indiana,Big Ten,,16,15,0.516,,,,,2017-18,16,15,0.516,,,,,,155,78,0.665,4.0,1.0,,
Sean Miller,Arizona,Pac-12,,27,8,0.771,3.0,12.0,Lost First Round,,2009-10,247,74,0.769,7.0,5.0,,,,367,121,0.752,11.0,7.0,,
Wes Miller,UNC Greensboro,Southern,,27,8,0.771,,,Lost First Round,,2011-12,112,110,0.505,1.0,,,,,112,110,0.505,1.0,,,
Paul Mills,Oral Roberts,Summit,,11,21,0.344,,,,,2017-18,11,21,0.344,,,,,,11,21,0.344,,,,
Dan Monson,Long Beach State,Big West,,15,18,0.455,,,,,2007-08,185,177,0.511,1.0,,,,,355,300,0.542,3.0,1.0,,
Mark Montgomery,Northern Illinois,MAC,,13,19,0.406,,,,,2011-12,88,133,0.398,,,,,,88,133,0.398,,,,
Chris Mooney,Richmond,A-10,,12,20,0.375,,,,,2005-06,237,195,0.549,2.0,1.0,,,,255,207,0.552,2.0,1.0,,
Porter Moser,Loyola (IL),MVC,,32,6,0.842,,,Lost National Semifinal,,2011-12,121,111,0.522,1.0,1.0,1.0,,,226,212,0.516,1.0,1.0,1.0,
LeVelle Moton,North Carolina Central,MEAC,,19,16,0.543,,,Lost First Four,,2009-10,171,119,0.59,3.0,,,,,171,119,0.59,3.0,,,
Dan Muller,Illinois State,MVC,,18,15,0.545,,,,,2012-13,122,80,0.604,,,,,,122,80,0.604,,,,
Chris Mullin,St. John's (NY),Big East,,16,17,0.485,,,,,2015-16,38,60,0.388,,,,,,38,60,0.388,,,,
Jack Murphy,Northern Arizona,Big Sky,,5,27,0.156,,,,,2012-13,68,128,0.347,,,,,,68,128,0.347,,,,
Rob Murphy,Eastern Michigan,MAC,,22,13,0.629,,,,,2011-12,129,110,0.54,,,,,,129,110,0.54,,,,
Eric Musselman,Nevada,MWC,,29,8,0.784,,24.0,Lost Regional Semifinal,,2015-16,81,29,0.736,2.0,1.0,,,,81,29,0.736,2.0,1.0,,
Scott Nagy,Wright State,Horizon,,25,10,0.714,,,Lost First Round,,2016-17,45,22,0.672,1.0,,,,,235,185,0.56,4.0,,,
Jeff Neubauer,Fordham,A-10,,9,22,0.29,,,,,2015-16,39,55,0.415,,,,,,227,189,0.546,2.0,,,
Kevin Nickelberry,Howard,MEAC,,10,23,0.303,,,,,2010-11,79,177,0.309,,,,,,128,221,0.367,,,,
Fran O'Hanlon,Lafayette,Patriot,,10,21,0.323,,,,,1995-96,313,375,0.455,3.0,,,,,313,375,0.455,3.0,,,
Tim O'Shea,Bryant,NEC,,3,28,0.097,,,,,2008-09,96,211,0.313,,,,,,216,306,0.414,1.0,,,
Nate Oats,Buffalo,MAC,,27,9,0.75,,,Lost Second Round,,2015-16,64,39,0.621,2.0,,,,,64,39,0.621,2.0,,,
Ryan Odom,Maryland-Baltimore County,AEC,,25,11,0.694,,,Lost Second Round,,2016-17,46,24,0.657,1.0,,,,,54,35,0.607,1.0,,,
Kevin Ollie,Connecticut,AAC,,14,18,0.438,,,,,2012-13,127,79,0.617,2.0,1.0,1.0,1.0,,127,79,0.617,2.0,1.0,1.0,1.0
T.J. Otzelberger,South Dakota State,Summit,,28,7,0.8,,,Lost First Round,,2016-17,46,24,0.657,2.0,,,,,46,24,0.657,2.0,,,
Jack Owens,Miami (OH),MAC,,16,18,0.471,,,,,2017-18,16,18,0.471,,,,,,16,18,0.471,,,,
David Padgett,Louisville,ACC,,22,14,0.611,16.0,,,,2017-18,22,14,0.611,,,,,,22,14,0.611,,,,
Scott Padgett,Samford,Southern,,10,22,0.312,,,,,2014-15,57,76,0.429,,,,,,57,76,0.429,,,,
Matt Painter,Purdue,Big Ten,,30,7,0.811,20.0,11.0,Lost Regional Semifinal,,2005-06,295,149,0.664,10.0,4.0,,,,320,154,0.675,11.0,4.0,,
Lamont Paris,Chattanooga,Southern,,10,23,0.303,,,,,2017-18,10,23,0.303,,,,,,10,23,0.303,,,,
Joe Pasternack,UC Santa Barbara,Big West,,23,9,0.719,,,,,2017-18,23,9,0.719,,,,,,61,63,0.492,,,,
Josh Pastner,Georgia Tech,ACC,,13,19,0.406,,,,,2016-17,34,35,0.493,,,,,,201,108,0.65,4.0,,,
Jimmy Patsos,Siena,MAAC,,8,24,0.25,,,,,2013-14,77,92,0.456,,,,,,222,227,0.494,1.0,,,
Dave Paulsen,George Mason,A-10,,16,17,0.485,,,,,2015-16,47,52,0.475,,,,,,181,146,0.554,2.0,,,
Andre Payne,Mississippi Valley State,SWAC,,4,28,0.125,,,,,2014-15,25,106,0.191,,,,,,25,106,0.191,,,,
Steve Payne,Tennessee Tech,OVC,,19,14,0.576,,,,,2011-12,110,111,0.498,,,,,,110,111,0.498,,,,
Bruce Pearl,Auburn,SEC,,26,8,0.765,,19.0,Lost Second Round,,2014-15,70,62,0.53,1.0,,,,,301,161,0.652,9.0,4.0,,
Barret Peery,Portland State,Big Sky,,20,14,0.588,,,,,2017-18,20,14,0.588,,,,,,20,14,0.588,,,,
Russ Pennell,Central Arkansas,Southland,,18,17,0.514,,,,,2014-15,35,89,0.282,,,,,,56,103,0.352,1.0,1.0,,
Scott Pera,Rice,CUSA,,7,24,0.226,,,,,2017-18,7,24,0.226,,,,,,7,24,0.226,,,,
Kyle Perry,South Carolina Upstate,A-Sun,,7,25,0.219,,,,,2017-18,7,25,0.219,,,,,,7,25,0.219,,,,
Michael Perry,East Carolina,AAC,,8,16,0.333,,,,,2017-18,8,16,0.333,,,,,,70,91,0.435,,,,
Saul Phillips,Ohio,MAC,,14,17,0.452,,,,,2014-15,67,60,0.528,,,,,,201,144,0.583,2.0,,,
Steve Pikiell,Rutgers,Big Ten,,15,19,0.441,,,,,2016-17,30,37,0.448,,,,,,222,193,0.535,1.0,,,
Dave Pilipovich,Air Force,MWC,,12,19,0.387,,,,,2011-12,84,113,0.426,,,,,,84,113,0.426,,,,
Richard Pitino,Minnesota,Big Ten,,15,17,0.469,15.0,,,,2013-14,90,78,0.536,1.0,,,,,108,92,0.54,1.0,,,
Mark Pope,Utah Valley,WAC,,23,11,0.676,,,,,2015-16,52,46,0.531,,,,,,52,46,0.531,,,,
Terry Porter,Portland,WCC,,10,22,0.312,,,,,2016-17,21,44,0.323,,,,,,21,44,0.323,,,,
Mark Price,Charlotte,CUSA,,3,6,0.333,,,,,2015-16,30,42,0.417,,,,,,30,42,0.417,,,,
Tic Price,Lamar,Southland,,19,14,0.576,,,,,2013-14,65,67,0.492,,,,,,232,189,0.551,2.0,,,
Jean Prioleau,San Jose State,MWC,,4,26,0.133,,,,,2017-18,4,26,0.133,,,,,,4,26,0.133,,,,
Steve Prohm,Iowa State,Big 12,,13,18,0.419,,,,,2015-16,60,41,0.594,2.0,1.0,,,,164,70,0.701,3.0,1.0,,
Barclay Radebaugh,Charleston Southern,Big South,,15,16,0.484,,,,,2005-06,175,222,0.441,,,,,,175,222,0.441,,,,
Randy Rahe,Weber State,Big Sky,,20,11,0.645,,,,,2006-07,248,138,0.642,3.0,,,,,248,138,0.642,3.0,,,
Rick Ray,Southeast Missouri State,OVC,,14,17,0.452,,,,,2015-16,34,59,0.366,,,,,,71,119,0.374,,,,
Brett Reed,Lehigh,Patriot,,16,14,0.533,,,,,2007-08,198,146,0.576,2.0,,,,,198,146,0.576,2.0,,,
Mike Rhoades,Virginia Commonwealth,A-10,,18,15,0.545,,,,,2017-18,18,15,0.545,,,,,,65,67,0.492,,,,
King Rice,Monmouth,MAAC,,11,20,0.355,,,,,2011-12,117,112,0.511,,,,,,117,112,0.511,,,,
Leon Rice,Boise State,MWC,,23,9,0.719,,,,,2010-11,165,96,0.632,2.0,,,,,165,96,0.632,2.0,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,16,16,0.5,,,,,2010-11,93,158,0.371,,,,,,243,275,0.469,,,,
Kareem Richardson,Kansas City,WAC,,10,22,0.312,,,,,2013-14,64,97,0.398,,,,,,64,97,0.398,,,,
Bob Richey,Furman,Southern,,23,10,0.697,,,,,2017-18,23,10,0.697,,,,,,23,10,0.697,,,,
David Richman,North Dakota State,Summit,,15,17,0.469,,,,,2014-15,77,51,0.602,1.0,,,,,77,51,0.602,1.0,,,
Ryan Ridder,Bethune-Cookman,MEAC,,18,14,0.562,,,,,2017-18,18,14,0.562,,,,,,18,14,0.562,,,,
Richie Riley,Nicholls State,Southland,,21,11,0.656,,,,,2016-17,35,28,0.556,,,,,,35,28,0.556,,,,
Montez Robinson,Alcorn State,SWAC,,11,21,0.344,,,,,2015-16,44,50,0.468,,,,,,44,50,0.468,,,,
Dave Rose *,Brigham Young,WCC,,24,11,0.686,,,,,2005-06,329,122,0.729,8.0,1.0,,,,329,122,0.729,8.0,1.0,,
Louis Rowe,James Madison,CAA,,10,22,0.312,,,,,2016-17,20,45,0.308,,,,,,20,45,0.308,,,,
Doc Sadler,Southern Miss,CUSA,,16,18,0.471,,,,,2014-15,42,81,0.341,,,,,,191,188,0.504,1.0,,,
Kelvin Sampson,Houston,AAC,,27,8,0.771,,21.0,Lost Second Round,,2014-15,83,48,0.634,1.0,,,,,508,275,0.649,15.0,3.0,1.0,
Mark Schmidt,St. Bonaventure,A-10,,26,8,0.765,,,Lost First Round,,2007-08,192,152,0.558,2.0,,,,,274,242,0.531,2.0,,,
Morris Scott,Southern,SWAC,,15,18,0.455,,,,,2017-18,15,18,0.455,,,,,,15,18,0.455,,,,
Bill Self,Kansas,Big 12,,31,8,0.795,4.0,4.0,Lost National Semifinal,,2003-04,447,96,0.823,15.0,10.0,3.0,1.0,,654,201,0.765,20.0,13.0,3.0,1.0
Herb Sendek,Santa Clara,WCC,,11,20,0.355,,,,,2016-17,28,36,0.438,,,,,,441,331,0.571,8.0,1.0,,
Rob Senderoff,Kent State,MAC,,17,17,0.5,,,,,2011-12,139,98,0.586,1.0,,,,,139,98,0.586,1.0,,,
Tony Shaver,William & Mary,CAA,,19,12,0.613,,,,,2003-04,212,251,0.458,,,,,,212,251,0.458,,,,
Dave Simmons,McNeese State,Southland,,12,17,0.414,,,,,2006-07,155,211,0.423,,,,,,155,211,0.423,,,,
Marty Simmons,Evansville,MVC,,17,15,0.531,,,,,2007-08,184,175,0.513,,,,,,184,175,0.513,,,,
Todd Simon,Southern Utah,Big Sky,,13,19,0.406,,,,,2016-17,19,46,0.292,,,,,,28,54,0.341,,,,
Pat Skerry,Towson,CAA,,18,14,0.562,,,,,2011-12,114,115,0.498,,,,,,114,115,0.498,,,,
Al Skinner Jr,Kennesaw State,A-Sun,,10,20,0.333,,,,,2015-16,35,58,0.376,,,,,,420,349,0.546,9.0,1.0,,
Mark Slessinger,New Orleans,Southland,,16,17,0.485,,,,,2012-13,76,100,0.432,1.0,,,,,76,100,0.432,1.0,,,
Shaka Smart,Texas,Big 12,,19,15,0.559,,,Lost First Round,,2015-16,50,50,0.5,2.0,,,,,213,106,0.668,7.0,1.0,1.0,
Byron Smith,Prairie View,SWAC,,16,18,0.471,,,,,2015-16,35,44,0.443,,,,,,35,44,0.443,,,,
Craig Smith,South Dakota,Summit,,26,9,0.743,,,,,2014-15,79,55,0.59,,,,,,79,55,0.59,,,,
G.G. Smith,Loyola (MD),Patriot,,9,22,0.29,,,,,2013-14,56,98,0.364,,,,,,56,98,0.364,,,,
Kyle Smith,San Francisco,WCC,,22,17,0.564,,,,,2016-17,42,30,0.583,,,,,,143,112,0.561,,,,
Lamont Smith,San Diego,WCC,,20,14,0.588,,,,,2015-16,42,53,0.442,,,,,,42,53,0.442,,,,
Tubby Smith,Memphis,AAC,,21,13,0.618,,,,,2016-17,40,26,0.606,,,,,,597,302,0.664,18.0,9.0,1.0,1.0
Zach Spiker,Drexel,CAA,,13,20,0.394,,,,,2016-17,22,43,0.338,,,,,,124,155,0.444,,,,
Jay Spoonhour,Eastern Illinois,OVC,,12,19,0.387,,,,,2012-13,79,106,0.427,,,,,,85,110,0.436,,,,
Preston Spradlin,Morehead State,OVC,,8,21,0.276,,,,,2016-17,20,30,0.4,,,,,,20,30,0.4,,,,
Kevin Stallings,Pittsburgh,ACC,,8,24,0.25,,,,,2016-17,24,41,0.369,,,,,,479,324,0.597,9.0,2.0,,
Rick Stansbury,Western Kentucky,CUSA,,27,11,0.711,,,,,2016-17,42,28,0.6,,,,,,335,194,0.633,6.0,,,
Anthony Stewart,Tennessee-Martin,OVC,,10,21,0.323,,,,,2016-17,32,34,0.485,,,,,,32,34,0.485,,,,
Damon Stoudamire,Pacific,WCC,,14,18,0.438,,,,,2016-17,25,40,0.385,,,,,,25,40,0.385,,,,
Dedrique Taylor,Cal State Fullerton,Big West,,20,12,0.625,,,Lost First Round,,2013-14,67,89,0.429,1.0,,,,,67,89,0.429,1.0,,,
Rodney Terry,Fresno State,MWC,,21,11,0.656,,,,,2011-12,126,108,0.538,1.0,,,,,126,108,0.538,1.0,,,
Reggie Theus,Cal State Northridge,Big West,,6,24,0.2,,,,,2013-14,53,105,0.335,,,,,,94,128,0.423,1.0,,,
Wayne Tinkle,Oregon State,Pac-12,,16,16,0.5,,,,,2014-15,57,70,0.449,1.0,,,,,215,161,0.572,4.0,,,
Andrew Toole,Robert Morris,NEC,,16,17,0.485,,,,,2010-11,150,123,0.549,1.0,,,,,150,123,0.549,1.0,,,
Mark Turgeon,Maryland,Big Ten,,19,13,0.594,,,,,2011-12,157,81,0.66,3.0,1.0,,,,407,240,0.629,8.0,2.0,,
Russ Turner,UC Irvine,Big West,,18,17,0.514,,,,,2010-11,157,122,0.563,1.0,,,,,157,122,0.563,1.0,,,
Brad Underwood *,Illinois,Big Ten,,14,18,0.438,,,,,2017-18,14,18,0.438,,,,,,123,45,0.732,4.0,,,
Don Verlin,Idaho,Big Sky,,22,9,0.71,,,,,2008-09,172,149,0.536,,,,,,172,149,0.536,,,,
Will Wade,Louisiana State,SEC,,18,15,0.545,,,,,2017-18,18,15,0.545,,,,,,109,60,0.645,2.0,,,
Keith Walker,Delaware State,MEAC,,3,25,0.107,,,,,2013-14,43,96,0.309,,,,,,43,96,0.309,,,,
Bob Walsh,Maine,AEC,,6,26,0.188,,,,,2014-15,24,100,0.194,,,,,,24,100,0.194,,,,
Brian Wardle,Bradley,MVC,,20,13,0.606,,,,,2015-16,38,60,0.388,,,,,,133,125,0.516,,,,
Bruce Weber,Kansas State,Big 12,,25,12,0.676,,,Lost Regional Final,,2012-13,125,80,0.61,4.0,1.0,,,,438,235,0.651,12.0,4.0,1.0,
Paul Weir,New Mexico,MWC,,19,15,0.559,,,,,2017-18,19,15,0.559,,,,,,47,21,0.691,1.0,,,
Michael White,Florida,SEC,,21,13,0.618,8.0,23.0,Lost Second Round,,2015-16,69,37,0.651,2.0,1.0,,,,170,77,0.688,2.0,1.0,,
James Whitford,Ball State,MAC,,19,13,0.594,,,,,2013-14,73,88,0.453,,,,,,73,88,0.453,,,,
Kevin Willard,Seton Hall,Big East,,22,12,0.647,23.0,,Lost Second Round,,2010-11,150,114,0.568,3.0,,,,,195,163,0.545,3.0,,,
Buzz Williams,Virginia Tech,ACC,,21,12,0.636,,,Lost First Round,,2014-15,74,60,0.552,2.0,,,,,227,146,0.609,7.0,3.0,,
Corey Williams,Stetson,A-Sun,,12,20,0.375,,,,,2013-14,51,109,0.319,,,,,,51,109,0.319,,,,
Roy Williams,North Carolina,ACC,,26,11,0.703,9.0,10.0,Lost Second Round,,2003-04,424,126,0.771,14.0,9.0,5.0,3.0,,842,227,0.788,28.0,18.0,9.0,3.0
Marty Wilson,Pepperdine,WCC,,6,26,0.188,,,,,1995-96,91,139,0.396,,,,,,91,139,0.396,,,,
Willis Wilson,Texas A&M-Corpus Christi,Southland,,11,18,0.379,,,,,2011-12,110,115,0.489,,,,,,328,362,0.475,,,,
Reggie Witherspoon,Canisius,MAAC,,21,12,0.636,,,,,2016-17,39,28,0.582,,,,,,237,256,0.481,,,,
Steve Wojciechowski,Marquette,Big East,,21,14,0.6,,,,,2014-15,73,59,0.553,1.0,,,,,73,59,0.553,1.0,,,
Billy Wright,Western Illinois,Summit,,12,16,0.429,,,,,2014-15,38,73,0.342,,,,,,38,73,0.342,,,,
Jay Wright,Villanova,Big East,,36,4,0.9,6.0,2.0,Won National Final,,2001-02,422,165,0.719,13.0,6.0,3.0,2.0,,544,250,0.685,15.0,6.0,3.0,2.0
Mike Young,Wofford,Southern,,21,13,0.618,,,,,2002-03,269,239,0.53,4.0,,,,,269,239,0.53,4.0,,,
