Rk,School,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
1,Abilene Christian,71.9,12.599999999999994,-0.1029999999999999,-0.047,-0.014,-3.5999999999999943,5.399999999999999,7.300000000000001,-3.1000000000000005,-0.012,-10.500000000000002,-0.5,-0.063
2,Air Force,63.4,-11.0,-0.121,0.1019999999999999,-0.031,-10.799999999999995,10.300000000000004,0.0999999999999996,-2.8000000000000007,-0.006,1.7000000000000028,-9.799999999999995,-0.122
3,Akron,64.1,12.5,0.132,0.062,0.0519999999999999,6.0,6.899999999999999,0.5999999999999996,1.8999999999999997,0.051,-0.7000000000000011,4.900000000000002,0.085
4,Alabama,73.2,4.099999999999994,-0.0189999999999999,0.119,0.013,4.599999999999994,6.800000000000004,-1.0,0.5999999999999996,0.015,1.1999999999999993,4.799999999999997,-0.01
5,Alabama A&M,68.3,-8.0,0.049,-0.14,-0.0349999999999999,-2.4000000000000057,-13.0,-0.7000000000000011,2.200000000000001,-0.051,0.1000000000000014,-2.1999999999999997,0.0429999999999999
6,Alabama State,71.4,-7.700000000000003,0.0389999999999999,-0.0469999999999999,-0.019,-3.4000000000000057,-3.899999999999999,-0.1999999999999993,-0.5999999999999996,-0.022,1.8999999999999984,-3.400000000000002,0.019
7,Albany (NY),65.8,-6.1000000000000085,-0.068,-0.063,-0.049,-3.200000000000003,-13.0,2.1999999999999997,-4.0,-0.0449999999999999,-1.900000000000002,-1.099999999999998,-0.054
8,Alcorn State,69.0,-6.5,-0.0429999999999999,-0.065,-0.05,2.200000000000003,-12.699999999999996,0.7999999999999989,-2.200000000000001,-0.0489999999999999,0.5,4.099999999999998,-0.039
9,American,66.8,-11.099999999999994,-0.0329999999999999,-0.062,-0.035,-3.799999999999997,-1.1000000000000014,-0.3000000000000007,0.1000000000000014,-0.037,2.8000000000000007,-3.1999999999999997,-0.023
10,Appalachian State,65.5,6.0,0.061,0.0489999999999999,0.006,0.7999999999999972,-3.700000000000003,0.5999999999999996,-2.3000000000000007,0.012,-2.5000000000000018,2.3000000000000007,0.0199999999999999
11,Arizona,72.7,21.8,0.1089999999999999,0.012,0.1159999999999999,10.0,17.799999999999997,-0.3000000000000007,6.0,0.112,0.8000000000000007,6.0,0.096
12,Arizona State,67.9,-2.700000000000003,-0.111,-0.0379999999999999,-0.011,-5.599999999999994,-4.0,0.7999999999999989,4.200000000000001,0.0079999999999999,-1.6000000000000014,-5.400000000000002,-0.093
13,Arkansas,72.0,10.5,0.0529999999999999,-0.0459999999999999,0.019,4.0,0.0,1.4000000000000004,3.0,0.011,-3.700000000000001,4.399999999999999,0.0489999999999999
14,Arkansas State,69.5,4.0,0.039,-0.026,0.023,3.0,13.300000000000004,1.1000000000000014,0.4000000000000003,0.015,0.1999999999999993,1.8000000000000007,0.042
15,Arkansas-Pine Bluff,69.3,-17.200000000000003,0.0129999999999999,0.0979999999999999,-0.0699999999999999,-12.400000000000006,-3.799999999999997,-0.5,-4.0,-0.08,0.3000000000000007,-10.199999999999996,0.005
16,Army,69.9,0.0,0.092,-0.05,-0.016,2.5999999999999943,-5.899999999999999,0.2999999999999989,-5.7,-0.019,-1.1000000000000014,3.6000000000000014,0.049
17,Auburn,71.3,15.199999999999989,-0.027,0.038,0.046,5.0,3.899999999999999,1.0999999999999996,11.1,0.0569999999999999,-3.1999999999999997,4.700000000000003,-0.0199999999999999
18,Austin Peay,66.1,-6.700000000000003,-0.0799999999999999,0.065,-0.048,-2.799999999999997,4.700000000000003,-0.9000000000000004,-5.0,-0.051,-0.6999999999999993,-0.5,-0.0489999999999999
19,Ball State,71.6,-3.3999999999999915,0.0509999999999999,-0.015,-0.004,-0.7999999999999972,2.0,-1.9000000000000004,-1.5999999999999996,-0.006,1.900000000000002,-0.8999999999999986,0.0279999999999999
20,Baylor,68.6,18.700000000000003,0.0129999999999999,0.022,0.044,6.799999999999997,0.3999999999999986,3.3999999999999986,2.299999999999999,0.05,-5.000000000000002,7.4999999999999964,0.007
21,Bellarmine,63.8,4.599999999999994,-0.063,-0.057,0.0219999999999999,-3.4000000000000057,2.299999999999997,1.0000000000000009,-0.7999999999999998,0.025,-2.8000000000000007,-4.400000000000002,-0.036
22,Belmont,70.3,13.700000000000005,0.031,0.0359999999999999,0.0619999999999999,-0.2000000000000028,9.6,3.3000000000000007,0.9000000000000004,0.062,-3.5,-3.0,0.031
23,Bethune-Cookman,67.4,-9.100000000000009,-0.056,-0.122,-0.056,-3.5999999999999943,-8.899999999999999,1.6999999999999993,-3.8000000000000007,-0.0499999999999999,-0.8999999999999986,-1.6000000000000014,-0.0549999999999999
24,Binghamton,67.3,-1.0,-0.0689999999999999,-0.016,0.006,1.0,1.7999999999999972,-1.4000000000000004,1.0,0.014,1.9000000000000004,0.1999999999999993,-0.047
25,Boise State,64.9,11.299999999999995,0.0919999999999999,0.06,0.025,7.200000000000003,3.5,1.299999999999999,1.0,0.031,-2.200000000000001,8.5,0.041
26,Boston College,65.5,-1.7999999999999972,-0.019,-0.0429999999999999,-0.039,1.7999999999999972,-0.3999999999999986,0.7000000000000011,-1.5,-0.037,-1.299999999999999,4.199999999999999,-0.026
27,Boston University,65.3,4.400000000000006,0.005,0.0459999999999999,0.015,6.799999999999997,-4.799999999999997,-2.1,-4.300000000000001,0.015,0.9000000000000004,6.700000000000003,0.006
28,Bowling Green State,74.4,-0.3000000000000113,0.023,-0.06,-0.02,0.5999999999999943,-6.300000000000004,1.4000000000000004,3.0,-0.025,-1.3000000000000007,1.599999999999998,0.015
29,Bradley,68.1,7.799999999999997,-0.0309999999999999,0.02,0.03,9.799999999999995,8.600000000000001,-1.5,6.699999999999999,0.0449999999999999,1.0,9.1,-0.038
30,Brigham Young,69.1,8.5,-0.0419999999999999,0.002,0.041,9.599999999999994,4.899999999999999,-1.9000000000000004,0.8999999999999995,0.047,2.0,8.3,-0.0199999999999999
