Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Mike Krzyzewski,Duke,ACC,,32,7,0.821,9.0,9.0,Lost National Semifinal,,1980-81,1129,309,0.785,36.0,26.0,13.0,5.0,,1202,368,0.766,36.0,26.0,13.0,5.0
Jay Ladner,Southern Miss,CUSA,,7,26,0.212,,,,,2019-20,24,65,0.27,,,,,,100,153,0.395,,,,
Brandon Laird,Sacramento State,Big Sky,,11,18,0.379,,,,,2021-22,11,18,0.379,,,,,,11,18,0.379,,,,
Billy Lange,Saint Joseph's,A-10,,11,19,0.367,,,,,2019-20,22,60,0.268,,,,,,114,175,0.394,,,,
Matt Langel,Colgate,Patriot,,23,12,0.657,,,Lost First Round,,2011-12,176,165,0.516,3.0,,,,,176,165,0.516,3.0,,,
Rob Lanier,Georgia State,Sun Belt,,18,11,0.621,,,Lost First Round,,2019-20,53,30,0.639,1.0,,,,,111,100,0.526,2.0,,,
Jim Larranaga,Miami (FL),ACC,,26,11,0.703,,,Lost Regional Final,,2011-12,226,141,0.616,5.0,3.0,,,,668,450,0.597,10.0,4.0,1.0,
Anthony Latina,Sacred Heart,NEC,,10,20,0.333,,,,,2013-14,109,160,0.405,,,,,,109,160,0.405,,,,
Todd Lee,South Dakota,Summit,,19,12,0.613,,,,,2018-19,66,52,0.559,,,,,,66,52,0.559,,,,
Shantay Legans,Portland,WCC,,19,15,0.559,,,,,2021-22,19,15,0.559,,,,,,94,64,0.595,1.0,,,
Jim Les,UC Davis,Big West,,13,11,0.542,,,,,2011-12,157,172,0.477,1.0,,,,,311,312,0.499,2.0,1.0,,
Todd Lickliter,Evansville,MVC,,6,24,0.2,,,,,2019-20,15,53,0.221,,,,,,184,172,0.517,2.0,2.0,,
Jeff Linder,Wyoming,MWC,,25,9,0.735,,,Lost First Four,,2020-21,39,20,0.661,1.0,,,,,119,70,0.63,1.0,,,
Tommy Lloyd,Arizona,Pac-12,,33,4,0.892,,2.0,Lost Regional Semifinal,,2021-22,33,4,0.892,1.0,1.0,,,,33,4,0.892,1.0,1.0,,
Ryan Looney,Idaho State,Big Sky,,7,23,0.233,,,,,2019-20,28,56,0.333,,,,,,28,56,0.333,,,,
Matt Lottich,Valparaiso,MVC,,14,18,0.438,,,,,2016-17,97,96,0.503,,,,,,97,96,0.503,,,,
Steve Lutz,Texas A&M-Corpus Christi,Southland,,23,12,0.657,,,Lost First Four,,2021-22,23,12,0.657,1.0,,,,,23,12,0.657,1.0,,,
Carmen Maciariello,Siena,MAAC,,15,14,0.517,,,,,2019-20,47,29,0.618,,,,,,47,29,0.618,,,,
Chris Mack,Louisville,ACC,,6,8,0.429,,,,,2018-19,63,36,0.636,1.0,,,,,278,133,0.676,9.0,4.0,,
Tony Madlock,South Carolina State,MEAC,,15,16,0.484,,,,,2021-22,15,16,0.484,,,,,,16,20,0.444,,,,
Mark Madsen,Utah Valley,WAC,,20,12,0.625,,,,,2019-20,42,42,0.5,,,,,,42,42,0.5,,,,
Mike Magpayo,UC Riverside,Big West,,16,12,0.571,,,,,2020-21,30,20,0.6,,,,,,30,20,0.6,,,,
Danny Manning,Maryland,Big Ten,,10,14,0.417,21.0,,,,2021-22,10,14,0.417,,,,,,126,154,0.45,2.0,,,
Bob Marlin,Louisiana,Sun Belt,,16,15,0.516,,,,,2010-11,221,167,0.57,1.0,,,,,446,298,0.599,3.0,,,
Cuonzo Martin,Missouri,SEC,,12,21,0.364,,,,,2017-18,78,77,0.503,2.0,,,,,264,198,0.571,4.0,1.0,,
Frank Martin,South Carolina,SEC,,18,13,0.581,,,,,2012-13,171,147,0.538,1.0,1.0,1.0,,,288,201,0.589,5.0,2.0,1.0,
Mike Martin,Brown,Ivy,,13,16,0.448,,,,,2012-13,121,140,0.464,,,,,,121,140,0.464,,,,
Steve Masiello,Manhattan,MAAC,,15,15,0.5,,,,,2011-12,162,177,0.478,2.0,,,,,162,177,0.478,2.0,,,
Bashir Mason,Wagner,NEC,,21,6,0.778,,,,,2012-13,165,130,0.559,,,,,,165,130,0.559,,,,
Dusty May,Florida Atlantic,CUSA,,19,15,0.559,,,,,2018-19,66,56,0.541,,,,,,66,56,0.541,,,,
Jay McAuley,Wofford,Southern,,19,13,0.594,,,,,2019-20,53,38,0.582,,,,,,53,38,0.582,,,,
Fran McCaffery,Iowa,Big Ten,,26,10,0.722,,16.0,Lost First Round,,2010-11,242,162,0.599,6.0,,,,,493,339,0.593,11.0,,,
Matt McCall,Massachusetts,A-10,,15,17,0.469,,,,,2017-18,61,82,0.427,,,,,,109,100,0.522,1.0,,,
Grant McCasland,North Texas,CUSA,,25,7,0.781,,,,,2017-18,104,58,0.642,1.0,,,,,124,70,0.639,1.0,,,
Mike McConathy,Northwestern State,Southland,,9,23,0.281,,,,,1999-00,330,377,0.467,3.0,,,,,330,377,0.467,3.0,,,
Robert McCullum,Florida A&M,SWAC,,13,17,0.433,,,,,2017-18,54,88,0.38,,,,,,138,209,0.398,,,,
Greg McDermott,Creighton,Big East,,23,12,0.657,,,Lost Second Round,,2010-11,276,137,0.668,7.0,1.0,,,,425,268,0.613,10.0,1.0,,
Nick McDevitt,Middle Tennessee,CUSA,,26,11,0.703,,,,,2018-19,50,73,0.407,,,,,,148,139,0.516,1.0,,,
Kevin McGeehan,Campbell,Big South,,16,13,0.552,,,,,2013-14,139,146,0.488,,,,,,139,146,0.488,,,,
Ritchie McKay,Liberty,A-Sun,,22,11,0.667,,,,,2007-08,199,104,0.657,2.0,,,,,364,262,0.581,3.0,,,
Aaron McKie,Temple,AAC,,17,12,0.586,,,,,2019-20,36,40,0.474,,,,,,36,40,0.474,,,,
Bob McKillop,Davidson,A-10,,27,7,0.794,,,Lost First Round,,1989-90,634,380,0.625,10.0,1.0,,,,634,380,0.625,10.0,1.0,,
David McLaughlin,Dartmouth,Ivy,,9,16,0.36,,,,,2016-17,46,92,0.333,,,,,,46,92,0.333,,,,
Matt McMahon,Murray State,OVC,,31,3,0.912,,20.0,Lost Second Round,,2015-16,154,67,0.697,3.0,,,,,154,67,0.697,3.0,,,
Bucky McMillan,Samford,Southern,,21,11,0.656,,,,,2020-21,27,24,0.529,,,,,,27,24,0.529,,,,
Niko Medved,Colorado State,MWC,,25,6,0.806,,24.0,Lost First Round,,2018-19,77,46,0.626,1.0,,,,,156,134,0.538,1.0,,,
Tim Miles,San Jose State,MWC,,8,23,0.258,,,,,2021-22,8,23,0.258,,,,,,231,245,0.485,2.0,,,
Wes Miller,Cincinnati,AAC,,18,15,0.545,,,,,2021-22,18,15,0.545,,,,,,203,150,0.575,2.0,,,
Paul Mills,Oral Roberts,Summit,,19,12,0.613,,,,,2017-18,76,79,0.49,1.0,1.0,,,,76,79,0.49,1.0,1.0,,
Jordan Mincy,Jacksonville,A-Sun,,21,10,0.677,,,,,2021-22,21,10,0.677,,,,,,21,10,0.677,,,,
Dan Monson,Long Beach State,Big West,,20,13,0.606,,,,,2007-08,237,242,0.495,1.0,,,,,407,365,0.527,3.0,1.0,,
Chris Mooney,Richmond,A-10,,24,13,0.649,,,Lost Second Round,,2005-06,312,244,0.561,3.0,1.0,,,,330,256,0.563,3.0,1.0,,
Mike Morrell,UNC Asheville,Big South,,17,15,0.531,,,,,2018-19,46,68,0.404,,,,,,46,68,0.404,,,,
Porter Moser,Oklahoma,Big 12,,19,16,0.543,,,,,2021-22,19,16,0.543,,,,,,312,258,0.547,2.0,2.0,1.0,
LeVelle Moton,North Carolina Central,MEAC,,16,15,0.516,,,,,2009-10,228,172,0.57,4.0,,,,,228,172,0.57,4.0,,,
Dan Muller,Illinois State,MVC,,11,15,0.423,,,,,2012-13,167,150,0.527,,,,,,167,150,0.527,,,,
Bryan Mullins,Southern Illinois,MVC,,16,15,0.516,,,,,2019-20,44,45,0.494,,,,,,44,45,0.494,,,,
Eric Musselman,Arkansas,SEC,,28,9,0.757,16.0,17.0,Lost Regional Final,,2019-20,73,28,0.723,2.0,2.0,,,,183,62,0.747,5.0,3.0,,
Scott Nagy,Wright State,Horizon,,22,14,0.611,,,Lost First Round,,2016-17,131,63,0.675,2.0,,,,,321,226,0.587,5.0,,,
Brett Nelson,Holy Cross,Patriot,,9,22,0.29,,,,,2019-20,17,62,0.215,,,,,,17,62,0.215,,,,
Kyle Neptune,Fordham,A-10,,16,16,0.5,,,,,2021-22,16,16,0.5,,,,,,16,16,0.5,,,,
Darris Nichols,Radford,Big South,,11,18,0.379,,,,,2021-22,11,18,0.379,,,,,,11,18,0.379,,,,
Kevin Nickelberry,Louisiana State,SEC,,0,1,0.0,,,Lost First Round,,2021-22,0,1,0.0,1.0,,,,,145,239,0.378,1.0,,,
Fran O'Hanlon,Lafayette,Patriot,,10,20,0.333,,,,,1995-96,361,433,0.455,3.0,,,,,361,433,0.455,3.0,,,
Nate Oats,Alabama,SEC,,19,14,0.576,14.0,,Lost First Round,,2019-20,61,36,0.629,2.0,1.0,,,,157,79,0.665,5.0,1.0,,
Ryan Odom,Utah State,MWC,,18,16,0.529,,,,,2021-22,18,16,0.529,,,,,,123,87,0.586,1.0,,,
Eric Olen,UC San Diego,Big West,,13,16,0.448,,,,,2020-21,20,26,0.435,,,,,,20,26,0.435,,,,
Desmond Oliver,East Tennessee State,Southern,,15,17,0.469,,,,,2021-22,15,17,0.469,,,,,,15,17,0.469,,,,
T.J. Otzelberger,Iowa State,Big 12,,22,13,0.629,,,Lost Regional Semifinal,,2021-22,22,13,0.629,1.0,1.0,,,,121,76,0.614,3.0,1.0,,
Jack Owens,Miami (OH),MAC,,14,18,0.438,,,,,2017-18,70,83,0.458,,,,,,70,83,0.458,,,,
Matt Painter,Purdue,Big Ten,,29,8,0.784,7.0,10.0,Lost Regional Semifinal,,2005-06,384,192,0.667,13.0,6.0,,,,409,197,0.675,14.0,6.0,,
Lamont Paris,Chattanooga,Southern,,27,8,0.771,,,Lost First Round,,2017-18,87,72,0.547,1.0,,,,,87,72,0.547,1.0,,,
Joe Pasternack,UC Santa Barbara,Big West,,17,11,0.607,,,,,2017-18,105,45,0.7,1.0,,,,,143,99,0.591,1.0,,,
Josh Pastner,Georgia Tech,ACC,,12,20,0.375,,,,,2016-17,94,96,0.495,1.0,,,,,261,169,0.607,5.0,,,
Greg Paulus,Niagara,MAAC,,14,16,0.467,,,,,2019-20,35,47,0.427,,,,,,35,47,0.427,,,,
Bruce Pearl,Auburn,SEC,,28,6,0.824,22.0,8.0,Lost Second Round,,2014-15,166,98,0.629,3.0,1.0,1.0,,,397,197,0.668,11.0,5.0,1.0,
Mike Pegues,Louisville,ACC,,7,11,0.389,,,,,2021-22,7,11,0.389,,,,,,7,11,0.389,,,,
John Pelphrey,Tennessee Tech,OVC,,11,21,0.344,,,,,2019-20,25,65,0.278,,,,,,174,191,0.477,2.0,,,
Scott Pera,Rice,CUSA,,16,17,0.485,,,,,2017-18,66,90,0.423,,,,,,66,90,0.423,,,,
Leonard Perry,Pacific,WCC,,8,22,0.267,,,,,2021-22,8,22,0.267,,,,,,56,119,0.32,,,,
Steve Pikiell,Rutgers,Big Ten,,18,14,0.562,,,Lost First Four,,2016-17,98,91,0.519,2.0,,,,,290,247,0.54,3.0,,,
Al Pinkins,Florida,SEC,,1,1,0.5,,,,,2021-22,1,1,0.5,,,,,,1,1,0.5,,,,
Richard Pitino,New Mexico,MWC,,13,19,0.406,,,,,2021-22,13,19,0.406,,,,,,172,156,0.524,2.0,,,
Rick Pitino *,Iona,MAAC,,25,8,0.758,,,,,2020-21,37,14,0.725,1.0,,,,,807,285,0.739,22.0,13.0,7.0,2.0
Mark Pope,Brigham Young,WCC,,24,11,0.686,,,,,2019-20,68,26,0.723,1.0,,,,,145,82,0.639,1.0,,,
Mark Prosser,Winthrop,Big South,,23,9,0.719,,,,,2021-22,23,9,0.719,,,,,,60,62,0.492,,,,
Tony Pujol,North Alabama,A-Sun,,9,21,0.3,,,,,2018-19,45,71,0.388,,,,,,45,71,0.388,,,,
Barclay Radebaugh,Charleston Southern,Big South,,6,25,0.194,,,,,2005-06,216,299,0.419,,,,,,216,299,0.419,,,,
Randy Rahe,Weber State,Big Sky,,21,12,0.636,,,,,2006-07,316,191,0.623,3.0,,,,,316,191,0.623,3.0,,,
Brett Reed,Lehigh,Patriot,,13,19,0.406,,,,,2007-08,246,208,0.542,2.0,,,,,246,208,0.542,2.0,,,
Mike Rhoades,Virginia Commonwealth,A-10,,22,10,0.688,,,,,2017-18,102,53,0.658,2.0,,,,,149,105,0.587,2.0,,,
King Rice,Monmouth,MAAC,,21,13,0.618,,,,,2011-12,182,167,0.521,,,,,,182,167,0.521,,,,
Leon Rice,Boise State,MWC,,27,8,0.771,,23.0,Lost First Round,,2010-11,244,145,0.627,3.0,,,,,244,145,0.627,3.0,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,13,18,0.419,,,,,2010-11,141,231,0.379,,,,,,291,348,0.455,,,,
Bob Richey,Furman,Southern,,22,12,0.647,,,,,2017-18,111,46,0.707,,,,,,111,46,0.707,,,,
David Richman,North Dakota State,Summit,,23,10,0.697,,,,,2014-15,159,97,0.621,2.0,,,,,159,97,0.621,2.0,,,
Ryan Ridder,Tennessee-Martin,OVC,,8,22,0.267,,,,,2021-22,8,22,0.267,,,,,,56,67,0.455,,,,
David Riley,Eastern Washington,Big Sky,,18,16,0.529,,,,,2021-22,18,16,0.529,,,,,,18,16,0.529,,,,
Richie Riley,South Alabama,Sun Belt,,21,12,0.636,,,,,2018-19,75,51,0.595,,,,,,110,79,0.582,,,,
Lorenzo Romar,Pepperdine,WCC,,7,25,0.219,,,,,1996-97,96,115,0.455,,,,,,445,355,0.556,7.0,3.0,,
Will Ryan,Green Bay,Horizon,,5,25,0.167,,,,,2020-21,13,42,0.236,,,,,,13,42,0.236,,,,
Kelvin Sampson,Houston,AAC,,32,6,0.842,15.0,15.0,Lost Regional Final,,2014-15,199,70,0.74,4.0,3.0,1.0,,,624,297,0.678,18.0,6.0,2.0,
Ron Sanchez,Charlotte,CUSA,,17,14,0.548,,,,,2018-19,50,64,0.439,,,,,,50,64,0.439,,,,
Levell Sanders,Binghamton,AEC,,12,17,0.414,,,,,2021-22,12,17,0.414,,,,,,12,17,0.414,,,,
Paul Sather,North Dakota,Summit,,6,25,0.194,,,,,2019-20,30,60,0.333,,,,,,30,60,0.333,,,,
Josh Schertz,Indiana State,MVC,,11,20,0.355,,,,,2021-22,11,20,0.355,,,,,,11,20,0.355,,,,
Mark Schmidt,St. Bonaventure,A-10,,23,10,0.697,23.0,,,,2007-08,268,195,0.579,3.0,,,,,350,285,0.551,3.0,,,
Sam Scholl,San Diego,WCC,,15,16,0.484,,,,,2018-19,48,65,0.425,,,,,,48,65,0.425,,,,
Mike Schrage,Elon,CAA,,10,22,0.312,,,,,2019-20,33,52,0.388,,,,,,33,52,0.388,,,,
Joe Scott,Air Force,MWC,,11,18,0.379,,,,,2000-01,67,101,0.399,1.0,,,,,251,278,0.474,1.0,,,
Bill Self,Kansas,Big 12,,34,6,0.85,3.0,3.0,Won National Final,,2003-04,556,124,0.818,18.0,11.0,4.0,2.0,,763,229,0.769,23.0,14.0,4.0,2.0
Patrick Sellers,Central Connecticut State,NEC,,8,24,0.25,,,,,2021-22,8,24,0.25,,,,,,8,24,0.25,,,,
Herb Sendek,Santa Clara,WCC,,21,12,0.636,,,,,2016-17,97,84,0.536,,,,,,510,379,0.574,8.0,1.0,,
Rob Senderoff,Kent State,MAC,,23,11,0.676,,,,,2011-12,219,140,0.61,1.0,,,,,219,140,0.61,1.0,,,
Micah Shrewsberry,Penn State,Big Ten,,14,17,0.452,,,,,2021-22,14,17,0.452,,,,,,14,17,0.452,,,,
Takayo Siddle,UNC Wilmington,CAA,,27,9,0.75,,,,,2020-21,34,19,0.642,,,,,,34,19,0.642,,,,
Marty Simmons,Eastern Illinois,OVC,,5,26,0.161,,,,,2021-22,5,26,0.161,,,,,,189,201,0.485,,,,
Todd Simon,Southern Utah,Big Sky,,23,12,0.657,,,,,2016-17,96,94,0.505,,,,,,105,102,0.507,,,,
Pat Skerry,Towson,CAA,,25,9,0.735,,,,,2011-12,172,173,0.499,,,,,,172,173,0.499,,,,
Mark Slessinger,New Orleans,Southland,,18,14,0.562,,,,,2012-13,132,164,0.446,1.0,,,,,132,164,0.446,1.0,,,
Shaka Smart,Marquette,Big East,,19,13,0.594,,,Lost First Round,,2021-22,19,13,0.594,1.0,,,,,291,155,0.652,9.0,1.0,1.0,
Steve Smiley,Northern Colorado,Big Sky,,22,16,0.579,,,,,2020-21,33,27,0.55,,,,,,33,27,0.55,,,,
Byron Smith,Prairie View,SWAC,,8,19,0.296,,,,,2015-16,100,94,0.515,1.0,,,,,100,94,0.515,1.0,,,
Craig Smith,Utah,Pac-12,,11,20,0.355,,,,,2021-22,11,20,0.355,,,,,,164,99,0.624,2.0,,,
G.G. Smith,High Point,Big South,,3,3,0.5,,,,,2021-22,3,3,0.5,,,,,,59,101,0.369,,,,
John Smith,Cal Poly,Big West,,7,21,0.25,,,,,2019-20,18,64,0.22,,,,,,18,64,0.22,,,,
Kyle Smith,Washington State,Pac-12,,22,15,0.595,,,,,2019-20,52,44,0.542,,,,,,216,166,0.565,,,,
Tubby Smith,High Point,Big South,,11,15,0.423,,,,,2018-19,45,68,0.398,,,,,,642,370,0.634,18.0,9.0,1.0,1.0
Zach Spiker,Drexel,CAA,,15,14,0.517,,,,,2016-17,76,103,0.425,1.0,,,,,178,215,0.453,1.0,,,
Preston Spradlin,Morehead State,OVC,,23,11,0.676,,,,,2016-17,92,88,0.511,1.0,,,,,92,88,0.511,1.0,,,
Danny Sprinkle,Montana State,Big Sky,,27,8,0.771,,,Lost First Round,,2019-20,56,33,0.629,1.0,,,,,56,33,0.629,1.0,,,
Jerry Stackhouse,Vanderbilt,SEC,,19,17,0.528,,,,,2019-20,39,54,0.419,,,,,,39,54,0.419,,,,
Rick Stansbury,Western Kentucky,CUSA,,19,13,0.594,,,,,2016-17,122,73,0.626,,,,,,415,239,0.635,6.0,,,
Jai Steadman,Maine,AEC,,1,3,0.25,,,,,2021-22,1,3,0.25,,,,,,2,9,0.182,,,,
Travis Steele,Xavier,Big East,,19,13,0.594,,,,,2018-19,70,50,0.583,,,,,,70,50,0.583,,,,
Tony Stubblefield,DePaul,Big East,,15,16,0.484,,,,,2021-22,15,16,0.484,,,,,,17,28,0.378,,,,
Brette Tanner,Abilene Christian,WAC,,25,11,0.694,,,,,2021-22,25,11,0.694,,,,,,25,11,0.694,,,,
John Tauer,St. Thomas,Summit,,10,20,0.333,,,,,2021-22,10,20,0.333,,,,,,10,20,0.333,,,,
Dedrique Taylor,Cal State Fullerton,Big West,,21,11,0.656,,,Lost First Round,,2013-14,121,148,0.45,2.0,,,,,121,148,0.45,2.0,,,
Reggie Theus,Bethune-Cookman,SWAC,,9,21,0.3,,,,,2021-22,9,21,0.3,,,,,,103,149,0.409,1.0,,,
Wayne Tinkle,Oregon State,Pac-12,,3,28,0.097,,,,,2014-15,116,137,0.458,2.0,1.0,,,,274,228,0.546,5.0,1.0,,
Andrew Toole,Robert Morris,Horizon,,8,24,0.25,,,,,2010-11,200,193,0.509,1.0,,,,,200,193,0.509,1.0,,,
Mark Turgeon,Maryland,Big Ten,,5,3,0.625,21.0,,,,2011-12,226,116,0.661,5.0,1.0,,,,476,275,0.634,10.0,2.0,,
Russ Turner,UC Irvine,Big West,,15,10,0.6,,,,,2010-11,242,158,0.605,2.0,,,,,242,158,0.605,2.0,,,
Brad Underwood *,Illinois,Big Ten,,23,10,0.697,11.0,19.0,Lost Second Round,,2017-18,94,66,0.588,2.0,,,,,203,93,0.686,6.0,,,
Drew Valentine,Loyola (IL),MVC,,25,8,0.758,,,Lost First Round,,2021-22,25,8,0.758,1.0,,,,,25,8,0.758,1.0,,,
Chris Victor,Seattle,WAC,,23,9,0.719,,,,,2021-22,23,9,0.719,,,,,,23,9,0.719,,,,
Darrell Walker,Little Rock,Sun Belt,,9,19,0.321,,,,,2018-19,51,65,0.44,,,,,,51,65,0.44,,,,
Brian Wardle,Bradley,MVC,,17,14,0.548,,,,,2015-16,110,116,0.487,1.0,,,,,205,181,0.531,1.0,,,
Stan Waterman,Delaware State,MEAC,,2,26,0.071,,,,,2021-22,2,26,0.071,,,,,,2,26,0.071,,,,
Bruce Weber,Kansas State,Big 12,,14,17,0.452,,,,,2012-13,184,147,0.556,5.0,1.0,,,,497,302,0.622,13.0,4.0,1.0,
Michael White,Florida,SEC,,19,13,0.594,,,,,2015-16,142,88,0.617,4.0,1.0,,,,243,128,0.655,4.0,1.0,,
Jim Whitesell,Buffalo,MAC,,19,11,0.633,,,,,2019-20,55,32,0.632,,,,,,164,139,0.541,,,,
James Whitford,Ball State,MAC,,14,17,0.452,,,,,2013-14,131,148,0.47,,,,,,131,148,0.47,,,,
Kevin Willard,Seton Hall,Big East,,21,11,0.656,,,Lost First Round,,2010-11,225,161,0.583,5.0,,,,,270,210,0.562,5.0,,,
Buzz Williams,Texas A&M,SEC,,27,13,0.675,,,,,2019-20,51,37,0.58,,,,,,304,192,0.613,8.0,4.0,,
Mo Williams,Alabama State,SWAC,,10,21,0.323,,,,,2020-21,14,35,0.286,,,,,,14,35,0.286,,,,
Reggie Witherspoon,Canisius,MAAC,,11,21,0.344,,,,,2016-17,84,92,0.477,,,,,,282,320,0.468,,,,
Sean Woods,Southern,SWAC,,17,14,0.548,,,,,2018-19,49,65,0.43,,,,,,176,215,0.45,1.0,,,
Mike Woodson,Indiana,Big Ten,,21,14,0.6,,,Lost First Round,,2021-22,21,14,0.6,1.0,,,,,21,14,0.6,1.0,,,
Jay Wright,Villanova,Big East,,30,8,0.789,4.0,6.0,Lost National Semifinal,,2001-02,520,197,0.725,16.0,8.0,4.0,2.0,,642,282,0.695,18.0,8.0,4.0,2.0
Jeff Wulbrun,Denver,Summit,,11,21,0.344,,,,,2021-22,11,21,0.344,,,,,,11,21,0.344,,,,
Luke Yaklich,UIC,Horizon,,14,16,0.467,,,,,2020-21,23,29,0.442,,,,,,23,29,0.442,,,,
Greg Young,UT Arlington,Sun Belt,,11,18,0.379,,,,,2021-22,11,18,0.379,,,,,,11,18,0.379,,,,
Jay Young,Fairfield,MAAC,,15,18,0.455,,,,,2019-20,37,55,0.402,,,,,,37,55,0.402,,,,
Mike Young,Virginia Tech,ACC,,23,13,0.639,,,Lost First Round,,2019-20,54,36,0.6,2.0,,,,,353,280,0.558,7.0,,,
