Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
32,Bryant NCAA,32,22,10,.688,-4.80,-7.41,,15,2,,14,1,,7,7,,2497,2348,,73.0,99.7,.250,.336,.495,48.2,54.9,9.9,12.1,.468,14.1,31.2,.172
33,Bucknell,32,9,23,.281,-14.62,-6.37,,5,13,,7,6,,2,15,,2277,2541,,68.3,113.6,.229,.383,.562,52.9,53.1,12.1,8.3,.538,11.9,29.8,.172
34,Buffalo,30,19,11,.633,1.90,-3.21,,13,6,,9,3,,9,6,,2398,2168,,72.5,99.7,.287,.324,.506,45.0,43.3,8.5,8.3,.474,14.5,27.7,.202
35,Butler,33,14,19,.424,4.45,9.16,,6,14,,9,7,,3,8,,2107,2209,,64.9,101.9,.295,.378,.524,50.9,49.5,8.6,13.5,.493,15.0,27.7,.210
36,Cal Poly,28,7,21,.250,-10.60,-3.30,,4,12,,4,7,,2,12,,1721,1885,,65.5,101.3,.365,.362,.525,48.7,49.4,9.4,7.4,.479,15.4,26.5,.273
37,Cal State Bakersfield,28,9,19,.321,-7.57,-2.01,,2,14,,6,7,,2,11,,1816,1857,,65.6,101.1,.470,.416,.558,47.2,53.0,8.3,5.1,.509,18.9,25.2,.347
38,Cal State Fullerton NCAA,32,21,11,.656,-0.04,-2.28,,12,5,,11,2,,7,7,,2239,2129,,67.2,99.0,.257,.375,.535,48.9,54.7,9.2,8.6,.511,18.3,27.5,.180
39,Cal State Northridge,30,7,23,.233,-12.02,-1.41,,3,15,,4,11,,3,11,,1847,2137,,65.7,107.1,.345,.384,.556,54.0,57.8,8.4,6.8,.515,17.0,32.5,.263
40,California,32,12,20,.375,3.96,6.96,,5,15,,10,8,,2,9,,2018,2114,,64.9,101.0,.315,.351,.517,49.1,42.0,8.9,8.8,.475,13.1,23.4,.239
41,California Baptist,34,18,16,.529,-3.53,-3.34,,7,11,,14,5,,3,9,,2402,2284,,69.3,96.6,.324,.332,.501,48.2,52.0,9.0,6.5,.468,15.5,26.3,.222
42,Campbell,29,16,13,.552,-4.84,-5.76,,8,8,,9,4,,5,8,,1919,1798,,63.9,96.2,.268,.389,.516,50.3,46.1,9.2,8.5,.494,16.8,24.2,.175
43,Canisius,32,11,21,.344,-7.48,-2.25,,7,13,,10,5,,1,15,,2192,2288,,69.6,101.9,.315,.319,.542,50.7,49.5,7.4,12.0,.508,16.4,26.1,.229
44,Central Arkansas,31,11,20,.355,-13.83,-1.70,,7,9,,8,4,,3,14,,2269,2515,,73.0,110.2,.299,.368,.564,51.4,52.7,10.4,8.3,.537,14.7,29.5,.216
45,Central Connecticut State,32,8,24,.250,-17.43,-7.09,,4,13,,4,7,,4,15,,1977,2308,,66.2,107.6,.288,.393,.555,53.4,52.7,10.5,11.2,.529,16.3,31.8,.205
46,Central Florida,30,18,12,.600,6.23,4.63,,9,9,,13,3,,4,8,,2095,2047,,68.1,99.9,.298,.413,.523,50.3,55.0,10.4,10.0,.487,17.8,30.8,.219
47,Central Michigan,30,7,23,.233,-12.56,-1.52,,6,12,,2,9,,5,11,,1978,2309,,68.8,111.4,.361,.424,.561,53.4,54.2,9.2,9.7,.530,14.3,31.3,.254
48,Charleston Southern,31,6,25,.194,-17.56,-4.21,,1,15,,4,9,,1,13,,2122,2356,,71.3,106.1,.297,.377,.561,50.0,52.8,10.9,9.0,.530,15.6,25.2,.221
49,Charlotte,31,17,14,.548,-1.62,-0.42,,10,8,,11,4,,6,6,,2171,2208,,66.7,106.9,.265,.363,.558,51.0,46.7,8.4,9.2,.526,15.0,25.5,.203
50,Chattanooga NCAA,35,27,8,.771,6.12,-0.94,,14,4,,12,3,,12,4,,2596,2253,,66.0,96.9,.264,.404,.509,46.3,45.2,8.4,9.6,.482,16.2,26.2,.182
51,Chicago State,32,7,25,.219,-14.24,-1.96,,3,15,,5,9,,2,15,,1987,2380,,66.7,111.4,.384,.360,.570,51.7,56.7,9.9,10.9,.535,16.3,34.6,.279
52,Cincinnati,33,18,15,.545,7.44,4.28,,7,11,,12,6,,4,7,,2291,2176,,68.6,96.1,.341,.307,.494,50.2,52.4,8.3,9.7,.451,15.7,29.2,.246
53,Clemson,33,17,16,.515,9.59,6.31,,8,12,,11,5,,3,8,,2367,2259,,66.6,101.9,.291,.426,.534,48.6,50.6,8.0,10.6,.497,15.1,24.1,.222
54,Cleveland State,31,20,11,.645,-1.78,-5.64,,15,6,,15,3,,5,7,,2336,2168,,68.7,99.8,.333,.431,.531,48.1,54.3,10.8,9.4,.490,18.9,31.1,.251
55,Coastal Carolina,33,19,14,.576,0.66,-2.41,,8,8,,13,7,,5,5,,2404,2156,,67.6,95.6,.241,.456,.487,46.1,54.9,10.4,7.4,.458,15.4,28.1,.171
56,Colgate NCAA,35,23,12,.657,0.98,-6.37,,16,2,,15,1,,8,10,,2646,2349,,67.6,98.9,.241,.351,.507,48.1,53.5,9.4,8.6,.484,14.1,25.1,.163
57,College of Charleston,32,17,15,.531,0.52,-1.23,,8,10,,9,6,,7,8,,2502,2446,,74.3,102.1,.376,.353,.550,45.3,47.1,10.7,12.7,.512,17.1,25.0,.272
58,Colorado,33,21,12,.636,9.82,6.15,,12,8,,12,6,,6,4,,2345,2224,,68.4,97.8,.270,.369,.513,46.4,45.6,10.1,9.7,.481,15.5,24.4,.196
59,Colorado State NCAA,31,25,6,.806,11.51,4.77,,14,4,,14,1,,6,3,,2275,2047,,66.0,99.3,.255,.436,.528,50.2,49.9,8.3,8.7,.501,16.6,24.9,.182
60,Columbia,26,4,22,.154,-17.50,-4.62,,1,13,,3,10,,1,12,,1752,2049,,71.0,110.5,.249,.427,.570,51.0,51.8,11.8,8.5,.545,14.7,27.9,.185
61,Connecticut NCAA,33,23,10,.697,16.40,6.88,,13,6,,14,2,,5,5,,2469,2155,,66.8,95.9,.317,.326,.495,44.9,44.5,9.3,8.2,.460,15.6,27.6,.218
62,Coppin State,32,9,23,.281,-12.78,-5.03,,6,8,,3,6,,4,16,,2142,2390,,74.4,100.4,.281,.415,.523,56.0,53.7,9.2,9.8,.493,18.1,32.0,.200
63,Cornell,26,15,11,.577,-3.41,-3.45,,7,7,,10,2,,5,8,,2059,1941,,73.5,101.0,.295,.434,.526,48.7,49.1,9.3,9.1,.500,16.2,27.2,.200
64,Creighton NCAA,35,23,12,.657,11.34,8.54,,12,7,,11,4,,6,5,,2422,2324,,68.1,96.4,.208,.332,.478,48.3,45.2,9.8,9.8,.449,13.3,28.6,.151
65,Dartmouth,25,9,16,.360,-4.12,-2.62,,6,8,,5,5,,4,11,,1709,1705,,66.8,100.5,.280,.376,.539,51.8,42.8,8.8,7.0,.511,17.2,26.3,.199
66,Davidson NCAA,34,27,7,.794,10.43,1.92,,15,3,,13,1,,9,3,,2567,2244,,66.1,99.5,.276,.435,.525,47.7,51.0,7.6,7.1,.492,15.0,22.0,.204
67,Dayton,35,24,11,.686,10.41,2.41,,14,4,,13,4,,7,6,,2423,2143,,64.4,94.7,.237,.372,.498,45.5,53.3,9.5,10.4,.469,15.2,23.5,.171
68,Delaware NCAA,35,22,13,.629,0.32,-1.82,,10,8,,9,5,,8,5,,2568,2456,,68.0,102.5,.283,.357,.529,50.8,45.6,9.4,7.9,.493,16.0,30.3,.215
69,Delaware State,28,2,26,.071,-22.63,-7.39,,0,14,,2,11,,0,13,,1757,2058,,71.0,103.1,.328,.458,.531,52.4,64.0,11.2,9.1,.498,17.0,33.1,.231
70,Denver,32,11,21,.344,-10.12,-5.96,,7,11,,6,7,,4,12,,2257,2380,,68.5,107.3,.318,.399,.553,51.6,46.2,7.7,9.2,.519,14.8,27.7,.235
71,DePaul,31,15,16,.484,7.83,6.73,,6,14,,11,7,,4,8,,2272,2238,,70.4,102.2,.260,.353,.521,48.4,48.2,9.0,8.7,.488,14.6,28.5,.195
72,Detroit Mercy,30,14,16,.467,-6.33,-5.02,,10,7,,9,1,,5,15,,2122,2115,,65.8,107.2,.299,.408,.564,51.3,57.3,9.2,6.7,.538,16.8,29.4,.212
73,Drake,36,25,11,.694,7.34,1.04,,13,5,,14,3,,8,2,,2660,2391,,66.4,98.0,.328,.379,.529,47.9,43.1,8.2,7.6,.492,17.4,25.0,.239
74,Drexel,29,15,14,.517,-0.29,-1.90,,10,8,,8,4,,6,7,,2112,2038,,68.0,102.4,.259,.321,.529,49.8,41.1,9.3,6.5,.504,14.2,25.6,.181
75,Duke NCAA,39,32,7,.821,19.55,7.26,,16,4,,15,3,,9,2,,3122,2643,,68.2,99.1,.190,.336,.492,47.2,50.4,8.8,8.2,.471,13.5,29.0,.132
76,Duquesne,30,6,24,.200,-6.34,1.86,,1,16,,3,11,,1,10,,1956,2202,,66.9,107.9,.219,.320,.559,52.6,53.4,8.8,9.9,.540,16.4,31.4,.155
77,East Carolina,30,15,15,.500,0.49,2.66,,6,11,,12,4,,2,7,,2063,2128,,68.9,102.2,.310,.410,.534,50.7,61.0,10.0,11.9,.505,16.2,28.3,.216
78,East Tennessee State,32,15,17,.469,-2.76,-0.36,,7,11,,8,6,,4,10,,2306,2336,,66.6,109.3,.256,.461,.552,50.0,54.9,9.0,7.2,.527,14.6,31.0,.183
79,Eastern Illinois,31,5,26,.161,-21.07,-3.97,,3,15,,4,9,,1,16,,1746,2205,,66.6,106.8,.241,.436,.549,55.6,61.0,12.9,12.9,.529,16.1,33.3,.165
80,Eastern Kentucky,31,13,18,.419,-6.75,-5.38,,5,11,,12,5,,1,13,,2457,2327,,73.0,100.8,.279,.391,.557,52.5,55.8,8.4,9.1,.532,20.6,30.7,.199
81,Eastern Michigan,31,10,21,.323,-10.86,-3.03,,5,15,,8,7,,2,14,,2143,2356,,70.7,104.9,.293,.361,.541,52.3,45.8,9.4,9.7,.513,15.0,28.2,.205
82,Eastern Washington,34,18,16,.529,-5.20,-5.14,,11,9,,9,3,,8,11,,2613,2536,,71.6,103.4,.306,.419,.535,48.3,47.9,8.5,8.1,.497,14.2,25.1,.231
83,Elon,32,10,22,.313,-6.15,1.39,,7,11,,7,7,,3,11,,2147,2311,,67.3,107.4,.425,.383,.548,51.5,48.3,11.0,10.0,.500,14.3,28.5,.318
84,Evansville,30,6,24,.200,-10.95,1.40,,2,16,,4,9,,2,11,,1775,2122,,64.2,108.0,.302,.339,.587,56.2,45.8,8.1,8.5,.561,16.2,21.2,.222
85,Fairfield,33,15,18,.455,-3.88,-4.09,,8,12,,6,9,,8,8,,2239,2177,,65.5,99.7,.306,.303,.509,49.8,42.3,8.1,9.9,.476,14.9,27.7,.214
86,Fairleigh Dickinson,26,4,22,.154,-18.13,-6.21,,4,11,,3,6,,1,16,,1748,2058,,70.4,111.4,.341,.351,.566,53.9,57.5,9.0,10.4,.538,15.6,34.1,.238
87,Florida,34,20,14,.588,11.93,7.84,,9,9,,13,5,,4,7,,2400,2261,,66.8,98.9,.304,.329,.524,51.0,49.1,11.3,8.6,.494,18.7,32.5,.212
88,Florida A&M,30,13,17,.433,-12.05,-6.70,,11,7,,8,4,,5,12,,1952,2064,,67.3,101.4,.382,.355,.519,53.3,51.9,9.1,5.2,.485,16.2,33.6,.256
89,Florida Atlantic,34,19,15,.559,2.63,-1.82,,11,7,,14,5,,4,8,,2519,2315,,68.7,98.7,.310,.340,.534,46.9,44.3,8.7,8.8,.505,17.8,24.8,.215
90,Florida Gulf Coast,34,22,12,.647,-3.07,-4.91,,10,6,,16,3,,6,9,,2641,2505,,70.3,102.5,.241,.380,.522,47.4,49.7,9.4,7.1,.500,14.1,27.1,.163
91,Florida International,32,15,17,.469,-6.47,-3.27,,5,13,,11,5,,1,11,,2264,2274,,69.0,101.1,.312,.388,.526,51.1,53.0,10.1,9.7,.492,16.4,29.6,.222
92,Florida State,31,17,14,.548,6.39,7.32,,10,10,,11,4,,4,8,,2201,2230,,68.6,104.1,.304,.423,.551,50.2,55.1,8.5,7.8,.522,18.1,31.0,.216
93,Fordham,32,16,16,.500,-0.89,-0.20,,8,10,,10,4,,3,9,,2115,2137,,68.6,95.8,.304,.345,.509,50.1,49.2,8.3,9.6,.480,17.3,26.2,.207
94,Fresno State,36,23,13,.639,8.36,1.94,,8,9,,14,4,,6,8,,2384,2139,,62.4,93.5,.272,.422,.508,47.2,49.9,8.7,6.5,.478,17.5,22.5,.191
95,Furman,34,22,12,.647,6.20,-1.44,,12,6,,12,3,,8,8,,2640,2336,,66.1,101.7,.243,.366,.540,50.2,51.3,8.7,9.9,.513,16.9,27.8,.177
96,Gardner-Webb,31,18,13,.581,-2.35,-4.43,,11,5,,11,3,,6,9,,2154,1989,,69.7,92.0,.347,.416,.494,48.0,51.7,9.4,8.8,.448,16.8,22.2,.255
97,George Mason,30,14,16,.467,4.18,1.98,,7,9,,10,4,,4,8,,2122,2056,,66.6,100.7,.296,.422,.530,48.7,49.9,10.0,9.4,.496,15.2,23.6,.217
98,George Washington,30,12,18,.400,-4.07,0.40,,8,9,,8,5,,3,10,,2051,2185,,69.7,103.3,.293,.345,.527,53.8,50.3,9.5,10.8,.496,15.5,31.1,.210
99,Georgetown,31,6,25,.194,1.71,8.03,,0,19,,6,11,,0,11,,2192,2388,,71.0,108.4,.276,.416,.563,49.9,61.0,9.7,11.4,.536,15.8,29.9,.200
100,Georgia,32,6,26,.188,-0.63,8.06,,1,17,,6,13,,0,10,,2234,2512,,69.8,112.4,.241,.411,.567,51.6,56.2,11.2,14.7,.546,13.7,30.1,.173
101,Georgia Southern,29,13,16,.448,-7.04,-3.04,,5,11,,7,5,,4,10,,1927,1903,,67.1,96.9,.338,.389,.508,50.0,49.5,11.1,7.8,.473,17.5,29.5,.233
102,Georgia State NCAA,29,18,11,.621,-1.11,-1.34,,9,5,,8,4,,6,5,,2049,1906,,68.6,94.6,.314,.367,.515,49.3,56.2,9.0,8.9,.484,20.3,30.3,.216
103,Georgia Tech,32,12,20,.375,2.24,6.08,,5,15,,8,10,,3,8,,2195,2264,,68.6,101.5,.319,.388,.531,51.0,59.1,9.5,8.5,.497,16.5,27.9,.229
104,Gonzaga NCAA,32,28,4,.875,25.46,4.50,,13,1,,16,0,,5,1,,2790,2119,,73.8,89.7,.227,.333,.461,44.3,41.3,8.2,7.1,.431,14.3,23.4,.159
105,Grambling,32,12,20,.375,-12.35,-5.08,,8,9,,6,4,,4,14,,2092,2273,,70.5,100.8,.391,.359,.521,51.8,51.8,10.1,10.9,.484,16.9,31.1,.268
106,Grand Canyon,31,23,8,.742,5.81,-2.57,,12,5,,15,2,,6,5,,2204,1898,,67.7,90.4,.317,.345,.471,45.9,43.1,8.6,8.5,.432,16.7,27.1,.219
107,Green Bay,30,5,25,.167,-13.89,-5.44,,4,16,,4,9,,1,13,,1852,2068,,64.9,106.2,.311,.346,.564,51.6,47.6,10.8,8.7,.528,16.1,27.9,.238
108,Hampton,28,9,19,.321,-13.54,-6.00,,5,11,,7,4,,2,11,,1814,1946,,69.2,99.5,.364,.338,.500,53.4,46.0,8.7,8.3,.465,14.7,31.2,.241
109,Hartford,32,12,20,.375,-10.03,-7.69,,9,9,,7,5,,5,13,,2234,2309,,67.1,107.2,.289,.383,.546,51.7,47.6,9.8,9.5,.516,14.4,28.4,.210
110,Harvard,26,13,13,.500,-4.68,-4.20,,5,9,,9,6,,4,7,,1858,1797,,69.7,97.8,.307,.395,.547,50.2,51.0,8.9,8.7,.515,19.3,23.1,.224
111,Hawaii,28,17,11,.607,-0.52,-3.06,,12,5,,10,4,,5,5,,1928,1796,,66.2,96.9,.307,.305,.503,46.6,37.9,9.8,8.4,.466,14.2,24.1,.221
112,High Point,32,14,18,.438,-6.53,-3.39,,7,9,,10,6,,3,10,,2225,2232,,67.7,100.3,.343,.369,.515,50.4,53.9,9.5,9.0,.486,15.5,29.7,.227
113,Hofstra,32,21,11,.656,1.80,-0.60,,13,5,,12,2,,8,8,,2494,2333,,70.5,102.6,.245,.420,.555,51.8,56.5,7.5,8.1,.530,18.3,26.8,.180
114,Holy Cross,31,9,22,.290,-16.84,-7.87,,7,11,,5,9,,4,11,,2022,2192,,67.9,104.1,.301,.323,.547,51.1,51.1,8.9,8.3,.522,16.0,27.7,.207
115,Houston NCAA,38,32,6,.842,22.55,6.47,,15,3,,16,1,,7,3,,2844,2233,,65.0,89.5,.347,.427,.478,45.1,55.2,9.0,6.4,.433,18.8,28.0,.249
116,Houston Christian,29,11,18,.379,-14.47,-6.71,,6,8,,7,6,,3,8,,2190,2220,,72.2,104.3,.356,.359,.570,47.5,48.3,10.8,8.8,.534,17.9,25.2,.266
117,Howard,29,16,13,.552,-6.76,-8.53,,9,5,,9,4,,5,8,,2215,2019,,73.4,94.4,.340,.326,.517,51.7,47.6,9.7,8.8,.481,20.9,32.7,.239
118,Idaho,31,9,22,.290,-13.19,-4.78,,6,14,,8,7,,1,12,,2263,2468,,71.3,110.7,.332,.335,.565,51.0,41.6,8.7,9.9,.539,12.9,25.7,.231
119,Idaho State,30,7,23,.233,-14.96,-5.28,,5,15,,5,8,,2,14,,1931,2146,,65.9,108.1,.345,.364,.564,50.1,45.0,10.3,8.5,.529,15.0,27.0,.253
120,Illinois NCAA,33,23,10,.697,16.69,9.48,,15,5,,13,3,,7,4,,2456,2218,,67.9,98.2,.282,.296,.495,46.2,41.3,9.7,8.7,.460,13.5,26.6,.202
121,Illinois State,33,13,20,.394,-0.78,0.74,,5,13,,11,6,,1,11,,2447,2466,,69.2,105.2,.309,.374,.541,49.7,50.1,10.2,6.8,.505,15.2,29.0,.231
122,Illinois-Chicago,30,14,16,.467,-8.78,-6.37,,9,10,,6,6,,8,8,,2159,2188,,69.4,103.8,.334,.272,.544,51.5,43.4,9.6,6.4,.509,15.2,26.6,.241
123,Incarnate Word,32,7,25,.219,-17.03,-4.34,,3,11,,5,10,,1,11,,2145,2445,,68.4,111.6,.296,.358,.584,54.4,48.8,9.7,7.8,.561,16.3,31.1,.210
124,Indiana NCAA,35,21,14,.600,12.71,8.08,,9,11,,14,4,,3,8,,2478,2316,,67.9,96.5,.307,.401,.504,48.2,47.7,9.6,6.9,.462,15.5,25.1,.232
125,Indiana State,31,11,20,.355,-3.49,1.94,,4,14,,8,6,,2,11,,2184,2230,,69.4,101.5,.250,.365,.534,50.7,47.5,9.1,10.9,.504,14.5,22.0,.188
126,Iona,33,25,8,.758,5.47,-1.14,,17,3,,13,0,,7,5,,2482,2264,,70.2,97.0,.338,.332,.504,48.8,47.4,10.0,8.4,.466,16.5,29.8,.239
127,Iowa NCAA,36,26,10,.722,18.90,6.87,,12,8,,15,3,,6,6,,2995,2562,,70.3,100.5,.263,.363,.525,49.0,54.6,7.4,7.4,.497,16.7,29.9,.187
128,Iowa State NCAA,35,22,13,.629,12.38,9.33,,7,11,,14,5,,4,6,,2296,2189,,67.2,92.4,.367,.380,.521,50.7,53.6,10.8,11.5,.480,21.7,28.3,.264
129,IUPUI,29,3,26,.103,-23.61,-6.50,,1,16,,2,11,,1,13,,1521,1947,,63.4,105.9,.359,.412,.557,51.0,52.9,12.0,9.1,.518,18.0,31.7,.266
130,Jackson State,30,11,19,.367,-10.10,-5.60,,9,9,,6,3,,5,15,,1829,1964,,65.9,98.9,.366,.296,.514,49.0,48.4,10.0,8.8,.477,16.0,27.9,.253
131,Jacksonville,31,21,10,.677,-2.06,-5.21,,11,5,,15,0,,6,10,,2081,1839,,63.1,93.7,.294,.451,.499,44.3,48.7,8.5,8.8,.463,16.2,22.7,.212
132,Jacksonville State NCAA,32,21,11,.656,-0.19,-3.79,,13,3,,11,4,,9,5,,2353,2151,,67.5,99.3,.216,.447,.513,47.1,54.1,9.3,8.4,.483,15.3,26.4,.165
133,James Madison,29,15,14,.517,-4.13,-1.10,,6,12,,9,6,,5,6,,2178,2123,,70.5,102.5,.265,.458,.547,51.8,58.3,8.6,7.3,.518,18.7,30.9,.196
134,Kansas NCAA,40,34,6,.850,22.28,11.30,,14,4,,16,1,,6,4,,3129,2690,,69.5,95.9,.277,.348,.493,46.6,48.3,9.3,8.0,.458,15.7,28.5,.199
135,Kansas City,31,19,12,.613,-5.49,-5.23,,12,6,,11,3,,8,7,,2311,2085,,70.2,95.8,.420,.352,.545,51.5,48.2,7.0,9.0,.497,20.2,21.8,.313
136,Kansas State,31,14,17,.452,10.61,9.06,,6,12,,9,7,,5,7,,2139,2091,,67.4,99.2,.320,.402,.527,51.9,55.0,8.4,10.5,.495,17.4,28.3,.223
137,Kennesaw State,31,13,18,.419,-4.51,-2.62,,7,9,,10,6,,3,12,,2319,2206,,68.3,102.5,.330,.406,.545,48.3,52.9,9.2,7.2,.515,17.2,27.1,.231
138,Kent State,34,23,11,.676,-0.13,-3.07,,16,4,,11,4,,8,5,,2423,2217,,67.5,96.6,.357,.439,.517,46.9,52.8,9.5,7.0,.480,17.6,25.7,.249
139,Kentucky NCAA,34,26,8,.765,20.90,8.02,,14,4,,18,0,,6,5,,2701,2263,,69.2,95.5,.254,.358,.500,43.1,46.8,8.6,6.5,.469,15.5,24.9,.183
140,La Salle,30,11,19,.367,-3.50,0.54,,5,13,,8,7,,2,10,,2025,2146,,68.4,103.3,.310,.366,.531,50.0,56.4,9.5,8.1,.499,14.7,27.6,.219
141,Lafayette,30,10,20,.333,-12.60,-6.67,,7,11,,6,9,,4,11,,2034,2185,,66.0,108.1,.261,.364,.551,53.8,51.7,8.4,7.6,.529,14.9,29.8,.181
