Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Kevin Keatts,NC State,ACC,,14.0,11.0,0.56,,,,,2017-18,79.0,47.0,0.627,1.0,,,,,151,75,0.668,3.0,,,
Kyle Keller *,Stephen F. Austin,Southland,,16.0,5.0,0.762,,,,,2016-17,104.0,46.0,0.693,1.0,,,,,104,46,0.693,1.0,,,
Derek Kellogg,Long Island University,NEC,,9.0,9.0,0.5,,,,,2017-18,58.0,60.0,0.492,1.0,,,,,213,197,0.52,2.0,,,
Pat Kelsey,Winthrop,Big South,,23.0,2.0,0.92,,,Lost First Round,,2012-13,186.0,95.0,0.662,2.0,,,,,186,95,0.662,2.0,,,
Andy Kennedy,UAB,CUSA,,22.0,7.0,0.759,,,,,2020-21,22.0,7.0,0.759,,,,,,288,176,0.621,2.0,,,
Brian Kennedy,NJIT,AEC,,7.0,12.0,0.368,,,,,2016-17,63.0,82.0,0.434,,,,,,63,82,0.434,,,,
Dustin Kerns,Appalachian State,Sun Belt,,17.0,12.0,0.586,,,Lost First Four,,2019-20,35.0,27.0,0.565,1.0,,,,,66,64,0.508,1.0,,,
David Kiefer,Southeastern Louisiana,Southland,,8.0,18.0,0.308,,,,,2019-20,16.0,41.0,0.281,,,,,,16,41,0.281,,,,
Eric Konkol,Louisiana Tech,CUSA,,24.0,8.0,0.75,,,,,2015-16,129.0,65.0,0.665,,,,,,129,65,0.665,,,,
Brad Korn,Southeast Missouri State,OVC,,11.0,16.0,0.407,,,,,2020-21,11.0,16.0,0.407,,,,,,11,16,0.407,,,,
Tod Kowalczyk,Toledo,MAC,,21.0,9.0,0.7,,,,,2010-11,205.0,153.0,0.573,,,,,,341,265,0.563,,,,
Rob Krimmel,Saint Francis (PA),NEC,,6.0,16.0,0.273,,,,,2012-13,125.0,149.0,0.456,,,,,,125,149,0.456,,,,
Lon Kruger,Oklahoma,Big 12,,16.0,11.0,0.593,,,Lost Second Round,,2011-12,195.0,128.0,0.604,7.0,2.0,1.0,,,674,432,0.609,20.0,5.0,2.0,
Larry Krystkowiak,Utah,Pac-12,,12.0,13.0,0.48,,,,,2011-12,183.0,139.0,0.568,2.0,1.0,,,,225,159,0.586,4.0,1.0,,
Mike Krzyzewski,Duke,ACC,,13.0,11.0,0.542,9.0,,,,1980-81,1097.0,302.0,0.784,35.0,25.0,12.0,5.0,,1170,361,0.764,35.0,25.0,12.0,5.0
Jay Ladner,Southern Miss,CUSA,,8.0,17.0,0.32,,,,,2019-20,17.0,39.0,0.304,,,,,,93,127,0.423,,,,
Billy Lange,Saint Joseph's,A-10,,5.0,15.0,0.25,,,,,2019-20,11.0,41.0,0.212,,,,,,103,156,0.398,,,,
Matt Langel,Colgate,Patriot,,14.0,2.0,0.875,,,Lost First Round,,2011-12,153.0,153.0,0.5,2.0,,,,,153,153,0.5,2.0,,,
Rob Lanier,Georgia State,Sun Belt,,16.0,6.0,0.727,,,,,2019-20,35.0,19.0,0.648,,,,,,93,89,0.511,1.0,,,
Greg Lansing,Indiana State,MVC,,15.0,10.0,0.6,,,,,2010-11,181.0,164.0,0.525,1.0,,,,,181,164,0.525,1.0,,,
Jim Larranaga,Miami (FL),ACC,,10.0,17.0,0.37,,,,,2011-12,200.0,130.0,0.606,4.0,2.0,,,,642,439,0.594,9.0,3.0,1.0,
Anthony Latina,Sacred Heart,NEC,,9.0,9.0,0.5,,,,,2013-14,99.0,140.0,0.414,,,,,,99,140,0.414,,,,
Todd Lee,South Dakota,Summit,,14.0,11.0,0.56,,,,,2018-19,47.0,40.0,0.54,,,,,,47,40,0.54,,,,
Shantay Legans,Eastern Washington,Big Sky,,16.0,8.0,0.667,,,Lost First Round,,2017-18,75.0,49.0,0.605,1.0,,,,,75,49,0.605,1.0,,,
Dave Leitao,DePaul,Big East,,5.0,14.0,0.263,,,,,2002-03,127.0,146.0,0.465,1.0,,,,,212,241,0.468,2.0,,,
Jim Les,UC Davis,Big West,,10.0,8.0,0.556,,,,,2011-12,144.0,161.0,0.472,1.0,,,,,298,301,0.497,2.0,1.0,,
Todd Lickliter,Evansville,MVC,,9.0,16.0,0.36,,,,,2019-20,9.0,29.0,0.237,,,,,,178,148,0.546,2.0,2.0,,
Jeff Linder,Wyoming,MWC,,14.0,11.0,0.56,,,,,2020-21,14.0,11.0,0.56,,,,,,94,61,0.606,,,,
Ryan Looney,Idaho State,Big Sky,,13.0,11.0,0.542,,,,,2019-20,21.0,33.0,0.389,,,,,,21,33,0.389,,,,
Matt Lottich,Valparaiso,MVC,,10.0,18.0,0.357,,,,,2016-17,83.0,78.0,0.516,,,,,,83,78,0.516,,,,
Carmen Maciariello,Siena,MAAC,,12.0,5.0,0.706,,,,,2019-20,32.0,15.0,0.681,,,,,,32,15,0.681,,,,
Chris Mack,Louisville,ACC,,13.0,7.0,0.65,,,,,2018-19,57.0,28.0,0.671,1.0,,,,,272,125,0.685,9.0,4.0,,
Mark Madsen,Utah Valley,WAC,,11.0,11.0,0.5,,,,,2019-20,22.0,30.0,0.423,,,,,,22,30,0.423,,,,
Mike Magpayo,UC Riverside,Big West,,14.0,8.0,0.636,,,,,2020-21,14.0,8.0,0.636,,,,,,14,8,0.636,,,,
Bob Marlin,Louisiana,Sun Belt,,17.0,9.0,0.654,,,,,2010-11,205.0,152.0,0.574,1.0,,,,,430,283,0.603,3.0,,,
Donyell Marshall,Central Connecticut State,NEC,,5.0,16.0,0.238,,,,,2016-17,40.0,104.0,0.278,,,,,,40,104,0.278,,,,
Cuonzo Martin,Missouri,SEC,,16.0,10.0,0.615,,,Lost First Round,,2017-18,66.0,56.0,0.541,2.0,,,,,252,177,0.587,4.0,1.0,,
Frank Martin,South Carolina,SEC,,6.0,15.0,0.286,,,,,2012-13,153.0,134.0,0.533,1.0,1.0,1.0,,,270,188,0.59,5.0,2.0,1.0,
Mike Martin,Brown,Ivy,,0.0,0.0,,,,,,2012-13,108.0,124.0,0.466,,,,,,108,124,0.466,,,,
Steve Masiello,Manhattan,MAAC,,7.0,13.0,0.35,,,,,2011-12,147.0,162.0,0.476,2.0,,,,,147,162,0.476,2.0,,,
Bashir Mason,Wagner,NEC,,13.0,7.0,0.65,,,,,2012-13,144.0,124.0,0.537,,,,,,144,124,0.537,,,,
Dusty May,Florida Atlantic,CUSA,,13.0,10.0,0.565,,,,,2018-19,47.0,41.0,0.534,,,,,,47,41,0.534,,,,
Jay McAuley,Wofford,Southern,,15.0,9.0,0.625,,,,,2019-20,34.0,25.0,0.576,,,,,,34,25,0.576,,,,
Fran McCaffery,Iowa,Big Ten,,22.0,9.0,0.71,5.0,8.0,Lost Second Round,,2010-11,216.0,152.0,0.587,5.0,,,,,467,329,0.587,10.0,,,
Matt McCall,Massachusetts,A-10,,8.0,7.0,0.533,,,,,2017-18,46.0,65.0,0.414,,,,,,94,83,0.531,1.0,,,
Grant McCasland,North Texas,CUSA,,18.0,10.0,0.643,,,Lost Second Round,,2017-18,79.0,51.0,0.608,1.0,,,,,99,63,0.611,1.0,,,
Mike McConathy,Northwestern State,Southland,,11.0,18.0,0.379,,,,,1999-00,321.0,354.0,0.476,3.0,,,,,321,354,0.476,3.0,,,
Robert McCullum,Florida A&M,MEAC,,8.0,12.0,0.4,,,,,2017-18,41.0,71.0,0.366,,,,,,125,192,0.394,,,,
Greg McDermott,Creighton,Big East,,22.0,9.0,0.71,11.0,19.0,Lost Regional Semifinal,,2010-11,253.0,125.0,0.669,6.0,1.0,,,,402,256,0.611,9.0,1.0,,
Nick McDevitt,Middle Tennessee,CUSA,,5.0,18.0,0.217,,,,,2018-19,24.0,62.0,0.279,,,,,,122,128,0.488,1.0,,,
Kevin McGeehan,Campbell,Big South,,17.0,10.0,0.63,,,,,2013-14,123.0,133.0,0.48,,,,,,123,133,0.48,,,,
Ritchie McKay,Liberty,A-Sun,,23.0,6.0,0.793,,,Lost First Round,,2007-08,177.0,93.0,0.656,2.0,,,,,342,251,0.577,3.0,,,
Aaron McKie,Temple,AAC,,5.0,11.0,0.312,,,,,2019-20,19.0,28.0,0.404,,,,,,19,28,0.404,,,,
Bob McKillop,Davidson,A-10,,13.0,9.0,0.591,,,,,1989-90,607.0,373.0,0.619,9.0,1.0,,,,607,373,0.619,9.0,1.0,,
David McLaughlin,Dartmouth,Ivy,,0.0,0.0,,,,,,2016-17,37.0,76.0,0.327,,,,,,37,76,0.327,,,,
Matt McMahon,Murray State,OVC,,13.0,13.0,0.5,,,,,2015-16,123.0,64.0,0.658,2.0,,,,,123,64,0.658,2.0,,,
Bucky McMillan,Samford,Southern,,6.0,13.0,0.316,,,,,2020-21,6.0,13.0,0.316,,,,,,6,13,0.316,,,,
Niko Medved,Colorado State,MWC,,20.0,8.0,0.714,,,,,2018-19,52.0,40.0,0.565,,,,,,131,128,0.506,,,,
Joe Mihalich,Hofstra,CAA,,13.0,10.0,0.565,,,,,2013-14,154.0,102.0,0.602,,,,,,419,305,0.579,2.0,,,
Archie Miller,Indiana,Big Ten,,12.0,15.0,0.444,,,,,2017-18,67.0,58.0,0.536,,,,,,206,121,0.63,4.0,1.0,,
Sean Miller,Arizona,Pac-12,,17.0,9.0,0.654,,,,,2009-10,302.0,109.0,0.735,7.0,5.0,,,,422,156,0.73,11.0,7.0,,
Wes Miller,UNC Greensboro,Southern,,21.0,9.0,0.7,,,Lost First Round,,2011-12,185.0,135.0,0.578,2.0,,,,,185,135,0.578,2.0,,,
Paul Mills,Oral Roberts,Summit,,18.0,11.0,0.621,,,Lost Regional Semifinal,,2017-18,57.0,67.0,0.46,1.0,1.0,,,,57,67,0.46,1.0,1.0,,
Dan Monson,Long Beach State,Big West,,6.0,12.0,0.333,,,,,2007-08,217.0,229.0,0.487,1.0,,,,,387,352,0.524,3.0,1.0,,
Mark Montgomery,Northern Illinois,MAC,,3.0,16.0,0.158,,,,,2011-12,126.0,179.0,0.413,,,,,,126,179,0.413,,,,
Chris Mooney,Richmond,A-10,,14.0,9.0,0.609,,,,,2005-06,288.0,231.0,0.555,2.0,1.0,,,,306,243,0.557,2.0,1.0,,
Mike Morrell,UNC Asheville,Big South,,10.0,10.0,0.5,,,,,2018-19,29.0,53.0,0.354,,,,,,29,53,0.354,,,,
Porter Moser,Loyola (IL),MVC,,26.0,5.0,0.839,,17.0,Lost Regional Semifinal,,2011-12,188.0,141.0,0.571,2.0,2.0,1.0,,,293,242,0.548,2.0,2.0,1.0,
LeVelle Moton,North Carolina Central,MEAC,,5.0,9.0,0.357,,,,,2009-10,212.0,157.0,0.575,4.0,,,,,212,157,0.575,4.0,,,
Dan Muller,Illinois State,MVC,,7.0,18.0,0.28,,,,,2012-13,156.0,135.0,0.536,,,,,,156,135,0.536,,,,
Bryan Mullins,Southern Illinois,MVC,,12.0,14.0,0.462,,,,,2019-20,28.0,30.0,0.483,,,,,,28,30,0.483,,,,
Rob Murphy,Eastern Michigan,MAC,,6.0,12.0,0.333,,,,,2011-12,166.0,155.0,0.517,,,,,,166,155,0.517,,,,
Eric Musselman,Arkansas,SEC,,25.0,7.0,0.781,,10.0,Lost Regional Final,,2019-20,45.0,19.0,0.703,1.0,1.0,,,,155,53,0.745,4.0,2.0,,
Scott Nagy,Wright State,Horizon,,18.0,6.0,0.75,,,,,2016-17,109.0,49.0,0.69,1.0,,,,,299,212,0.585,4.0,,,
Brett Nelson,Holy Cross,Patriot,,5.0,11.0,0.312,,,,,2019-20,8.0,40.0,0.167,,,,,,8,40,0.167,,,,
Fran O'Hanlon,Lafayette,Patriot,,9.0,6.0,0.6,,,,,1995-96,351.0,413.0,0.459,3.0,,,,,351,413,0.459,3.0,,,
Nate Oats,Alabama,SEC,,26.0,7.0,0.788,,5.0,Lost Regional Semifinal,,2019-20,42.0,22.0,0.656,1.0,1.0,,,,138,65,0.68,4.0,1.0,,
Ryan Odom,Maryland-Baltimore County,AEC,,14.0,6.0,0.7,,,,,2016-17,97.0,60.0,0.618,1.0,,,,,105,71,0.597,1.0,,,
Chris Ogden,UT Arlington,Sun Belt,,13.0,13.0,0.5,,,,,2018-19,44.0,47.0,0.484,,,,,,44,47,0.484,,,,
Eric Olen,UC San Diego,Big West,,7.0,10.0,0.412,,,,,2020-21,7.0,10.0,0.412,,,,,,7,10,0.412,,,,
T.J. Otzelberger,Nevada-Las Vegas,MWC,,12.0,15.0,0.444,,,,,2019-20,29.0,30.0,0.492,,,,,,99,63,0.611,2.0,,,
Jack Owens,Miami (OH),MAC,,12.0,11.0,0.522,,,,,2017-18,56.0,65.0,0.463,,,,,,56,65,0.463,,,,
Matt Painter,Purdue,Big Ten,,18.0,10.0,0.643,,20.0,Lost First Round,,2005-06,355.0,184.0,0.659,12.0,5.0,,,,380,189,0.668,13.0,5.0,,
Lamont Paris,Chattanooga,Southern,,18.0,8.0,0.692,,,,,2017-18,60.0,64.0,0.484,,,,,,60,64,0.484,,,,
Joe Pasternack,UC Santa Barbara,Big West,,22.0,5.0,0.815,,,Lost First Round,,2017-18,88.0,34.0,0.721,1.0,,,,,126,88,0.589,1.0,,,
Josh Pastner,Georgia Tech,ACC,,17.0,9.0,0.654,,,Lost First Round,,2016-17,82.0,76.0,0.519,1.0,,,,,249,149,0.626,5.0,,,
Dave Paulsen,George Mason,A-10,,13.0,9.0,0.591,,,,,2015-16,95.0,91.0,0.511,,,,,,229,185,0.553,2.0,,,
Greg Paulus,Niagara,MAAC,,9.0,11.0,0.45,,,,,2019-20,21.0,31.0,0.404,,,,,,21,31,0.404,,,,
Bruce Pearl,Auburn,SEC,,13.0,14.0,0.481,,,,,2014-15,138.0,92.0,0.6,2.0,1.0,1.0,,,369,191,0.659,10.0,5.0,1.0,
Barret Peery,Portland State,Big Sky,,9.0,13.0,0.409,,,,,2017-18,63.0,57.0,0.525,,,,,,63,57,0.525,,,,
John Pelphrey,Tennessee Tech,OVC,,5.0,22.0,0.185,,,,,2019-20,14.0,44.0,0.241,,,,,,163,170,0.489,2.0,,,
Scott Pera,Rice,CUSA,,15.0,13.0,0.536,,,,,2017-18,50.0,73.0,0.407,,,,,,50,73,0.407,,,,
Steve Pikiell,Rutgers,Big Ten,,16.0,12.0,0.571,24.0,,Lost Second Round,,2016-17,80.0,77.0,0.51,1.0,,,,,272,233,0.539,2.0,,,
Richard Pitino,Minnesota,Big Ten,,14.0,15.0,0.483,,,,,2013-14,141.0,123.0,0.534,2.0,,,,,159,137,0.537,2.0,,,
Rick Pitino *,Iona,MAAC,,12.0,6.0,0.667,,,Lost First Round,,2020-21,12.0,6.0,0.667,1.0,,,,,782,277,0.738,22.0,13.0,7.0,2.0
Mark Pope,Brigham Young,WCC,,20.0,7.0,0.741,,23.0,Lost First Round,,2019-20,44.0,15.0,0.746,1.0,,,,,121,71,0.63,1.0,,,
Tic Price,Lamar,Southland,,10.0,18.0,0.357,,,,,2013-14,112.0,113.0,0.498,,,,,,279,235,0.543,2.0,,,
Jean Prioleau,San Jose State,MWC,,5.0,16.0,0.238,,,,,2017-18,20.0,93.0,0.177,,,,,,20,93,0.177,,,,
Steve Prohm,Iowa State,Big 12,,2.0,22.0,0.083,,,,,2015-16,97.0,95.0,0.505,3.0,1.0,,,,201,124,0.618,4.0,1.0,,
Mark Prosser,Western Carolina,Southern,,11.0,16.0,0.407,,,,,2018-19,37.0,53.0,0.411,,,,,,37,53,0.411,,,,
Tony Pujol,North Alabama,A-Sun,,13.0,11.0,0.542,,,,,2018-19,36.0,50.0,0.419,,,,,,36,50,0.419,,,,
Barclay Radebaugh,Charleston Southern,Big South,,3.0,18.0,0.143,,,,,2005-06,210.0,274.0,0.434,,,,,,210,274,0.434,,,,
Randy Rahe,Weber State,Big Sky,,17.0,6.0,0.739,,,,,2006-07,295.0,179.0,0.622,3.0,,,,,295,179,0.622,3.0,,,
Brett Reed,Lehigh,Patriot,,4.0,11.0,0.267,,,,,2007-08,233.0,189.0,0.552,2.0,,,,,233,189,0.552,2.0,,,
Mike Rhoades,Virginia Commonwealth,A-10,,19.0,7.0,0.731,,,Lost First Round,,2017-18,80.0,43.0,0.65,2.0,,,,,127,95,0.572,2.0,,,
King Rice,Monmouth,MAAC,,12.0,8.0,0.6,,,,,2011-12,161.0,154.0,0.511,,,,,,161,154,0.511,,,,
Leon Rice,Boise State,MWC,,19.0,9.0,0.679,,,,,2010-11,217.0,137.0,0.613,2.0,,,,,217,137,0.613,2.0,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,7.0,19.0,0.269,,,,,2010-11,128.0,213.0,0.375,,,,,,278,330,0.457,,,,
Bob Richey,Furman,Southern,,16.0,9.0,0.64,,,,,2017-18,89.0,34.0,0.724,,,,,,89,34,0.724,,,,
David Richman,North Dakota State,Summit,,15.0,12.0,0.556,,,,,2014-15,136.0,87.0,0.61,2.0,,,,,136,87,0.61,2.0,,,
Richie Riley,South Alabama,Sun Belt,,17.0,11.0,0.607,,,,,2018-19,54.0,39.0,0.581,,,,,,89,67,0.571,,,,
Byron Rimm II,IUPUI,Horizon,,8.0,10.0,0.444,,,,,2019-20,15.0,35.0,0.3,,,,,,130,227,0.364,,,,
Montez Robinson,Tennessee-Martin,OVC,,8.0,16.0,0.333,,,,,2020-21,8.0,16.0,0.333,,,,,,77,102,0.43,,,,
Lorenzo Romar,Pepperdine,WCC,,15.0,12.0,0.556,,,,,1996-97,89.0,90.0,0.497,,,,,,438,330,0.57,7.0,3.0,,
Will Ryan,Green Bay,Horizon,,8.0,17.0,0.32,,,,,2020-21,8.0,17.0,0.32,,,,,,8,17,0.32,,,,
Kelvin Sampson,Houston,AAC,,28.0,4.0,0.875,17.0,6.0,Lost National Semifinal,,2014-15,167.0,64.0,0.723,3.0,2.0,1.0,,,592,291,0.67,17.0,5.0,2.0,
Ron Sanchez,Charlotte,CUSA,,9.0,16.0,0.36,,,,,2018-19,33.0,50.0,0.398,,,,,,33,50,0.398,,,,
Paul Sather,North Dakota,Summit,,9.0,17.0,0.346,,,,,2019-20,24.0,35.0,0.407,,,,,,24,35,0.407,,,,
Mark Schmidt,St. Bonaventure,A-10,,16.0,5.0,0.762,,,Lost First Round,,2007-08,245.0,185.0,0.57,3.0,,,,,327,275,0.543,3.0,,,
Sam Scholl,San Diego,WCC,,3.0,11.0,0.214,,,,,2018-19,33.0,49.0,0.402,,,,,,33,49,0.402,,,,
Mike Schrage,Elon,CAA,,10.0,9.0,0.526,,,,,2019-20,23.0,30.0,0.434,,,,,,23,30,0.434,,,,
Heath Schroyer,McNeese State,Southland,,10.0,14.0,0.417,,,,,2018-19,34.0,53.0,0.391,,,,,,160,197,0.448,,,,
Joe Scott,Air Force,MWC,,5.0,20.0,0.2,,,,,2000-01,56.0,83.0,0.403,1.0,,,,,240,260,0.48,1.0,,,
Bill Self,Kansas,Big 12,,21.0,9.0,0.7,6.0,12.0,Lost Second Round,,2003-04,522.0,118.0,0.816,17.0,10.0,3.0,1.0,,729,223,0.766,22.0,13.0,3.0,1.0
Herb Sendek,Santa Clara,WCC,,12.0,8.0,0.6,,,,,2016-17,76.0,72.0,0.514,,,,,,489,367,0.571,8.0,1.0,,
Rob Senderoff,Kent State,MAC,,15.0,8.0,0.652,,,,,2011-12,196.0,129.0,0.603,1.0,,,,,196,129,0.603,1.0,,,
Jason Shay,East Tennessee State,Southern,,13.0,12.0,0.52,,,,,2020-21,13.0,12.0,0.52,,,,,,13,12,0.52,,,,
Takayo Siddle,UNC Wilmington,CAA,,7.0,10.0,0.412,,,,,2020-21,7.0,10.0,0.412,,,,,,7,10,0.412,,,,
Todd Simon,Southern Utah,Big Sky,,20.0,4.0,0.833,,,,,2016-17,73.0,82.0,0.471,,,,,,82,90,0.477,,,,
Eric Skeeters,Delaware State,MEAC,,3.0,16.0,0.158,,,,,2018-19,15.0,67.0,0.183,,,,,,15,67,0.183,,,,
Pat Skerry,Towson,CAA,,4.0,14.0,0.222,,,,,2011-12,147.0,164.0,0.473,,,,,,147,164,0.473,,,,
Mark Slessinger,New Orleans,Southland,,10.0,15.0,0.4,,,,,2012-13,114.0,150.0,0.432,1.0,,,,,114,150,0.432,1.0,,,
Shaka Smart,Texas,Big 12,,19.0,8.0,0.704,19.0,9.0,Lost First Round,,2015-16,109.0,86.0,0.559,3.0,,,,,272,142,0.657,8.0,1.0,1.0,
Steve Smiley,Northern Colorado,Big Sky,,11.0,11.0,0.5,,,,,2020-21,11.0,11.0,0.5,,,,,,11,11,0.5,,,,
Byron Smith,Prairie View,SWAC,,16.0,5.0,0.762,,,,,2015-16,92.0,75.0,0.551,1.0,,,,,92,75,0.551,1.0,,,
Craig Smith,Utah State,MWC,,20.0,9.0,0.69,,,Lost First Round,,2018-19,74.0,24.0,0.755,2.0,,,,,153,79,0.659,2.0,,,
John Smith,Cal Poly,Big West,,4.0,20.0,0.167,,,,,2019-20,11.0,43.0,0.204,,,,,,11,43,0.204,,,,
Kyle Smith,Washington State,Pac-12,,14.0,13.0,0.519,,,,,2019-20,30.0,29.0,0.508,,,,,,194,151,0.562,,,,
Tubby Smith,High Point,Big South,,9.0,15.0,0.375,,,,,2018-19,34.0,53.0,0.391,,,,,,631,355,0.64,18.0,9.0,1.0,1.0
Zach Spiker,Drexel,CAA,,12.0,8.0,0.6,,,Lost First Round,,2016-17,61.0,89.0,0.407,1.0,,,,,163,201,0.448,1.0,,,
Scott Spinelli,Boston College,ACC,,1.0,3.0,0.25,,,,,2020-21,1.0,3.0,0.25,,,,,,1,3,0.25,,,,
Jay Spoonhour,Eastern Illinois,OVC,,9.0,18.0,0.333,,,,,2012-13,119.0,157.0,0.431,,,,,,125,161,0.437,,,,
Preston Spradlin,Morehead State,OVC,,23.0,8.0,0.742,,,Lost First Round,,2016-17,69.0,77.0,0.473,1.0,,,,,69,77,0.473,1.0,,,
Danny Sprinkle,Montana State,Big Sky,,13.0,10.0,0.565,,,,,2019-20,29.0,25.0,0.537,,,,,,29,25,0.537,,,,
Jerry Stackhouse,Vanderbilt,SEC,,9.0,16.0,0.36,,,,,2019-20,20.0,37.0,0.351,,,,,,20,37,0.351,,,,
Rick Stansbury,Western Kentucky,CUSA,,21.0,8.0,0.724,,,,,2016-17,103.0,60.0,0.632,,,,,,396,226,0.637,6.0,,,
Jai Steadman,Texas-Rio Grande Valley,WAC,,1.0,6.0,0.143,,,,,2020-21,1.0,6.0,0.143,,,,,,1,6,0.143,,,,
Travis Steele,Xavier,Big East,,13.0,8.0,0.619,,,,,2018-19,51.0,37.0,0.58,,,,,,51,37,0.58,,,,
Damon Stoudamire,Pacific,WCC,,9.0,9.0,0.5,,,,,2016-17,71.0,77.0,0.48,,,,,,71,77,0.48,,,,
Dedrique Taylor,Cal State Fullerton,Big West,,6.0,10.0,0.375,,,,,2013-14,100.0,137.0,0.422,1.0,,,,,100,137,0.422,1.0,,,
Rodney Terry,UTEP,CUSA,,12.0,12.0,0.5,,,,,2018-19,37.0,48.0,0.435,,,,,,163,156,0.511,1.0,,,
Wayne Tinkle,Oregon State,Pac-12,,20.0,13.0,0.606,,,Lost Regional Final,,2014-15,113.0,109.0,0.509,2.0,1.0,,,,271,200,0.575,5.0,1.0,,
Andrew Toole,Robert Morris,Horizon,,4.0,15.0,0.211,,,,,2010-11,192.0,169.0,0.532,1.0,,,,,192,169,0.532,1.0,,,
Mark Turgeon,Maryland,Big Ten,,17.0,14.0,0.548,,,Lost Second Round,,2011-12,221.0,113.0,0.662,5.0,1.0,,,,471,272,0.634,10.0,2.0,,
Russ Turner,UC Irvine,Big West,,18.0,9.0,0.667,,,,,2010-11,227.0,148.0,0.605,2.0,,,,,227,148,0.605,2.0,,,
Brad Underwood *,Illinois,Big Ten,,24.0,7.0,0.774,8.0,2.0,Lost Second Round,,2017-18,71.0,56.0,0.559,1.0,,,,,180,83,0.684,5.0,,,
Will Wade,Louisiana State,SEC,,19.0,10.0,0.655,,,Lost Second Round,,2017-18,83.0,40.0,0.675,2.0,1.0,,,,174,85,0.672,4.0,1.0,,
Darrell Walker,Little Rock,Sun Belt,,11.0,15.0,0.423,,,,,2018-19,42.0,46.0,0.477,,,,,,42,46,0.477,,,,
Brian Wardle,Bradley,MVC,,12.0,16.0,0.429,,,,,2015-16,93.0,102.0,0.477,1.0,,,,,188,167,0.53,1.0,,,
Bruce Weber,Kansas State,Big 12,,9.0,20.0,0.31,,,,,2012-13,170.0,130.0,0.567,5.0,1.0,,,,483,285,0.629,13.0,4.0,1.0,
Paul Weir,New Mexico,MWC,,6.0,16.0,0.273,,,,,2017-18,58.0,63.0,0.479,,,,,,86,69,0.555,1.0,,,
Michael White,Florida,SEC,,15.0,10.0,0.6,,,Lost Second Round,,2015-16,123.0,75.0,0.621,4.0,1.0,,,,224,115,0.661,4.0,1.0,,
Jim Whitesell,Buffalo,MAC,,16.0,9.0,0.64,,,,,2019-20,36.0,21.0,0.632,,,,,,145,128,0.531,,,,
James Whitford,Ball State,MAC,,10.0,13.0,0.435,,,,,2013-14,117.0,131.0,0.472,,,,,,117,131,0.472,,,,
Kevin Willard,Seton Hall,Big East,,14.0,13.0,0.519,,,,,2010-11,204.0,150.0,0.576,4.0,,,,,249,199,0.556,4.0,,,
Buzz Williams,Texas A&M,SEC,,8.0,10.0,0.444,,,,,2019-20,24.0,24.0,0.5,,,,,,277,179,0.607,8.0,4.0,,
Mo Williams,Alabama State,SWAC,,4.0,14.0,0.222,,,,,2020-21,4.0,14.0,0.222,,,,,,4,14,0.222,,,,
Roy Williams,North Carolina,ACC,,18.0,11.0,0.621,16.0,,Lost First Round,,2003-04,485.0,163.0,0.748,16.0,10.0,5.0,3.0,,903,264,0.774,30.0,19.0,9.0,3.0
Willis Wilson,Texas A&M-Corpus Christi,Southland,,5.0,19.0,0.208,,,,,2011-12,143.0,170.0,0.457,,,,,,361,417,0.464,,,,
Reggie Witherspoon,Canisius,MAAC,,7.0,6.0,0.538,,,,,2016-17,73.0,71.0,0.507,,,,,,271,299,0.475,,,,
Steve Wojciechowski,Marquette,Big East,,13.0,14.0,0.481,,,,,2014-15,128.0,95.0,0.574,2.0,,,,,128,95,0.574,2.0,,,
Sean Woods,Southern,SWAC,,8.0,11.0,0.421,,,,,2018-19,32.0,51.0,0.386,,,,,,159,201,0.442,1.0,,,
Jay Wright,Villanova,Big East,,18.0,7.0,0.72,3.0,18.0,Lost Regional Semifinal,,2001-02,490.0,189.0,0.722,15.0,7.0,3.0,2.0,,612,274,0.691,17.0,7.0,3.0,2.0
Luke Yaklich,UIC,Horizon,,9.0,13.0,0.409,,,,,2020-21,9.0,13.0,0.409,,,,,,9,13,0.409,,,,
Jay Young,Fairfield,MAAC,,10.0,17.0,0.37,,,,,2019-20,22.0,37.0,0.373,,,,,,22,37,0.373,,,,
Mike Young,Virginia Tech,ACC,,15.0,7.0,0.682,,25.0,Lost First Round,,2019-20,31.0,23.0,0.574,1.0,,,,,330,267,0.553,6.0,,,
