Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
21,Bellarmine,22,14,8,.636,-1.76,-5.56,,10,3,,6,4,,7,2,,1634,1456,,880,514,1142,.450,204,541,.377,224,318,.704,179,645,292,117,62,332,349
22,Belmont,30,26,4,.867,3.46,-8.71,,18,2,,11,1,,10,2,,2439,2074,,1205,773,1813,.426,223,660,.338,305,448,.681,307,1054,386,189,110,441,489
23,Binghamton,18,4,14,.222,-12.24,-5.35,,4,10,,1,9,,3,5,,1178,1302,,735,466,1037,.449,137,373,.367,233,325,.717,171,637,217,121,45,199,283
24,Boise State,28,19,9,.679,9.75,1.71,,14,6,,11,1,,6,6,,2122,1868,,1125,684,1588,.431,182,551,.330,318,437,.728,223,914,313,149,68,401,540
25,Boston College,20,4,16,.200,0.82,8.97,,2,11,,3,5,,0,7,,1427,1590,,805,593,1208,.491,154,435,.354,250,351,.712,193,743,297,136,68,267,347
26,Boston University,18,7,11,.389,-3.71,0.84,,6,10,,2,6,,5,5,,1249,1331,,720,495,1050,.471,132,369,.358,209,312,.670,159,606,238,116,48,185,305
27,Bowling Green State,26,14,12,.538,-0.17,-2.37,,10,8,,4,7,,10,3,,2015,1939,,1050,703,1584,.444,205,615,.333,328,466,.704,282,1022,347,138,99,358,440
28,Bradley,28,12,16,.429,0.32,1.17,,6,12,,8,6,,2,9,,1948,1864,,1130,654,1570,.417,253,683,.370,303,457,.663,258,944,361,182,59,336,395
29,Brigham Young NCAA,27,20,7,.741,15.19,7.23,,10,3,,11,2,,7,2,,2109,1853,,1095,669,1628,.411,188,570,.330,327,480,.681,239,877,312,169,54,306,500
30,Brown,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Bryant,22,15,7,.682,-1.37,-7.27,,10,4,,10,1,,5,5,,1843,1664,,880,609,1480,.411,164,570,.288,282,400,.705,279,849,325,160,81,302,420
32,Bucknell,12,5,7,.417,-7.78,-5.36,,4,6,,2,3,,3,4,,899,928,,480,334,763,.438,89,247,.360,171,223,.767,128,443,184,84,38,138,210
33,Buffalo,25,16,9,.640,6.50,-1.58,,12,5,,8,3,,5,3,,2034,1823,,1010,663,1599,.415,151,526,.287,346,452,.765,265,890,326,161,76,327,426
34,Butler,25,10,15,.400,4.76,9.92,,8,12,,8,4,,1,9,,1588,1717,,1015,633,1362,.465,179,512,.350,272,388,.701,194,848,345,128,92,307,418
35,Cal Poly,24,4,20,.167,-13.69,-1.56,,1,15,,3,8,,0,11,,1475,1700,,965,597,1358,.440,161,456,.353,345,487,.708,239,899,309,174,76,308,413
36,Cal State Bakersfield,26,15,11,.577,-0.13,-2.38,,11,7,,9,2,,6,8,,1811,1665,,1045,556,1303,.427,183,534,.343,370,524,.706,209,746,313,151,75,369,419
37,Cal State Fullerton,16,6,10,.375,-6.32,-3.05,,5,9,,5,4,,1,5,,1232,1257,,645,467,982,.476,133,339,.392,190,268,.709,158,579,269,109,53,222,306
38,Cal State Northridge,22,9,13,.409,-8.69,-1.97,,5,9,,4,7,,4,4,,1586,1709,,885,601,1284,.468,184,514,.358,323,425,.760,211,824,329,131,52,291,397
39,California,29,9,20,.310,4.89,9.75,,3,17,,6,8,,1,11,,1897,2008,,1160,723,1557,.464,190,508,.374,372,521,.714,220,941,372,178,82,336,494
40,California Baptist,23,13,10,.565,-5.25,-5.04,,6,6,,11,4,,2,5,,1820,1674,,925,600,1359,.442,157,451,.348,317,482,.658,213,754,316,147,53,275,437
41,Campbell,27,17,10,.630,-6.82,-7.34,,11,6,,9,3,,6,7,,1917,1840,,1095,673,1466,.459,171,555,.308,323,447,.723,261,894,294,153,60,389,482
42,Canisius,13,7,6,.538,-8.61,-7.84,,7,5,,3,1,,4,4,,915,925,,520,338,747,.452,79,232,.341,170,236,.720,117,475,149,70,45,188,236
43,Central Arkansas,24,5,19,.208,-14.86,-1.99,,4,12,,4,5,,1,14,,1701,1933,,960,694,1527,.454,218,587,.371,327,446,.733,245,850,397,224,81,285,414
44,Central Connecticut State,21,5,16,.238,-15.12,-6.27,,5,13,,3,6,,2,9,,1439,1625,,840,592,1260,.470,174,495,.352,267,383,.697,235,821,339,162,62,303,338
45,Central Florida,23,11,12,.478,5.94,8.15,,8,10,,6,3,,4,8,,1546,1597,,925,564,1311,.430,165,504,.327,304,440,.691,252,801,321,159,61,307,378
46,Central Michigan,23,7,16,.304,-12.34,-4.19,,3,13,,5,7,,2,9,,1766,1835,,920,668,1466,.456,201,582,.345,298,395,.754,260,890,351,144,88,320,444
47,Charleston Southern,21,3,18,.143,-16.72,-6.22,,2,15,,1,9,,2,8,,1375,1550,,845,555,1252,.443,160,466,.343,280,425,.659,248,794,275,186,79,276,368
48,Charlotte,25,9,16,.360,-5.68,-2.43,,5,11,,6,7,,3,8,,1587,1668,,1025,622,1387,.448,175,536,.326,249,326,.764,196,798,336,173,88,311,398
49,Chattanooga,26,18,8,.692,-1.54,-2.92,,9,7,,9,3,,9,4,,1888,1801,,1050,688,1510,.456,178,537,.331,247,351,.704,215,907,338,135,98,344,415
50,Chicago State,9,0,9,.000,-31.82,1.41,,,,,,,,0,7,,499,798,,360,295,558,.529,81,205,.395,127,183,.694,110,382,174,58,26,104,132
51,Cincinnati,23,12,11,.522,3.99,7.21,,8,6,,5,5,,5,5,,1585,1659,,920,568,1300,.437,153,456,.336,370,492,.752,199,795,319,158,84,305,401
52,Clemson NCAA,24,16,8,.667,12.49,9.49,,10,6,,11,1,,2,5,,1558,1486,,965,529,1265,.418,173,518,.334,255,366,.697,212,787,269,157,74,338,366
53,Cleveland State NCAA,27,19,8,.704,-5.12,-4.82,,16,4,,9,2,,8,5,,1914,1922,,1105,651,1532,.425,199,649,.307,421,576,.731,309,956,342,173,78,373,449
54,Coastal Carolina,26,18,8,.692,-2.74,-7.60,,9,5,,12,1,,3,5,,2067,1773,,1050,619,1588,.390,223,720,.310,312,457,.683,271,873,329,204,63,363,474
55,Colgate NCAA,16,14,2,.875,13.66,-1.90,,11,1,,8,1,,6,0,,1363,1114,,645,417,1016,.410,97,368,.264,183,267,.685,163,561,178,88,47,191,282
56,College of Charleston,19,9,10,.474,-4.96,-3.13,,6,4,,8,6,,1,3,,1341,1329,,780,465,1045,.445,150,416,.361,249,344,.724,162,638,241,91,57,222,308
57,Colorado NCAA,32,23,9,.719,18.88,9.57,,14,6,,11,1,,6,6,,2340,2042,,1280,734,1745,.421,204,612,.333,370,507,.730,270,979,358,152,93,420,529
58,Colorado State,28,20,8,.714,8.06,1.06,,14,4,,10,1,,6,4,,2072,1871,,1120,688,1631,.422,221,710,.311,274,429,.639,275,942,373,178,91,387,513
59,Columbia,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Connecticut NCAA,23,15,8,.652,15.77,8.59,,11,6,,7,3,,6,3,,1650,1485,,925,514,1243,.414,134,414,.324,323,457,.707,233,762,242,125,63,299,392
61,Coppin State,22,9,13,.409,-12.37,-6.06,,8,4,,5,3,,4,9,,1602,1741,,880,627,1506,.416,189,614,.308,298,407,.732,304,1027,306,159,62,357,451
62,Cornell,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Creighton NCAA,31,22,9,.710,16.28,8.54,,14,6,,11,3,,7,4,,2355,2115,,1250,771,1889,.408,235,741,.317,338,482,.701,330,1137,406,172,87,389,497
64,Dartmouth,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Davidson,22,13,9,.591,9.02,3.40,,7,4,,7,4,,4,2,,1579,1411,,885,502,1176,.427,162,481,.337,245,337,.727,157,659,238,104,49,230,352
66,Dayton,24,14,10,.583,6.31,4.35,,9,7,,8,3,,4,6,,1674,1627,,985,607,1432,.424,174,542,.321,239,377,.634,258,796,306,135,70,285,405
67,Delaware,15,7,8,.467,-5.19,-5.04,,5,4,,6,3,,1,4,,1013,1012,,600,361,856,.422,101,294,.344,189,263,.719,138,494,160,97,39,172,269
68,Delaware State,19,3,16,.158,-24.09,-6.33,,1,11,,3,6,,0,10,,1345,1629,,765,554,1183,.468,161,452,.356,360,509,.707,223,781,300,161,77,280,349
69,Denver,21,2,19,.095,-16.40,-5.80,,1,13,,2,10,,0,9,,1466,1662,,850,560,1174,.477,173,453,.382,369,479,.770,171,722,237,136,70,286,418
70,DePaul,19,5,14,.263,2.67,8.83,,2,13,,2,8,,2,5,,1250,1367,,770,470,1127,.417,141,457,.309,286,398,.719,225,715,262,139,75,274,306
71,Detroit Mercy,22,12,10,.545,-3.66,-6.21,,10,6,,7,5,,5,5,,1683,1627,,885,607,1311,.463,205,557,.368,208,294,.707,212,746,377,120,59,279,353
72,Drake NCAA,31,26,5,.839,9.42,-0.48,,15,3,,14,1,,9,2,,2354,1999,,1250,725,1718,.422,193,618,.312,356,495,.719,266,967,336,170,97,392,437
73,Drexel NCAA,20,12,8,.600,-0.97,-3.92,,4,5,,3,2,,4,5,,1407,1348,,800,504,1124,.448,119,371,.321,221,297,.744,158,596,214,123,63,210,306
74,Duke,24,13,11,.542,13.04,8.33,,9,9,,8,5,,3,6,,1824,1711,,970,623,1367,.456,157,441,.356,308,436,.706,236,808,304,153,93,332,362
75,Duquesne,18,9,9,.500,2.32,2.49,,7,7,,5,2,,2,5,,1205,1208,,720,422,1011,.417,112,395,.284,252,359,.702,193,649,240,122,56,241,298
76,East Carolina,19,8,11,.421,1.00,3.83,,2,10,,7,6,,1,4,,1269,1291,,765,437,1032,.423,141,439,.321,276,388,.711,174,681,245,126,61,277,330
77,East Tennessee State,25,13,12,.520,1.65,0.30,,8,7,,8,4,,3,5,,1736,1654,,1005,573,1370,.418,211,617,.342,297,429,.692,223,823,321,161,77,344,421
78,Eastern Illinois,27,9,18,.333,-12.71,-7.19,,6,14,,5,7,,4,11,,1874,2023,,1095,722,1601,.451,217,597,.363,362,497,.728,276,985,400,200,80,361,408
79,Eastern Kentucky,29,22,7,.759,-2.68,-8.24,,15,5,,10,2,,9,4,,2372,2137,,1180,770,1735,.444,201,619,.325,396,546,.725,305,1144,442,179,81,555,479
80,Eastern Michigan,18,6,12,.333,-14.23,-1.23,,3,11,,5,4,,1,8,,1267,1362,,720,506,1057,.479,169,455,.371,181,268,.675,176,679,320,108,41,278,297
81,Eastern Washington NCAA,24,16,8,.667,4.03,-3.15,,12,3,,7,2,,6,5,,1879,1690,,960,617,1479,.417,166,529,.314,290,401,.723,229,826,278,138,53,279,438
82,Elon,19,10,9,.526,-5.32,-4.43,,4,7,,4,2,,3,6,,1249,1235,,760,421,985,.427,129,405,.319,264,402,.657,136,635,185,119,62,235,301
83,Evansville,25,9,16,.360,-4.85,-0.01,,7,11,,8,4,,1,10,,1619,1740,,1015,645,1255,.514,150,366,.410,300,431,.696,165,800,280,129,56,289,399
84,Fairfield,27,10,17,.370,-11.46,-6.57,,7,11,,4,8,,3,8,,1668,1800,,1090,663,1517,.437,165,506,.326,309,466,.663,248,926,330,165,94,290,508
85,Fairleigh Dickinson,24,9,15,.375,-10.17,-6.46,,8,10,,4,6,,5,9,,1801,1890,,970,680,1460,.466,188,562,.335,342,495,.691,282,889,397,168,80,337,412
86,Florida NCAA,25,15,10,.600,13.70,9.82,,9,7,,6,3,,5,5,,1854,1757,,1005,616,1458,.422,162,528,.307,363,512,.709,276,831,316,189,83,357,444
87,Florida A&M,20,8,12,.400,-12.35,-9.55,,7,5,,4,1,,4,10,,1314,1370,,800,496,1161,.427,120,421,.285,258,393,.656,233,708,239,147,53,304,347
88,Florida Atlantic,23,13,10,.565,-2.05,-4.94,,7,5,,7,1,,4,7,,1796,1537,,925,533,1288,.414,160,470,.340,311,447,.696,193,749,239,125,60,327,392
89,Florida Gulf Coast,18,10,8,.556,-9.63,-7.13,,4,5,,7,4,,2,2,,1292,1242,,720,461,1095,.421,128,409,.313,192,279,.688,191,675,213,128,63,260,284
90,Florida International,26,9,17,.346,-11.20,-3.24,,2,15,,7,8,,2,9,,1914,1985,,1055,725,1535,.472,175,486,.360,360,505,.713,285,995,335,183,72,431,393
91,Florida State NCAA,25,18,7,.720,17.12,9.16,,11,4,,12,1,,3,4,,1929,1730,,1010,582,1465,.397,188,579,.325,378,515,.734,290,826,299,174,69,344,415
92,Fordham,14,2,12,.143,-11.69,3.09,,2,11,,2,5,,0,6,,725,932,,560,332,763,.435,122,365,.334,146,212,.689,140,539,217,95,37,173,209
93,Fresno State,24,12,12,.500,-3.57,0.07,,9,11,,7,5,,4,6,,1591,1618,,965,567,1309,.433,175,501,.349,309,422,.732,202,774,264,160,76,314,447
94,Furman,25,16,9,.640,5.99,-1.69,,10,5,,11,1,,5,7,,1990,1723,,1005,635,1440,.441,181,559,.324,272,423,.643,228,825,326,179,69,370,366
95,Gardner-Webb,26,11,15,.423,-3.87,-6.14,,10,10,,7,4,,4,11,,1837,1778,,1040,598,1434,.417,199,583,.341,383,523,.732,256,913,334,142,82,317,429
96,George Mason,22,13,9,.591,1.91,0.48,,8,6,,7,3,,3,4,,1569,1538,,905,558,1275,.438,162,456,.355,260,359,.724,186,774,247,144,57,310,370
97,George Washington,17,5,12,.294,-5.75,-1.57,,3,5,,3,6,,1,5,,1158,1229,,685,463,1034,.448,129,377,.342,174,258,.674,178,598,252,122,62,197,274
98,Georgetown NCAA,26,13,13,.500,10.13,10.36,,7,9,,7,6,,2,6,,1857,1863,,1045,679,1609,.422,217,641,.339,288,416,.692,269,905,390,197,73,298,447
99,Georgia,26,14,12,.538,6.62,8.02,,7,11,,12,5,,2,6,,2014,2027,,1045,736,1609,.457,204,601,.339,351,499,.703,300,943,355,224,115,431,500
100,Georgia Southern,26,13,13,.500,-10.22,-6.26,,7,9,,9,4,,4,8,,1860,1762,,1070,622,1469,.423,201,575,.350,317,448,.708,258,894,276,186,72,410,435
101,Georgia State,22,16,6,.727,-1.70,-4.60,,8,4,,9,1,,5,4,,1767,1599,,900,554,1342,.413,185,547,.338,306,439,.697,265,814,268,138,63,324,384
102,Georgia Tech NCAA,26,17,9,.654,12.79,7.91,,11,6,,11,3,,4,5,,1948,1821,,1065,668,1455,.459,189,513,.368,296,420,.705,251,890,368,141,73,408,394
103,Gonzaga NCAA,32,31,1,.969,27.20,5.92,,15,0,,12,0,,7,0,,2911,2230,,1285,829,1966,.422,217,663,.327,355,505,.703,271,971,377,195,89,461,616
104,Grambling,24,12,12,.500,-14.27,-12.49,,9,6,,6,4,,5,7,,1617,1649,,965,558,1399,.399,181,533,.340,352,529,.665,271,879,348,184,109,359,440
105,Grand Canyon NCAA,24,17,7,.708,5.11,-3.46,,9,3,,10,3,,5,1,,1812,1491,,960,521,1360,.383,168,570,.295,281,397,.708,198,728,241,136,51,279,430
106,Green Bay,25,8,17,.320,-10.15,-5.23,,8,12,,6,6,,2,11,,1790,1913,,1030,695,1468,.473,182,503,.362,341,468,.729,241,899,312,142,67,294,406
107,Hampton,25,11,14,.440,-13.67,-9.27,,9,9,,5,7,,6,7,,1721,1831,,1000,637,1487,.428,190,562,.338,367,527,.696,301,993,318,161,68,314,379
108,Hartford NCAA,24,15,9,.625,-3.45,-4.95,,8,6,,10,1,,5,6,,1570,1534,,960,574,1375,.417,163,562,.290,223,335,.666,245,840,278,138,83,322,388
109,Harvard,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Hawaii,21,11,10,.524,-2.98,-2.72,,9,9,,7,5,,4,4,,1503,1452,,855,541,1220,.443,121,370,.327,249,342,.728,174,674,220,148,58,254,383
111,High Point,24,9,15,.375,-10.78,-7.58,,6,11,,5,5,,4,10,,1600,1677,,965,582,1312,.444,209,589,.355,304,447,.680,225,817,339,150,102,326,462
112,Hofstra,23,13,10,.565,-2.77,-2.94,,8,6,,7,3,,5,6,,1683,1679,,925,618,1383,.447,178,527,.338,265,357,.742,234,816,373,136,72,277,420
113,Holy Cross,16,5,11,.313,-4.99,0.45,,5,11,,2,7,,3,4,,1130,1217,,645,436,934,.467,110,309,.356,235,329,.714,171,587,212,111,53,210,254
114,Houston NCAA,32,28,4,.875,21.66,5.37,,14,3,,15,0,,5,3,,2434,1863,,1280,621,1642,.378,181,625,.290,440,665,.662,307,1010,333,158,80,452,560
115,Houston Christian,25,6,19,.240,-16.72,-5.72,,4,11,,4,6,,1,12,,1776,2007,,1005,740,1573,.470,208,605,.344,319,444,.718,281,952,393,224,79,356,446
116,Howard,5,1,4,.200,-14.26,-2.51,,,,,1,1,,,,,363,424,,200,156,333,.468,49,137,.358,63,101,.624,60,198,98,41,15,44,97
117,Idaho,22,1,21,.045,-18.32,-2.91,,1,17,,1,9,,0,11,,1343,1682,,890,588,1244,.473,174,457,.381,332,445,.746,213,753,286,196,67,257,369
118,Idaho State,24,13,11,.542,-8.39,-5.71,,8,6,,8,3,,5,5,,1637,1481,,970,524,1297,.404,140,409,.342,293,428,.685,203,712,234,173,45,304,496
119,Illinois NCAA,31,24,7,.774,23.25,11.34,,16,4,,11,2,,9,3,,2497,2128,,1255,770,1873,.411,201,611,.329,387,563,.687,257,942,347,208,119,358,608
120,Illinois State,25,7,18,.280,-5.45,0.38,,4,14,,3,8,,3,9,,1799,1870,,1015,692,1546,.448,198,641,.309,288,398,.724,238,899,398,175,62,299,368
121,Illinois-Chicago,22,9,13,.409,-12.06,-7.42,,6,10,,7,4,,2,9,,1489,1591,,890,587,1333,.440,107,356,.301,310,452,.686,219,818,261,141,55,220,326
122,Incarnate Word,22,8,14,.364,-15.91,-8.33,,5,9,,5,7,,3,6,,1495,1578,,885,586,1264,.464,126,412,.306,280,408,.686,227,769,313,147,67,283,385
123,Indiana,27,12,15,.444,12.79,12.45,,7,12,,6,6,,3,7,,1882,1873,,1115,655,1539,.426,193,578,.334,370,516,.717,260,973,319,159,98,330,534
124,Indiana State,25,15,10,.600,2.04,1.91,,11,7,,9,3,,5,6,,1662,1645,,1000,607,1347,.451,174,512,.340,257,368,.698,212,832,332,129,66,367,444
125,Iona NCAA,18,12,6,.667,-1.20,-6.42,,6,3,,4,2,,4,3,,1283,1189,,720,388,963,.403,109,361,.302,304,444,.685,168,577,207,135,46,247,347
126,Iowa NCAA,31,22,9,.710,21.40,10.43,,14,6,,14,2,,6,4,,2595,2255,,1245,840,2002,.420,275,790,.348,300,444,.676,357,1146,506,166,98,355,574
127,Iowa State,24,2,22,.083,-0.72,10.40,,0,18,,2,10,,0,11,,1574,1841,,960,652,1408,.463,159,482,.330,378,510,.741,273,913,318,194,78,312,333
128,IUPUI,18,8,10,.444,-11.65,-7.03,,7,9,,4,5,,4,5,,1281,1364,,720,493,1039,.474,110,361,.305,268,365,.734,149,642,232,122,38,247,288
129,Jackson State,18,12,6,.667,-11.27,-14.05,,11,0,,6,0,,5,5,,1181,1131,,730,385,978,.394,84,277,.303,277,402,.689,171,631,174,119,58,283,334
130,Jacksonville,24,11,13,.458,-11.15,-6.74,,5,9,,7,5,,4,8,,1622,1668,,965,615,1400,.439,182,552,.330,256,370,.692,242,866,312,153,61,351,433
131,Jacksonville State,27,18,9,.667,-3.02,-6.06,,13,6,,8,3,,7,5,,2005,1851,,1095,675,1642,.411,223,684,.326,278,412,.675,287,915,354,166,72,307,447
132,James Madison,20,13,7,.650,-0.11,-3.17,,8,2,,10,3,,3,3,,1562,1409,,800,480,1165,.412,170,540,.315,279,374,.746,212,741,265,119,64,321,397
133,Kansas NCAA,30,21,9,.700,15.29,10.26,,12,6,,14,1,,4,6,,2191,2010,,1205,725,1749,.415,222,661,.336,336,466,.721,279,1038,351,180,89,417,496
134,Kansas City,24,11,13,.458,-4.92,-2.67,,7,7,,8,3,,2,8,,1683,1502,,960,484,1118,.433,136,418,.325,398,577,.690,175,721,259,127,74,378,392
135,Kansas State,29,9,20,.310,0.76,9.04,,4,14,,6,12,,2,7,,1792,2037,,1160,720,1566,.460,232,636,.365,365,494,.739,256,955,392,227,90,386,442
136,Kennesaw State,24,5,19,.208,-14.15,-3.67,,2,13,,4,9,,0,9,,1571,1672,,960,606,1341,.452,142,448,.317,318,440,.723,185,814,250,166,58,306,417
137,Kent State,23,15,8,.652,1.74,-1.90,,12,6,,9,2,,6,5,,1764,1635,,925,585,1385,.422,190,550,.345,275,390,.705,235,776,294,154,60,300,391
138,Kentucky,25,9,16,.360,11.77,11.49,,8,9,,5,6,,4,7,,1761,1754,,1010,628,1521,.413,164,525,.312,334,451,.741,286,905,307,154,91,317,456
139,La Salle,25,9,16,.360,-3.57,2.85,,6,11,,6,3,,3,11,,1702,1838,,1005,645,1418,.455,175,534,.328,373,502,.743,243,881,367,180,73,342,362
140,Lafayette,15,9,6,.600,-5.38,-6.38,,9,5,,6,3,,3,3,,1165,1150,,620,422,919,.459,92,277,.332,214,310,.690,156,584,202,76,45,174,263
141,Lamar,28,10,18,.357,-13.10,-6.57,,7,10,,5,5,,3,11,,1843,2026,,1130,747,1645,.454,226,584,.387,306,452,.677,281,1030,420,195,92,394,474
142,Lehigh,15,4,11,.267,-12.85,-4.58,,4,10,,1,5,,3,6,,1025,1149,,605,412,879,.469,111,303,.366,214,288,.743,120,533,212,106,49,182,241
143,Liberty NCAA,29,23,6,.793,4.06,-6.14,,11,2,,13,0,,5,3,,2157,1739,,1160,634,1550,.409,171,555,.308,300,435,.690,206,866,264,156,64,341,407
144,Lipscomb,27,15,12,.556,-7.07,-5.63,,9,6,,10,4,,4,7,,1922,1848,,1085,695,1606,.433,219,685,.320,239,340,.703,256,931,343,159,82,347,434
145,Little Rock,26,11,15,.423,-6.36,-5.40,,7,11,,7,4,,2,8,,1786,1782,,1050,645,1476,.437,201,581,.346,291,402,.724,241,820,347,172,77,362,486
146,Long Beach State,18,6,12,.333,-8.50,-2.83,,4,8,,4,3,,1,8,,1328,1430,,740,497,1159,.429,151,441,.342,285,405,.704,222,710,250,136,53,242,351
147,Long Island University,18,9,9,.500,-7.76,-8.82,,9,9,,6,3,,3,6,,1332,1313,,720,485,1095,.443,123,384,.320,220,311,.707,185,674,253,119,52,280,320
148,Longwood,29,12,17,.414,-7.93,-6.40,,10,10,,8,5,,4,11,,1920,1966,,1160,692,1539,.450,212,680,.312,370,509,.727,252,967,342,183,97,394,494
149,Louisiana,26,17,9,.654,-4.84,-5.50,,10,7,,10,3,,6,4,,1934,1892,,1050,684,1614,.424,169,507,.333,355,474,.749,267,894,361,178,82,315,428
150,Louisiana State NCAA,29,19,10,.655,15.70,9.14,,11,6,,11,2,,4,6,,2371,2181,,1165,773,1844,.419,243,811,.300,392,549,.714,368,1095,400,168,106,379,526
151,Louisiana Tech,32,24,8,.750,6.63,-0.21,,12,4,,15,1,,5,5,,2339,2094,,1280,755,1873,.403,221,726,.304,363,508,.715,291,1122,383,194,103,436,578
152,Louisiana-Monroe,26,7,19,.269,-10.59,-5.90,,5,13,,5,8,,2,10,,1670,1792,,1045,626,1432,.437,191,523,.365,349,487,.717,274,972,328,169,76,375,395
153,Louisville,20,13,7,.650,10.35,8.90,,8,5,,9,2,,4,4,,1359,1330,,805,482,1141,.422,141,463,.305,225,340,.662,191,669,240,117,72,221,345
154,Loyola (IL) NCAA,31,26,5,.839,15.12,1.37,,16,2,,13,0,,8,3,,2202,1738,,1250,657,1591,.413,170,522,.326,254,356,.713,196,853,298,158,84,428,509
155,Loyola (MD),17,6,11,.353,-2.29,-3.47,,4,10,,3,4,,3,7,,1226,1206,,710,421,981,.429,126,363,.347,238,328,.726,154,573,216,137,51,234,332
156,Loyola Marymount,22,13,9,.591,5.55,4.05,,7,5,,8,3,,4,5,,1529,1496,,885,526,1182,.445,149,432,.345,295,411,.718,143,600,287,150,73,259,433
157,Maine,9,2,7,.222,-15.66,-4.21,,2,6,,1,1,,1,6,,478,581,,360,208,487,.427,59,190,.311,106,151,.702,92,319,107,74,19,122,140
