Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
13,Arkansas NCAA,36,22,14,.611,15.99,9.87,,8,10,,14,3,,2,8,,2666,2446,,70.2,96.4,.395,.305,.516,48.3,45.1,9.5,6.9,.472,18.0,27.9,.282
14,Arkansas State,33,13,20,.394,-8.07,-3.30,,4,14,,10,8,,2,11,,2169,2232,,64.8,103.9,.346,.336,.540,49.7,48.6,9.3,9.3,.500,15.6,27.6,.257
15,Arkansas-Pine Bluff,31,10,21,.323,-12.99,-5.36,,6,12,,8,5,,2,16,,2074,2162,,71.3,97.0,.411,.357,.535,51.3,59.2,11.8,10.3,.495,19.8,27.5,.290
16,Army,33,17,16,.515,-7.13,-7.58,,10,8,,10,5,,7,8,,2412,2322,,68.1,102.5,.282,.384,.536,47.0,52.6,10.0,9.0,.510,14.1,23.5,.196
17,Auburn NCAA,34,21,13,.618,14.35,9.29,,10,8,,14,2,,4,8,,2474,2302,,68.7,98.3,.389,.345,.502,49.6,48.2,10.2,9.1,.457,16.2,32.4,.276
18,Austin Peay,31,9,22,.290,-12.17,-2.60,,3,15,,7,8,,1,13,,2067,2241,,66.8,107.8,.363,.356,.574,52.9,53.6,9.2,7.3,.539,17.7,30.6,.269
19,Ball State,32,20,12,.625,-1.20,-3.50,,11,7,,12,2,,6,7,,2445,2292,,68.5,104.1,.300,.330,.536,47.9,37.2,9.0,7.0,.503,14.8,27.7,.218
20,Baylor NCAA,34,23,11,.676,17.30,10.54,,11,7,,14,3,,5,5,,2619,2389,,67.8,103.3,.313,.379,.547,48.5,60.0,9.0,9.0,.516,17.4,30.9,.225
21,Bellarmine,33,15,18,.455,-7.42,-1.35,,9,9,,8,6,,6,12,,2187,2216,,62.8,106.1,.303,.518,.564,52.0,58.7,8.6,6.8,.536,16.7,27.1,.218
22,Belmont,32,21,11,.656,1.88,-1.93,,14,6,,12,2,,7,7,,2447,2299,,69.0,103.3,.289,.340,.533,51.6,49.3,8.3,10.0,.510,15.9,29.8,.193
23,Bethune-Cookman,32,12,20,.375,-17.15,-7.82,,8,10,,8,5,,3,13,,2172,2401,,69.5,107.5,.344,.368,.554,53.8,52.2,10.3,9.5,.519,16.8,33.9,.252
24,Binghamton,31,13,18,.419,-10.44,-5.51,,8,8,,8,7,,5,11,,2133,2217,,67.0,105.0,.347,.346,.533,49.0,41.2,10.8,7.7,.494,13.8,28.0,.253
25,Boise State NCAA,34,24,10,.706,12.78,6.21,,13,5,,15,1,,5,6,,2451,2198,,66.8,95.8,.273,.371,.503,47.4,45.4,7.7,9.0,.473,15.5,23.8,.192
26,Boston College,33,16,17,.485,1.09,4.73,,9,11,,9,7,,4,7,,2197,2317,,66.7,104.4,.276,.395,.544,50.7,49.0,9.9,8.5,.515,16.0,28.3,.200
27,Boston University,32,15,17,.469,-8.10,-6.52,,8,10,,9,4,,6,11,,2147,2151,,66.3,99.9,.358,.392,.533,48.7,49.5,9.2,11.0,.500,16.4,24.3,.247
28,Bowling Green State,31,11,20,.355,-8.46,-3.81,,5,13,,7,9,,4,11,,2355,2434,,71.2,110.2,.332,.381,.566,49.2,52.1,8.4,9.0,.534,14.2,27.6,.242
29,Bradley,35,25,10,.714,6.51,-0.67,,16,4,,15,1,,8,6,,2473,2195,,65.9,94.8,.316,.387,.509,47.2,48.8,9.6,7.0,.467,17.0,23.9,.237
30,Brigham Young,34,19,15,.559,9.43,5.40,,7,9,,12,4,,2,7,,2568,2376,,70.9,98.2,.375,.378,.531,46.0,50.2,10.2,7.3,.496,17.2,23.9,.261
31,Brown,27,14,13,.519,-2.47,-2.69,,7,7,,7,5,,7,8,,1878,1872,,69.9,98.7,.269,.371,.539,49.7,47.2,9.7,8.8,.512,17.7,23.7,.191
32,Bryant,30,17,13,.567,-3.59,-4.52,,8,8,,9,4,,7,8,,2381,2193,,73.0,99.7,.308,.389,.517,46.4,55.7,9.5,7.9,.485,14.9,24.8,.216
33,Bucknell,32,12,20,.375,-9.93,-6.96,,5,13,,7,7,,3,13,,2161,2192,,66.4,102.4,.274,.361,.525,48.5,55.6,11.5,9.2,.506,13.7,24.8,.176
34,Buffalo,32,15,17,.469,-2.97,0.67,,9,9,,11,4,,3,9,,2481,2485,,74.2,104.3,.351,.358,.548,48.2,53.2,8.8,8.0,.516,16.5,27.9,.247
35,Butler,32,14,18,.438,5.85,8.54,,6,14,,10,6,,3,10,,2088,2174,,67.2,101.1,.226,.332,.524,54.8,52.5,10.2,9.3,.501,16.2,30.4,.159
36,Cal Poly,33,8,25,.242,-7.51,-0.54,,1,18,,6,11,,1,13,,2006,2174,,65.1,100.5,.411,.361,.538,49.7,51.0,9.5,8.8,.495,16.8,24.7,.297
37,Cal State Bakersfield,33,11,22,.333,-8.34,-1.47,,6,14,,6,8,,3,12,,1995,2134,,63.4,100.4,.423,.424,.542,50.3,53.3,9.1,6.1,.500,18.4,28.0,.303
38,Cal State Fullerton,33,20,13,.606,1.73,-0.27,,12,6,,11,2,,7,8,,2283,2148,,65.5,96.5,.326,.389,.513,51.0,49.3,8.9,8.6,.477,18.2,28.9,.232
39,Cal State Northridge,32,7,25,.219,-10.40,-1.74,,4,16,,7,8,,0,14,,2028,2194,,65.7,104.0,.385,.379,.536,51.4,53.9,8.2,7.4,.490,15.8,30.0,.289
40,California,32,3,29,.094,-3.36,8.43,,2,18,,3,14,,0,12,,1866,2243,,64.3,108.1,.326,.383,.548,53.0,51.6,8.9,11.1,.516,14.0,30.4,.234
41,California Baptist,33,17,16,.515,0.21,-0.69,,7,10,,12,5,,4,8,,2291,2156,,65.9,98.4,.289,.327,.509,47.7,46.2,8.3,8.1,.474,14.5,25.1,.210
42,Campbell,34,16,18,.471,-5.23,-4.89,,8,10,,8,6,,4,10,,2374,2329,,64.6,104.1,.312,.415,.552,50.4,48.9,9.2,10.5,.526,16.6,27.1,.217
43,Canisius,30,10,20,.333,-7.05,-3.46,,8,12,,7,7,,3,12,,2111,2169,,67.5,104.9,.274,.317,.549,51.6,49.1,9.1,8.9,.525,16.7,30.0,.191
44,Central Arkansas,31,9,22,.290,-13.72,-3.15,,4,14,,6,8,,2,13,,2261,2527,,72.7,110.7,.291,.392,.566,51.8,46.8,9.9,9.0,.541,14.7,30.1,.205
45,Central Connecticut State,32,10,22,.313,-13.68,-9.49,,7,9,,6,7,,4,14,,2111,2245,,65.7,105.6,.264,.372,.543,50.5,56.5,10.1,9.0,.513,14.5,28.2,.197
46,Central Florida,34,19,15,.559,11.09,5.09,,8,10,,11,6,,5,7,,2432,2228,,66.1,96.6,.334,.388,.518,48.7,53.4,9.9,8.5,.480,19.0,30.7,.242
47,Central Michigan,31,10,21,.323,-11.97,-2.62,,5,13,,6,8,,3,12,,2038,2263,,69.0,105.4,.396,.418,.542,50.2,51.9,12.0,8.2,.510,16.6,31.7,.268
48,Charleston Southern,31,10,21,.323,-9.44,-4.47,,5,13,,6,8,,3,12,,2251,2305,,67.1,110.3,.354,.403,.565,49.0,51.1,8.2,8.1,.532,14.6,29.4,.255
49,Charlotte,36,22,14,.611,3.90,-0.46,,9,11,,11,4,,5,8,,2410,2253,,61.5,100.0,.240,.380,.529,50.2,41.5,8.7,8.9,.502,15.9,24.4,.175
50,Chattanooga,35,18,17,.514,-2.34,-3.34,,7,11,,9,7,,6,9,,2702,2523,,68.9,104.3,.279,.425,.531,48.3,45.5,9.0,8.6,.494,13.4,25.8,.214
51,Chicago State,31,11,20,.355,-11.29,-3.51,,,,,8,0,,3,20,,2180,2264,,66.8,108.9,.326,.381,.550,48.8,55.5,10.0,11.1,.521,14.8,31.6,.228
52,Cincinnati,36,23,13,.639,11.77,4.97,,11,7,,16,3,,5,7,,2776,2495,,69.9,98.5,.288,.312,.512,48.2,50.8,7.5,7.3,.476,15.2,27.1,.213
53,Clemson,34,23,11,.676,10.53,3.71,,14,6,,15,2,,5,6,,2540,2308,,68.1,99.0,.307,.408,.511,48.5,49.5,8.2,7.6,.473,14.5,24.3,.226
54,Cleveland State,35,21,14,.600,-2.60,-5.05,,14,6,,13,3,,7,9,,2512,2405,,66.5,101.6,.302,.378,.520,50.1,49.8,9.1,8.9,.484,17.4,35.1,.221
55,Coastal Carolina,31,11,20,.355,-8.93,-1.75,,5,13,,8,8,,3,11,,2273,2294,,69.1,106.3,.275,.454,.536,48.8,55.3,9.5,8.5,.507,14.3,29.9,.197
56,Colgate NCAA,35,26,9,.743,2.20,-5.86,,17,1,,14,2,,11,4,,2733,2426,,68.2,101.7,.199,.366,.539,48.3,54.5,8.8,8.2,.521,16.1,24.2,.137
57,College of Charleston NCAA,35,31,4,.886,8.40,-4.02,,16,2,,17,1,,11,2,,2804,2353,,70.7,94.4,.248,.322,.505,45.7,45.7,7.9,11.2,.480,17.1,25.4,.168
58,Colorado,35,18,17,.514,11.17,8.39,,8,12,,13,5,,2,9,,2445,2348,,69.6,96.4,.314,.341,.515,47.5,46.7,10.2,10.4,.480,17.1,25.1,.226
59,Colorado State,33,15,18,.455,5.64,5.86,,6,12,,9,7,,4,8,,2391,2355,,66.4,106.3,.296,.435,.555,51.9,51.1,8.5,9.7,.524,15.9,27.0,.218
60,Columbia,29,7,22,.241,-14.37,-2.37,,2,12,,6,9,,1,13,,1966,2197,,70.6,106.4,.278,.354,.541,53.4,54.6,9.4,12.2,.516,15.7,32.9,.195
61,Connecticut NCAA,39,31,8,.795,22.95,8.51,,13,7,,15,2,,6,5,,3064,2501,,68.4,93.8,.378,.304,.494,43.3,41.7,9.7,7.7,.444,16.3,26.0,.277
62,Coppin State,32,9,23,.281,-14.76,-3.60,,4,10,,4,6,,5,16,,2304,2661,,73.1,112.0,.342,.414,.564,57.7,58.5,10.1,9.9,.532,15.7,35.7,.247
63,Cornell,28,17,11,.607,0.63,-2.41,,7,7,,11,2,,6,8,,2287,2129,,72.5,104.4,.299,.396,.567,50.0,58.9,8.9,9.8,.541,19.2,28.6,.213
64,Creighton NCAA,37,24,13,.649,17.83,9.80,,14,6,,13,2,,5,6,,2828,2531,,69.3,98.1,.197,.295,.496,47.3,44.7,8.4,8.2,.471,12.3,23.5,.143
65,Dartmouth,28,10,18,.357,-7.98,-2.52,,6,8,,7,5,,3,11,,1998,2027,,70.8,100.9,.299,.348,.532,50.4,44.0,11.7,9.1,.499,15.4,25.5,.217
66,Davidson,32,16,16,.500,1.99,1.47,,8,10,,7,8,,6,6,,2236,2197,,66.1,102.6,.264,.368,.530,51.3,48.8,8.9,11.0,.503,15.2,27.9,.186
67,Dayton,34,22,12,.647,8.71,1.09,,12,6,,14,2,,5,6,,2334,2075,,63.6,95.3,.239,.387,.480,46.2,48.6,9.0,6.9,.450,14.0,27.0,.168
68,Delaware,33,17,16,.515,-5.57,-3.72,,8,10,,10,5,,4,10,,2298,2333,,67.4,104.2,.290,.346,.543,52.4,53.4,9.1,9.2,.513,16.4,29.6,.209
69,Delaware State,30,6,24,.200,-17.70,-4.95,,4,11,,4,8,,2,14,,1939,2265,,69.6,107.6,.381,.423,.578,49.8,61.8,11.2,8.9,.550,17.8,28.3,.264
70,Denver,32,15,17,.469,-9.56,-5.89,,6,12,,9,5,,4,11,,2325,2402,,69.1,107.0,.270,.403,.546,46.9,51.4,9.6,9.2,.514,14.0,27.2,.204
71,DePaul,33,10,23,.303,2.90,9.03,,3,17,,7,8,,2,12,,2349,2551,,69.8,109.0,.357,.347,.550,54.3,51.9,10.2,9.0,.516,15.2,34.1,.254
72,Detroit Mercy,33,14,19,.424,-3.21,-3.61,,9,11,,9,5,,5,13,,2527,2486,,67.8,110.2,.290,.392,.566,47.5,52.2,9.5,7.9,.534,14.9,29.4,.219
73,Drake NCAA,35,27,8,.771,7.84,-1.14,,15,5,,14,1,,6,6,,2617,2236,,67.0,93.3,.270,.380,.495,47.8,43.6,7.7,6.2,.464,15.7,22.2,.190
74,Drexel,32,17,15,.531,-2.27,-5.43,,10,8,,12,3,,3,9,,2135,1997,,64.0,95.6,.240,.284,.500,48.4,47.2,8.9,8.0,.472,16.1,26.9,.169
75,Duke NCAA,36,27,9,.750,15.83,7.44,,14,6,,16,0,,4,6,,2592,2290,,65.5,96.7,.237,.356,.495,44.3,48.5,9.3,9.8,.460,14.5,26.0,.181
76,Duquesne,33,20,13,.606,3.48,-0.16,,10,8,,16,4,,3,7,,2472,2352,,69.4,102.8,.351,.338,.537,50.4,52.6,8.5,8.2,.505,17.8,33.1,.244
77,East Carolina,33,16,17,.485,-0.29,1.41,,6,12,,10,6,,2,9,,2271,2327,,68.6,102.8,.331,.345,.528,48.5,49.9,9.5,10.5,.492,15.1,28.9,.237
78,East Tennessee State,32,12,20,.375,-6.00,-4.44,,8,10,,7,9,,4,9,,2211,2208,,66.7,103.0,.265,.428,.535,48.7,50.6,10.6,6.2,.505,15.9,29.1,.194
79,Eastern Illinois,31,9,22,.290,-14.09,-6.75,,5,13,,6,9,,3,12,,2134,2235,,70.7,101.5,.321,.426,.537,52.8,59.3,9.2,8.3,.507,18.0,31.3,.224
80,Eastern Kentucky,37,23,14,.622,-1.47,-1.62,,12,6,,14,2,,5,10,,2909,2720,,72.0,100.4,.257,.397,.529,48.1,53.8,8.9,6.7,.498,17.3,29.0,.191
81,Eastern Michigan,31,8,23,.258,-11.05,-1.88,,5,13,,6,7,,2,13,,2239,2505,,70.3,114.0,.350,.415,.582,54.1,46.8,8.9,7.1,.555,15.1,32.5,.246
82,Eastern Washington,34,23,11,.676,1.47,-1.62,,16,2,,11,2,,10,7,,2607,2429,,68.9,103.6,.291,.440,.532,46.3,49.5,9.3,6.0,.497,14.4,25.6,.218
83,Elon,32,8,24,.250,-12.85,-4.38,,6,12,,5,9,,3,12,,2094,2291,,67.0,106.9,.279,.451,.541,51.6,57.2,9.2,9.0,.514,14.8,29.8,.198
84,Evansville,32,5,27,.156,-15.14,-1.54,,1,19,,3,10,,1,14,,1997,2432,,69.8,108.9,.301,.412,.588,54.9,57.9,8.3,7.0,.557,16.9,25.5,.229
85,Fairfield,31,13,18,.419,-6.98,-4.51,,9,11,,7,6,,4,10,,2012,2045,,64.9,100.3,.276,.316,.517,50.4,43.7,9.0,9.6,.486,15.5,29.3,.198
86,Fairleigh Dickinson NCAA,37,21,16,.568,-8.98,-9.83,,10,6,,10,5,,8,9,,2863,2744,,69.8,105.1,.335,.398,.574,49.7,56.8,8.2,10.0,.541,19.2,29.0,.249
87,Florida,33,16,17,.485,10.90,8.26,,9,9,,10,6,,4,7,,2351,2264,,69.7,98.1,.292,.304,.497,52.7,44.6,9.4,8.5,.463,15.3,30.7,.206
88,Florida A&M,29,7,22,.241,-17.81,-4.99,,5,13,,4,7,,3,15,,1700,2030,,66.5,104.9,.439,.344,.534,52.2,50.2,12.3,10.8,.499,16.0,33.5,.293
89,Florida Atlantic NCAA,39,35,4,.897,13.92,2.30,,18,2,,17,0,,11,3,,3035,2547,,68.5,94.7,.263,.349,.494,45.8,34.8,8.4,6.8,.459,15.7,25.0,.193
90,Florida Gulf Coast,32,17,15,.531,-2.63,-3.08,,7,11,,8,5,,6,9,,2280,2222,,66.7,103.4,.279,.413,.531,50.4,50.9,8.5,9.1,.504,15.3,28.4,.194
91,Florida International,32,14,18,.438,-2.71,0.32,,8,12,,11,7,,3,10,,2339,2404,,71.0,104.2,.304,.401,.551,54.7,53.3,11.4,9.1,.518,19.5,36.1,.225
92,Florida State,32,9,23,.281,-0.38,6.50,,7,13,,5,11,,4,7,,2219,2439,,69.0,110.5,.309,.411,.565,52.9,55.4,7.5,7.5,.531,14.9,31.5,.234
93,Fordham,33,25,8,.758,2.26,-2.14,,12,6,,18,2,,6,5,,2376,2231,,70.0,95.9,.373,.305,.515,48.0,48.7,9.1,9.0,.469,17.1,25.2,.273
94,Fresno State,31,11,20,.355,2.60,5.10,,6,12,,7,7,,4,9,,1974,2036,,64.0,102.6,.319,.375,.550,51.9,52.6,8.8,9.7,.513,17.8,27.8,.241
95,Furman NCAA,36,28,8,.778,4.89,-2.90,,15,3,,14,2,,8,3,,2911,2563,,69.4,101.6,.301,.350,.535,48.8,44.5,8.1,8.9,.505,16.4,27.1,.213
96,Gardner-Webb,31,15,16,.484,-3.84,-4.64,,10,8,,8,5,,6,10,,2192,2032,,67.5,95.6,.399,.377,.521,47.3,48.4,9.3,7.5,.477,18.3,24.3,.286
97,George Mason,33,20,13,.606,1.73,0.27,,11,7,,14,2,,4,7,,2268,2220,,67.6,98.8,.330,.351,.513,47.6,45.4,10.2,8.8,.479,14.9,24.8,.228
98,George Washington,32,16,16,.500,-1.93,-0.61,,10,8,,11,6,,5,6,,2441,2455,,69.7,108.1,.284,.392,.541,50.2,51.0,9.9,6.8,.515,13.5,29.7,.199
99,Georgetown,32,7,25,.219,-1.07,7.52,,2,18,,5,12,,1,11,,2225,2500,,69.6,111.3,.244,.395,.560,51.0,60.1,11.5,7.2,.536,13.7,30.0,.178
100,Georgia,32,16,16,.500,1.80,4.80,,6,12,,13,4,,1,10,,2193,2289,,68.2,104.5,.289,.367,.526,49.8,55.8,9.8,10.7,.498,14.5,30.5,.200
101,Georgia Southern,33,17,16,.515,-3.25,-2.02,,9,9,,12,4,,3,11,,2257,2201,,67.6,98.3,.326,.375,.518,49.8,48.7,9.1,6.9,.484,16.8,26.9,.229
102,Georgia State,31,10,21,.323,-6.79,-0.93,,3,15,,10,9,,0,11,,2068,2150,,67.8,101.9,.339,.344,.534,48.8,52.2,10.0,9.2,.497,15.6,28.4,.245
103,Georgia Tech,33,15,18,.455,2.08,4.89,,6,14,,11,6,,3,9,,2301,2335,,67.6,104.3,.302,.352,.526,51.2,56.2,8.1,9.5,.494,14.0,30.3,.215
104,Gonzaga NCAA,37,31,6,.838,18.99,8.04,,14,2,,15,1,,7,2,,3187,2715,,71.9,101.8,.257,.390,.539,46.0,46.1,7.2,5.8,.510,16.3,25.2,.188
105,Grambling,33,24,9,.727,-4.03,-8.48,,15,3,,11,1,,9,6,,2276,2054,,67.8,91.5,.398,.377,.480,48.6,51.7,10.3,8.0,.438,18.4,31.5,.264
106,Grand Canyon NCAA,36,24,12,.667,4.43,1.27,,10,7,,14,4,,5,5,,2706,2421,,66.9,99.8,.320,.329,.498,47.9,43.3,8.3,8.2,.461,13.7,29.3,.225
107,Green Bay,32,3,29,.094,-20.30,-3.14,,2,18,,2,10,,1,17,,1898,2447,,66.2,115.0,.316,.346,.581,56.4,49.6,11.0,11.2,.548,14.0,32.4,.240
108,Hampton,32,8,24,.250,-15.25,-4.71,,5,13,,7,6,,1,13,,2183,2481,,69.9,110.5,.355,.371,.562,53.1,55.0,8.0,9.2,.534,13.9,30.0,.245
109,Hartford,28,5,23,.179,-23.12,-7.96,,,,,5,10,,0,11,,1757,1991,,66.3,107.3,.259,.382,.555,52.3,58.7,11.0,9.1,.532,16.0,31.1,.184
110,Harvard,28,14,14,.500,-0.71,-2.02,,5,9,,5,7,,8,6,,1914,1858,,67.8,97.0,.249,.388,.515,47.1,47.4,10.2,8.7,.484,16.5,24.9,.184
111,Hawaii,33,22,11,.667,2.36,-2.17,,13,7,,13,5,,6,4,,2208,2039,,64.9,94.1,.269,.263,.482,47.7,33.4,9.1,9.1,.444,14.4,26.3,.199
112,High Point,31,14,17,.452,-9.88,-5.23,,6,12,,10,5,,2,11,,2312,2392,,72.7,106.2,.337,.386,.531,49.9,52.7,9.7,9.4,.503,14.5,32.0,.226
113,Hofstra,35,25,10,.714,4.96,-2.30,,16,2,,11,2,,11,5,,2619,2324,,67.6,97.2,.248,.364,.492,52.0,50.6,8.4,8.4,.463,15.8,31.2,.172
114,Holy Cross,32,10,22,.313,-14.27,-6.40,,7,11,,6,9,,4,11,,2136,2324,,69.1,104.6,.274,.349,.534,54.3,49.8,10.1,8.4,.512,15.3,30.5,.183
115,Houston NCAA,37,33,4,.892,22.20,4.79,,17,1,,16,2,,11,0,,2770,2126,,64.8,88.6,.357,.435,.470,44.9,53.1,8.3,6.7,.427,18.3,27.7,.246
116,Houston Christian,32,10,22,.313,-17.18,-6.94,,7,11,,8,8,,2,13,,2482,2658,,73.4,112.7,.319,.334,.584,50.5,51.6,10.7,8.5,.559,15.1,30.0,.226
117,Howard NCAA,35,22,13,.629,-5.04,-5.14,,11,3,,12,2,,6,8,,2634,2542,,71.8,100.8,.348,.367,.538,48.3,47.5,12.2,8.6,.507,18.6,31.2,.239
118,Idaho,32,10,22,.313,-8.70,-3.86,,4,14,,6,10,,4,11,,2335,2332,,67.1,107.4,.313,.325,.562,52.1,43.0,8.6,8.6,.531,15.1,26.8,.229
119,Idaho State,32,11,21,.344,-6.56,-2.96,,8,10,,7,7,,4,12,,2213,2272,,65.7,105.5,.351,.340,.552,51.8,47.5,8.3,6.6,.506,15.8,27.4,.276
120,Illinois NCAA,33,20,13,.606,14.81,7.65,,11,9,,15,2,,3,7,,2452,2216,,69.5,95.5,.301,.305,.501,47.2,43.9,9.8,8.2,.467,16.3,26.7,.213
121,Illinois State,32,11,21,.344,-7.38,-3.38,,6,14,,8,7,,3,9,,2127,2255,,65.7,105.6,.340,.377,.549,48.7,49.1,10.0,9.8,.518,14.8,26.7,.237
122,Illinois-Chicago,32,12,20,.375,-8.83,-3.12,,4,16,,7,8,,3,11,,2149,2292,,69.2,102.6,.325,.344,.539,54.1,55.0,8.7,11.7,.505,17.2,29.9,.234
123,Incarnate Word,31,12,19,.387,-15.06,-8.28,,6,12,,7,7,,3,12,,2194,2290,,69.3,105.3,.327,.341,.563,52.7,48.8,10.2,7.4,.534,18.3,31.6,.234
124,Indiana NCAA,35,23,12,.657,14.94,8.88,,12,8,,15,2,,5,7,,2616,2404,,68.4,100.1,.298,.378,.505,49.0,47.9,9.5,7.4,.472,14.1,29.0,.210
125,Indiana State,36,23,13,.639,4.86,-4.02,,13,7,,11,4,,7,6,,2855,2507,,71.2,97.2,.298,.355,.519,48.5,39.9,8.3,10.7,.483,15.7,22.4,.218
126,Iona NCAA,35,27,8,.771,7.61,-2.76,,17,3,,11,1,,8,4,,2660,2297,,68.8,95.0,.309,.346,.498,49.6,51.6,7.7,6.7,.463,17.9,30.7,.218
127,Iowa NCAA,33,19,14,.576,14.08,8.69,,11,9,,14,3,,4,7,,2642,2464,,69.6,106.0,.238,.323,.558,48.7,50.9,8.1,8.9,.533,16.1,27.4,.178
128,Iowa State NCAA,33,19,14,.576,15.36,10.39,,9,9,,13,3,,3,8,,2231,2067,,65.7,94.6,.408,.467,.542,47.5,57.8,10.3,7.8,.499,22.3,26.5,.296
129,IUPUI,32,5,27,.156,-19.00,-5.57,,2,18,,4,9,,0,15,,2089,2456,,67.7,112.9,.345,.390,.576,51.1,54.5,12.3,8.3,.539,14.8,32.1,.262
130,Jackson State,33,14,19,.424,-11.36,-5.39,,12,6,,7,2,,6,14,,2232,2429,,69.8,104.2,.339,.394,.556,48.9,52.3,11.2,11.1,.522,17.0,29.2,.247
131,Jacksonville,29,13,16,.448,-6.19,-2.54,,6,12,,7,6,,6,10,,1837,1816,,62.0,101.0,.253,.485,.514,48.2,54.8,9.5,8.7,.484,13.6,24.8,.185
132,Jacksonville State,31,13,18,.419,-6.67,-2.60,,6,12,,9,5,,3,12,,2166,2178,,66.5,105.2,.284,.473,.549,47.1,56.7,9.2,7.8,.518,15.2,24.9,.210
133,James Madison,33,22,11,.667,4.96,-2.31,,12,6,,11,3,,8,6,,2658,2246,,72.2,92.8,.307,.380,.510,47.3,47.2,9.8,8.2,.481,19.9,27.2,.207
134,Kansas NCAA,36,28,8,.778,19.20,11.84,,13,5,,15,1,,7,4,,2715,2450,,70.2,96.3,.311,.353,.508,49.2,46.5,8.7,7.1,.470,17.6,28.7,.225
135,Kansas City,32,11,21,.344,-9.78,-3.28,,7,11,,6,8,,3,11,,2060,2199,,65.4,103.8,.383,.403,.538,47.4,47.5,9.2,8.7,.493,15.7,29.6,.284
136,Kansas State NCAA,36,26,10,.722,15.79,9.48,,11,7,,16,1,,4,7,,2742,2515,,70.5,97.4,.363,.369,.518,49.5,56.2,10.0,10.5,.481,18.2,30.3,.253
137,Kennesaw State NCAA,35,26,9,.743,0.60,-2.06,,15,3,,15,1,,10,6,,2626,2415,,69.8,97.9,.357,.387,.528,49.1,47.4,9.4,8.6,.494,18.0,26.0,.245
138,Kent State NCAA,35,28,7,.800,7.53,-1.22,,15,3,,15,0,,9,6,,2665,2305,,69.7,94.2,.368,.405,.511,49.5,51.1,7.7,7.7,.468,19.6,29.7,.265
139,Kentucky NCAA,34,22,12,.647,14.76,8.08,,12,6,,14,4,,6,4,,2532,2305,,66.8,100.7,.299,.355,.523,43.3,48.2,9.0,5.2,.486,14.7,25.1,.222
140,La Salle,34,15,19,.441,-2.79,-0.02,,7,11,,8,8,,5,8,,2374,2468,,68.5,104.9,.316,.349,.538,50.4,50.7,8.6,11.6,.510,15.5,30.5,.216
141,Lafayette,34,11,23,.324,-7.83,-4.53,,7,11,,5,7,,5,16,,2120,2232,,63.5,101.2,.294,.412,.536,51.9,55.3,9.6,9.2,.508,16.2,25.6,.205
