Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
11,Arizona NCAA,35,28,7,.800,19.08,8.34,,14,6,,15,2,,6,4,,2866,2490,,1400,905,2216,.408,277,858,.323,403,565,.713,360,1163,443,276,122,431,671
12,Arizona State NCAA,36,23,13,.639,11.29,8.18,,11,9,,10,5,,7,6,,2559,2447,,1455,836,2096,.399,279,818,.341,496,702,.707,423,1382,458,219,107,505,652
13,Arkansas NCAA,36,22,14,.611,15.99,9.87,,8,10,,14,3,,2,8,,2666,2446,,1445,847,1996,.424,189,608,.311,563,788,.714,348,1189,382,241,103,519,681
14,Arkansas State,33,13,20,.394,-8.07,-3.30,,4,14,,10,8,,2,11,,2169,2232,,1325,778,1776,.438,219,596,.367,457,615,.743,298,1093,378,199,112,382,549
15,Arkansas-Pine Bluff,31,10,21,.323,-12.99,-5.36,,6,12,,8,5,,2,16,,2074,2162,,1250,738,1689,.437,197,603,.327,489,695,.704,287,1127,437,262,105,497,523
16,Army,33,17,16,.515,-7.13,-7.58,,10,8,,10,5,,7,8,,2412,2322,,1330,852,1909,.446,243,733,.332,375,539,.696,262,1002,448,227,102,356,533
17,Auburn NCAA,34,21,13,.618,14.35,9.29,,10,8,,14,2,,4,8,,2474,2302,,1365,788,1935,.407,192,667,.288,534,752,.710,401,1211,380,238,118,442,610
18,Austin Peay,31,9,22,.290,-12.17,-2.60,,3,15,,7,8,,1,13,,2067,2241,,1245,796,1664,.478,202,593,.341,447,604,.740,291,1092,427,192,80,421,480
19,Ball State,32,20,12,.625,-1.20,-3.50,,11,7,,12,2,,6,7,,2445,2292,,1285,823,1873,.439,237,619,.383,409,561,.729,311,1054,306,198,79,373,650
20,Baylor NCAA,34,23,11,.676,17.30,10.54,,11,7,,14,3,,5,5,,2619,2389,,1365,864,1902,.454,234,720,.325,427,595,.718,341,1086,518,208,97,460,624
21,Bellarmine,33,15,18,.455,-7.42,-1.35,,9,9,,8,6,,6,12,,2187,2216,,1330,763,1717,.444,315,889,.354,375,520,.721,276,1039,448,179,67,394,491
22,Belmont,32,21,11,.656,1.88,-1.93,,14,6,,12,2,,7,7,,2447,2299,,1290,852,1895,.450,230,645,.357,365,547,.667,334,1127,420,184,111,406,478
23,Bethune-Cookman,32,12,20,.375,-17.15,-7.82,,8,10,,8,5,,3,13,,2172,2401,,1285,845,1862,.454,242,686,.353,469,640,.733,368,1209,441,229,119,436,540
24,Binghamton,31,13,18,.419,-10.44,-5.51,,8,8,,8,7,,5,11,,2133,2217,,1260,781,1786,.437,203,618,.328,452,619,.730,305,1042,322,229,95,334,506
25,Boise State NCAA,34,24,10,.706,12.78,6.21,,13,5,,15,1,,5,6,,2451,2198,,1375,802,1933,.415,223,717,.311,371,528,.703,284,1096,364,176,109,401,569
26,Boston College,33,16,17,.485,1.09,4.73,,9,11,,9,7,,4,7,,2197,2317,,1330,833,1882,.443,274,744,.368,377,519,.726,310,1122,408,219,109,406,505
27,Boston University,32,15,17,.469,-8.10,-6.52,,8,10,,9,4,,6,11,,2147,2151,,1300,749,1725,.434,227,676,.336,426,618,.689,259,1077,371,199,124,397,508
28,Bowling Green State,31,11,20,.355,-8.46,-3.81,,5,13,,7,9,,4,11,,2355,2434,,1240,866,1857,.466,253,708,.357,449,616,.729,298,1074,451,185,108,357,556
29,Bradley,35,25,10,.714,6.51,-0.67,,16,4,,15,1,,8,6,,2473,2195,,1405,760,1875,.405,231,725,.319,444,592,.750,282,1107,371,222,85,442,555
30,Brigham Young,34,19,15,.559,9.43,5.40,,7,9,,12,4,,2,7,,2568,2376,,1365,819,1898,.432,243,717,.339,495,712,.695,282,1084,411,248,87,463,605
31,Brown,27,14,13,.519,-2.47,-2.69,,7,7,,7,5,,7,8,,1878,1872,,1086,689,1541,.447,200,571,.350,294,414,.710,218,929,325,183,82,374,459
32,Bryant,30,17,13,.567,-3.59,-4.52,,8,8,,9,4,,7,8,,2381,2193,,1205,778,1849,.421,237,719,.330,400,570,.702,284,1021,433,208,88,372,540
33,Bucknell,32,12,20,.375,-9.93,-6.96,,5,13,,7,7,,3,13,,2161,2192,,1290,815,1846,.441,237,666,.356,325,506,.642,272,1020,453,247,100,332,472
34,Buffalo,32,15,17,.469,-2.97,0.67,,9,9,,11,4,,3,9,,2481,2485,,1285,881,1942,.454,244,696,.351,479,682,.702,322,1125,469,210,104,447,551
35,Butler,32,14,18,.438,5.85,8.54,,6,14,,10,6,,3,10,,2088,2174,,1280,838,1874,.447,200,623,.321,298,423,.704,328,1161,440,219,105,400,455
36,Cal Poly,33,8,25,.242,-7.51,-0.54,,1,18,,6,11,,1,13,,2006,2174,,1330,732,1689,.433,208,610,.341,502,695,.722,262,1069,373,205,98,408,575
37,Cal State Bakersfield,33,11,22,.333,-8.34,-1.47,,6,14,,6,8,,3,12,,1995,2134,,1340,700,1639,.427,238,695,.342,496,694,.715,289,1067,373,193,81,445,510
38,Cal State Fullerton,33,20,13,.606,1.73,-0.27,,12,6,,11,2,,7,8,,2283,2148,,1360,754,1812,.416,220,705,.312,420,591,.711,328,1153,372,199,97,466,633
39,Cal State Northridge,32,7,25,.219,-10.40,-1.74,,4,16,,7,8,,0,14,,2028,2194,,1285,737,1729,.426,221,656,.337,499,666,.749,322,1126,397,174,86,383,573
40,California,32,3,29,.094,-3.36,8.43,,2,18,,3,14,,0,12,,1866,2243,,1290,801,1772,.452,227,679,.334,414,578,.716,318,1137,413,185,130,332,526
41,California Baptist,33,17,16,.515,0.21,-0.69,,7,10,,12,5,,4,8,,2291,2156,,1330,790,1863,.424,185,610,.303,391,538,.727,290,1118,365,181,86,358,596
42,Campbell,34,16,18,.471,-5.23,-4.89,,8,10,,8,6,,4,10,,2374,2329,,1385,834,1837,.454,263,763,.345,398,573,.695,297,1084,408,205,115,420,620
43,Canisius,30,10,20,.333,-7.05,-3.46,,8,12,,7,7,,3,12,,2111,2169,,1225,815,1747,.467,203,554,.366,334,478,.699,298,1073,400,189,96,395,473
44,Central Arkansas,31,9,22,.290,-13.72,-3.15,,4,14,,6,8,,2,13,,2261,2527,,1255,923,1963,.470,279,769,.363,402,571,.704,337,1210,432,226,105,385,451
45,Central Connecticut State,32,10,22,.313,-13.68,-9.49,,7,9,,6,7,,4,14,,2111,2245,,1295,821,1836,.447,242,683,.354,361,485,.744,302,1116,464,215,108,350,440
46,Central Florida,34,19,15,.559,11.09,5.09,,8,10,,11,6,,5,7,,2432,2228,,1395,779,1855,.420,221,720,.307,449,620,.724,353,1130,416,229,97,504,554
47,Central Michigan,31,10,21,.323,-11.97,-2.62,,5,13,,6,8,,3,12,,2038,2263,,1245,769,1757,.438,255,735,.347,470,696,.675,350,1106,399,257,86,415,619
48,Charleston Southern,31,10,21,.323,-9.44,-4.47,,5,13,,6,8,,3,12,,2251,2305,,1245,803,1747,.460,253,704,.359,446,619,.721,304,1048,410,172,91,350,477
49,Charlotte,36,22,14,.611,3.90,-0.46,,9,11,,11,4,,5,8,,2410,2253,,1465,836,1912,.437,246,726,.339,335,459,.730,269,1074,347,197,98,402,490
50,Chattanooga,35,18,17,.514,-2.34,-3.34,,7,11,,9,7,,6,9,,2702,2523,,1405,888,2099,.423,298,893,.334,449,586,.766,324,1185,404,219,85,369,588
51,Chicago State,31,11,20,.355,-11.29,-3.51,,,,,8,0,,3,20,,2180,2264,,1245,812,1783,.455,234,680,.344,406,581,.699,335,1037,451,208,111,357,500
52,Cincinnati,36,23,13,.639,11.77,4.97,,11,7,,16,3,,5,7,,2776,2495,,1450,915,2142,.427,209,669,.312,456,616,.740,348,1249,465,190,101,438,557
53,Clemson,34,23,11,.676,10.53,3.71,,14,6,,15,2,,5,6,,2540,2308,,1370,798,1970,.405,267,804,.332,445,604,.737,303,1128,395,191,87,383,576
54,Cleveland State,35,21,14,.600,-2.60,-5.05,,14,6,,13,3,,7,9,,2512,2405,,1425,857,2022,.424,244,764,.319,447,611,.732,435,1246,427,216,136,488,565
55,Coastal Carolina,31,11,20,.355,-8.93,-1.75,,5,13,,8,8,,3,11,,2273,2294,,1250,808,1893,.427,305,859,.355,373,520,.717,343,1098,447,206,100,358,498
56,Colgate NCAA,35,26,9,.743,2.20,-5.86,,17,1,,14,2,,11,4,,2733,2426,,1400,937,2056,.456,270,753,.359,282,410,.688,287,1103,511,209,109,432,514
57,College of Charleston NCAA,35,31,4,.886,8.40,-4.02,,16,2,,17,1,,11,2,,2804,2353,,1410,899,2085,.431,205,671,.306,350,517,.677,319,1189,411,197,129,482,640
58,Colorado,35,18,17,.514,11.17,8.39,,8,12,,13,5,,2,9,,2445,2348,,1400,842,1982,.425,217,676,.321,447,623,.717,305,1175,393,249,140,470,602
59,Colorado State,33,15,18,.455,5.64,5.86,,6,12,,9,7,,4,8,,2391,2355,,1336,827,1859,.445,295,809,.365,406,550,.738,302,1093,423,188,107,400,546
60,Columbia,29,7,22,.241,-14.37,-2.37,,2,12,,6,9,,1,13,,1966,2197,,1170,819,1792,.457,210,634,.331,349,499,.699,344,1145,447,193,124,379,443
61,Connecticut NCAA,39,31,8,.795,22.95,8.51,,13,7,,15,2,,6,5,,3064,2501,,1560,856,2145,.399,194,653,.297,595,810,.735,361,1173,357,258,105,493,662
62,Coppin State,32,9,23,.281,-14.76,-3.60,,4,10,,4,6,,5,16,,2304,2661,,1300,937,2029,.462,285,839,.340,502,694,.723,425,1325,548,241,99,440,566
63,Cornell,28,17,11,.607,0.63,-2.41,,7,7,,11,2,,6,8,,2287,2129,,1125,774,1643,.471,231,650,.355,350,491,.713,270,964,456,182,87,446,487
64,Creighton NCAA,37,24,13,.649,17.83,9.80,,14,6,,13,2,,5,6,,2828,2531,,1490,983,2332,.422,231,688,.336,334,460,.726,326,1230,439,217,103,358,590
65,Dartmouth,28,10,18,.357,-7.98,-2.52,,6,8,,7,5,,3,11,,1998,2027,,1135,736,1669,.441,192,580,.331,363,499,.727,253,993,324,236,86,346,481
66,Davidson,32,16,16,.500,1.99,1.47,,8,10,,7,8,,6,6,,2236,2197,,1295,817,1843,.443,221,678,.326,342,487,.702,305,1109,399,190,122,371,579
67,Dayton,34,22,12,.647,8.71,1.09,,12,6,,14,2,,5,6,,2334,2075,,1370,764,1942,.393,220,752,.293,327,464,.705,336,1057,371,197,77,352,591
68,Delaware,33,17,16,.515,-5.57,-3.72,,8,10,,10,5,,4,10,,2298,2333,,1330,850,1888,.450,238,653,.364,395,547,.722,329,1175,454,203,109,421,585
69,Delaware State,30,6,24,.200,-17.70,-4.95,,4,11,,4,8,,2,14,,1939,2265,,1210,772,1660,.465,283,702,.403,438,633,.692,281,1038,477,235,105,425,519
70,Denver,32,15,17,.469,-9.56,-5.89,,6,12,,9,5,,4,11,,2325,2402,,1300,871,1950,.447,263,785,.335,397,526,.755,313,995,448,216,117,359,621
71,DePaul,33,10,23,.303,2.90,9.03,,3,17,,7,8,,2,12,,2349,2551,,1340,903,1984,.455,241,689,.350,504,709,.711,396,1273,469,239,110,415,546
72,Detroit Mercy,33,14,19,.424,-3.21,-3.61,,9,11,,9,5,,5,13,,2527,2486,,1330,893,1931,.462,277,757,.366,423,560,.755,325,1097,466,214,91,386,566
73,Drake NCAA,35,27,8,.771,7.84,-1.14,,15,5,,14,1,,6,6,,2617,2236,,1430,811,2001,.405,233,760,.307,381,541,.704,278,1146,354,185,80,421,586
74,Drexel,32,17,15,.531,-2.27,-5.43,,10,8,,12,3,,3,9,,2135,1997,,1305,762,1793,.425,170,510,.333,303,430,.705,290,1051,360,186,85,384,540
75,Duke NCAA,36,27,9,.750,15.83,7.44,,14,6,,16,0,,4,6,,2592,2290,,1445,844,2079,.406,226,741,.305,376,493,.763,337,1108,409,220,132,391,588
76,Duquesne,33,20,13,.606,3.48,-0.16,,10,8,,16,4,,3,7,,2472,2352,,1322,836,1875,.446,223,634,.352,457,659,.693,380,1196,440,195,100,475,538
77,East Carolina,33,16,17,.485,-0.29,1.41,,6,12,,10,6,,2,9,,2271,2327,,1320,830,1905,.436,216,657,.329,451,631,.715,333,1153,414,216,116,392,584
78,East Tennessee State,32,12,20,.375,-6.00,-4.44,,8,10,,7,9,,4,9,,2211,2208,,1285,799,1834,.436,254,785,.324,356,486,.733,319,1066,404,228,73,389,516
79,Eastern Illinois,31,9,22,.290,-14.09,-6.75,,5,13,,6,9,,3,12,,2134,2235,,1245,786,1806,.435,259,770,.336,404,579,.698,348,1175,466,202,109,457,549
80,Eastern Kentucky,37,23,14,.622,-1.47,-1.62,,12,6,,14,2,,5,10,,2909,2720,,1505,987,2291,.431,309,909,.340,437,589,.742,399,1372,531,241,105,536,561
81,Eastern Michigan,31,8,23,.258,-11.05,-1.88,,5,13,,6,7,,2,13,,2239,2505,,1250,894,1846,.484,262,767,.342,455,647,.703,339,1150,418,196,86,384,513
82,Eastern Washington,34,23,11,.676,1.47,-1.62,,16,2,,11,2,,10,7,,2607,2429,,1360,849,2005,.423,294,882,.333,437,584,.748,315,1055,420,219,64,383,596
83,Elon,32,8,24,.250,-12.85,-4.38,,6,12,,5,9,,3,12,,2094,2291,,1280,815,1869,.436,291,843,.345,370,521,.710,339,1152,466,198,96,368,514
84,Evansville,32,5,27,.156,-15.14,-1.54,,1,19,,3,10,,1,14,,1997,2432,,1280,867,1809,.479,283,745,.380,415,544,.763,258,1222,502,186,85,421,526
85,Fairfield,31,13,18,.419,-6.98,-4.51,,9,11,,7,6,,4,10,,2012,2045,,1255,769,1748,.440,161,553,.291,346,483,.716,306,1060,336,183,102,363,556
86,Fairleigh Dickinson NCAA,37,21,16,.568,-8.98,-9.83,,10,6,,10,5,,8,9,,2863,2744,,1495,972,2061,.472,287,820,.350,513,690,.743,344,1257,552,213,143,567,587
87,Florida,33,16,17,.485,10.90,8.26,,9,9,,10,6,,4,7,,2351,2264,,1325,830,2002,.415,192,608,.316,412,585,.704,383,1274,370,217,102,412,542
88,Florida A&M,29,7,22,.241,-17.81,-4.99,,5,13,,4,7,,3,15,,1700,2030,,1165,695,1572,.442,180,541,.333,460,690,.667,331,1042,349,239,108,363,482
89,Florida Atlantic NCAA,39,35,4,.897,13.92,2.30,,18,2,,17,0,,11,3,,3035,2547,,1570,923,2290,.403,258,800,.323,443,603,.735,364,1286,321,225,89,481,651
90,Florida Gulf Coast,32,17,15,.531,-2.63,-3.08,,7,11,,8,5,,6,9,,2280,2222,,1290,804,1848,.435,255,764,.334,359,516,.696,320,1125,409,183,92,377,497
91,Florida International,32,14,18,.438,-2.71,0.32,,8,12,,11,7,,3,10,,2339,2404,,1300,848,1907,.445,278,765,.363,430,580,.741,414,1217,452,264,108,528,499
92,Florida State,32,9,23,.281,-0.38,6.50,,7,13,,5,11,,4,7,,2219,2439,,1280,854,1882,.454,291,773,.376,440,582,.756,334,1128,473,165,91,377,517
93,Fordham,33,25,8,.758,2.26,-2.14,,12,6,,18,2,,6,5,,2376,2231,,1330,774,1841,.420,180,562,.320,503,687,.732,291,1127,377,212,100,448,640
94,Fresno State,31,11,20,.355,2.60,5.10,,6,12,,7,7,,4,9,,1974,2036,,1240,711,1607,.442,227,603,.376,387,512,.756,266,1012,374,175,96,401,484
95,Furman NCAA,36,28,8,.778,4.89,-2.90,,15,3,,14,2,,8,3,,2911,2563,,1455,937,2094,.447,242,733,.330,447,630,.710,338,1204,417,204,102,470,617
96,Gardner-Webb,31,15,16,.484,-3.84,-4.64,,10,8,,8,5,,6,10,,2192,2032,,1260,678,1639,.414,208,618,.337,468,654,.716,252,985,328,198,87,438,544
97,George Mason,33,20,13,.606,1.73,0.27,,11,7,,14,2,,4,7,,2268,2220,,1330,798,1872,.426,198,658,.301,426,618,.689,289,1071,362,229,96,380,635
98,George Washington,32,16,16,.500,-1.93,-0.61,,10,8,,11,6,,5,6,,2441,2455,,1305,892,1999,.446,274,784,.349,397,568,.699,353,1126,455,224,78,355,545
99,Georgetown,32,7,25,.219,-1.07,7.52,,2,18,,5,12,,1,11,,2225,2500,,1290,918,2001,.459,308,791,.389,356,489,.728,346,1196,552,259,96,356,491
100,Georgia,32,16,16,.500,1.80,4.80,,6,12,,13,4,,1,10,,2193,2289,,1285,841,1912,.440,224,702,.319,383,553,.693,351,1138,469,214,117,368,588
101,Georgia Southern,33,17,16,.515,-3.25,-2.02,,9,9,,12,4,,3,11,,2257,2201,,1325,779,1838,.424,223,689,.324,420,600,.700,309,1157,379,203,87,429,526
102,Georgia State,31,10,21,.323,-6.79,-0.93,,3,15,,10,9,,0,11,,2068,2150,,1245,755,1734,.435,215,596,.361,425,588,.723,288,1021,394,210,114,372,532
103,Georgia Tech,33,15,18,.455,2.08,4.89,,6,14,,11,6,,3,9,,2301,2335,,1325,856,1943,.441,206,684,.301,417,586,.712,351,1211,481,181,118,362,500
104,Gonzaga NCAA,37,31,6,.838,18.99,8.04,,14,2,,15,1,,7,2,,3187,2715,,1485,993,2246,.442,306,877,.349,423,577,.733,334,1171,458,193,89,489,700
105,Grambling,33,24,9,.727,-4.03,-8.48,,15,3,,11,1,,9,6,,2276,2054,,1325,685,1801,.380,209,679,.308,475,716,.663,382,1129,354,231,104,484,605
106,Grand Canyon NCAA,36,24,12,.667,4.43,1.27,,10,7,,14,4,,5,5,,2706,2421,,1450,863,2112,.409,220,694,.317,475,676,.703,395,1211,374,201,96,387,642
107,Green Bay,32,3,29,.094,-20.30,-3.14,,2,18,,2,10,,1,17,,1898,2447,,1285,893,1832,.487,222,634,.350,439,578,.760,321,1169,443,234,105,342,532
108,Hampton,32,8,24,.250,-15.25,-4.71,,5,13,,7,6,,1,13,,2183,2481,,1285,878,1889,.465,262,701,.374,463,670,.691,327,1243,483,179,113,357,589
109,Hartford,28,5,23,.179,-23.12,-7.96,,,,,5,10,,0,11,,1757,1991,,1120,734,1596,.460,229,609,.376,294,414,.710,285,972,431,204,84,341,393
110,Harvard,28,14,14,.500,-0.71,-2.02,,5,9,,5,7,,8,6,,1914,1858,,1130,680,1612,.422,201,625,.322,297,401,.741,238,902,322,196,87,357,472
111,Hawaii,33,22,11,.667,2.36,-2.17,,13,7,,13,5,,6,4,,2208,2039,,1335,760,1877,.405,145,493,.294,374,504,.742,301,1064,254,198,103,355,601
112,High Point,31,14,17,.452,-9.88,-5.23,,6,12,,10,5,,2,11,,2312,2392,,1241,856,1942,.441,242,749,.323,438,654,.670,384,1174,451,218,105,383,605
113,Hofstra,35,25,10,.714,4.96,-2.30,,16,2,,11,2,,11,5,,2619,2324,,1415,862,2115,.408,236,769,.307,364,524,.695,412,1278,436,202,106,442,531
114,Holy Cross,32,10,22,.313,-14.27,-6.40,,7,11,,6,9,,4,11,,2136,2324,,1285,876,1926,.455,219,672,.326,353,527,.670,345,1234,436,225,106,393,459
115,Houston NCAA,37,33,4,.892,22.20,4.79,,17,1,,16,2,,11,0,,2770,2126,,1480,708,1933,.366,234,840,.279,476,691,.689,370,1173,376,199,91,506,599
116,Houston Christian,32,10,22,.313,-17.18,-6.94,,7,11,,8,8,,2,13,,2482,2658,,1285,984,1978,.497,242,660,.367,448,630,.711,328,1118,508,252,97,405,627
117,Howard NCAA,35,22,13,.629,-5.04,-5.14,,11,3,,12,2,,6,8,,2634,2542,,1405,902,2027,.445,253,743,.341,485,706,.687,383,1168,428,308,110,540,615
118,Idaho,32,10,22,.313,-8.70,-3.86,,4,14,,6,10,,4,11,,2335,2332,,1296,848,1805,.470,222,586,.379,414,565,.733,277,1063,365,186,95,368,603
119,Idaho State,32,11,21,.344,-6.56,-2.96,,8,10,,7,7,,4,12,,2213,2272,,1310,796,1764,.451,193,599,.322,487,620,.785,282,1079,378,178,70,387,577
120,Illinois NCAA,33,20,13,.606,14.81,7.65,,11,9,,15,2,,3,7,,2452,2216,,1335,804,1934,.416,197,589,.334,411,583,.705,322,1115,353,228,93,429,604
121,Illinois State,32,11,21,.344,-7.38,-3.38,,6,14,,8,7,,3,9,,2127,2255,,1300,805,1770,.455,225,667,.337,420,601,.699,278,992,395,214,99,357,552
122,Illinois-Chicago,32,12,20,.375,-8.83,-3.12,,4,16,,7,8,,3,11,,2149,2292,,1290,823,1841,.447,215,633,.340,431,599,.720,328,1224,453,194,119,443,562
123,Incarnate Word,31,12,19,.387,-15.06,-8.28,,6,12,,7,7,,3,12,,2194,2290,,1255,832,1759,.473,214,600,.357,412,575,.717,319,1088,406,222,89,455,525
124,Indiana NCAA,35,23,12,.657,14.94,8.88,,12,8,,15,2,,5,7,,2616,2404,,1405,852,2084,.409,263,787,.334,437,621,.704,379,1199,408,229,111,391,561
125,Indiana State,36,23,13,.639,4.86,-4.02,,13,7,,11,4,,7,6,,2855,2507,,1450,902,2117,.426,241,752,.320,462,631,.732,288,1174,360,215,121,450,581
126,Iona NCAA,35,27,8,.771,7.61,-2.76,,17,3,,11,1,,8,4,,2660,2297,,1405,826,2009,.411,207,696,.297,438,621,.705,380,1223,426,187,97,503,564
127,Iowa NCAA,33,19,14,.576,14.08,8.69,,11,9,,14,3,,4,7,,2642,2464,,1335,939,1982,.474,234,640,.366,352,472,.746,305,1145,478,189,115,424,598
128,Iowa State NCAA,33,19,14,.576,15.36,10.39,,9,9,,13,3,,3,8,,2231,2067,,1330,671,1598,.420,252,747,.337,473,652,.725,264,1005,388,224,97,546,561
129,IUPUI,32,5,27,.156,-19.00,-5.57,,2,18,,4,9,,0,15,,2089,2456,,1285,860,1833,.469,256,714,.359,480,632,.759,337,1055,469,267,102,372,532
130,Jackson State,33,14,19,.424,-11.36,-5.39,,12,6,,7,2,,6,14,,2232,2429,,1338,853,1881,.453,259,741,.350,464,637,.728,311,1086,446,262,140,448,545
131,Jacksonville,29,13,16,.448,-6.19,-2.54,,6,12,,7,6,,6,10,,1837,1816,,1160,642,1576,.407,241,765,.315,291,399,.729,247,901,352,171,81,277,365
132,Jacksonville State,31,13,18,.419,-6.67,-2.60,,6,12,,9,5,,3,12,,2166,2178,,1245,762,1749,.436,287,828,.347,367,496,.740,265,994,432,190,75,357,530
133,James Madison,33,22,11,.667,4.96,-2.31,,12,6,,11,3,,8,6,,2658,2246,,1340,811,1920,.422,226,729,.310,398,590,.675,322,1128,383,238,104,546,645
134,Kansas NCAA,36,28,8,.778,19.20,11.84,,13,5,,15,1,,7,4,,2715,2450,,1450,873,2103,.415,230,742,.310,474,654,.725,379,1255,406,220,101,515,577
135,Kansas City,32,11,21,.344,-9.78,-3.28,,7,11,,6,8,,3,11,,2060,2199,,1295,734,1730,.424,239,697,.343,492,662,.743,317,1065,349,196,102,380,524
136,Kansas State NCAA,36,26,10,.722,15.79,9.48,,11,7,,16,1,,4,7,,2742,2515,,1465,878,2070,.424,235,764,.308,524,751,.698,388,1221,493,259,140,541,659
137,Kennesaw State NCAA,35,26,9,.743,0.60,-2.06,,15,3,,15,1,,10,6,,2626,2415,,1415,842,1957,.430,251,758,.331,480,698,.688,315,1188,399,231,106,502,675
138,Kent State NCAA,35,28,7,.800,7.53,-1.22,,15,3,,15,0,,9,6,,2665,2305,,1405,777,1920,.405,242,778,.311,509,706,.721,365,1223,397,188,101,551,645
139,Kentucky NCAA,34,22,12,.647,14.76,8.08,,12,6,,14,4,,6,4,,2532,2305,,1370,827,1929,.429,222,685,.324,429,577,.744,290,1022,399,205,75,379,580
140,La Salle,34,15,19,.441,-2.79,-0.02,,7,11,,8,8,,5,8,,2374,2468,,1375,898,1996,.450,240,696,.345,432,630,.686,365,1239,455,203,152,422,571
141,Lafayette,34,11,23,.324,-7.83,-4.53,,7,11,,5,7,,5,16,,2120,2232,,1394,800,1826,.438,257,753,.341,375,537,.698,283,1194,442,212,89,403,491
142,Lamar,31,9,22,.290,-17.40,-7.65,,5,13,,6,9,,2,12,,2104,2311,,1250,827,1852,.447,279,819,.341,378,564,.670,376,1110,531,251,118,382,519
143,Lehigh,30,16,14,.533,-9.08,-6.04,,11,7,,9,6,,7,8,,2094,2082,,1200,769,1778,.433,200,620,.323,344,505,.681,279,1084,367,176,90,353,462
144,Liberty,36,27,9,.750,8.36,-1.91,,15,3,,19,1,,6,7,,2689,2194,,1440,792,1891,.419,230,689,.334,380,518,.734,239,1089,327,205,92,468,569
145,Lindenwood,32,11,21,.344,-14.80,-6.35,,6,12,,9,4,,2,14,,2226,2362,,1305,847,1918,.442,273,799,.342,395,570,.693,343,1205,457,222,99,412,494
146,Lipscomb,33,20,13,.606,-1.95,-4.02,,11,7,,13,2,,7,11,,2521,2343,,1340,866,2024,.428,265,794,.334,346,466,.742,288,1094,357,202,90,383,481
147,Little Rock,31,10,21,.323,-12.62,-6.97,,6,12,,8,5,,2,16,,2337,2461,,1250,870,1829,.476,270,689,.392,451,678,.665,322,1124,458,194,116,441,567
148,Long Beach State,33,17,16,.515,-0.58,-0.42,,11,9,,9,5,,6,9,,2524,2455,,1355,867,2056,.422,276,820,.337,445,609,.731,350,1148,477,249,104,463,615
149,Long Island University,29,3,26,.103,-24.46,-6.61,,1,15,,2,10,,1,14,,1935,2319,,1160,854,1795,.476,228,631,.361,383,566,.677,306,1086,504,254,112,371,491
150,Longwood,32,20,12,.625,-1.75,-6.35,,12,6,,12,3,,8,8,,2341,2119,,1280,737,1693,.435,251,722,.348,394,549,.718,271,1009,389,189,106,462,546
151,Louisiana NCAA,34,26,8,.765,4.27,-0.51,,13,5,,14,0,,7,7,,2630,2362,,1365,859,1944,.442,199,592,.336,445,633,.703,302,1035,362,225,107,428,621
152,Louisiana State,33,14,19,.424,3.32,6.44,,2,16,,10,8,,0,9,,2231,2334,,1320,831,1859,.447,265,773,.343,407,564,.722,316,1125,432,199,119,384,541
