Away,Home,W-L%,SRS,SOS,FG%,3PA,3P%,FT%,PPG,Big10,Big12,ACC,SEC,BigEast,BlueBlood,Championships,Conf_W-L%,Home_W-L%,Away_W-L%,3P-G,3PA-G,FG-G,FGA-G,FT-G,FTA-G,ORB-G,TRB-G,AST-G,STL-G,BLK-G,TOV-G,PF-G,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Coach W/L,Coach Team NCAA,Coach Team S16,Coach Team F4,Coach Team Champs,Coach C W/L,Coach C NCAA,Coach C S16,Coach C F4,Coach C Champs,OSRS,DSRS,DRtg,Score_Dif
Fairleigh Dickinson,Texas Southern,-0.16799999999999993,-1.58,4.78,0.0189999999999999,-192,-0.048999999999999905,-0.0589999999999999,-6,0,0,0,0,0,0,0,-0.2361111111111111,-0.1282051282051282,-0.2830882352941176,-2.6054054054054054,-5.399227799227799,-1.2301158301158301,-4.898069498069498,-0.8934362934362934,0.3011583011583012,-0.41467181467181513,1.65019305019305,0.2749034749034749,-3.216216216216216,1.8362934362934364,4.6949806949806945,-2.8030888030888033,1.1000000000000085,-8.40000000000002,0.0280000000000001,-0.0569999999999999,-0.004000000000000101,2.200000000000003,3.5999999999999943,-4.5,5.1000000000000005,0.0030000000000001,5.799999999999997,0.8000000000000007,0.0029999999999999957,-0.015999999999999903,2.0,0.0,0.0,0.0,-0.0119999999999999,5.0,0.0,0.0,0,-6.72,5.13,-8.680000000000007,-23
Nevada,Arizona State,-0.028000000000000025,1.2799999999999994,1.7699999999999996,0.001999999999999901,134,-0.0429999999999999,-0.08,-1,0,0,0,0,0,0,0,-0.11666666666666659,-0.2666666666666666,0.07692307692307693,0.37626262626262624,3.9772727272727275,1.5101010101010104,3.133838383838384,-5.103535353535353,-4.71969696969697,0.28282828282828276,-1.6792929292929293,-0.022727272727272707,0.12121212121212122,1.5681818181818181,-0.0631313131313136,1.808080808080808,2.5999999999999943,-2.6999999999999886,-0.10400000000000001,0.048999999999999905,-0.021999999999999898,-2.200000000000003,-3.5999999999999943,0.1999999999999993,4.000000000000002,0.0019999999999998977,0.0,-0.5999999999999979,-0.10599999999999979,-0.02399999999999991,2.0,0.0,0.0,0.0,-0.06500000000000006,-8.0,-4.0,0.0,0,0.27000000000000046,1.0199999999999996,-4.390000000000001,25
Southeast Missouri State,Texas A&M-Corpus Christi,0.15800000000000003,4.83,-0.20999999999999996,0.011,-255,0.045999999999999805,0.0949999999999999,5,0,0,0,0,0,0,0,0.2222222222222222,0.1743589743589744,0.22083333333333333,-1.4047619047619047,-7.181746031746032,1.3952380952380952,1.5412698412698411,4.000793650793651,2.9150793650793654,2.346031746031746,4.9373015873015875,-0.15000000000000002,1.8888888888888888,-2.1301587301587297,-0.7587301587301589,-1.5023809523809524,-2.0999999999999943,7.6000000000000085,0.0419999999999999,-0.1309999999999999,0.015,6.799999999999997,-3.799999999999997,2.599999999999998,-4.2,-0.004,-1.4000000000000004,6.700000000000003,0.0619999999999999,0.20800000000000002,1.0,0.0,0.0,0.0,0.20800000000000002,1.0,0.0,0.0,0,0.31000000000000005,4.52,-0.8700000000000045,4
Pittsburgh,Mississippi State,-0.049000000000000044,0.8399999999999999,1.4900000000000002,-1.0061396160665481e-16,-207,-0.07799999999999979,-0.1259999999999999,-1,0,0,-1,1,0,0,0,-0.25555555555555554,-0.07352941176470584,-0.18333333333333335,-3.620915032679738,-5.97875816993464,1.5326797385620916,3.6977124183006533,-0.09803921568627438,3.181372549019608,3.274509803921569,2.8839869281045756,0.9558823529411764,2.2401960784313726,-0.3366013071895425,-1.3627450980392157,-0.1895424836601307,-3.1999999999999886,-0.7999999999999972,0.037,-0.1319999999999999,-0.044,4.0,0.20000000000000284,3.3000000000000007,1.9000000000000004,-0.035,-2.7,6.0,-0.014000000000000096,0.137,0.0,0.0,0.0,0.0,0.17500000000000004,0.0,-1.0,0.0,0,-8.469999999999999,9.309999999999999,-8.940000000000012,-1
Howard,Kansas,0.14900000000000002,24.24,16.98,0.04,-29,0.0040000000000000036,-0.030999999999999903,5,0,1,0,0,0,1,4,-0.06349206349206349,0.0803571428571429,0.20779220779220786,-0.24523809523809526,-0.8142857142857143,2.6690476190476184,0.769047619047619,-0.36031746031746037,0.3547619047619048,-1.4079365079365078,-1.3166666666666667,2.3968253968253963,4.294444444444444,1.084126984126984,-2.9150793650793654,0.584126984126984,-1.5999999999999943,6.8999999999999915,0.001999999999999901,-0.0179999999999999,0.027,-1.8000000000000114,3.9000000000000004,6.000000000000001,3.1999999999999997,0.036000000000000004,-3.0999999999999996,-2.900000000000002,-0.008,0.5780000000000001,0.0,0.0,0.0,0.0,0.03500000000000003,0.0,0.0,0.0,0,11.68,12.57,-17.159999999999997,28
Texas A&M-Corpus Christi,Alabama,0.1519999999999999,25.76,16.67,0.06799999999999999,502,0.023000000000000097,-0.0979999999999999,7,0,0,0,1,0,0,0,0.11111111111111105,0.1333333333333333,0.21666666666666667,5.003861003861004,13.759073359073358,1.5011583011583012,-6.458687258687259,-1.3799227799227796,0.9220077220077221,-1.5922779922779924,3.5274131274131273,4.562162162162163,-3.1891891891891895,2.9559845559845557,4.422393822393822,-1.1575289575289576,0.8999999999999915,8.700000000000003,0.05099999999999989,0.2609999999999999,0.08800000000000001,3.5999999999999943,15.699999999999996,-4.4,2.8000000000000016,0.115,5.600000000000001,0.40000000000000213,0.0020000000000000018,0.016000000000000014,1.0,2.0,0.0,0.0,0.017999999999999905,4.0,2.0,0.0,0,14.54,11.219999999999999,-22.89,21
Northern Kentucky,Houston,0.263,23.029999999999998,7.68,0.105,-128,0.0809999999999999,0.053,13,0,0,0,0,0,0,0,0.24444444444444446,0.065359477124183,0.5,0.551351351351351,-3.6494208494208493,6.505019305019304,1.897297297297297,-0.3845559845559845,-1.8579150579150578,1.5822393822393823,8.5003861003861,4.997683397683398,-1.1737451737451732,2.3166023166023173,0.7243243243243245,1.0563706563706563,1.2999999999999972,20.40000000000001,-0.0460000000000001,-0.0809999999999998,0.096,12.000000000000002,6.799999999999997,-1.8000000000000003,9.100000000000001,0.108,0.6999999999999993,9.3,-0.0160000000000001,0.121,4.0,4.0,1.0,0.0,0.07000000000000006,17.0,6.0,2.0,0,12.379999999999999,10.64,-16.879999999999995,11
Colgate,Texas,0.020000000000000018,18.36,16.29,-0.007000000000000006,93,-0.0210000000000001,0.0429999999999999,2,0,1,0,0,0,0,0,-0.2777777777777778,0.06944444444444442,-0.33333333333333326,0.4375939849624061,2.5466165413533837,1.6578947368421053,4.6458646616541355,-2.393233082706767,-4.4977443609022565,-0.13984962406015042,-2.4609022556390983,1.4789473684210521,0.9646616541353383,0.6781954887218045,-1.9624060150375944,2.1714285714285717,1.8999999999999915,1.5,-0.10200000000000001,0.015,-0.011000000000000003,-3.8000000000000114,3.600000000000003,1.3000000000000007,2.3,-0.007999999999999903,-2.399999999999997,-2.0,-0.0599999999999998,0.1529999999999999,-2.0,1.0,0.0,0.0,0.16399999999999992,2.0,3.0,1.0,0,6.62,11.73,-19.159999999999997,20
UNC Asheville,UCLA,0.06699999999999995,23.849999999999998,13.01,0.001000000000000098,-97,-0.053000000000000096,0.059000000000000004,8,0,0,0,0,0,1,11,0.011111111111111183,0.0,0.19318181818181823,-1.9799227799227799,-2.5845559845559842,6.087258687258687,13.552123552123552,-2.0494208494208492,-4.335135135135135,3.9521235521235525,2.288803088803089,2.524324324324324,4.4996138996139,0.762162162162162,-7.077220077220077,3.5969111969111967,-2.0999999999999943,12.400000000000006,-0.1479999999999999,-0.128,-0.028999999999999894,3.4000000000000057,-2.3000000000000043,6.6,6.1,-0.029000000000000095,-10.0,7.000000000000001,-0.08699999999999991,0.243,2.0,3.0,1.0,0.0,0.20199999999999996,13.0,4.0,1.0,0,7.6,16.259999999999998,-18.64,33
Princeton,Arizona,0.08100000000000007,14.319999999999999,9.31,0.055999999999999994,-240,0.034999999999999906,-0.028,3,0,0,0,0,0,0,1,-0.014285714285714346,0.09663865546218486,-0.06666666666666665,-1.6107142857142858,-7.29375,1.5901785714285714,-4.176785714285714,2.1732142857142858,3.744642857142857,-2.0517857142857143,0.05446428571428541,3.882142857142857,-0.55,-0.3428571428571428,-0.47410714285714284,-0.35357142857142865,3.700000000000003,4.799999999999995,0.08099999999999999,-0.09599999999999989,0.0439999999999999,0.0,9.800000000000006,-0.5999999999999996,-0.20000000000000107,0.0469999999999999,-0.10000000000000142,-2.3000000000000043,0.04900000000000009,0.20699999999999996,0.0,0.0,0.0,0.0,0.20699999999999996,0.0,0.0,0.0,0,13.8,0.5199999999999998,-7.390000000000001,-4
