Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
31,Brown,27,14,13,.519,-2.47,-2.69,,7,7,,7,5,,7,8,,1878,1872,,69.9,99.1,.298,.399,.528,50.3,54.5,10.2,9.0,.507,16.9,25.3,.191
32,Bryant,30,17,13,.567,-3.59,-4.52,,8,8,,9,4,,7,8,,2381,2193,,73.0,108.3,.331,.392,.565,53.6,47.5,9.1,9.4,.532,16.0,30.1,.243
33,Bucknell,32,12,20,.375,-9.93,-6.96,,5,13,,7,7,,3,13,,2161,2192,,66.4,100.9,.265,.377,.549,51.5,53.8,8.2,10.3,.523,17.8,25.8,.190
34,Buffalo,32,15,17,.469,-2.97,0.67,,9,9,,11,4,,3,9,,2481,2485,,74.2,104.1,.316,.348,.539,51.8,51.9,10.7,8.2,.509,16.4,31.9,.223
35,Butler,32,14,18,.438,5.85,8.54,,6,14,,10,6,,3,10,,2088,2174,,67.2,97.1,.260,.358,.526,45.2,52.3,10.0,11.0,.495,16.0,19.9,.192
36,Cal Poly,33,8,25,.242,-7.51,-0.54,,1,18,,6,11,,1,13,,2006,2174,,65.1,92.7,.306,.355,.505,50.3,47.7,8.4,7.6,.465,18.7,25.8,.228
37,Cal State Bakersfield,33,11,22,.333,-8.34,-1.47,,6,14,,6,8,,3,12,,1995,2134,,63.4,93.9,.289,.247,.495,49.7,48.5,9.6,10.6,.454,17.4,28.6,.220
38,Cal State Fullerton,33,20,13,.606,1.73,-0.27,,12,6,,11,2,,7,8,,2283,2148,,65.5,102.5,.376,.379,.535,49.0,43.6,9.6,7.7,.500,15.5,26.9,.260
39,Cal State Northridge,32,7,25,.219,-10.40,-1.74,,4,16,,7,8,,0,14,,2028,2194,,65.7,96.1,.353,.331,.501,48.6,45.2,9.5,9.2,.454,16.5,28.0,.262
40,California,32,3,29,.094,-3.36,8.43,,2,18,,3,14,,0,12,,1866,2243,,64.3,90.0,.315,.309,.479,47.0,46.5,7.3,9.1,.437,17.6,25.3,.228
41,California Baptist,33,17,16,.515,0.21,-0.69,,7,10,,12,5,,4,8,,2291,2156,,65.9,104.6,.312,.441,.526,52.3,58.1,6.7,8.2,.500,14.8,30.4,.207
42,Campbell,34,16,18,.471,-5.23,-4.89,,8,10,,8,6,,4,10,,2374,2329,,64.6,106.1,.389,.384,.564,49.6,50.1,9.5,9.0,.531,16.1,25.3,.273
43,Canisius,30,10,20,.333,-7.05,-3.46,,8,12,,7,7,,3,12,,2111,2169,,67.5,102.1,.248,.406,.522,48.4,56.5,8.1,6.6,.492,15.0,28.8,.181
44,Central Arkansas,31,9,22,.290,-13.72,-3.15,,4,14,,6,8,,2,13,,2261,2527,,72.7,99.1,.243,.412,.510,48.2,46.9,8.9,8.2,.478,15.7,28.4,.182
45,Central Connecticut State,32,10,22,.313,-13.68,-9.49,,7,9,,6,7,,4,14,,2111,2245,,65.7,99.3,.233,.357,.507,49.5,52.1,8.4,10.6,.481,15.4,28.5,.165
46,Central Florida,34,19,15,.559,11.09,5.09,,8,10,,11,6,,5,7,,2432,2228,,66.1,105.5,.289,.422,.540,51.3,55.3,11.3,11.4,.503,16.7,33.6,.223
47,Central Michigan,31,10,21,.323,-11.97,-2.62,,5,13,,6,8,,3,12,,2038,2263,,69.0,94.9,.380,.377,.511,49.8,47.4,8.4,11.5,.472,19.9,31.2,.262
48,Charleston Southern,31,10,21,.323,-9.44,-4.47,,5,13,,6,8,,3,12,,2251,2305,,67.1,107.8,.269,.395,.539,51.0,45.5,7.5,7.8,.511,14.9,32.6,.196
49,Charlotte,36,22,14,.611,3.90,-0.46,,9,11,,11,4,,5,8,,2410,2253,,61.5,107.0,.249,.413,.576,49.8,53.0,8.8,7.6,.551,15.4,22.3,.187
50,Chattanooga,35,18,17,.514,-2.34,-3.34,,7,11,,9,7,,6,9,,2702,2523,,68.9,111.7,.313,.518,.576,51.7,58.0,8.3,10.0,.550,14.8,28.0,.223
51,Chicago State,31,11,20,.355,-11.29,-3.51,,,,,8,0,,3,20,,2180,2264,,66.8,104.9,.316,.430,.539,51.2,49.9,8.4,7.5,.505,17.3,34.2,.230
52,Cincinnati,36,23,13,.639,11.77,4.97,,11,7,,16,3,,5,7,,2776,2495,,69.9,109.6,.260,.392,.542,51.8,54.7,8.9,9.6,.517,13.0,30.9,.183
53,Clemson,34,23,11,.676,10.53,3.71,,14,6,,15,2,,5,6,,2540,2308,,68.1,109.0,.305,.403,.577,51.5,53.9,7.5,9.2,.541,14.6,23.4,.239
54,Cleveland State,35,21,14,.600,-2.60,-5.05,,14,6,,13,3,,7,9,,2512,2405,,66.5,106.1,.291,.275,.523,49.9,48.5,10.2,9.5,.496,14.5,35.1,.198
55,Coastal Carolina,31,11,20,.355,-8.93,-1.75,,5,13,,8,8,,3,11,,2273,2294,,69.1,105.3,.284,.375,.533,51.2,46.9,8.7,9.6,.493,15.1,31.6,.222
56,Colgate NCAA,35,26,9,.743,2.20,-5.86,,17,1,,14,2,,11,4,,2733,2426,,68.2,114.5,.269,.348,.594,51.7,61.1,10.4,7.7,.581,13.4,25.5,.178
57,College of Charleston NCAA,35,31,4,.886,8.40,-4.02,,16,2,,17,1,,11,2,,2804,2353,,70.7,112.5,.328,.477,.551,54.3,49.8,10.4,7.7,.515,14.1,35.2,.244
58,Colorado,35,18,17,.514,11.17,8.39,,8,12,,13,5,,2,9,,2445,2348,,69.6,100.4,.299,.346,.520,52.5,50.8,10.7,9.8,.490,16.4,30.8,.208
59,Colorado State,33,15,18,.455,5.64,5.86,,6,12,,9,7,,4,8,,2391,2355,,66.4,107.9,.296,.385,.586,48.1,62.4,8.4,7.7,.558,15.3,19.9,.220
60,Columbia,29,7,22,.241,-14.37,-2.37,,2,12,,6,9,,1,13,,1966,2197,,70.6,95.3,.282,.413,.502,46.6,48.9,9.5,5.0,.468,17.0,27.0,.201
61,Connecticut NCAA,39,31,8,.795,22.95,8.51,,13,7,,15,2,,6,5,,3064,2501,,68.4,114.9,.308,.417,.573,56.7,63.2,9.2,12.7,.539,15.8,38.4,.234
62,Coppin State,32,9,23,.281,-14.76,-3.60,,4,10,,4,6,,5,16,,2304,2661,,73.1,97.0,.372,.443,.547,42.3,46.3,10.4,6.8,.510,18.5,18.6,.267
63,Cornell,28,17,11,.607,0.63,-2.41,,7,7,,11,2,,6,8,,2287,2129,,72.5,112.1,.282,.490,.580,50.0,59.9,13.3,6.3,.556,15.0,29.5,.204
64,Creighton NCAA,37,24,13,.649,17.83,9.80,,14,6,,13,2,,5,6,,2828,2531,,69.3,109.6,.284,.417,.576,52.7,57.3,7.2,9.2,.542,14.9,25.3,.222
65,Dartmouth,28,10,18,.357,-7.98,-2.52,,6,8,,7,5,,3,11,,1998,2027,,70.8,99.5,.292,.421,.540,49.6,50.1,7.6,10.4,.512,17.9,24.2,.204
66,Davidson,32,16,16,.500,1.99,1.47,,8,10,,7,8,,6,6,,2236,2197,,66.1,104.4,.339,.374,.543,48.7,53.5,8.0,3.5,.503,14.4,24.8,.254
67,Dayton,34,22,12,.647,8.71,1.09,,12,6,,14,2,,5,6,,2334,2075,,63.6,107.2,.355,.373,.560,53.8,62.2,7.5,12.5,.530,16.5,30.8,.248
68,Delaware,33,17,16,.515,-5.57,-3.72,,8,10,,10,5,,4,10,,2298,2333,,67.4,102.6,.331,.366,.534,47.6,47.7,10.2,10.6,.498,14.8,25.3,.241
69,Delaware State,30,6,24,.200,-17.70,-4.95,,4,11,,4,8,,2,14,,1939,2265,,69.6,92.1,.286,.314,.495,50.2,52.1,9.9,8.2,.463,19.7,30.7,.197
70,Denver,32,15,17,.469,-9.56,-5.89,,6,12,,9,5,,4,11,,2325,2402,,69.1,103.6,.416,.258,.566,53.1,43.5,7.9,8.4,.529,18.9,29.8,.298
71,DePaul,33,10,23,.303,2.90,9.03,,3,17,,7,8,,2,12,,2349,2551,,69.8,100.4,.276,.378,.530,45.7,54.5,9.0,12.0,.497,16.1,25.8,.204
72,Detroit Mercy,33,14,19,.424,-3.21,-3.61,,9,11,,9,5,,5,13,,2527,2486,,67.8,112.1,.281,.432,.551,52.5,47.1,9.0,5.5,.516,14.5,35.9,.216
73,Drake NCAA,35,27,8,.771,7.84,-1.14,,15,5,,14,1,,6,6,,2617,2236,,67.0,109.2,.279,.370,.569,52.2,50.2,7.8,7.4,.537,13.8,24.3,.214
74,Drexel,32,17,15,.531,-2.27,-5.43,,10,8,,12,3,,3,9,,2135,1997,,64.0,102.2,.294,.404,.522,51.6,48.4,8.6,8.0,.495,15.4,30.2,.201
75,Duke NCAA,36,27,9,.750,15.83,7.44,,14,6,,16,0,,4,6,,2592,2290,,65.5,109.5,.299,.353,.548,55.7,56.2,8.6,12.2,.511,15.4,35.9,.229
76,Duquesne,33,20,13,.606,3.48,-0.16,,10,8,,16,4,,3,7,,2472,2352,,69.4,108.0,.264,.403,.535,49.6,56.3,11.6,10.0,.511,14.6,33.4,.183
77,East Carolina,33,16,17,.485,-0.29,1.41,,6,12,,10,6,,2,9,,2271,2327,,68.6,100.4,.371,.416,.509,51.5,56.3,9.5,7.0,.471,16.3,33.0,.255
78,East Tennessee State,32,12,20,.375,-6.00,-4.44,,8,10,,7,9,,4,9,,2211,2208,,66.7,103.2,.301,.349,.533,51.3,47.5,9.1,9.4,.509,16.8,31.5,.202
79,Eastern Illinois,31,9,22,.290,-14.09,-6.75,,5,13,,6,9,,3,12,,2134,2235,,70.7,97.0,.329,.274,.513,47.2,56.3,11.8,10.1,.488,16.8,25.8,.210
80,Eastern Kentucky,37,23,14,.622,-1.47,-1.62,,12,6,,14,2,,5,10,,2909,2720,,72.0,107.3,.241,.373,.525,51.9,50.3,10.9,12.7,.505,13.8,34.1,.159
81,Eastern Michigan,31,8,23,.258,-11.05,-1.88,,5,13,,6,7,,2,13,,2239,2505,,70.3,101.9,.315,.333,.533,45.9,37.2,8.8,6.2,.492,14.9,25.0,.241
82,Eastern Washington,34,23,11,.676,1.47,-1.62,,16,2,,11,2,,10,7,,2607,2429,,68.9,111.2,.310,.440,.598,53.7,56.2,7.5,9.5,.569,17.5,29.2,.234
83,Elon,32,8,24,.250,-12.85,-4.38,,6,12,,5,9,,3,12,,2094,2291,,67.0,97.7,.277,.403,.517,48.4,51.0,9.1,6.7,.486,16.3,25.7,.197
84,Evansville,32,5,27,.156,-15.14,-1.54,,1,19,,3,10,,1,14,,1997,2432,,69.8,89.4,.294,.336,.476,45.1,45.0,10.0,5.8,.451,15.8,20.7,.185
85,Fairfield,31,13,18,.419,-6.98,-4.51,,9,11,,7,6,,4,10,,2012,2045,,64.9,98.7,.373,.369,.508,49.6,42.9,8.3,9.5,.463,15.6,28.8,.270
86,Fairleigh Dickinson NCAA,37,21,16,.568,-8.98,-9.83,,10,6,,10,5,,8,9,,2863,2744,,69.8,109.7,.271,.379,.549,50.3,52.2,11.3,6.0,.517,14.0,31.9,.204
87,Florida,33,16,17,.485,10.90,8.26,,9,9,,10,6,,4,7,,2351,2264,,69.7,101.8,.345,.368,.530,47.3,48.9,9.7,12.3,.494,14.3,23.8,.247
88,Florida A&M,29,7,22,.241,-17.81,-4.99,,5,13,,4,7,,3,15,,1700,2030,,66.5,87.8,.323,.347,.480,47.8,47.1,9.9,10.2,.442,20.8,29.3,.223
89,Florida Atlantic NCAA,39,35,4,.897,13.92,2.30,,18,2,,17,0,,11,3,,3035,2547,,68.5,112.8,.294,.440,.572,54.2,51.8,9.4,6.7,.547,14.8,31.6,.212
90,Florida Gulf Coast,32,17,15,.531,-2.63,-3.08,,7,11,,8,5,,6,9,,2280,2222,,66.7,106.1,.275,.451,.547,49.6,50.8,10.2,9.6,.517,14.9,27.2,.203
91,Florida International,32,14,18,.438,-2.71,0.32,,8,12,,11,7,,3,10,,2339,2404,,71.0,101.4,.291,.361,.552,45.3,45.8,12.6,11.2,.525,18.3,25.5,.207
92,Florida State,32,9,23,.281,-0.38,6.50,,7,13,,5,11,,4,7,,2219,2439,,69.0,100.5,.304,.344,.527,47.1,53.6,8.9,11.3,.493,15.6,25.9,.221
93,Fordham,33,25,8,.758,2.26,-2.14,,12,6,,18,2,,6,5,,2376,2231,,70.0,102.1,.376,.417,.530,52.0,52.4,10.2,12.5,.486,16.6,29.9,.279
94,Fresno State,31,11,20,.355,2.60,5.10,,6,12,,7,7,,4,9,,1974,2036,,64.0,99.5,.251,.407,.527,48.1,53.1,9.9,10.3,.493,16.1,24.9,.194
95,Furman NCAA,36,28,8,.778,4.89,-2.90,,15,3,,14,2,,8,3,,2911,2563,,69.4,115.4,.341,.464,.588,51.2,59.1,9.4,8.4,.557,13.8,28.8,.253
96,Gardner-Webb,31,15,16,.484,-3.84,-4.64,,10,8,,8,5,,6,10,,2192,2032,,67.5,103.2,.340,.335,.542,52.7,49.1,10.4,14.3,.523,16.6,29.7,.213
97,George Mason,33,20,13,.606,1.73,0.27,,11,7,,14,2,,4,7,,2268,2220,,67.6,100.9,.370,.386,.544,52.4,56.5,6.8,8.5,.519,17.8,27.9,.241
98,George Washington,32,16,16,.500,-1.93,-0.61,,10,8,,11,6,,5,6,,2441,2455,,69.7,107.4,.348,.384,.566,49.8,46.7,8.0,9.0,.532,15.8,26.9,.257
99,Georgetown,32,7,25,.219,-1.07,7.52,,2,18,,5,12,,1,11,,2225,2500,,69.6,99.1,.291,.310,.505,49.0,46.5,8.8,12.1,.471,15.1,28.9,.209
100,Georgia,32,16,16,.500,1.80,4.80,,6,12,,13,4,,1,10,,2193,2289,,68.2,100.1,.405,.382,.518,50.2,49.2,9.2,7.0,.471,16.7,30.6,.294
101,Georgia Southern,33,17,16,.515,-3.25,-2.02,,9,9,,12,4,,3,11,,2257,2201,,67.6,100.8,.280,.342,.517,50.2,40.8,10.4,8.2,.490,14.8,27.7,.192
102,Georgia State,31,10,21,.323,-6.79,-0.93,,3,15,,10,9,,0,11,,2068,2150,,67.8,98.0,.325,.311,.501,51.2,45.9,8.5,9.8,.462,16.2,31.9,.231
103,Georgia Tech,33,15,18,.455,2.08,4.89,,6,14,,11,6,,3,9,,2301,2335,,67.6,102.8,.236,.383,.512,48.8,54.2,8.8,10.6,.488,13.5,28.9,.164
104,Gonzaga NCAA,37,31,6,.838,18.99,8.04,,14,2,,15,1,,7,2,,3187,2715,,71.9,119.5,.337,.323,.602,54.0,50.7,10.0,9.3,.582,13.0,31.4,.233
105,Grambling,33,24,9,.727,-4.03,-8.48,,15,3,,11,1,,9,6,,2276,2054,,67.8,101.3,.417,.274,.532,51.4,49.9,10.8,12.1,.503,18.2,32.8,.269
106,Grand Canyon NCAA,36,24,12,.667,4.43,1.27,,10,7,,14,4,,5,5,,2706,2421,,66.9,111.5,.358,.418,.573,52.1,48.4,7.3,8.1,.542,15.4,30.8,.256
107,Green Bay,32,3,29,.094,-20.30,-3.14,,2,18,,2,10,,1,17,,1898,2447,,66.2,89.2,.315,.435,.496,43.6,53.4,7.6,6.3,.459,18.9,21.7,.221
108,Hampton,32,8,24,.250,-15.25,-4.71,,5,13,,7,6,,1,13,,2183,2481,,69.9,97.2,.329,.367,.488,46.9,46.4,6.1,8.5,.451,13.7,26.8,.226
109,Hartford,28,5,23,.179,-23.12,-7.96,,,,,5,10,,0,11,,1757,1991,,66.3,94.7,.235,.402,.512,47.7,55.2,9.6,10.6,.494,19.0,27.1,.151
110,Harvard,28,14,14,.500,-0.71,-2.02,,5,9,,5,7,,8,6,,1914,1858,,67.8,99.9,.309,.374,.524,52.9,52.9,11.0,10.8,.497,17.3,31.0,.207
111,Hawaii,33,22,11,.667,2.36,-2.17,,13,7,,13,5,,6,4,,2208,2039,,64.9,101.9,.330,.371,.530,52.3,47.5,7.0,9.0,.490,16.2,29.5,.247
112,High Point,31,14,17,.452,-9.88,-5.23,,6,12,,10,5,,2,11,,2312,2392,,72.7,102.7,.394,.393,.531,50.1,47.1,9.0,12.7,.507,16.7,31.4,.246
113,Hofstra,35,25,10,.714,4.96,-2.30,,16,2,,11,2,,11,5,,2619,2324,,67.6,109.5,.204,.396,.573,48.0,50.3,9.1,11.0,.553,14.1,23.8,.151
114,Holy Cross,32,10,22,.313,-14.27,-6.40,,7,11,,6,9,,4,11,,2136,2324,,69.1,96.2,.253,.322,.512,45.7,49.0,9.1,7.1,.495,15.7,22.3,.157
115,Houston NCAA,37,33,4,.892,22.20,4.79,,17,1,,16,2,,11,0,,2770,2126,,64.8,115.5,.289,.379,.553,55.1,53.9,12.2,16.7,.523,12.9,37.1,.212
116,Houston Christian,32,10,22,.313,-17.18,-6.94,,7,11,,8,8,,2,13,,2482,2658,,73.4,105.3,.385,.390,.563,49.5,55.7,7.8,6.7,.528,18.2,29.5,.276
117,Howard NCAA,35,22,13,.629,-5.04,-5.14,,11,3,,12,2,,6,8,,2634,2542,,71.8,104.4,.333,.370,.558,51.7,56.0,10.0,8.5,.527,19.5,34.1,.237
118,Idaho,32,10,22,.313,-8.70,-3.86,,4,14,,6,10,,4,11,,2335,2332,,67.1,107.5,.353,.365,.572,47.9,46.2,7.6,4.7,.534,15.1,22.0,.269
119,Idaho State,32,11,21,.344,-6.56,-2.96,,8,10,,7,7,,4,12,,2213,2272,,65.7,102.8,.290,.406,.545,48.2,49.4,8.6,7.7,.513,15.4,24.5,.213
120,Illinois NCAA,33,20,13,.606,14.81,7.65,,11,9,,15,2,,3,7,,2452,2216,,69.5,105.7,.343,.419,.542,52.8,46.8,9.9,13.8,.514,15.8,31.6,.233
121,Illinois State,32,11,21,.344,-7.38,-3.38,,6,14,,8,7,,3,9,,2127,2255,,65.7,99.6,.313,.406,.545,51.3,46.8,8.6,9.5,.502,19.3,28.2,.248
122,Illinois-Chicago,32,12,20,.375,-8.83,-3.12,,4,16,,7,8,,3,11,,2149,2292,,69.2,96.2,.341,.431,.516,45.9,56.4,9.2,12.4,.487,16.4,23.1,.223
123,Incarnate Word,31,12,19,.387,-15.06,-8.28,,6,12,,7,7,,3,12,,2194,2290,,69.3,100.9,.342,.317,.537,47.3,49.2,11.9,7.6,.497,17.2,27.0,.255
124,Indiana NCAA,35,23,12,.657,14.94,8.88,,12,8,,15,2,,5,7,,2616,2404,,68.4,109.0,.295,.266,.561,51.0,53.6,8.5,13.6,.535,14.7,28.1,.209
125,Indiana State,36,23,13,.639,4.86,-4.02,,13,7,,11,4,,7,6,,2855,2507,,71.2,110.7,.310,.459,.596,51.5,56.5,9.1,5.1,.564,15.3,21.9,.239
126,Iona NCAA,35,27,8,.771,7.61,-2.76,,17,3,,11,1,,8,4,,2660,2297,,68.8,110.1,.290,.320,.548,50.4,53.1,10.8,14.6,.516,13.1,31.6,.212
127,Iowa NCAA,33,19,14,.576,14.08,8.69,,11,9,,14,3,,4,7,,2642,2464,,69.6,113.7,.323,.375,.551,51.3,57.5,9.3,8.3,.517,11.9,32.1,.238
128,Iowa State NCAA,33,19,14,.576,15.36,10.39,,9,9,,13,3,,3,8,,2231,2067,,65.7,102.2,.279,.338,.523,52.5,54.8,13.3,11.3,.499,16.7,33.9,.187
129,IUPUI,32,5,27,.156,-19.00,-5.57,,2,18,,4,9,,0,15,,2089,2456,,67.7,96.0,.313,.286,.529,48.9,45.5,8.5,7.2,.500,20.4,29.3,.216
130,Jackson State,33,14,19,.424,-11.36,-5.39,,12,6,,7,2,,6,14,,2232,2429,,69.8,95.8,.330,.340,.505,51.1,50.8,10.6,7.2,.473,18.9,33.1,.222
131,Jacksonville,29,13,16,.448,-6.19,-2.54,,6,12,,7,6,,6,10,,1837,1816,,62.0,102.2,.232,.387,.545,51.8,54.8,8.2,8.5,.517,16.5,25.2,.174
132,Jacksonville State,31,13,18,.419,-6.67,-2.60,,6,12,,9,5,,3,12,,2166,2178,,66.5,104.6,.328,.438,.550,52.9,51.0,8.3,8.0,.521,17.2,30.4,.229
133,James Madison,33,22,11,.667,4.96,-2.31,,12,6,,11,3,,8,6,,2658,2246,,72.2,109.8,.370,.372,.560,52.7,47.6,12.3,7.3,.527,15.5,32.8,.262
134,Kansas NCAA,36,28,8,.778,19.20,11.84,,13,5,,15,1,,7,4,,2715,2450,,70.2,106.8,.298,.338,.555,50.8,58.9,12.5,10.2,.526,15.4,28.7,.215
135,Kansas City,32,11,21,.344,-9.78,-3.28,,7,11,,6,8,,3,11,,2060,2199,,65.4,97.2,.324,.361,.484,52.6,41.5,9.1,11.3,.443,16.9,36.5,.231
136,Kansas State NCAA,36,26,10,.722,15.79,9.48,,11,7,,16,1,,4,7,,2742,2515,,70.5,106.2,.361,.361,.562,50.5,63.6,11.2,7.7,.523,17.0,29.9,.270
137,Kennesaw State NCAA,35,26,9,.743,0.60,-2.06,,15,3,,15,1,,10,6,,2626,2415,,69.8,106.4,.358,.387,.555,50.9,53.9,11.2,8.0,.531,15.5,27.9,.237
138,Kent State NCAA,35,28,7,.800,7.53,-1.22,,15,3,,15,0,,9,6,,2665,2305,,69.7,109.0,.308,.384,.546,50.5,45.1,12.6,12.1,.514,14.0,31.0,.224
139,Kentucky NCAA,34,22,12,.647,14.76,8.08,,12,6,,14,4,,6,4,,2532,2305,,66.8,110.7,.319,.300,.538,56.7,55.1,9.6,10.0,.506,14.5,39.2,.225
140,La Salle,34,15,19,.441,-2.79,-0.02,,7,11,,8,8,,5,8,,2374,2468,,68.5,100.9,.283,.356,.514,49.6,47.3,9.7,8.5,.485,15.6,30.5,.196
141,Lafayette,34,11,23,.324,-7.83,-4.53,,7,11,,5,7,,5,16,,2120,2232,,63.5,96.1,.245,.484,.505,48.1,68.8,8.9,9.4,.487,15.9,23.8,.153
