Rk,School,W-L%,SRS,SOS,FG%,3PA,3P%,FT%,PPG,Big10,Big12,ACC,SEC,BigEast,BlueBlood,Championships,Conf_W-L%,Home_W-L%,Away_W-L%,3P-G,3PA-G,FG-G,FGA-G,FT-G,FTA-G,ORB-G,TRB-G,AST-G,STL-G,BLK-G,TOV-G,PF-G
1,Abilene Christian,0.355,-19.6,-4.12,-0.02,75,0.057,0.041,-1,0,0,0,0,0,0,0,0.14285714285714285,0.6428571428571429,0.0,1.935483870967742,2.4193548387096775,-0.7096774193548387,0.7741935483870968,-0.967741935483871,-2.6129032258064515,0.03225806451612903,0.22580645161290322,-0.16129032258064516,0.5161290322580645,-1.8064516129032258,0.7096774193548387,2.096774193548387
2,Air Force,0.4,-4.08,1.71,0.002,6,0.003,-0.012,-4,0,0,0,0,0,0,0,0.3333333333333333,0.47058823529411764,0.2727272727272727,0.13333333333333333,0.2,-0.36666666666666664,-1.1333333333333333,-2.533333333333333,-3.3,-1.0666666666666667,-1.5333333333333334,0.5,-1.4666666666666666,-1.1333333333333333,1.5333333333333334,0.13333333333333333
3,Akron,0.618,1.16,-0.48,0.005,173,0.0109999999999999,-0.0929999999999999,1,0,0,0,0,0,0,0,0.6666666666666666,0.8666666666666667,0.42857142857142855,1.9411764705882353,5.088235294117647,0.11764705882352941,-0.38235294117647056,-0.47058823529411764,2.2058823529411766,1.2941176470588236,1.3823529411764706,0.2647058823529412,0.058823529411764705,1.0588235294117647,0.20588235294117646,-1.1176470588235294
4,Alabama,0.406,8.34,8.88,0.025,-27,0.026,-0.0589999999999999,0,0,0,0,1,0,0,0,0.3888888888888889,0.7647058823529411,0.0,0.1875,-0.84375,0.4375,-2.09375,-0.4375,1.21875,-2.0,-2.09375,-0.9375,1.21875,0.25,-0.9375,-0.125
5,Alabama A&M,0.467,-13.86,-10.58,0.0049999999999999,109,-0.003,-0.0399999999999999,-3,0,0,0,0,0,0,0,0.5555555555555556,0.6363636363636364,0.3125,1.1333333333333333,3.6333333333333333,0.4666666666666667,0.5333333333333333,-4.533333333333333,-5.233333333333333,-2.433333333333333,-4.2,2.966666666666667,-0.3333333333333333,1.0666666666666667,-0.5666666666666667,1.8333333333333333
6,Alabama State,0.594,-12.84,-11.4,-0.025,83,-0.028,-0.0189999999999999,1,0,0,0,0,0,0,0,0.6666666666666666,0.9285714285714286,0.3333333333333333,0.28125,2.59375,0.09375,3.53125,0.78125,1.75,1.0,-0.71875,1.0,0.6875,0.4375,-3.09375,-2.15625
7,Albany (NY),0.559,-3.31,-5.22,0.022,-223,0.011,0.027,1,0,0,0,0,0,0,0,0.5625,0.7692307692307693,0.3888888888888889,-2.1470588235294117,-6.5588235294117645,-0.29411764705882354,-3.3823529411764706,4.647058823529412,5.617647058823529,0.4117647058823529,3.323529411764706,-1.2647058823529411,-0.38235294117647056,-0.058823529411764705,0.9117647058823529,-1.9411764705882353
8,Alcorn State,0.387,-15.95,-9.27,-0.012,-75,-0.039,-0.0569999999999999,-4,0,0,0,0,0,0,0,0.5,0.75,0.13333333333333333,-1.3870967741935485,-2.4193548387096775,-1.0,-0.8387096774193549,-0.3548387096774194,1.3225806451612903,-1.1935483870967742,-3.5483870967741935,-3.096774193548387,0.5483870967741935,1.1935483870967742,-1.096774193548387,1.1290322580645162
9,American,0.606,0.69,-3.25,0.076,41,0.06,0.0279999999999999,3,0,0,0,0,0,0,0,0.7222222222222222,0.7857142857142857,0.5,1.393939393939394,1.2424242424242424,2.3333333333333335,-2.8484848484848486,-2.121212121212121,-3.787878787878788,-2.6363636363636362,0.7272727272727273,4.7272727272727275,-1.0909090909090908,0.9393939393939394,2.0606060606060606,-0.36363636363636365
10,Appalachian State,0.3,-15.32,-7.13,-0.048,14,-0.066,-0.029,-4,0,0,0,0,0,0,0,0.3125,0.5,0.13333333333333333,-0.9333333333333333,0.4666666666666667,-1.4666666666666666,2.8666666666666667,-0.06666666666666667,0.9,2.966666666666667,0.9,-2.033333333333333,0.5666666666666667,-1.5666666666666667,-0.8,-0.13333333333333333
11,Arizona,0.868,23.36,9.04,0.0889999999999999,20,0.0439999999999999,-0.0569999999999999,14,0,0,0,0,0,0,1,0.8333333333333334,1.0,0.7272727272727273,0.8157894736842105,0.5263157894736842,5.7894736842105265,2.1578947368421053,1.9210526315789473,4.526315789473684,2.526315789473684,7.052631578947368,5.973684210526316,1.1842105263157894,1.4473684210526316,-2.210526315789474,-1.8157894736842106
12,Arizona State,0.636,13.32,7.41,0.032,152,0.064,0.0459999999999999,5,0,0,0,0,0,0,0,0.5555555555555556,0.9411764705882353,0.36363636363636365,2.8181818181818183,4.606060606060606,0.45454545454545453,-3.303030303030303,2.1818181818181817,1.6666666666666667,-3.1515151515151514,-2.393939393939394,2.5454545454545454,-0.5151515151515151,1.4242424242424243,-0.5151515151515151,-0.696969696969697
13,Arkansas,0.647,14.34,5.57,0.033,83,0.016,0.029,8,0,0,0,1,0,0,1,0.5555555555555556,0.8947368421052632,0.3,1.1764705882352942,2.4411764705882355,3.5,3.588235294117647,0.5882352941176471,-0.17647058823529413,-2.0294117647058822,-3.4705882352941178,3.823529411764706,3.0,2.4705882352941178,-5.5,0.5294117647058824
14,Arkansas State,0.594,-0.44,-3.18,0.014,122,0.0579999999999999,0.009,4,0,0,0,0,0,0,0,0.5555555555555556,0.7333333333333333,0.4666666666666667,2.5625,3.8125,-0.4375,-2.84375,2.46875,3.15625,-1.90625,-2.125,2.03125,0.65625,-0.0625,-0.96875,-2.5
15,Arkansas-Pine Bluff,0.419,-15.39,-6.9,-0.055,-4,-0.0159999999999999,-0.023,-8,0,0,0,0,0,0,0,0.6111111111111112,0.6666666666666666,0.3333333333333333,-0.3225806451612903,-0.12903225806451613,-2.193548387096774,1.4838709677419355,-2.7419354838709675,-3.2580645161290325,-0.5806451612903226,-4.387096774193548,-3.3225806451612905,2.032258064516129,-1.903225806451613,-1.1612903225806452,1.2258064516129032
16,Army,0.484,-6.16,-4.66,-0.016,156,-0.0449999999999999,-0.02,-1,0,0,0,0,0,0,0,0.5555555555555556,0.5,0.4666666666666667,0.9032258064516129,5.032258064516129,-0.1935483870967742,1.5806451612903225,-1.3225806451612903,-1.3225806451612903,0.2903225806451613,-1.4516129032258065,0.7419354838709677,-1.2903225806451613,0.9354838709677419,-0.7419354838709677,0.16129032258064516
17,Auburn,0.467,5.11,5.47,0.007,-12,-0.077,0.027,-1,0,0,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.2,-1.5666666666666667,-0.4,0.9333333333333333,1.3666666666666667,-0.6666666666666666,-1.9,-0.43333333333333335,-1.0333333333333334,-2.2666666666666666,0.3,0.8666666666666667,-0.6,1.0666666666666667
18,Austin Peay,0.4,-10.5,-5.78,0.0269999999999999,-192,-0.015,-0.0709999999999999,-3,0,0,0,0,0,0,0,0.375,0.5714285714285714,0.21428571428571427,-2.533333333333333,-6.4,-1.3666666666666667,-6.166666666666667,2.566666666666667,6.066666666666666,-2.2,-1.7666666666666666,-1.0333333333333334,-0.9666666666666667,1.9,1.3666666666666667,-4.0
19,Ball State,0.167,-10.17,0.65,-0.053,149,-0.018,-0.011,-9,0,0,0,0,0,0,0,0.1111111111111111,0.35714285714285715,0.0,1.2666666666666666,4.966666666666667,-3.933333333333333,-2.3333333333333335,-1.6333333333333333,-1.9666666666666666,2.7,3.7333333333333334,-1.2333333333333334,-4.066666666666666,-1.3333333333333333,5.533333333333333,1.2666666666666666
