Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Dave Loos,Austin Peay,OVC,,12,18,0.4,,,,,1990-91,383,351,0.522,3.0,,,,,383,351,0.522,3.0,,,
Paul Lusk,Missouri State,MVC,,20,13,0.606,,,,,2011-12,47,51,0.48,,,,,,47,51,0.48,,,,
Chris Mack,Xavier,Big East,,21,13,0.618,,,Lost First Round,,2009-10,111,57,0.661,4.0,2.0,,,,111,57,0.661,4.0,2.0,,
Dan Majerle,Grand Canyon,WAC,,15,15,0.5,,,,,2013-14,15,15,0.5,,,,,,15,15,0.5,,,,
Alan Major,Charlotte,CUSA,,17,14,0.548,,,,,2010-11,61,63,0.492,,,,,,61,63,0.492,,,,
Danny Manning,Tulsa,CUSA,,21,13,0.618,,,Lost Second Round,,2012-13,38,29,0.567,1.0,,,,,38,29,0.567,1.0,,,
Bob Marlin,Louisiana,Sun Belt,,23,12,0.657,,,Lost Second Round,,2010-11,66,63,0.512,1.0,,,,,291,194,0.6,3.0,,,
Gregg Marshall,Wichita State,MVC,,35,1,0.972,16.0,2.0,Lost Third Round,,2007-08,174,71,0.71,3.0,1.0,1.0,,,368,154,0.705,10.0,1.0,1.0,
Phil Martelli,Saint Joseph's,A-10,,24,10,0.706,,,Lost Second Round,,1995-96,362,247,0.594,6.0,2.0,,,,362,247,0.594,6.0,2.0,,
Cuonzo Martin,Tennessee,SEC,,24,13,0.649,,,Lost Regional Semifinal,,2011-12,63,41,0.606,1.0,1.0,,,,124,82,0.602,1.0,1.0,,
Frank Martin,South Carolina,SEC,,14,20,0.412,,,,,2012-13,28,38,0.424,,,,,,145,92,0.612,4.0,1.0,,
Mike Martin,Brown,Ivy,,15,14,0.517,,,,,2012-13,28,29,0.491,,,,,,28,29,0.491,,,,
Steve Masiello,Manhattan,MAAC,,25,8,0.758,,,Lost Second Round,,2011-12,60,39,0.606,1.0,,,,,60,39,0.606,1.0,,,
Bashir Mason,Wagner,NEC,,19,12,0.613,,,,,2012-13,38,24,0.613,,,,,,38,24,0.613,,,,
Matt Matheny,Elon,Southern,,18,14,0.562,,,,,2009-10,77,82,0.484,,,,,,77,82,0.484,,,,
Thad Matta,Ohio State,Big Ten,,25,10,0.714,11.0,22.0,Lost Second Round,,2004-05,275,83,0.768,8.0,5.0,2.0,,,377,114,0.768,12.0,6.0,2.0,
Fran McCaffery,Iowa,Big Ten,,20,13,0.606,,,Lost First Round,,2010-11,74,63,0.54,1.0,,,,,325,240,0.575,6.0,,,
Ray McCallum,Detroit Mercy,Horizon,,13,19,0.406,,,,,2008-09,99,99,0.5,1.0,,,,,269,248,0.52,3.0,,,
Mike McConathy,Northwestern State,Southland,,17,14,0.548,,,,,1999-00,240,227,0.514,3.0,,,,,240,227,0.514,3.0,,,
Greg McDermott,Creighton,Big East,,27,8,0.771,,16.0,Lost Third Round,,2010-11,107,38,0.738,3.0,,,,,256,169,0.602,6.0,,,
Nick McDevitt,UNC Asheville,Big South,,17,15,0.531,,,,,2013-14,17,15,0.531,,,,,,17,15,0.531,,,,
Kevin McGeehan,Campbell,Big South,,12,20,0.375,,,,,2013-14,12,20,0.375,,,,,,12,20,0.375,,,,
Bob McKillop,Davidson,Southern,,20,13,0.606,,,,,1989-90,472,292,0.618,7.0,1.0,,,,472,292,0.618,7.0,1.0,,
Niko Medved,Furman,Southern,,9,21,0.3,,,,,2013-14,9,21,0.3,,,,,,9,21,0.3,,,,
Marvin Menzies,New Mexico State,WAC,,26,10,0.722,,,Lost Second Round,,2007-08,152,89,0.631,4.0,,,,,152,89,0.631,4.0,,,
Joe Mihalich,Hofstra,CAA,,10,23,0.303,,,,,2013-14,10,23,0.303,,,,,,275,226,0.549,2.0,,,
Tim Miles,Nebraska,Big Ten,,19,13,0.594,,,Lost Second Round,,2012-13,34,31,0.523,1.0,,,,,141,139,0.504,2.0,,,
Archie Miller,Dayton,A-10,,26,11,0.703,,,Lost Regional Final,,2011-12,63,38,0.624,1.0,1.0,,,,63,38,0.624,1.0,1.0,,
Brandon Miller,Butler,Big East,,14,17,0.452,,,,,2013-14,14,17,0.452,,,,,,14,17,0.452,,,,
Sean Miller,Arizona,Pac-12,,33,5,0.868,6.0,4.0,Lost Regional Final,,2009-10,129,48,0.729,3.0,3.0,,,,249,95,0.724,7.0,5.0,,
Wes Miller,UNC Greensboro,Southern,,14,18,0.438,,,,,2011-12,34,51,0.4,,,,,,34,51,0.4,,,,
Fang Mitchell,Coppin State,MEAC,,12,20,0.375,,,,,1986-87,429,417,0.507,4.0,,,,,429,417,0.507,4.0,,,
Jim Molinari,Western Illinois,Summit,,10,20,0.333,,,,,2008-09,79,104,0.432,,,,,,302,290,0.51,2.0,,,
Dan Monson,Long Beach State,Big West,,15,17,0.469,,,,,2007-08,119,108,0.524,1.0,,,,,289,231,0.556,3.0,1.0,,
Mark Montgomery,Northern Illinois,MAC,,15,17,0.469,,,,,2011-12,25,68,0.269,,,,,,25,68,0.269,,,,
Mike Montgomery,California,Pac-12,,21,14,0.6,,,,,2008-09,130,73,0.64,4.0,,,,,676,318,0.68,16.0,3.0,1.0,
Chris Mooney,Richmond,A-10,,19,14,0.576,,,,,2005-06,166,132,0.557,2.0,1.0,,,,184,144,0.561,2.0,1.0,,
Howard Moore,UIC,Horizon,,6,25,0.194,,,,,2010-11,39,87,0.31,,,,,,39,87,0.31,,,,
Tom Moore,Quinnipiac,MAAC,,20,12,0.625,,,,,2007-08,128,93,0.579,,,,,,128,93,0.579,,,,
Stew Morrill,Utah State,MWC,,18,14,0.562,,,,,1998-99,384,143,0.729,8.0,,,,,602,281,0.682,9.0,,,
Porter Moser,Loyola (IL),MVC,,10,22,0.312,,,,,2011-12,32,61,0.344,,,,,,137,162,0.458,,,,
LeVelle Moton,North Carolina Central,MEAC,,28,6,0.824,,,Lost Second Round,,2009-10,89,67,0.571,1.0,,,,,89,67,0.571,1.0,,,
Dan Muller,Illinois State,MVC,,18,16,0.529,,,,,2012-13,36,31,0.537,,,,,,36,31,0.537,,,,
Jack Murphy,Northern Arizona,Big Sky,,15,17,0.469,,,,,2012-13,26,38,0.406,,,,,,26,38,0.406,,,,
Rob Murphy,Eastern Michigan,MAC,,22,15,0.595,,,,,2011-12,52,51,0.505,,,,,,52,51,0.505,,,,
Scott Nagy,South Dakota State,Summit,,19,13,0.594,,,,,2005-06,140,144,0.493,2.0,,,,,140,144,0.493,2.0,,,
Craig Neal,New Mexico,MWC,,27,7,0.794,23.0,17.0,Lost Second Round,,2013-14,27,7,0.794,1.0,,,,,27,7,0.794,1.0,,,
Jeff Neubauer,Eastern Kentucky,OVC,,24,10,0.706,,,Lost Second Round,,2005-06,167,122,0.578,2.0,,,,,167,122,0.578,2.0,,,
Gregg Nibert,Presbyterian,Big South,,6,26,0.188,,,,,2007-08,63,151,0.294,,,,,,63,151,0.294,,,,
Kevin Nickelberry,Howard,MEAC,,8,25,0.242,,,,,2010-11,31,94,0.248,,,,,,80,138,0.367,,,,
Dickey Nutt *,Southeast Missouri State,OVC,,18,14,0.562,,,,,2009-10,67,91,0.424,,,,,,256,278,0.479,1.0,,,
Fran O'Hanlon,Lafayette,Patriot,,11,20,0.355,,,,,1995-96,268,296,0.475,2.0,,,,,268,296,0.475,2.0,,,
Tim O'Shea,Bryant,NEC,,18,14,0.562,,,,,2008-09,57,125,0.313,,,,,,177,220,0.446,1.0,,,
Kevin Ollie,Connecticut,AAC,,32,8,0.8,18.0,18.0,Won National Final,,2012-13,52,18,0.743,1.0,1.0,1.0,1.0,,52,18,0.743,1.0,1.0,1.0,1.0
Louis Orr,Bowling Green State,MAC,,12,20,0.375,,,,,2007-08,101,121,0.455,,,,,,201,201,0.5,2.0,,,
Matt Painter,Purdue,Big Ten,,15,17,0.469,,,,,2005-06,191,112,0.63,6.0,2.0,,,,216,117,0.649,7.0,2.0,,
Josh Pastner,Memphis,AAC,,24,10,0.706,13.0,,Lost Third Round,,2009-10,130,44,0.747,4.0,,,,,130,44,0.747,4.0,,,
Jimmy Patsos,Siena,MAAC,,20,18,0.526,,,,,2013-14,20,18,0.526,,,,,,165,153,0.519,1.0,,,
Dave Paulsen,Bucknell,Patriot,,16,14,0.533,,,,,2008-09,115,79,0.593,2.0,,,,,115,79,0.593,2.0,,,
Eddie Payne,South Carolina Upstate,A-Sun,,19,15,0.559,,,,,2007-08,83,137,0.377,,,,,,189,285,0.399,1.0,,,
Steve Payne,Tennessee Tech,OVC,,17,16,0.515,,,,,2011-12,48,47,0.505,,,,,,48,47,0.505,,,,
Tom Pecora,Fordham,A-10,,10,21,0.323,,,,,2010-11,34,85,0.286,,,,,,189,211,0.472,,,,
Jack Perri,Long Island University,NEC,,9,20,0.31,,,,,2012-13,29,34,0.46,1.0,,,,,29,34,0.46,1.0,,,
Buzz Peterson,UNC Wilmington,CAA,,9,23,0.281,,,,,2010-11,42,82,0.339,,,,,,267,229,0.538,1.0,,,
Saul Phillips,North Dakota State,Summit,,26,7,0.788,,,Lost Third Round,,2007-08,134,84,0.615,2.0,,,,,134,84,0.615,2.0,,,
Steve Pikiell,Stony Brook,AEC,,23,11,0.676,,,,,2005-06,143,137,0.511,,,,,,143,137,0.511,,,,
Dave Pilipovich,Air Force,MWC,,12,18,0.4,,,,,2011-12,32,38,0.457,,,,,,32,38,0.457,,,,
J.P. Piper,Nicholls State,Southland,,14,15,0.483,,,,,2004-05,111,182,0.379,,,,,,111,182,0.379,,,,
Richard Pitino,Minnesota,Big Ten,,25,13,0.658,,,,,2013-14,25,13,0.658,,,,,,43,27,0.614,,,,
Rick Pitino *,Louisville,AAC,,31,6,0.838,3.0,5.0,Lost Regional Semifinal,,2001-02,341,117,0.745,11.0,6.0,3.0,1.0,,695,245,0.739,19.0,12.0,7.0,2.0
Chico Potts,Mississippi Valley State,SWAC,,9,23,0.281,,,,,2012-13,14,46,0.233,,,,,,14,46,0.233,,,,
Lewis Preston,Kennesaw State,A-Sun,,6,25,0.194,,,,,2011-12,12,80,0.13,,,,,,12,80,0.13,,,,
Joseph Price,Grambling,SWAC,,5,24,0.172,,,,,2012-13,5,52,0.088,,,,,,5,52,0.088,,,,
Tic Price,Lamar,Southland,,1,4,0.2,,,,,2013-14,1,4,0.2,,,,,,168,126,0.571,2.0,,,
Steve Prohm,Murray State,OVC,,23,11,0.676,,,,,2011-12,75,23,0.765,1.0,,,,,75,23,0.765,1.0,,,
Oliver Purnell,DePaul,Big East,,12,21,0.364,,,,,2010-11,42,85,0.331,,,,,,436,364,0.545,6.0,,,
Barclay Radebaugh,Charleston Southern,Big South,,13,18,0.419,,,,,2005-06,120,154,0.438,,,,,,120,154,0.438,,,,
Randy Rahe,Weber State,Big Sky,,19,12,0.613,,,Lost Second Round,,2006-07,169,87,0.66,2.0,,,,,169,87,0.66,2.0,,,
Rick Ray,Mississippi State,SEC,,14,19,0.424,,,,,2012-13,24,41,0.369,,,,,,24,41,0.369,,,,
Brett Reed,Lehigh,Patriot,,14,18,0.438,,,,,2007-08,129,91,0.586,2.0,,,,,129,91,0.586,2.0,,,
Eric Reveno,Portland,WCC,,15,16,0.484,,,,,2006-07,111,142,0.439,,,,,,111,142,0.439,,,,
Dave Rice,Nevada-Las Vegas,MWC,,20,13,0.606,,,,,2011-12,71,32,0.689,2.0,,,,,71,32,0.689,2.0,,,
King Rice,Monmouth,MAAC,,11,21,0.344,,,,,2011-12,33,62,0.347,,,,,,33,62,0.347,,,,
Leon Rice,Boise State,MWC,,21,13,0.618,,,,,2010-11,77,54,0.588,1.0,,,,,77,54,0.588,1.0,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,10,17,0.37,,,,,2010-11,24,90,0.211,,,,,,174,207,0.457,,,,
Kareem Richardson,Kansas City,WAC,,10,20,0.333,,,,,2013-14,10,20,0.333,,,,,,10,20,0.333,,,,
Luther Riley,Alcorn State,SWAC,,12,19,0.387,,,,,2011-12,32,65,0.33,,,,,,32,65,0.33,,,,
Byron Rimm II,Prairie View,SWAC,,11,23,0.324,,,,,2006-07,99,156,0.388,,,,,,99,156,0.388,,,,
Craig Robinson,Oregon State,Pac-12,,16,16,0.5,,,,,2008-09,94,105,0.472,,,,,,124,133,0.482,,,,
Nick Robinson,Southern Utah,Big Sky,,2,27,0.069,,,,,2012-13,13,47,0.217,,,,,,13,47,0.217,,,,
Lorenzo Romar,Washington,Pac-12,,17,15,0.531,,,,,2002-03,254,144,0.638,6.0,3.0,,,,347,232,0.599,7.0,3.0,,
Dave Rose,Brigham Young,WCC,,23,12,0.657,,,Lost Second Round,,2005-06,232,78,0.748,7.0,1.0,,,,232,78,0.748,7.0,1.0,,
Monte Ross,Delaware,CAA,,25,10,0.714,,,Lost Second Round,,2006-07,115,141,0.449,1.0,,,,,115,141,0.449,1.0,,,
Bo Ryan,Wisconsin,Big Ten,,30,8,0.789,20.0,12.0,Lost National Semifinal,,2001-02,321,121,0.726,13.0,6.0,1.0,,,351,148,0.703,13.0,6.0,1.0,
Mark Schmidt,St. Bonaventure,A-10,,18,15,0.545,,,,,2007-08,106,110,0.491,1.0,,,,,188,200,0.485,1.0,,,
Joe Scott,Denver,Summit,,16,15,0.516,,,,,2007-08,118,99,0.544,,,,,,207,207,0.5,1.0,,,
Bill Self,Kansas,Big 12,,25,10,0.714,5.0,10.0,Lost Third Round,,2003-04,325,69,0.825,11.0,7.0,2.0,1.0,,532,174,0.754,16.0,10.0,2.0,1.0
Bennie Seltzer,Samford,Southern,,13,20,0.394,,,,,2012-13,24,41,0.369,,,,,,24,41,0.369,,,,
Herb Sendek,Arizona State,Pac-12,,21,12,0.636,,,Lost Second Round,,2006-07,141,121,0.538,2.0,,,,,395,279,0.586,8.0,1.0,,
Rob Senderoff,Kent State,MAC,,16,16,0.5,,,,,2011-12,58,42,0.58,,,,,,58,42,0.58,,,,
Tony Shaver,William & Mary,CAA,,20,12,0.625,,,,,2003-04,136,201,0.404,,,,,,136,201,0.404,,,,
Steve Shields,Little Rock,Sun Belt,,15,17,0.469,,,,,2003-04,179,160,0.528,1.0,,,,,179,160,0.528,1.0,,,
Larry Shyatt,Wyoming,MWC,,18,15,0.545,,,,,1997-98,78,50,0.609,,,,,,148,134,0.525,,,,
Dave Simmons,McNeese State,Southland,,11,20,0.355,,,,,2006-07,112,136,0.452,,,,,,112,136,0.452,,,,
Marty Simmons,Evansville,MVC,,14,19,0.424,,,,,2007-08,102,122,0.455,,,,,,102,122,0.455,,,,
Pat Skerry,Towson,CAA,,25,11,0.694,,,,,2011-12,44,55,0.444,,,,,,44,55,0.444,,,,
Mark Slessinger,New Orleans,Southland,,11,15,0.423,,,,,2012-13,19,33,0.365,,,,,,19,33,0.365,,,,
Jerry Slocum,Youngstown State,Horizon,,15,17,0.469,,,,,2005-06,107,169,0.388,,,,,,107,169,0.388,,,,
Shaka Smart,Virginia Commonwealth,A-10,,26,9,0.743,14.0,24.0,Lost Second Round,,2009-10,137,46,0.749,4.0,1.0,1.0,,,137,46,0.749,4.0,1.0,1.0,
G.G. Smith,Loyola (MD),Patriot,,11,19,0.367,,,,,2013-14,11,19,0.367,,,,,,11,19,0.367,,,,
Kyle Smith,Columbia,Ivy,,21,13,0.618,,,,,2010-11,63,57,0.525,,,,,,63,57,0.525,,,,
Tubby Smith,Texas Tech,Big 12,,14,18,0.438,,,,,2013-14,14,18,0.438,,,,,,525,244,0.683,17.0,9.0,1.0,1.0
Zach Spiker,Army,Patriot,,15,16,0.484,,,,,2009-10,68,83,0.45,,,,,,68,83,0.45,,,,
Jay Spoonhour,Eastern Illinois,OVC,,11,19,0.367,,,,,2012-13,22,40,0.355,,,,,,28,44,0.389,,,,
Kevin Stallings,Vanderbilt,SEC,,15,16,0.484,,,,,1999-00,292,192,0.603,6.0,2.0,,,,415,255,0.619,8.0,2.0,,
Scott Sutton,Oral Roberts,Southland,,17,16,0.515,,,,,1999-00,287,193,0.598,3.0,,,,,287,193,0.598,3.0,,,
Dedrique Taylor,Cal State Fullerton,Big West,,11,20,0.355,,,,,2013-14,11,20,0.355,,,,,,11,20,0.355,,,,
Rodney Terry,Fresno State,MWC,,21,18,0.538,,,,,2011-12,45,57,0.441,,,,,,45,57,0.441,,,,
Reggie Theus,Cal State Northridge,Big West,,17,18,0.486,,,,,2013-14,17,18,0.486,,,,,,58,41,0.586,1.0,,,
Aki Thomas,Maryland-Baltimore County,AEC,,9,21,0.3,,,,,2012-13,17,44,0.279,,,,,,17,44,0.279,,,,
Brooks Thompson,UTSA,CUSA,,8,22,0.267,,,,,2006-07,114,135,0.458,1.0,,,,,114,135,0.458,1.0,,,
John Thompson III,Georgetown,Big East,,18,15,0.545,,,,,2004-05,227,104,0.686,7.0,2.0,1.0,,,295,146,0.669,9.0,2.0,1.0,
Wayne Tinkle,Montana,Big Sky,,17,13,0.567,,,,,2006-07,158,91,0.635,3.0,,,,,158,91,0.635,3.0,,,
Andrew Toole,Robert Morris,NEC,,22,14,0.611,,,,,2010-11,90,50,0.643,,,,,,90,50,0.643,,,,
Mark Turgeon,Maryland,ACC,,17,15,0.531,,,,,2011-12,59,43,0.578,,,,,,309,202,0.605,5.0,1.0,,
Russ Turner,UC Irvine,Big West,,23,12,0.657,,,,,2010-11,69,67,0.507,,,,,,69,67,0.507,,,,
Donnie Tyndall *,Southern Miss,CUSA,,29,7,0.806,,,,,2012-13,56,17,0.767,,,,,,170,102,0.625,2.0,,,
Brad Underwood,Stephen F. Austin,Southland,,32,3,0.914,,,Lost Third Round,,2013-14,32,3,0.914,1.0,,,,,32,3,0.914,1.0,,,
Don Verlin,Idaho,WAC,,16,18,0.471,,,,,2008-09,97,96,0.503,,,,,,97,96,0.503,,,,
Ron Verlin,Pacific,WCC,,18,16,0.529,,,,,2013-14,18,16,0.529,,,,,,18,16,0.529,,,,
Will Wade,Chattanooga,Southern,,18,15,0.545,,,,,2013-14,18,15,0.545,,,,,,18,15,0.545,,,,
Keith Walker,Delaware State,MEAC,,5,6,0.455,,,,,2013-14,5,6,0.455,,,,,,5,6,0.455,,,,
Rex Walters,San Francisco,WCC,,21,12,0.636,,,,,2008-09,98,94,0.51,,,,,,129,127,0.504,,,,
Brian Wardle,Green Bay,Horizon,,24,7,0.774,,,,,2010-11,71,56,0.559,,,,,,71,56,0.559,,,,
Cliff Warren,Jacksonville,A-Sun,,12,18,0.4,,,,,2005-06,126,150,0.457,,,,,,126,150,0.457,,,,
Gary Waters,Cleveland State,Horizon,,21,12,0.636,,,,,2006-07,157,112,0.584,1.0,,,,,328,247,0.57,3.0,,,
Bruce Weber,Kansas State,Big 12,,20,13,0.606,,,Lost Second Round,,2012-13,47,21,0.691,2.0,,,,,360,176,0.672,10.0,3.0,1.0,
Michael White,Louisiana Tech,CUSA,,29,8,0.784,,,,,2011-12,74,31,0.705,,,,,,74,31,0.705,,,,
James Whitford,Ball State,MAC,,5,25,0.167,,,,,2013-14,5,25,0.167,,,,,,5,25,0.167,,,,
Kevin Willard,Seton Hall,Big East,,17,17,0.5,,,,,2010-11,66,66,0.5,,,,,,111,115,0.491,,,,
Bob Williams,UC Santa Barbara,Big West,,21,9,0.7,,,,,1998-99,269,210,0.562,3.0,,,,,269,210,0.562,3.0,,,
Buzz Williams,Marquette,Big East,,17,15,0.531,17.0,,,,2008-09,139,69,0.668,5.0,3.0,,,,153,86,0.64,5.0,3.0,,
Corey Williams,Stetson,A-Sun,,7,24,0.226,,,,,2013-14,7,24,0.226,,,,,,7,24,0.226,,,,
Roy Williams,North Carolina,ACC,,24,10,0.706,12.0,19.0,Lost Third Round,,2003-04,306,89,0.775,10.0,6.0,3.0,2.0,,724,190,0.792,24.0,15.0,7.0,2.0
Travis Williams,Tennessee State,OVC,,5,25,0.167,,,,,2012-13,23,40,0.365,,,,,,23,40,0.365,,,,
Marty Wilson,Pepperdine,WCC,,15,16,0.484,,,,,1995-96,40,63,0.388,,,,,,40,63,0.388,,,,
Willis Wilson,Texas A&M-Corpus Christi,Southland,,18,16,0.529,,,,,2011-12,30,63,0.323,,,,,,248,310,0.444,,,,
Dave Wojcik,San Jose State,MWC,,7,24,0.226,,,,,2013-14,7,24,0.226,,,,,,7,24,0.226,,,,
Doug Wojcik,College of Charleston,CAA,,14,18,0.438,,,,,2012-13,38,29,0.567,,,,,,178,121,0.595,,,,
Sean Woods,Morehead State,OVC,,20,14,0.588,,,,,2012-13,35,32,0.522,,,,,,85,112,0.431,1.0,,,
Ted Woodward,Maine,AEC,,6,23,0.207,,,,,2004-05,117,178,0.397,,,,,,117,178,0.397,,,,
Jay Wright,Villanova,Big East,,29,5,0.853,,6.0,Lost Third Round,,2001-02,286,149,0.657,9.0,4.0,1.0,,,408,234,0.636,11.0,4.0,1.0,
Jim Yarbrough,Southeastern Louisiana,Southland,,12,18,0.4,,,,,2005-06,133,135,0.496,,,,,,133,135,0.496,,,,
Mike Young,Wofford,Southern,,20,13,0.606,,,Lost Second Round,,2002-03,189,185,0.505,3.0,,,,,189,185,0.505,3.0,,,
