Rk,School,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
1,Abilene Christian,67.2,14.799999999999995,-0.0339999999999999,0.0119999999999999,0.0359999999999999,0.5999999999999943,11.200000000000005,4.6,0.5999999999999996,0.047,-6.0,1.5,-0.028
2,Air Force,67.4,-5.200000000000003,-0.003,-0.062,-0.014,0.2000000000000028,0.1000000000000014,-3.5,-2.3999999999999995,-0.016,1.6999999999999993,-0.1000000000000014,-0.002
3,Akron,68.5,7.199999999999989,-0.0199999999999999,0.0949999999999999,0.034,-3.5999999999999943,5.0,0.0,0.200000000000001,0.0329999999999999,-1.6000000000000014,-4.0,0.001
4,Alabama,69.8,0.7000000000000028,0.084,0.0419999999999999,0.012,4.0,5.699999999999996,-2.700000000000001,-0.0999999999999996,0.014,2.1000000000000014,3.5,0.043
5,Alabama A&M,67.5,-15.799999999999995,-0.138,-0.064,-0.079,-5.799999999999997,-1.2000000000000028,-0.6000000000000014,-4.2,-0.08,1.099999999999998,-4.099999999999998,-0.09
6,Alabama State,69.6,-6.899999999999992,0.027,0.014,-0.052,-2.0,-10.1,-1.0,-0.0999999999999996,-0.0529999999999999,-1.0,0.0999999999999978,-0.002
7,Albany (NY),66.7,-3.0999999999999943,0.025,0.06,-0.007,-0.5999999999999943,-2.0,-0.5,-5.200000000000001,-0.025,1.8999999999999984,-0.5999999999999979,0.0459999999999999
8,Alcorn State,68.8,-9.299999999999995,-0.0389999999999999,-0.002,-0.034,-0.2000000000000028,-7.399999999999999,-0.7000000000000011,2.1000000000000005,-0.034,3.0,1.0,-0.031
9,American,67.7,4.399999999999992,0.01,0.0509999999999999,0.041,0.7999999999999972,1.2999999999999972,1.5,1.8000000000000007,0.05,1.1999999999999993,-1.1999999999999993,0.002
10,Appalachian State,73.7,0.7999999999999972,0.0279999999999999,0.0839999999999999,0.003,-2.799999999999997,0.5,-2.3,-2.0,0.0,-0.3000000000000007,-2.1999999999999997,0.024
11,Arizona,68.6,2.8999999999999915,-0.0169999999999999,0.007,-0.012,1.0,2.3000000000000043,-0.2999999999999998,-4.0,-0.019,-3.3000000000000007,2.5,0.002
12,Arizona State,72.5,5.800000000000011,0.0519999999999999,-0.08,0.018,5.200000000000003,-3.1000000000000014,-0.3000000000000007,0.9000000000000004,0.021,-0.5999999999999979,4.800000000000001,0.0259999999999999
13,Arkansas,71.7,4.1000000000000085,-0.0329999999999999,-0.0449999999999999,0.008,-6.0,6.799999999999997,2.6,6.4,0.016,-3.3000000000000007,-6.199999999999999,-0.0309999999999999
14,Arkansas State,70.2,-5.1000000000000085,-0.0469999999999999,0.004,-0.028,3.0,-5.299999999999997,-0.4000000000000003,2.3000000000000007,-0.026,1.5000000000000018,4.100000000000001,-0.0379999999999999
15,Arkansas-Pine Bluff,67.3,-7.400000000000006,-0.024,0.011,-0.026,-1.2000000000000028,-4.900000000000006,-1.0999999999999996,0.0,-0.029,1.5,-0.7999999999999972,-0.016
16,Army,71.7,-1.5999999999999943,-0.04,0.034,-0.029,-2.200000000000003,6.899999999999999,-0.8000000000000007,-7.800000000000001,-0.03,-2.5,-0.3000000000000007,-0.0259999999999999
17,Auburn,69.2,15.699999999999989,-0.0469999999999999,0.059,0.0239999999999999,-1.5999999999999943,-0.1000000000000014,5.1,3.9,0.031,-7.0,-0.0999999999999978,-0.033
18,Austin Peay,71.8,12.5,0.005,-0.0369999999999999,0.0219999999999999,3.4000000000000057,-5.199999999999996,2.7,1.299999999999999,0.023,-4.9,4.0,0.0079999999999999
19,Ball State,71.7,4.799999999999997,0.076,-0.0209999999999999,0.052,3.0,2.5,-0.3000000000000007,0.1000000000000014,0.053,2.299999999999999,-0.4000000000000021,0.053
20,Baylor,66.5,6.199999999999989,-0.0419999999999999,0.0259999999999999,0.013,8.200000000000003,-1.2000000000000028,0.2999999999999989,1.200000000000001,0.021,0.2999999999999971,8.700000000000003,-0.03
