Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Dave Leitao,DePaul,Big East,,19,17,0.528,,,,,2002-03,106,116,0.477,1.0,,,,,191,211,0.475,2.0,,,
Jim Les,UC Davis,Big West,,11,20,0.355,,,,,2011-12,120,135,0.471,1.0,,,,,274,275,0.499,2.0,1.0,,
Jeff Linder,Northern Colorado,Big Sky,,21,11,0.656,,,,,2016-17,58,41,0.586,,,,,,58,41,0.586,,,,
Matt Lottich,Valparaiso,MVC,,15,18,0.455,,,,,2016-17,54,44,0.551,,,,,,54,44,0.551,,,,
Chris Mack,Louisville,ACC,,20,14,0.588,,,Lost First Round,,2018-19,20,14,0.588,1.0,,,,,235,111,0.679,9.0,4.0,,
Dan Majerle,Grand Canyon,WAC,,20,14,0.588,,,,,2013-14,123,72,0.631,,,,,,123,72,0.631,,,,
Danny Manning,Wake Forest,ACC,,11,20,0.355,,,,,2014-15,65,93,0.411,1.0,,,,,103,122,0.458,2.0,,,
Bob Marlin,Louisiana,Sun Belt,,19,13,0.594,,,,,2010-11,174,124,0.584,1.0,,,,,399,255,0.61,3.0,,,
Donyell Marshall,Central Connecticut State,NEC,,11,20,0.355,,,,,2016-17,31,61,0.337,,,,,,31,61,0.337,,,,
Gregg Marshall,Wichita State,AAC,,22,15,0.595,,,,,2007-08,308,113,0.732,7.0,2.0,1.0,,,502,196,0.719,14.0,2.0,1.0,
Phil Martelli,Saint Joseph's,A-10,,14,19,0.424,,,,,1995-96,444,328,0.575,7.0,2.0,,,,444,328,0.575,7.0,2.0,,
Cuonzo Martin,Missouri,SEC,,15,17,0.469,,,,,2017-18,35,30,0.538,1.0,,,,,221,151,0.594,3.0,1.0,,
Frank Martin,South Carolina,SEC,,16,16,0.5,,,,,2012-13,129,106,0.549,1.0,1.0,1.0,,,246,160,0.606,5.0,2.0,1.0,
Mike Martin,Brown,Ivy,,20,12,0.625,,,,,2012-13,93,112,0.454,,,,,,93,112,0.454,,,,
Steve Masiello,Manhattan,MAAC,,11,21,0.344,,,,,2011-12,127,131,0.492,2.0,,,,,127,131,0.492,2.0,,,
Bashir Mason,Wagner,NEC,,13,17,0.433,,,,,2012-13,123,96,0.562,,,,,,123,96,0.562,,,,
Matt Matheny,Elon,CAA,,11,21,0.344,,,,,2009-10,151,169,0.472,,,,,,151,169,0.472,,,,
Dusty May,Florida Atlantic,CUSA,,17,16,0.515,,,,,2018-19,17,16,0.515,,,,,,17,16,0.515,,,,
Fran McCaffery,Iowa,Big Ten,,23,12,0.657,,,Lost Second Round,,2010-11,174,132,0.569,4.0,,,,,425,309,0.579,9.0,,,
Matt McCall,Massachusetts,A-10,,11,21,0.344,,,,,2017-18,24,41,0.369,,,,,,72,59,0.55,1.0,,,
Walter McCarty,Evansville,MVC,,11,21,0.344,,,,,2018-19,11,21,0.344,,,,,,11,21,0.344,,,,
Grant McCasland,North Texas,CUSA,,21,12,0.636,,,,,2017-18,41,30,0.577,,,,,,61,42,0.592,,,,
Steve McClain,UIC,Horizon,,16,16,0.5,,,,,2015-16,58,76,0.433,,,,,,215,191,0.53,1.0,,,
Mike McConathy,Northwestern State,Southland,,11,20,0.355,,,,,1999-00,295,321,0.479,3.0,,,,,295,321,0.479,3.0,,,
Robert McCullum,Florida A&M,MEAC,,12,19,0.387,,,,,2017-18,21,44,0.323,,,,,,105,165,0.389,,,,
Greg McDermott,Creighton,Big East,,20,15,0.571,,,,,2010-11,207,109,0.655,5.0,,,,,356,240,0.597,8.0,,,
Nick McDevitt,Middle Tennessee,CUSA,,11,21,0.344,,,,,2018-19,11,21,0.344,,,,,,109,87,0.556,1.0,,,
Kevin McGeehan,Campbell,Big South,,20,13,0.606,,,,,2013-14,91,107,0.46,,,,,,91,107,0.46,,,,
C.B. McGrath,UNC Wilmington,CAA,,10,23,0.303,,,,,2017-18,21,44,0.323,,,,,,21,44,0.323,,,,
Ritchie McKay,Liberty,A-Sun,,29,7,0.806,,,Lost Second Round,,2007-08,124,83,0.599,1.0,,,,,289,241,0.545,2.0,,,
Bob McKillop,Davidson,A-10,,24,10,0.706,,,,,1989-90,578,350,0.623,9.0,1.0,,,,578,350,0.623,9.0,1.0,,
David McLaughlin,Dartmouth,Ivy,,11,19,0.367,,,,,2016-17,25,59,0.298,,,,,,25,59,0.298,,,,
Matt McMahon,Murray State,OVC,,28,5,0.848,,,Lost Second Round,,2015-16,87,42,0.674,2.0,,,,,87,42,0.674,2.0,,,
Niko Medved,Colorado State,MWC,,12,20,0.375,,,,,2018-19,12,20,0.375,,,,,,91,108,0.457,,,,
Marvin Menzies,Nevada-Las Vegas,MWC,,17,14,0.548,,,,,2016-17,48,48,0.5,,,,,,246,159,0.607,5.0,,,
Joe Mihalich,Hofstra,CAA,,27,8,0.771,,,,,2013-14,115,84,0.578,,,,,,380,287,0.57,2.0,,,
Tim Miles,Nebraska,Big Ten,,19,17,0.528,,,,,2012-13,116,114,0.504,1.0,,,,,223,222,0.501,2.0,,,
Archie Miller,Indiana,Big Ten,,19,16,0.543,,,,,2017-18,35,31,0.53,,,,,,174,94,0.649,4.0,1.0,,
Sean Miller,Arizona,Pac-12,,17,15,0.531,,,,,2009-10,264,89,0.748,7.0,5.0,,,,384,136,0.738,11.0,7.0,,
Wes Miller,UNC Greensboro,Southern,,29,7,0.806,,,,,2011-12,141,117,0.547,1.0,,,,,141,117,0.547,1.0,,,
Paul Mills,Oral Roberts,Summit,,11,21,0.344,,,,,2017-18,22,42,0.344,,,,,,22,42,0.344,,,,
Dan Monson,Long Beach State,Big West,,15,19,0.441,,,,,2007-08,200,196,0.505,1.0,,,,,370,319,0.537,3.0,1.0,,
Mark Montgomery,Northern Illinois,MAC,,17,17,0.5,,,,,2011-12,105,150,0.412,,,,,,105,150,0.412,,,,
Chris Mooney,Richmond,A-10,,13,20,0.394,,,,,2005-06,250,215,0.538,2.0,1.0,,,,268,227,0.541,2.0,1.0,,
Mike Morrell,UNC Asheville,Big South,,4,27,0.129,,,,,2018-19,4,27,0.129,,,,,,4,27,0.129,,,,
Porter Moser,Loyola (IL),MVC,,20,14,0.588,,,,,2011-12,141,125,0.53,1.0,1.0,1.0,,,246,226,0.521,1.0,1.0,1.0,
LeVelle Moton,North Carolina Central,MEAC,,18,16,0.529,,,Lost First Four,,2009-10,189,135,0.583,4.0,,,,,189,135,0.583,4.0,,,
Dan Muller,Illinois State,MVC,,17,16,0.515,,,,,2012-13,139,96,0.591,,,,,,139,96,0.591,,,,
Chris Mullin,St. John's (NY),Big East,,21,13,0.618,,,Lost First Four,,2015-16,59,73,0.447,1.0,,,,,59,73,0.447,1.0,,,
Jack Murphy,Northern Arizona,Big Sky,,10,21,0.323,,,,,2012-13,78,149,0.344,,,,,,78,149,0.344,,,,
Rob Murphy,Eastern Michigan,MAC,,15,17,0.469,,,,,2011-12,144,127,0.531,,,,,,144,127,0.531,,,,
Eric Musselman,Nevada,MWC,,29,5,0.853,7.0,20.0,Lost First Round,,2015-16,110,34,0.764,3.0,1.0,,,,110,34,0.764,3.0,1.0,,
Scott Nagy,Wright State,Horizon,,21,14,0.6,,,,,2016-17,66,36,0.647,1.0,,,,,256,199,0.563,4.0,,,
Jeff Neubauer,Fordham,A-10,,12,20,0.375,,,,,2015-16,51,75,0.405,,,,,,239,209,0.533,2.0,,,
Kevin Nickelberry,Howard,MEAC,,17,17,0.5,,,,,2010-11,96,194,0.331,,,,,,145,238,0.379,,,,
Fran O'Hanlon,Lafayette,Patriot,,10,20,0.333,,,,,1995-96,323,395,0.45,3.0,,,,,323,395,0.45,3.0,,,
Nate Oats,Buffalo,MAC,,32,4,0.889,,15.0,Lost Second Round,,2015-16,96,43,0.691,3.0,,,,,96,43,0.691,3.0,,,
Ryan Odom,Maryland-Baltimore County,AEC,,21,13,0.618,,,,,2016-17,67,37,0.644,1.0,,,,,75,48,0.61,1.0,,,
Chris Ogden,UT Arlington,Sun Belt,,17,16,0.515,,,,,2018-19,17,16,0.515,,,,,,17,16,0.515,,,,
T.J. Otzelberger,South Dakota State,Summit,,24,9,0.727,,,,,2016-17,70,33,0.68,2.0,,,,,70,33,0.68,2.0,,,
Jack Owens,Miami (OH),MAC,,15,17,0.469,,,,,2017-18,31,35,0.47,,,,,,31,35,0.47,,,,
Scott Padgett,Samford,Southern,,17,16,0.515,,,,,2014-15,74,92,0.446,,,,,,74,92,0.446,,,,
Matt Painter,Purdue,Big Ten,,26,10,0.722,24.0,13.0,Lost Regional Final,,2005-06,321,159,0.669,11.0,5.0,,,,346,164,0.678,12.0,5.0,,
Lamont Paris,Chattanooga,Southern,,12,20,0.375,,,,,2017-18,22,43,0.338,,,,,,22,43,0.338,,,,
Joe Pasternack,UC Santa Barbara,Big West,,22,10,0.688,,,,,2017-18,45,19,0.703,,,,,,83,73,0.532,,,,
Josh Pastner,Georgia Tech,ACC,,14,18,0.438,,,,,2016-17,48,53,0.475,,,,,,215,126,0.63,4.0,,,
David Patrick,UC Riverside,Big West,,10,23,0.303,,,,,2018-19,10,23,0.303,,,,,,10,23,0.303,,,,
Dave Paulsen,George Mason,A-10,,18,15,0.545,,,,,2015-16,65,67,0.492,,,,,,199,161,0.553,2.0,,,
Andre Payne,Mississippi Valley State,SWAC,,6,26,0.188,,,,,2014-15,31,132,0.19,,,,,,31,132,0.19,,,,
Steve Payne,Tennessee Tech,OVC,,8,23,0.258,,,,,2011-12,118,134,0.468,,,,,,118,134,0.468,,,,
Bruce Pearl,Auburn,SEC,,30,10,0.75,11.0,14.0,Lost National Semifinal,,2014-15,100,72,0.581,2.0,1.0,1.0,,,331,171,0.659,10.0,5.0,1.0,
Barret Peery,Portland State,Big Sky,,16,16,0.5,,,,,2017-18,36,30,0.545,,,,,,36,30,0.545,,,,
Russ Pennell,Central Arkansas,Southland,,14,19,0.424,,,,,2014-15,49,108,0.312,,,,,,70,122,0.365,1.0,1.0,,
Scott Pera,Rice,CUSA,,13,19,0.406,,,,,2017-18,20,43,0.317,,,,,,20,43,0.317,,,,
Saul Phillips,Ohio,MAC,,14,17,0.452,,,,,2014-15,81,77,0.513,,,,,,215,161,0.572,2.0,,,
Steve Pikiell,Rutgers,Big Ten,,14,17,0.452,,,,,2016-17,44,54,0.449,,,,,,236,210,0.529,1.0,,,
Dave Pilipovich,Air Force,MWC,,14,18,0.438,,,,,2011-12,98,131,0.428,,,,,,98,131,0.428,,,,
Richard Pitino,Minnesota,Big Ten,,22,14,0.611,,,Lost Second Round,,2013-14,112,92,0.549,2.0,,,,,130,106,0.551,2.0,,,
Mark Pope,Utah Valley,WAC,,25,10,0.714,,,,,2015-16,77,56,0.579,,,,,,77,56,0.579,,,,
Terry Porter,Portland,WCC,,7,25,0.219,,,,,2016-17,28,69,0.289,,,,,,28,69,0.289,,,,
Tic Price,Lamar,Southland,,20,13,0.606,,,,,2013-14,85,80,0.515,,,,,,252,202,0.555,2.0,,,
Jean Prioleau,San Jose State,MWC,,4,27,0.129,,,,,2017-18,8,53,0.131,,,,,,8,53,0.131,,,,
Steve Prohm,Iowa State,Big 12,,23,12,0.657,,24.0,Lost First Round,,2015-16,83,53,0.61,3.0,1.0,,,,187,82,0.695,4.0,1.0,,
Mark Prosser,Western Carolina,Southern,,7,25,0.219,,,,,2018-19,7,25,0.219,,,,,,7,25,0.219,,,,
Tony Pujol,North Alabama,A-Sun,,10,22,0.312,,,,,2018-19,10,22,0.312,,,,,,10,22,0.312,,,,
Barclay Radebaugh,Charleston Southern,Big South,,18,16,0.529,,,,,2005-06,193,238,0.448,,,,,,193,238,0.448,,,,
Randy Rahe,Weber State,Big Sky,,18,15,0.545,,,,,2006-07,266,153,0.635,3.0,,,,,266,153,0.635,3.0,,,
Rick Ray,Southeast Missouri State,OVC,,10,21,0.323,,,,,2015-16,44,80,0.355,,,,,,81,140,0.367,,,,
Brett Reed,Lehigh,Patriot,,20,11,0.645,,,,,2007-08,218,157,0.581,2.0,,,,,218,157,0.581,2.0,,,
Clifford Reed,Maryland-Eastern Shore,MEAC,,7,25,0.219,,,,,2018-19,7,25,0.219,,,,,,132,192,0.407,,,,
Mike Rhoades,Virginia Commonwealth,A-10,,25,8,0.758,,,Lost First Round,,2017-18,43,23,0.652,1.0,,,,,90,75,0.545,1.0,,,
King Rice,Monmouth,MAAC,,14,21,0.4,,,,,2011-12,131,133,0.496,,,,,,131,133,0.496,,,,
Leon Rice,Boise State,MWC,,13,20,0.394,,,,,2010-11,178,116,0.605,2.0,,,,,178,116,0.605,2.0,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,19,16,0.543,,,,,2010-11,112,174,0.392,,,,,,262,291,0.474,,,,
Kareem Richardson,Kansas City,WAC,,11,21,0.344,,,,,2013-14,75,118,0.389,,,,,,75,118,0.389,,,,
Bob Richey,Furman,Southern,,25,8,0.758,,,,,2017-18,48,18,0.727,,,,,,48,18,0.727,,,,
David Richman,North Dakota State,Summit,,19,16,0.543,,,Lost First Round,,2014-15,96,67,0.589,2.0,,,,,96,67,0.589,2.0,,,
Ryan Ridder,Bethune-Cookman,MEAC,,14,17,0.452,,,,,2017-18,32,31,0.508,,,,,,32,31,0.508,,,,
Richie Riley,South Alabama,Sun Belt,,17,17,0.5,,,,,2018-19,17,17,0.5,,,,,,52,45,0.536,,,,
Montez Robinson,Alcorn State,SWAC,,10,21,0.323,,,,,2015-16,54,71,0.432,,,,,,54,71,0.432,,,,
Lorenzo Romar,Pepperdine,WCC,,16,18,0.471,,,,,1996-97,58,62,0.483,,,,,,407,302,0.574,7.0,3.0,,
Dave Rose *,Brigham Young,WCC,,19,13,0.594,,,,,2005-06,348,135,0.72,8.0,1.0,,,,348,135,0.72,8.0,1.0,,
Louis Rowe,James Madison,CAA,,14,19,0.424,,,,,2016-17,34,64,0.347,,,,,,34,64,0.347,,,,
Doc Sadler,Southern Mississippi,CUSA,,20,13,0.606,,,,,2014-15,62,94,0.397,,,,,,211,201,0.512,1.0,,,
Kelvin Sampson,Houston,AAC,,33,4,0.892,,11.0,Lost Regional Semifinal,,2014-15,116,52,0.69,2.0,1.0,,,,541,279,0.66,16.0,4.0,1.0,
Ron Sanchez,Charlotte,CUSA,,8,21,0.276,,,,,2018-19,8,21,0.276,,,,,,8,21,0.276,,,,
Mark Schmidt,St. Bonaventure,A-10,,18,16,0.529,,,,,2007-08,210,168,0.556,2.0,,,,,292,258,0.531,2.0,,,
Sam Scholl,San Diego,WCC,,21,15,0.583,,,,,2018-19,21,15,0.583,,,,,,21,15,0.583,,,,
Heath Schroyer,McNeese State,Southland,,9,22,0.29,,,,,2018-19,9,22,0.29,,,,,,135,166,0.449,,,,
Bill Self,Kansas,Big 12,,26,10,0.722,1.0,17.0,Lost Second Round,,2003-04,473,106,0.817,16.0,10.0,3.0,1.0,,680,211,0.763,21.0,13.0,3.0,1.0
Herb Sendek,Santa Clara,WCC,,16,15,0.516,,,,,2016-17,44,51,0.463,,,,,,457,346,0.569,8.0,1.0,,
Rob Senderoff,Kent State,MAC,,22,11,0.667,,,,,2011-12,161,109,0.596,1.0,,,,,161,109,0.596,1.0,,,
Tony Shaver,William & Mary,CAA,,14,17,0.452,,,,,2003-04,226,268,0.457,,,,,,226,268,0.457,,,,
Todd Simon,Southern Utah,Big Sky,,17,17,0.5,,,,,2016-17,36,63,0.364,,,,,,45,71,0.388,,,,
Eric Skeeters,Delaware State,MEAC,,6,25,0.194,,,,,2018-19,6,25,0.194,,,,,,6,25,0.194,,,,
Pat Skerry,Towson,CAA,,10,22,0.312,,,,,2011-12,124,137,0.475,,,,,,124,137,0.475,,,,
Al Skinner Jr,Kennesaw State,A-Sun,,6,26,0.188,,,,,2015-16,41,84,0.328,,,,,,426,375,0.532,9.0,1.0,,
Mark Slessinger,New Orleans,Southland,,19,14,0.576,,,,,2012-13,95,114,0.455,1.0,,,,,95,114,0.455,1.0,,,
Shaka Smart,Texas,Big 12,,21,16,0.568,,,,,2015-16,71,66,0.518,2.0,,,,,234,122,0.657,7.0,1.0,1.0,
Byron Smith,Prairie View,SWAC,,22,13,0.629,,,Lost First Four,,2015-16,57,57,0.5,1.0,,,,,57,57,0.5,1.0,,,
Craig Smith,Utah State,MWC,,28,7,0.8,,25.0,Lost First Round,,2018-19,28,7,0.8,1.0,,,,,107,62,0.633,1.0,,,
Kyle Smith,San Francisco,WCC,,21,10,0.677,,,,,2016-17,63,40,0.612,,,,,,164,122,0.573,,,,
Tubby Smith,High Point,Big South,,16,15,0.516,,,,,2018-19,16,15,0.516,,,,,,613,317,0.659,18.0,9.0,1.0,1.0
Zach Spiker,Drexel,CAA,,13,19,0.406,,,,,2016-17,35,62,0.361,,,,,,137,174,0.441,,,,
Jay Spoonhour,Eastern Illinois,OVC,,14,18,0.438,,,,,2012-13,93,124,0.429,,,,,,99,128,0.436,,,,
Preston Spradlin,Morehead State,OVC,,13,20,0.394,,,,,2016-17,33,50,0.398,,,,,,33,50,0.398,,,,
Rick Stansbury,Western Kentucky,CUSA,,20,14,0.588,,,,,2016-17,62,42,0.596,,,,,,355,208,0.631,6.0,,,
Travis Steele,Xavier,Big East,,19,16,0.543,,,,,2018-19,19,16,0.543,,,,,,19,16,0.543,,,,
Anthony Stewart,Tennessee-Martin,OVC,,12,19,0.387,,,,,2016-17,44,53,0.454,,,,,,44,53,0.454,,,,
Damon Stoudamire,Pacific,WCC,,14,18,0.438,,,,,2016-17,39,58,0.402,,,,,,39,58,0.402,,,,
Dedrique Taylor,Cal State Fullerton,Big West,,16,18,0.471,,,,,2013-14,83,107,0.437,1.0,,,,,83,107,0.437,1.0,,,
Rodney Terry,UTEP,CUSA,,8,21,0.276,,,,,2018-19,8,21,0.276,,,,,,134,129,0.51,1.0,,,
Wayne Tinkle,Oregon State,Pac-12,,18,13,0.581,,,,,2014-15,75,83,0.475,1.0,,,,,233,174,0.572,4.0,,,
Andrew Toole,Robert Morris,NEC,,18,17,0.514,,,,,2010-11,168,140,0.545,1.0,,,,,168,140,0.545,1.0,,,
Mark Turgeon,Maryland,Big Ten,,23,11,0.676,,,Lost Second Round,,2011-12,180,92,0.662,4.0,1.0,,,,430,251,0.631,9.0,2.0,,
Russ Turner,UC Irvine,Big West,,31,6,0.838,,,Lost Second Round,,2010-11,188,128,0.595,2.0,,,,,188,128,0.595,2.0,,,
Brad Underwood *,Illinois,Big Ten,,12,21,0.364,,,,,2017-18,26,39,0.4,,,,,,135,66,0.672,4.0,,,
Don Verlin,Idaho,Big Sky,,5,27,0.156,,,,,2008-09,177,176,0.501,,,,,,177,176,0.501,,,,
Will Wade,Louisiana State,SEC,,25,5,0.833,23.0,12.0,Lost Regional Semifinal,,2017-18,43,20,0.683,1.0,1.0,,,,134,65,0.673,3.0,1.0,,
Darrell Walker,Little Rock,Sun Belt,,10,21,0.323,,,,,2018-19,10,21,0.323,,,,,,10,21,0.323,,,,
Brian Wardle,Bradley,MVC,,20,15,0.571,,,Lost First Round,,2015-16,58,75,0.436,1.0,,,,,153,140,0.522,1.0,,,
Bruce Weber,Kansas State,Big 12,,25,9,0.735,12.0,18.0,Lost First Round,,2012-13,150,89,0.628,5.0,1.0,,,,463,244,0.655,13.0,4.0,1.0,
Paul Weir,New Mexico,MWC,,14,18,0.438,,,,,2017-18,33,33,0.5,,,,,,61,39,0.61,1.0,,,
Michael White,Florida,SEC,,20,16,0.556,,,Lost Second Round,,2015-16,89,53,0.627,3.0,1.0,,,,190,93,0.671,3.0,1.0,,
James Whitford,Ball State,MAC,,16,17,0.485,,,,,2013-14,89,105,0.459,,,,,,89,105,0.459,,,,
Kevin Willard,Seton Hall,Big East,,20,14,0.588,,,Lost First Round,,2010-11,170,128,0.57,4.0,,,,,215,177,0.548,4.0,,,
Buzz Williams,Virginia Tech,ACC,,26,9,0.743,15.0,16.0,Lost Regional Semifinal,,2014-15,100,69,0.592,3.0,1.0,,,,253,155,0.62,8.0,4.0,,
Corey Williams,Stetson,A-Sun,,7,24,0.226,,,,,2013-14,58,133,0.304,,,,,,58,133,0.304,,,,
Roy Williams,North Carolina,ACC,,29,7,0.806,8.0,3.0,Lost Regional Semifinal,,2003-04,453,133,0.773,15.0,10.0,5.0,3.0,,871,234,0.788,29.0,19.0,9.0,3.0
Willis Wilson,Texas A&M-Corpus Christi,Southland,,14,18,0.438,,,,,2011-12,124,133,0.482,,,,,,342,380,0.474,,,,
Reggie Witherspoon,Canisius,MAAC,,15,17,0.469,,,,,2016-17,54,45,0.545,,,,,,252,273,0.48,,,,
Steve Wojciechowski,Marquette,Big East,,24,10,0.706,,,Lost First Round,,2014-15,97,69,0.584,2.0,,,,,97,69,0.584,2.0,,,
Sean Woods,Southern,SWAC,,7,25,0.219,,,,,2018-19,7,25,0.219,,,,,,134,175,0.434,1.0,,,
Billy Wright,Western Illinois,Summit,,10,21,0.323,,,,,2014-15,48,94,0.338,,,,,,48,94,0.338,,,,
Jay Wright,Villanova,Big East,,26,10,0.722,9.0,23.0,Lost Second Round,,2001-02,448,175,0.719,14.0,6.0,3.0,2.0,,570,260,0.687,16.0,6.0,3.0,2.0
Mike Young,Wofford,Southern,,30,5,0.857,,19.0,Lost Second Round,,2002-03,299,244,0.551,5.0,,,,,299,244,0.551,5.0,,,
