Rk,School,W-L%,SRS,SOS,FG%,3PA,3P%,FT%,PPG,Big10,Big12,ACC,SEC,BigEast,BlueBlood,Championships,Conf_W-L%,Home_W-L%,Away_W-L%,3P-G,3PA-G,FG-G,FGA-G,FT-G,FTA-G,ORB-G,TRB-G,AST-G,STL-G,BLK-G,TOV-G,PF-G
1,Abilene Christian,0.794,-1.91,-7.34,0.0349999999999999,82,0.0499999999999999,-0.01,10,0,0,0,0,0,0,0,0.7777777777777778,0.8666666666666667,0.7142857142857143,1.7647058823529411,2.411764705882353,4.235294117647059,5.117647058823529,-0.20588235294117646,-0.029411764705882353,0.8823529411764706,0.35294117647058826,4.970588235294118,3.088235294117647,0.029411764705882353,-4.5,1.2647058823529411
2,Air Force,0.438,-4.28,0.24,0.001,-130,-0.0269999999999999,-0.001,-4,0,0,0,0,0,0,0,0.4444444444444444,0.6,0.25,-2.03125,-4.0625,-0.59375,-1.375,-0.375,-0.53125,-0.15625,0.125,-0.28125,-2.40625,-0.9375,1.15625,-0.21875
3,Akron,0.515,4.86,1.09,0.0129999999999999,195,0.027,0.0509999999999999,4,0,0,0,0,0,0,0,0.4444444444444444,0.8235294117647058,0.09090909090909091,2.484848484848485,5.909090909090909,1.121212121212121,0.8787878787878788,0.24242424242424243,-0.9090909090909091,-1.7575757575757576,-2.6666666666666665,1.696969696969697,-0.06060606060606061,0.5151515151515151,-1.4545454545454546,-0.2727272727272727
4,Alabama,0.529,9.45,9.01,0.005,48,0.007,-0.0449999999999999,0,0,0,0,1,0,0,0,0.4444444444444444,0.625,0.3333333333333333,0.6176470588235294,1.411764705882353,-1.0,-3.0,1.8235294117647058,3.9411764705882355,1.0,2.9411764705882355,1.0,-1.8823529411764706,0.47058823529411764,1.8529411764705883,-2.1176470588235294
5,Alabama A&M,0.156,-19.23,-8.38,-0.062,-87,-0.0379999999999999,-0.01,-11,0,0,0,0,0,0,0,0.2222222222222222,0.36363636363636365,0.0,-1.65625,-2.71875,-2.34375,2.46875,-4.5,-6.84375,-0.59375,-3.9375,-1.53125,-0.375,-1.84375,0.90625,3.875
6,Alabama State,0.387,-15.6,-7.84,-0.0509999999999999,35,-0.019,-0.0549999999999999,-5,0,0,0,0,0,0,0,0.5,0.7272727272727273,0.1875,-0.03225806451612903,1.1290322580645162,-2.4516129032258065,1.032258064516129,0.12903225806451613,1.903225806451613,1.3225806451612903,-1.4838709677419355,-3.6451612903225805,-0.6774193548387096,-0.03225806451612903,-0.6129032258064516,-1.8064516129032258
7,Albany (NY),0.375,-9.38,-6.7,-0.033,87,-0.013,0.0899999999999999,-3,0,0,0,0,0,0,0,0.4375,0.42857142857142855,0.375,0.65625,2.71875,-2.46875,-1.46875,2.21875,0.96875,-0.21875,-0.34375,-1.875,-0.34375,-1.25,1.5,0.3125
8,Alcorn State,0.323,-22.08,-8.97,-0.036,-11,0.015,-0.013,-7,0,0,0,0,0,0,0,0.3333333333333333,0.7692307692307693,0.0,0.1935483870967742,-0.3548387096774194,-2.3548387096774195,-0.7419354838709677,-1.903225806451613,-2.4516129032258065,0.9032258064516129,-0.0967741935483871,-3.161290322580645,-0.5161290322580645,0.7741935483870968,2.5161290322580645,1.6451612903225807
9,American,0.5,-4.19,-7.23,0.0369999999999999,64,0.033,-0.015,3,0,0,0,0,0,0,0,0.5,0.5333333333333333,0.42857142857142855,1.2666666666666666,2.1333333333333333,1.1,-2.1333333333333333,-0.43333333333333335,-0.2,-1.2,0.5,0.9,1.0,1.1,0.6666666666666666,-0.2
10,Appalachian State,0.344,-3.73,0.1,-0.013,155,-0.008,0.009,0,0,0,0,0,0,0,0,0.3333333333333333,0.6428571428571429,0.14285714285714285,1.5625,4.84375,-1.125,-0.6875,1.25,1.46875,-0.59375,-1.96875,-0.375,-1.6875,-0.3125,-0.3125,-1.59375
11,Arizona,0.531,8.32,6.32,-0.021,51,0.007,0.0389999999999999,2,0,0,0,0,0,0,1,0.4444444444444444,0.7058823529411765,0.36363636363636365,0.6875,1.59375,0.21875,3.28125,0.875,0.15625,1.46875,0.65625,0.6875,-0.25,-1.5625,-2.5,-0.84375
12,Arizona State,0.676,10.28,6.04,0.034,-160,0.002,-0.0249999999999999,4,0,0,0,0,0,0,0,0.6666666666666666,0.8125,0.5454545454545454,-1.5294117647058822,-4.705882352941177,2.088235294117647,0.14705882352941177,1.588235294117647,3.176470588235294,1.6470588235294117,3.911764705882353,0.29411764705882354,-0.23529411764705882,-0.11764705882352941,-0.29411764705882354,-1.7647058823529411
13,Arkansas,0.529,11.75,8.78,0.022,-60,0.0119999999999999,-0.0209999999999999,2,0,0,0,1,0,0,1,0.4444444444444444,0.6666666666666666,0.38461538461538464,-0.3235294117647059,-1.7647058823529411,2.235294117647059,2.2058823529411766,-1.1764705882352942,-1.0294117647058822,-2.3823529411764706,-4.382352941176471,3.0,1.8823529411764706,1.7352941176470589,-3.0294117647058822,-1.0588235294117647
14,Arkansas State,0.406,-7.1,-1.23,-0.024,24,-0.0159999999999999,-0.007,-4,0,0,0,0,0,0,0,0.3888888888888889,0.7142857142857143,0.13333333333333333,-0.09375,0.75,-0.84375,1.3125,-1.84375,-2.28125,2.25,2.15625,-1.75,-0.28125,0.8125,1.53125,1.625
15,Arkansas-Pine Bluff,0.406,-14.43,-8.18,-0.028,8,-0.0169999999999999,0.003,-6,0,0,0,0,0,0,0,0.5555555555555556,0.8,0.19047619047619047,-0.21875,0.25,-1.875,-0.875,-1.0625,-1.6875,-0.03125,-0.84375,-2.15625,-0.75,0.09375,1.125,0.65625
16,Army,0.406,-7.57,-4.73,-0.027,108,-0.0369999999999999,0.005,-2,0,0,0,0,0,0,0,0.4444444444444444,0.7142857142857143,0.1875,0.1875,3.375,-0.1875,3.21875,-0.96875,-1.53125,0.40625,-1.5625,1.71875,-0.53125,-2.65625,-1.875,1.28125
17,Auburn,0.75,20.84,10.92,0.013,267,0.032,0.004,10,0,0,0,1,0,0,0,0.6111111111111112,0.8823529411764706,0.4,3.275,6.675,3.925,7.15,-0.175,-0.35,0.825,-1.075,2.025,3.575,1.15,-5.425,1.025
18,Austin Peay,0.667,0.59,-4.41,0.0209999999999999,-21,0.0499999999999999,0.013,9,0,0,0,0,0,0,0,0.7222222222222222,0.8333333333333334,0.5333333333333333,0.8484848484848485,-0.6363636363636364,3.3333333333333335,4.454545454545454,1.5454545454545454,1.8181818181818181,1.878787878787879,2.393939393939394,0.18181818181818182,1.9696969696969697,0.09090909090909091,-3.909090909090909,-1.6363636363636365
19,Ball State,0.485,3.39,1.21,0.0549999999999999,-96,0.007,-0.003,3,0,0,0,0,0,0,0,0.3333333333333333,0.5,0.5333333333333333,-0.7878787878787878,-2.909090909090909,1.1515151515151516,-4.878787878787879,2.0,2.909090909090909,-1.7272727272727273,2.242424242424242,1.2121212121212122,-0.21212121212121213,0.24242424242424243,1.6363636363636365,-1.878787878787879
20,Baylor,0.588,13.38,9.26,0.017,89,-0.0039999999999999,-0.006,4,0,1,0,0,0,0,1,0.5555555555555556,0.7222222222222222,0.45454545454545453,0.8235294117647058,2.6176470588235294,2.176470588235294,2.8529411764705883,-1.0588235294117647,-1.3823529411764706,3.2941176470588234,5.735294117647059,0.9117647058823529,0.20588235294117646,0.38235294117647056,0.7352941176470589,0.7058823529411765
21,Belmont,0.818,9.12,-2.6,0.074,179,0.0309999999999999,0.041,13,0,0,0,0,0,0,0,0.8888888888888888,0.9285714285714286,0.8,2.727272727272727,5.424242424242424,4.454545454545454,-0.48484848484848486,1.3636363636363635,0.8787878787878788,-0.8484848484848485,3.303030303030303,7.363636363636363,0.6060606060606061,0.2727272727272727,-0.8181818181818182,-1.303030303030303
22,Bethune-Cookman,0.452,-11.98,-9.74,0.026,-44,0.019,-0.071,1,0,0,0,0,0,0,0,0.5625,0.7333333333333333,0.2,-0.03225806451612903,-1.4193548387096775,1.5161290322580645,-0.06451612903225806,-1.5483870967741935,0.06451612903225806,1.3870967741935485,3.3548387096774195,0.16129032258064516,0.41935483870967744,-0.5806451612903226,0.7741935483870968,0.41935483870967744
23,Binghamton,0.303,-13.92,-4.69,-0.013,16,-0.038,-0.019,-7,0,0,0,0,0,0,0,0.3125,0.3125,0.29411764705882354,-0.7272727272727273,0.48484848484848486,-2.5454545454545454,-4.090909090909091,-0.9696969696969697,-1.0606060606060606,-3.757575757575758,-6.181818181818182,-6.545454545454546,-1.303030303030303,1.7272727272727273,0.8787878787878788,-1.0909090909090908
24,Boise State,0.394,3.61,1.08,0.0189999999999999,2,0.0109999999999999,-0.018,3,0,0,0,0,0,0,0,0.3888888888888889,0.5333333333333333,0.23076923076923078,0.2727272727272727,0.06060606060606061,1.5151515151515151,1.0,-0.24242424242424243,0.12121212121212122,-0.15151515151515152,-0.2727272727272727,-0.42424242424242425,1.2121212121212122,-0.6666666666666666,-1.0,0.3939393939393939
