Away,Home,W-L%,SRS,SOS,FG%,3PA,3P%,FT%,PPG,Big10,Big12,ACC,SEC,BigEast,BlueBlood,Championships,Conf_W-L%,Home_W-L%,Away_W-L%,3P-G,3PA-G,FG-G,FGA-G,FT-G,FTA-G,ORB-G,TRB-G,AST-G,STL-G,BLK-G,TOV-G,PF-G,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Coach W/L,Coach Team NCAA,Coach Team S16,Coach Team F4,Coach Team Champs,Coach C W/L,Coach C NCAA,Coach C S16,Coach C F4,Coach C Champs,OSRS,DSRS,DRtg,Score_Dif
North Carolina A&T,Liberty,-0.12400000000000005,-2.1799999999999997,0.5099999999999998,-0.008,15,0.087,0.039999999999999904,-1,0,0,0,0,0,0,0,-0.125,-0.21666666666666667,-0.027450980392156876,1.759009009009009,0.38438438438438427,-1.4902402402402402,-2.5840840840840844,0.1719219219219219,-1.024024024024024,-0.3213213213213213,1.0848348348348344,0.5885885885885886,-1.4369369369369371,-1.5863363363363363,3.2590090090090085,-0.42267267267267267,-0.5,-1.5999999999999943,-0.002,0.023,0.016,1.6000000000000085,6.399999999999999,-2.200000000000001,-5.299999999999999,0.011000000000000001,4.100000000000001,0.8000000000000007,0.015999999999999903,-0.06000000000000005,0.0,0.0,0.0,0.0,-0.041000000000000036,-4.0,0.0,0.0,0,4.59,-6.7700000000000005,10.75,-1
Saint Mary's (CA),Middle Tennessee,0.02399999999999991,-3.280000000000001,-4.76,0.016000000000000104,-266,0.072,0.056999999999999905,1,0,0,0,0,0,0,0,0.07499999999999996,0.05882352941176483,-0.032467532467532534,-1.7285714285714286,-7.65126050420168,0.9176470588235288,0.45294117647058796,0.9411764705882355,-0.37478991596638656,-1.9445378151260502,-2.773949579831933,1.3134453781512607,0.6428571428571428,0.9134453781512606,-2.1411764705882357,1.310924369747899,1.0999999999999943,1.1999999999999886,-0.014,-0.1429999999999999,0.009000000000000105,-4.400000000000006,4.200000000000003,1.0999999999999979,4.300000000000001,0.0,-2.4000000000000004,-5.200000000000005,0.0149999999999999,-0.07900000000000007,-4.0,-1.0,0.0,0.0,-0.08200000000000007,-2.0,-1.0,0.0,0,-5.93,2.6399999999999997,-4.439999999999998,-13
Long Island University,James Madison,-0.0050000000000000044,1.52,3.56,-0.0179999999999999,-23,-0.0189999999999999,-0.0099999999999999,-2,0,0,0,0,0,0,0,-0.05555555555555547,-0.1428571428571428,-0.1298076923076923,-0.6013071895424837,-0.6633986928104575,1.8202614379084967,6.140522875816993,-5.071895424836601,-7.0588235294117645,-0.1127450980392156,-2.950980392156863,-0.7712418300653594,2.3088235294117645,1.7924836601307188,-3.795751633986928,4.397058823529412,-5.900000000000006,-2.6999999999999886,-0.164,-0.047,-0.0379999999999999,-4.799999999999997,-7.3999999999999915,3.6000000000000014,6.699999999999999,-0.028999999999999998,-4.600000000000001,-2.8999999999999986,-0.117,-0.06999999999999995,0.0,0.0,0.0,0.0,-0.038999999999999924,0.0,0.0,0.0,0,-11.760000000000002,13.29,-11.310000000000002,13
La Salle,Boise State,-0.04999999999999993,-0.7699999999999996,0.7400000000000002,0.028,-212,-0.022000000000000096,-0.013999999999999901,2,0,0,0,0,0,0,-1,-0.125,0.06666666666666654,-0.18681318681318682,-2.3419117647058822,-6.211397058823529,3.6231617647058822,4.6599264705882355,-2.8308823529411766,-3.7628676470588234,3.9761029411764706,8.257352941176471,-0.6360294117647058,-1.0386029411764703,-0.8363970588235294,1.417279411764706,1.8419117647058822,-0.20000000000000284,3.1000000000000085,-0.1009999999999999,-0.1419999999999999,-0.0080000000000001,12.999999999999998,-10.500000000000007,-1.6999999999999993,-0.3000000000000016,0.0020000000000000018,0.8000000000000007,13.700000000000003,-0.0749999999999999,0.06799999999999995,0.0,-1.0,0.0,0.0,0.05899999999999994,0.0,-1.0,0.0,0,0.1200000000000001,-0.8900000000000001,1.5300000000000011,-9
Valparaiso,Michigan State,-0.015000000000000013,11.479999999999999,11.670000000000002,0.0,-351,0.004000000000000101,0.0369999999999999,0,1,0,0,0,0,0,2,-0.09027777777777779,0.06209150326797386,-0.12121212121212122,-3.3758169934640523,-10.093137254901961,1.1503267973856208,2.212418300653595,1.083333333333333,0.6781045751633987,2.447712418300654,3.663398692810458,-0.4607843137254908,0.7875816993464053,-0.380718954248366,-0.1568627450980391,1.1519607843137256,-0.3999999999999915,0.19999999999998863,-0.006999999999999999,-0.20800000000000002,-0.024999999999999897,5.599999999999994,-4.600000000000001,1.1999999999999993,1.8000000000000012,-0.036000000000000004,-0.8000000000000007,6.4999999999999964,0.0060000000000000955,0.006000000000000005,15.0,11.0,6.0,1.0,0.006000000000000005,15.0,11.0,6.0,1,1.4300000000000006,10.059999999999999,-12.200000000000003,11
Southern,Gonzaga,0.21700000000000008,23.060000000000002,14.46,0.0459999999999999,-190,-0.0360000000000001,0.010000000000000002,7,0,0,0,0,0,0,0,0.16666666666666663,-0.0625,0.40909090909090917,-2.483982683982684,-5.532467532467532,3.335930735930736,1.8658008658008658,2.8926406926406925,3.898701298701299,3.5437229437229436,8.467532467532468,2.112554112554113,-0.6190476190476188,-1.6995670995670995,0.18095238095238075,-3.825108225108225,-0.10000000000000853,10.8,0.0580000000000001,-0.11299999999999989,0.022999999999999896,12.799999999999997,0.10000000000000142,-1.0000000000000004,-2.900000000000002,0.020000000000000004,-0.5999999999999996,12.399999999999999,0.04299999999999989,0.17600000000000005,13.0,4.0,0.0,0.0,0.17600000000000005,13.0,4.0,0.0,0,16.17,6.89,-9.429999999999993,6
North Carolina A&T,Louisville,0.33399999999999996,31.75,15.43,0.046,38,0.031,0.0459999999999999,15,0,0,1,0,0,0,2,0.2777777777777778,0.1875,0.4331550802139038,0.9006756756756756,1.037162162162162,5.223648648648648,6.3020270270270276,4.11081081081081,4.614864864864865,3.1175675675675674,6.395945945945946,5.16081081081081,4.87972972972973,0.03310810810810816,-5.199324324324325,-1.7587837837837839,-0.6999999999999886,22.900000000000006,0.039999999999999994,-0.018000000000000002,0.052,9.400000000000006,10.799999999999997,7.199999999999999,1.200000000000001,0.0489999999999999,-7.300000000000001,9.200000000000003,0.0439999999999999,0.19499999999999995,9.0,5.0,3.0,1.0,0.20599999999999996,12.0,11.0,7.0,2,20.24,11.51,-17.820000000000007,29
South Dakota State,Michigan,0.08100000000000007,18.939999999999998,13.32,0.0340000000000001,6,0.03,-0.048000000000000105,4,1,0,0,0,0,0,1,-0.14583333333333337,-0.05555555555555558,0.0625,0.6131868131868131,0.10109890109890118,2.668864468864469,1.4,-1.6849816849816848,-1.0644688644688647,-0.6586080586080589,-1.7282051282051283,-0.008058608058607808,1.9692307692307693,-0.09597069597069591,-1.9582417582417584,0.40219780219780255,0.09999999999999432,6.599999999999996,-0.028000000000000094,-0.007,0.025999999999999995,-2.799999999999997,-5.399999999999999,3.099999999999999,0.09999999999999942,0.03799999999999999,-2.3000000000000007,-2.5999999999999943,-0.03699999999999991,0.10899999999999999,2.0,1.0,1.0,0.0,0.135,6.0,3.0,1.0,0,10.27,8.67,-13.980000000000004,15
Harvard,New Mexico,0.16199999999999992,9.280000000000001,6.42,-0.0010000000000000009,-159,-0.062000000000000006,0.049999999999999906,2,0,0,0,0,0,0,0,0.0267857142857143,0.008928571428571397,0.23809523809523814,-2.5666666666666664,-4.671428571428572,1.2285714285714284,2.1809523809523808,2.6571428571428575,2.7,2.5666666666666664,3.466666666666667,0.2904761904761899,-0.08095238095238111,-0.12380952380952404,-0.8952380952380954,-0.014285714285714235,0.8000000000000043,3.8000000000000123,0.02100000000000002,-0.098,-0.0119999999999999,6.200000000000003,-1.200000000000001,-0.20000000000000107,1.700000000000001,-0.0290000000000001,-1.799999999999999,7.399999999999999,0.027000000000000107,0.12,1.0,0.0,0.0,0.0,0.06700000000000006,4.0,0.0,0.0,0,1.9700000000000002,7.3100000000000005,-11.850000000000009,-6
New Mexico State,Saint Louis,0.11399999999999999,9.26,3.61,-0.0199999999999999,286,0.027999999999999997,0.10899999999999979,5,0,0,0,0,0,0,0,0.03472222222222221,-0.042763157894736836,0.23809523809523814,3.1142857142857143,8.17142857142857,0.6000000000000001,4.171428571428572,0.5999999999999996,-2.3428571428571425,-2.6,-7.485714285714286,0.6571428571428573,2.257142857142857,-2.8,-6.514285714285714,2.0857142857142854,-0.7000000000000028,7.599999999999994,-0.069,0.134,0.016,-11.600000000000009,1.1000000000000014,3.500000000000001,-8.299999999999999,0.005999999999999998,-7.9,-10.199999999999996,-0.005000000000000088,0.18500000000000005,-2.0,0.0,0.0,0.0,-0.09799999999999998,2.0,0.0,0.0,0,2.5300000000000002,6.7299999999999995,-9.189999999999998,20
