Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
74,East Carolina,35,23,12,.657,2.57,0.82,,9,7,,17,4,,6,7,,2679,2484,,1415,922,2142,.430,189,577,.328,451,674,.669,467,1316,541,223,117,475,659
75,East Tennessee State,32,10,22,.313,-11.53,-2.11,,8,10,,5,8,,5,11,,1994,2284,,1285,807,1761,.458,279,759,.368,391,571,.685,362,1176,528,231,110,454,530
76,Eastern Illinois,32,11,21,.344,-8.92,-5.08,,6,10,,5,9,,4,11,,1933,2055,,1285,707,1532,.461,241,619,.389,400,580,.690,278,969,434,196,125,421,516
77,Eastern Kentucky,35,25,10,.714,1.70,-3.88,,12,4,,15,1,,9,8,,2586,2303,,1410,784,1732,.453,185,590,.314,550,752,.731,390,1164,462,224,112,613,602
78,Eastern Michigan,34,16,18,.471,-6.25,-1.25,,7,9,,13,5,,2,12,,1926,2011,,1365,688,1735,.397,229,765,.299,406,620,.655,425,1173,501,256,82,486,548
79,Eastern Washington,31,10,21,.323,-10.87,-5.58,,7,13,,7,7,,2,13,,2146,2310,,1260,818,1901,.430,191,544,.351,483,688,.702,420,1242,501,226,122,341,547
80,Elon,33,21,12,.636,-3.55,-5.16,,13,5,,12,3,,8,8,,2273,2144,,1335,745,1825,.408,202,555,.364,452,653,.692,346,1186,364,214,72,441,575
81,Evansville,36,21,15,.583,5.26,2.91,,10,8,,15,3,,5,11,,2490,2374,,1455,848,1895,.447,220,628,.350,458,667,.687,343,1217,464,205,134,518,635
82,Fairfield,35,19,16,.543,-0.53,-1.99,,9,9,,6,5,,8,10,,2122,2071,,1410,697,1721,.405,134,419,.320,543,784,.693,373,1140,297,247,127,474,547
83,Fairleigh Dickinson,31,7,24,.226,-17.99,-4.64,,2,16,,2,10,,3,14,,2034,2448,,1250,880,1883,.467,221,609,.363,467,673,.694,426,1198,517,263,93,378,536
84,Florida NCAA,37,29,8,.784,23.88,6.85,,14,4,,15,0,,7,5,,2642,2012,,1480,725,1897,.382,193,623,.310,369,567,.651,358,1117,369,217,96,522,593
85,Florida A&M,31,8,23,.258,-16.11,-6.17,,5,11,,6,4,,1,17,,2015,2235,,1260,785,1753,.448,181,516,.351,484,723,.669,409,1242,416,234,131,504,504
86,Florida Atlantic,32,14,18,.438,-5.84,-2.45,,9,11,,11,4,,3,13,,2092,2164,,1300,769,1873,.411,161,537,.300,465,678,.686,411,1151,354,242,121,369,549
87,Florida Gulf Coast NCAA,37,26,11,.703,3.01,-1.82,,13,5,,15,1,,6,9,,2696,2469,,1495,866,2133,.406,250,808,.309,487,708,.688,447,1313,483,267,116,580,654
88,Florida International,32,18,14,.563,-2.05,-2.08,,11,9,,10,3,,6,10,,2210,2209,,1280,784,1737,.451,206,637,.323,435,644,.675,389,1164,461,212,126,569,570
89,Florida State,34,18,16,.529,5.71,7.26,,9,9,,10,8,,3,7,,2278,2331,,1360,825,1886,.437,225,612,.368,454,656,.692,422,1142,443,244,103,465,648
90,Fordham,31,7,24,.226,-6.88,4.60,,3,13,,4,7,,1,15,,1997,2353,,1240,791,1765,.448,218,619,.352,553,791,.699,352,1096,465,248,121,347,540
91,Fresno State,30,11,19,.367,3.19,6.44,,5,11,,6,8,,5,10,,1798,1829,,1210,612,1486,.412,132,453,.291,473,700,.676,337,1078,318,144,113,399,502
92,Furman,31,7,24,.226,-17.42,-5.25,,3,15,,5,9,,1,14,,1869,2180,,1240,806,1747,.461,203,534,.380,365,514,.710,344,1077,463,228,76,357,532
93,Gardner-Webb,34,21,13,.618,-3.17,-5.88,,11,5,,12,3,,6,9,,2236,2066,,1385,745,1759,.424,188,573,.328,388,603,.643,346,1096,380,231,98,531,589
94,George Mason,38,22,16,.579,2.03,-0.15,,10,8,,10,7,,8,6,,2587,2504,,1535,822,1991,.413,238,715,.333,622,886,.702,443,1275,440,222,137,551,712
95,George Washington,30,13,17,.433,4.24,3.51,,7,9,,7,7,,5,9,,1988,1966,,1205,705,1674,.421,176,489,.360,380,547,.695,324,973,349,286,134,436,560
96,Georgetown NCAA,32,25,7,.781,15.86,7.61,,14,4,,16,1,,6,3,,2070,1806,,1300,623,1649,.378,172,560,.307,388,582,.667,342,1023,353,202,105,454,586
97,Georgia,32,15,17,.469,5.39,6.17,,9,9,,12,6,,3,8,,1946,1971,,1300,661,1704,.388,210,639,.329,439,645,.681,350,1054,324,244,100,375,619
98,Georgia Southern,33,14,19,.424,-9.62,-4.98,,7,11,,7,6,,5,11,,2050,2148,,1335,756,1724,.439,187,587,.319,449,647,.694,370,1122,382,215,103,441,543
99,Georgia State,31,15,16,.484,-2.01,-2.38,,10,8,,9,7,,6,9,,2114,2075,,1255,708,1625,.436,239,652,.367,420,594,.707,324,1044,425,165,122,422,538
100,Georgia Tech,31,16,15,.516,6.62,4.69,,6,12,,11,6,,3,7,,1993,1933,,1245,687,1715,.401,182,563,.323,377,566,.666,312,1069,383,191,131,391,480
101,Gonzaga NCAA,35,32,3,.914,20.44,4.14,,16,0,,15,1,,10,1,,2696,2095,,1400,735,1909,.385,244,739,.330,381,561,.679,373,1045,350,217,112,480,687
102,Grambling,28,0,28,.000,-35.87,-9.19,,0,18,,0,9,,0,18,,1391,2138,,1120,772,1683,.459,213,563,.378,381,588,.648,380,1073,436,285,105,271,382
103,Green Bay,34,18,16,.529,1.66,-0.28,,10,6,,12,3,,4,12,,2247,2142,,1370,741,1802,.411,219,641,.342,441,599,.736,303,1039,411,245,106,400,621
104,Hampton,31,14,17,.452,-9.32,-7.80,,11,5,,7,7,,7,8,,1936,1983,,1260,670,1719,.390,167,546,.306,476,731,.651,389,1149,334,220,129,484,574
105,Hartford,31,17,14,.548,-5.83,-4.70,,10,6,,10,5,,7,8,,1863,1898,,1240,660,1499,.440,160,468,.342,418,622,.672,293,1046,310,214,94,495,519
106,Harvard NCAA,30,20,10,.667,3.96,0.17,,11,3,,13,1,,6,8,,2049,1924,,1215,707,1601,.442,150,453,.331,360,496,.726,302,924,345,189,94,409,586
107,Hawaii,32,17,15,.531,-3.37,-2.54,,10,8,,13,7,,4,7,,2336,2305,,1285,808,1915,.422,263,715,.368,426,609,.700,347,1055,446,236,92,383,583
108,High Point,31,17,14,.548,-4.64,-7.23,,12,4,,10,5,,6,8,,2221,2052,,1250,712,1699,.419,179,552,.324,449,675,.665,347,1070,364,184,98,429,543
109,Hofstra,32,7,25,.219,-10.74,-1.90,,4,14,,6,9,,1,14,,1873,2132,,1290,755,1741,.434,176,574,.307,446,629,.709,364,1150,422,255,157,423,608
110,Holy Cross,30,12,18,.400,-6.12,-2.96,,4,10,,7,5,,4,12,,1834,1929,,1205,691,1647,.420,190,597,.318,357,512,.697,307,1001,390,170,104,295,450
111,Houston,33,20,13,.606,-0.30,-3.77,,7,9,,14,4,,5,8,,2578,2420,,1356,871,2021,.431,214,671,.319,464,681,.681,402,1174,476,219,115,440,630
112,Houston Christian,31,14,17,.452,-15.25,-8.10,,3,5,,7,5,,3,12,,1982,2080,,1260,726,1713,.424,140,451,.310,488,701,.696,351,1089,349,289,123,505,600
113,Howard,31,7,24,.226,-14.41,-5.34,,4,12,,5,7,,2,13,,1615,1868,,1240,646,1575,.410,183,550,.333,393,580,.678,348,1051,342,205,97,434,507
114,Idaho,30,12,18,.400,-2.23,0.29,,7,11,,6,8,,6,8,,2050,2079,,1210,758,1693,.448,209,589,.355,354,518,.683,293,886,357,201,86,270,490
115,Idaho State,30,6,24,.200,-13.08,-4.94,,5,15,,5,7,,1,14,,1710,1928,,1210,679,1524,.446,219,586,.374,351,513,.684,324,1033,399,168,92,384,503
116,Illinois NCAA,36,23,13,.639,13.18,10.04,,8,10,,12,4,,6,6,,2465,2332,,1445,810,1911,.424,232,679,.342,480,684,.702,392,1256,432,199,110,511,589
117,Illinois State,33,18,15,.545,9.61,3.70,,8,10,,11,5,,5,8,,2460,2265,,1330,796,1879,.424,225,673,.334,448,638,.702,374,1191,433,207,82,484,587
118,Illinois-Chicago,34,18,16,.529,-1.79,-0.69,,7,9,,12,4,,4,10,,2136,2134,,1375,741,1826,.406,206,621,.332,446,625,.714,360,1190,408,189,118,431,578
119,Indiana NCAA,36,29,7,.806,24.92,8.39,,14,4,,17,2,,7,2,,2831,2236,,1451,815,2089,.390,208,684,.304,398,563,.707,428,1114,353,229,150,509,735
120,Indiana State,33,18,15,.545,5.08,5.64,,9,9,,11,3,,4,10,,2159,2164,,1340,748,1802,.415,182,558,.326,486,698,.696,345,1133,384,226,72,400,632
121,Iona NCAA,34,20,14,.588,4.06,0.00,,11,7,,11,1,,5,9,,2733,2595,,1395,938,2083,.450,272,726,.375,447,669,.668,418,1228,526,188,147,475,585
122,Iowa,38,25,13,.658,14.22,6.93,,9,9,,18,2,,3,8,,2665,2388,,1535,850,2168,.392,212,719,.295,476,675,.705,434,1307,440,264,159,500,742
123,Iowa State NCAA,35,23,12,.657,14.50,6.13,,11,7,,16,1,,4,7,,2779,2486,,1420,890,2076,.429,215,692,.311,491,679,.723,367,1179,479,231,101,462,623
124,IUPUI,32,6,26,.188,-15.92,-2.79,,1,15,,3,8,,1,13,,2096,2451,,1300,901,1853,.486,224,586,.382,425,566,.751,343,1158,487,220,86,372,469
125,Jackson State,29,11,18,.379,-14.82,-9.55,,9,9,,6,3,,4,14,,1920,2073,,1175,740,1647,.449,168,533,.315,425,647,.657,342,1113,354,181,110,426,521
126,Jacksonville,32,14,18,.438,-10.20,-4.47,,9,9,,10,3,,3,13,,2181,2300,,1301,805,1820,.442,202,598,.338,488,697,.700,361,1137,453,235,135,469,598
127,Jacksonville State,28,17,11,.607,-4.47,-4.28,,8,8,,9,3,,6,8,,1857,1817,,1130,648,1433,.452,119,386,.308,402,546,.736,335,944,337,183,102,445,533
128,James Madison NCAA,36,21,15,.583,-1.67,-2.22,,11,7,,10,4,,4,9,,2346,2326,,1450,798,1865,.428,221,636,.347,509,732,.695,368,1238,455,191,111,490,593
129,Kansas NCAA,37,31,6,.838,20.79,7.55,,14,4,,16,1,,7,3,,2782,2292,,1505,788,2183,.361,236,778,.303,480,699,.687,436,1219,399,266,108,468,681
130,Kansas City,32,8,24,.250,-13.61,-2.74,,5,11,,3,11,,4,11,,1950,2252,,1280,790,1654,.478,206,513,.402,466,688,.677,295,1024,435,252,101,401,487
131,Kansas State NCAA,35,27,8,.771,13.54,6.54,,14,4,,15,1,,7,3,,2414,2115,,1400,750,1792,.419,171,538,.318,444,646,.687,375,1120,388,194,119,493,575
132,Kennesaw State,30,3,27,.100,-15.13,-4.50,,2,16,,2,10,,1,15,,1831,2150,,1225,742,1499,.495,179,469,.382,487,713,.683,290,1033,420,198,102,420,522
133,Kent State,35,21,14,.600,2.38,-0.82,,9,7,,12,6,,8,7,,2484,2373,,1425,823,1897,.434,201,643,.313,526,769,.684,402,1198,475,209,134,487,677
134,Kentucky,33,21,12,.636,13.96,5.81,,12,6,,16,2,,4,8,,2396,2127,,1330,763,1944,.392,179,552,.324,422,587,.719,395,1107,360,195,116,389,655
135,La Salle NCAA,34,24,10,.706,10.15,4.47,,11,5,,13,2,,8,6,,2450,2257,,1370,872,1912,.456,142,470,.302,371,544,.682,379,1192,436,199,132,486,538
136,Lafayette,34,19,15,.559,-2.99,-2.35,,10,4,,14,3,,5,12,,2349,2346,,1365,864,1864,.464,217,600,.362,401,586,.684,356,1149,455,221,95,464,541
137,Lamar,31,3,28,.097,-20.56,-3.27,,1,17,,1,10,,1,17,,1862,2398,,1251,903,1997,.452,202,564,.358,390,579,.674,409,1158,491,307,150,354,508
138,Lehigh,31,21,10,.677,3.96,-3.00,,10,4,,11,3,,9,7,,2266,2022,,1240,738,1776,.416,191,644,.297,355,512,.693,377,1104,444,162,98,424,522
139,Liberty NCAA,36,15,21,.417,-9.11,-5.78,,6,10,,8,7,,4,11,,2489,2519,,1455,879,2084,.422,212,697,.304,549,802,.685,435,1303,451,239,130,385,672
140,Lipscomb,30,12,18,.400,-11.41,-3.17,,7,11,,8,6,,4,11,,2079,2300,,1215,776,1732,.448,239,714,.335,509,769,.662,343,1054,457,246,143,404,626
141,Little Rock,32,17,15,.531,-4.34,-2.21,,11,9,,13,3,,3,10,,2127,2132,,1280,718,1701,.422,198,595,.333,498,721,.691,352,1119,366,208,90,522,666
142,Long Beach State,33,19,14,.576,-1.48,1.62,,14,4,,11,3,,7,10,,2291,2360,,1325,844,1930,.437,258,694,.372,414,617,.671,426,1195,514,217,96,451,595
143,Long Island University NCAA,34,20,14,.588,-3.19,-5.78,,12,6,,12,2,,7,9,,2677,2589,,1370,958,2046,.468,235,632,.372,438,647,.677,403,1147,519,234,126,441,721
144,Longwood,33,8,25,.242,-19.32,-5.07,,4,12,,4,9,,2,14,,2270,2687,,1325,977,2025,.482,228,592,.385,505,696,.726,394,1199,546,297,110,446,571
145,Louisiana,33,13,20,.394,-4.90,-2.22,,8,12,,10,5,,2,14,,2337,2413,,1335,822,1901,.432,203,580,.350,566,813,.696,418,1280,375,216,129,498,621
146,Louisiana State,31,19,12,.613,5.82,4.01,,9,9,,14,3,,4,8,,2194,2138,,1260,751,1782,.421,173,549,.315,463,677,.684,399,1166,330,228,129,470,552
147,Louisiana Tech,34,27,7,.794,5.47,-2.08,,16,2,,14,0,,11,6,,2470,2151,,1360,771,1912,.403,158,543,.291,451,675,.668,416,1299,358,203,116,590,620
148,Louisiana-Monroe,27,4,23,.148,-13.95,-1.43,,3,17,,3,9,,1,13,,1621,1959,,1090,680,1449,.469,191,528,.362,408,574,.711,286,937,376,220,134,399,408
149,Louisville NCAA,40,35,5,.875,24.82,9.14,,14,4,,15,1,,8,3,,2978,2351,,1625,825,2089,.395,221,696,.318,480,730,.658,469,1327,410,224,131,730,766
150,Loyola (IL),31,15,16,.484,-1.02,-2.29,,5,11,,8,6,,6,9,,1995,1934,,1245,709,1642,.432,173,514,.337,343,492,.697,275,947,358,210,126,366,542
151,Loyola (MD),35,23,12,.657,1.35,-2.08,,12,6,,13,3,,7,8,,2341,2221,,1420,768,1855,.414,164,547,.300,521,786,.663,436,1188,376,183,149,477,665
152,Loyola Marymount,34,11,23,.324,-3.10,2.81,,1,15,,5,9,,2,12,,2202,2338,,1375,802,1809,.443,244,647,.377,490,731,.670,361,1190,469,231,112,478,603
