Id,Year,Game,GameNum,Result
2022.Play-in,2022,Play-in,1,Game Play-in - Indiana beats Wyoming by 0.0120224485231719
2022.Play-in,2022,Play-in,2,Game Play-in - Texas A&M-Corpus Christi beats Texas Southern by 0.4965070548513742
2022.Play-in,2022,Play-in,3,Game Play-in - Bryant beats Wright State by 1.753198423007543
2022.Play-in,2022,Play-in,4,Game Play-in - Notre Dame beats Rutgers by 2.5488100464622305
2022.MW1,2022,MW1,5,Game MW1 - Kansas beats Texas Southern by 20.605039145249556
2022.E3,2022,E3,6,Game E3 - Saint Mary's (CA) beats Indiana by 8.375175946100242
2022.W1,2022,W1,7,Game W1 - Gonzaga beats Georgia State by 14.59938527321668
2022.E1,2022,E1,8,Game E1 - Baylor beats Norfolk State by 20.679643590150764
2022.S6,2022,S6,9,Game S6 - Tennessee beats Longwood by 13.012756947797774
2022.E8,2022,E8,10,Game E8 - Kentucky beats Saint Peter's by 14.775434233720594
2022.E4,2022,E4,11,Game E4 - UCLA beats Akron by 14.72056233083457
2022.MW4,2022,MW4,12,Game MW4 - Providence beats South Dakota State by 5.192177605424824
2022.MW3,2022,MW3,13,Game MW3 - Iowa beats Richmond by 5.791349403112189
2022.W4,2022,W4,14,Game W4 - Arkansas beats Vermont by 10.008141625400208
2022.E7,2022,E7,15,Game E7 - San Francisco beats Murray State by 8.170378139952348
2022.W3,2022,W3,16,Game W3 - Connecticut beats New Mexico State by 5.380902682501519
2022.W2,2022,W2,17,Game W2 - Memphis beats Boise State by 3.926602686457926
2022.S5,2022,S5,18,Game S5 - Michigan beats Colorado State by 3.390845185117553
2022.E2,2022,E2,19,Game E2 - North Carolina beats Marquette by 3.498861740050222
2022.MW2,2022,MW2,20,Game MW2 - Creighton beats San Diego State by 4.404868171949246
2022.W7,2022,W7,21,Game W7 - Michigan State beats Davidson by 0.08797566260754347
2022.S1,2022,S1,22,Game S1 - Arizona beats Wright State by 22.276620469137548
2022.S8,2022,S8,23,Game S8 - Villanova beats Delaware by 16.69117423408213
2022.MW8,2022,MW8,24,Game MW8 - Auburn beats Jacksonville State by 10.93447022627954
2022.W8,2022,W8,25,Game W8 - Duke beats Cal State Fullerton by 15.187716131361205
2022.E6,2022,E6,26,Game E6 - Purdue beats Yale by 15.958959510244798
2022.W6,2022,W6,27,Game W6 - Texas Tech beats Montana State by 14.2006722348197
2022.MW6,2022,MW6,28,Game MW6 - Wisconsin beats Colgate by 9.022017093370668
2022.S3,2022,S3,29,Game S3 - Houston beats UAB by 8.8051049172379
2022.S4,2022,S4,30,Game S4 - Illinois beats Chattanooga by 6.371485825303868
2022.MW7,2022,MW7,31,Game MW7 - Miami (FL) beats Southern California by 6.740377553277666
