Id,Year,Game,GameNum,Result
2024.W1,2024,W1,1,Game W1 - Purdue beats Southern by 13.09820665165067
2024.W2,2024,W2,2,Game W2 - New Mexico beats St. John's (NY) by 4.340910044209282
2024.W3,2024,W3,3,Game W3 - Baylor beats Appalachian State by 11.30761562429366
2024.W4,2024,W4,4,Game W4 - Auburn beats Akron by 5.651705918919749
2024.W5,2024,W5,5,Game W5 - Utah State beats Grand Canyon by 9.379921959215023
2024.W6,2024,W6,6,Game W6 - Kansas beats Drexel by 4.9184230434030685
2024.W7,2024,W7,7,Game W7 - Clemson beats Nebraska by 0.7706123009848013
2024.W8,2024,W8,8,Game W8 - Marquette beats Colgate by 6.855767601619605
2024.E1,2024,E1,9,Game E1 - North Carolina beats North Carolina Central by 5.023402428238793
2024.E2,2024,E2,10,Game E2 - TCU beats Mississippi State by 6.39857603402228
2024.E3,2024,E3,11,Game E3 - McNeese State beats Brigham Young by 8.119848824430434
2024.E4,2024,E4,12,Game E4 - Illinois beats Samford by 12.664019965625872
2024.E5,2024,E5,13,Game E5 - South Carolina beats Indiana State by 3.3401673983290436
2024.E6,2024,E6,14,Game E6 - Creighton beats Morehead State by 10.528467211952613
2024.E7,2024,E7,15,Game E7 - Saint Mary's (CA) beats Texas Tech by 5.016355397717844
2024.E8,2024,E8,16,Game E8 - Arizona beats Eastern Washington by 10.686220797119194
2024.S1,2024,S1,17,Game S1 - Connecticut beats Eastern Kentucky by 7.462211449441328
2024.S2,2024,S2,18,Game S2 - Michigan State beats Texas by 11.522689898543804
2024.S3,2024,S3,19,Game S3 - Kentucky beats Richmond by 12.357489287690132
2024.S4,2024,S4,20,Game S4 - Iowa State beats Cornell by 7.688047261174523
2024.S5,2024,S5,21,Game S5 - San Diego State beats Seton Hall by 10.6521232838501
2024.S6,2024,S6,22,Game S6 - Duke beats Vermont by 7.630570866656331
2024.S7,2024,S7,23,Game S7 - Providence beats Northwestern by 4.774193303957625
2024.S8,2024,S8,24,Game S8 - Tennessee beats Quinnipiac by 13.013630306173937
2024.MW1,2024,MW1,25,Game MW1 - Houston beats South Dakota State by 13.065971125802127
2024.MW2,2024,MW2,26,Game MW2 - Utah beats Mississippi by 3.078797419206248
2024.MW3,2024,MW3,27,Game MW3 - Florida Atlantic beats UC Irvine by 15.035629542443194
2024.MW4,2024,MW4,28,Game MW4 - Dayton beats Memphis by 12.552486661689066
2024.MW5,2024,MW5,29,Game MW5 - Oklahoma beats Colorado by 4.432946943908388
2024.MW6,2024,MW6,30,Game MW6 - Alabama beats High Point by 3.8734999485779293
2024.MW7,2024,MW7,31,Game MW7 - Texas A&M beats Colorado State by 1.3978906425796478
2024.MW8,2024,MW8,32,Game MW8 - Wisconsin beats Sam Houston by 9.477830586945972
2024.W9,2024,W9,33,Game W9 - Purdue beats New Mexico by 16.43358086638128
2024.W10,2024,W10,34,Game W10 - Baylor beats Auburn by 7.536225834809162
2024.W11,2024,W11,35,Game W11 - Kansas beats Utah State by 6.143117470997082
2024.W12,2024,W12,36,Game W12 - Clemson beats Marquette by 1.3016823578437098
2024.E9,2024,E9,37,Game E9 - North Carolina beats TCU by 14.535616309330033
2024.E10,2024,E10,38,Game E10 - Illinois beats McNeese State by 8.930184175941859
2024.E11,2024,E11,39,Game E11 - Creighton beats South Carolina by 3.8879872190902
2024.E12,2024,E12,40,Game E12 - Arizona beats Saint Mary's (CA) by 13.530779738543504
2024.S9,2024,S9,41,Game S9 - Michigan State beats Connecticut by 0.7483443759496494
2024.S10,2024,S10,42,Game S10 - Kentucky beats Iowa State by 5.052572166085888
2024.S11,2024,S11,43,Game S11 - San Diego State beats Duke by 2.950719154259424
2024.S12,2024,S12,44,Game S12 - Tennessee beats Providence by 4.742760678184907
2024.MW9,2024,MW9,45,Game MW9 - Houston beats Utah by 22.250978980873317
2024.MW10,2024,MW10,46,Game MW10 - Florida Atlantic beats Dayton by 6.822708801259203
2024.MW11,2024,MW11,47,Game MW11 - Alabama beats Oklahoma by 7.424073599422157
2024.MW12,2024,MW12,48,Game MW12 - Wisconsin beats Texas A&M by 8.396410296386643
2024.W13,2024,W13,49,Game W13 - Purdue beats Baylor by 11.972612617251945
2024.W14,2024,W14,50,Game W14 - Kansas beats Clemson by 8.340540965183115
2024.E13,2024,E13,51,Game E13 - North Carolina beats Illinois by 4.489562520027589
2024.E14,2024,E14,52,Game E14 - Arizona beats Creighton by 5.794801960221602
2024.S13,2024,S13,53,Game S13 - Michigan State beats Kentucky by 11.336663865897904
2024.S14,2024,S14,54,Game S14 - San Diego State beats Tennessee by 0.05813477871178854
2024.MW13,2024,MW13,55,Game MW13 - Houston beats Florida Atlantic by 16.877864872386766
2024.MW14,2024,MW14,56,Game MW14 - Alabama beats Wisconsin by 6.340820164550591
2024.W15,2024,W15,57,Game W15 - Purdue beats Kansas by 11.031031495310993
2024.E15,2024,E15,58,Game E15 - Arizona beats North Carolina by 1.4675742362783155
2024.S15,2024,S15,59,Game S15 - Michigan State beats San Diego State by 0.33915127542195367
2024.MW15,2024,MW15,60,Game MW15 - Houston beats Alabama by 6.963634306126218
2024.F1,2024,F1,61,Game F1 - Purdue beats Arizona by 5.23206397397897
2024.F2,2024,F2,62,Game F2 - Houston beats Michigan State by 6.139718182107441
2024.Final,2024,Final,63,Game Final - Houston beats Purdue by 8.956911474240721
