Rk,School,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
1,Air Force,62.9,-0.7000000000000028,0.017,-0.009,0.028,-12.799999999999995,4.500000000000007,0.1999999999999993,1.3000000000000007,0.038,-0.5,-13.300000000000004,0.0
2,Akron,67.5,9.299999999999995,0.0559999999999999,-0.001,0.049,-1.5999999999999943,2.4000000000000057,1.299999999999999,1.5999999999999996,0.0519999999999999,0.0999999999999978,-1.1999999999999955,0.039
3,Alabama,62.9,10.400000000000006,-0.02,-0.059,0.055,-0.2000000000000028,0.2000000000000028,2.700000000000001,2.6,0.0539999999999999,-0.5999999999999979,-0.7999999999999972,0.01
4,Alabama A&M,68.8,-10.299999999999995,-0.145,0.0499999999999999,-0.04,-9.0,4.899999999999999,-2.5,-0.1000000000000014,-0.0339999999999999,2.599999999999998,-6.299999999999997,-0.1
5,Alabama State,65.6,-7.399999999999991,-0.049,0.059,-0.0549999999999999,-8.0,-2.3999999999999986,-0.1999999999999993,-2.9000000000000004,-0.0479999999999999,-1.0,-4.100000000000001,-0.057
6,Albany (NY),65.7,4.6000000000000085,0.0869999999999999,0.0159999999999999,0.01,-1.5999999999999943,-3.800000000000004,0.0999999999999996,-1.3000000000000007,-0.012,-0.9000000000000021,-0.3999999999999986,0.092
7,Alcorn State,66.5,-10.399999999999991,-0.069,-0.0429999999999999,-0.022,-13.599999999999994,-6.199999999999996,-2.299999999999999,-2.1999999999999997,-0.0279999999999999,1.900000000000002,-12.9,-0.029
8,American,62.9,3.4000000000000057,0.011,0.006,0.031,-7.0,5.400000000000006,-1.9999999999999991,0.0,0.0289999999999999,0.4000000000000003,-6.299999999999997,0.0179999999999999
9,Appalachian State,68.0,-2.5999999999999943,-0.001,0.0679999999999999,0.015,-4.200000000000003,2.199999999999996,-1.299999999999999,2.6,0.022,3.6000000000000014,-3.6000000000000014,-0.008
10,Arizona,65.0,9.600000000000009,0.118,0.074,0.067,-1.7999999999999972,9.1,-0.0999999999999996,-0.6999999999999993,0.061,1.4999999999999982,-1.7000000000000028,0.096
11,Arizona State,63.4,-8.400000000000006,0.0299999999999999,-0.008,0.014,-1.5999999999999943,-2.5,-2.8999999999999986,3.1999999999999997,0.021,7.299999999999999,-3.0,0.007
12,Arkansas,70.2,3.0,0.004,-0.008,0.005,-10.799999999999995,3.0,3.9,0.8000000000000007,0.004,-3.6,-9.1,0.008
13,Arkansas State,64.1,-1.9000000000000057,0.1409999999999999,-0.0259999999999999,-0.018,-1.7999999999999972,-4.600000000000001,-1.0,-4.1,-0.029,0.3000000000000007,0.7000000000000028,0.089
14,Arkansas-Pine Bluff,66.3,-12.700000000000005,-0.002,-0.061,-0.043,-8.599999999999994,-2.799999999999997,-0.8000000000000007,2.1000000000000014,-0.0519999999999999,1.3000000000000007,-7.200000000000003,0.0
15,Army,69.4,-3.0,0.014,0.0309999999999999,-0.004,-11.200000000000005,5.100000000000001,-0.3999999999999986,-3.9,-0.014,0.0,-9.099999999999998,0.026
16,Auburn,65.0,-2.0,-0.016,-0.0439999999999999,-0.013,-5.200000000000003,-1.1000000000000014,-1.0,3.6,-0.0059999999999999,-0.2999999999999971,-3.800000000000004,-0.024
17,Austin Peay,68.2,-4.899999999999992,0.064,-0.074,-0.033,-7.0,-3.200000000000003,0.3000000000000007,1.8000000000000007,-0.04,-0.6000000000000014,-5.200000000000003,0.038
18,Ball State,62.5,4.200000000000003,0.066,0.02,0.014,-1.7999999999999972,4.199999999999996,0.3999999999999986,-1.6999999999999993,0.011,-1.1999999999999993,-1.2000000000000028,0.043
19,Baylor,67.1,13.900000000000006,0.0189999999999999,-0.013,0.0589999999999999,4.0,0.6999999999999957,0.8999999999999986,4.0,0.055,-0.6999999999999993,3.799999999999997,0.037
20,Belmont,68.6,19.40000000000001,0.035,0.095,0.0799999999999999,-0.5999999999999943,9.0,1.1999999999999993,-6.499999999999999,0.077,-2.8000000000000007,-0.3999999999999986,0.0519999999999999
21,Bethune-Cookman,64.9,-1.8999999999999917,-0.059,-0.0139999999999999,-0.038,-9.0,3.199999999999996,2.8,-3.200000000000001,-0.033,-3.3000000000000007,-6.299999999999997,-0.0549999999999999
22,Binghamton,65.1,-21.19999999999999,-0.0359999999999999,-0.0679999999999999,-0.0849999999999999,-12.0,4.600000000000001,-2.200000000000001,-0.5,-0.096,3.200000000000003,-8.2,-0.025
23,Boise State,65.2,3.0999999999999943,-0.036,0.025,-0.025,-0.2000000000000028,-6.100000000000001,1.4000000000000004,-3.4000000000000004,-0.029,-2.299999999999999,4.000000000000004,-0.018
24,Boston College,64.7,-14.299999999999995,0.053,0.0899999999999999,-0.015,-14.200000000000005,3.3999999999999986,-3.9,-4.700000000000001,-0.014,4.899999999999999,-13.300000000000004,0.022
25,Boston University,64.4,0.5,0.025,0.015,0.006,-4.599999999999994,-4.0,0.0,-0.8000000000000007,0.008,0.6999999999999993,-3.3000000000000007,0.009
26,Bowling Green State,64.8,3.799999999999997,-0.0969999999999999,-0.0539999999999999,-0.001,-2.5999999999999943,-4.899999999999999,1.5,2.5,0.004,-2.400000000000002,-1.1000000000000014,-0.06
27,Bradley,67.3,-14.0,0.0399999999999999,-0.043,-0.055,-9.400000000000006,-12.6,-0.1999999999999993,1.0999999999999996,-0.07,1.3000000000000007,-7.300000000000001,0.03
28,Brigham Young,73.0,14.400000000000006,0.0359999999999999,-0.0389999999999999,0.051,0.4000000000000057,3.699999999999996,2.9000000000000004,5.300000000000001,0.05,-3.0,1.400000000000002,0.037
29,Brown,65.4,-12.200000000000005,0.0089999999999999,0.0549999999999999,-0.049,-11.200000000000005,5.199999999999996,-0.6999999999999993,-2.3999999999999995,-0.045,1.1000000000000014,-7.899999999999999,-0.015
30,Bryant,66.4,-20.5,-0.04,0.067,-0.0689999999999999,-13.0,-3.4000000000000057,-4.499999999999999,-1.7999999999999998,-0.074,4.199999999999999,-10.299999999999995,-0.029
31,Bucknell,64.0,11.699999999999989,0.027,-0.069,0.0629999999999999,5.799999999999997,4.700000000000003,-2.000000000000001,2.9000000000000004,0.06,1.700000000000001,4.800000000000001,0.0419999999999999
32,Buffalo,68.7,8.0,0.063,-0.007,0.062,4.400000000000006,5.600000000000001,-2.8000000000000007,6.199999999999999,0.074,4.1,3.5,0.0289999999999999
33,Butler,64.5,4.400000000000006,-0.0419999999999999,-0.013,-0.015,1.0,3.1000000000000014,0.9000000000000004,2.0,-0.008,-2.1999999999999997,4.500000000000004,-0.0389999999999999
34,Cal Poly,60.4,6.899999999999992,-0.142,0.0349999999999999,-0.011,3.799999999999997,-0.2999999999999971,2.1000000000000005,-6.2,0.001,-2.0000000000000018,7.800000000000004,-0.0979999999999999
35,Cal State Bakersfield,66.2,-1.5999999999999943,-0.139,-0.0419999999999999,-0.0289999999999999,-4.200000000000003,-1.5,1.5999999999999996,3.9,-0.015,-1.400000000000002,-1.3999999999999986,-0.1159999999999999
36,Cal State Fullerton,70.3,9.700000000000005,0.021,0.0479999999999999,0.0459999999999999,3.0,5.400000000000006,1.2000000000000002,-2.0,0.051,1.3999999999999986,3.6000000000000014,0.017
