Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
55,Colorado NCAA,36,24,12,.667,7.91,5.73,,11,7,,14,2,,4,7,,2429,2269,,66.0,95.2,.320,.350,.490,49.8,48.3,9.5,10.5,.461,16.1,30.3,.207
56,Colorado State NCAA,32,20,12,.625,6.58,5.23,,8,6,,14,1,,3,9,,2243,2177,,64.5,104.3,.394,.382,.541,50.8,53.7,8.0,9.2,.503,16.0,31.5,.278
57,Columbia,30,15,15,.500,-2.90,-3.18,,4,10,,8,6,,5,9,,1955,1863,,63.5,97.0,.361,.286,.508,50.4,49.9,8.5,9.1,.468,16.6,28.6,.256
58,Connecticut NCAA,34,20,14,.588,12.27,8.07,,8,10,,13,4,,3,7,,2336,2193,,64.1,99.5,.253,.351,.481,50.7,52.0,10.0,6.7,.446,14.0,38.3,.186
59,Coppin State,30,14,16,.467,-9.07,-5.96,,9,7,,7,5,,6,9,,2213,2257,,69.5,107.8,.282,.402,.539,55.5,58.1,8.5,10.7,.524,16.0,39.8,.176
60,Cornell,28,12,16,.429,-4.05,-0.98,,7,7,,10,3,,2,13,,1833,1898,,67.7,98.4,.412,.371,.524,56.2,57.5,9.2,10.2,.475,19.3,34.9,.304
61,Creighton NCAA,35,29,6,.829,12.92,3.41,,14,4,,14,2,,10,3,,2772,2439,,67.3,102.8,.293,.308,.522,47.9,51.1,9.4,8.7,.496,13.4,28.3,.198
62,Dartmouth,30,5,25,.167,-10.07,-3.56,,1,13,,4,9,,1,14,,1727,1904,,63.4,99.7,.379,.325,.526,52.0,56.4,10.3,10.6,.483,16.8,29.4,.276
63,Davidson NCAA,33,25,8,.758,7.26,-1.68,,16,2,,13,2,,8,5,,2571,2238,,68.8,97.9,.414,.272,.511,47.9,43.8,8.7,9.6,.473,15.7,29.5,.277
64,Dayton,33,20,13,.606,8.48,4.30,,9,7,,14,4,,3,8,,2369,2231,,65.0,102.4,.373,.311,.531,49.5,53.8,8.1,10.4,.501,16.8,33.9,.248
65,Delaware,32,18,14,.563,-1.61,-2.18,,12,6,,11,3,,6,10,,2206,2188,,67.2,99.8,.323,.284,.480,53.4,42.7,9.8,9.2,.439,13.0,36.6,.229
66,Delaware State,29,15,14,.517,-8.07,-6.78,,12,4,,8,5,,7,8,,1917,1868,,62.1,101.5,.352,.283,.510,58.0,55.1,7.2,9.0,.477,18.2,44.8,.238
67,Denver,31,22,9,.710,6.14,-1.47,,11,5,,14,2,,7,6,,2112,1876,,61.3,97.6,.406,.258,.529,55.9,40.7,8.0,11.1,.484,20.4,35.5,.295
68,DePaul,31,12,19,.387,1.99,4.57,,3,15,,7,9,,3,8,,2298,2378,,71.8,106.5,.409,.243,.552,57.3,49.1,10.4,9.9,.525,18.4,43.1,.270
69,Detroit Mercy NCAA,36,22,14,.611,2.40,-0.01,,11,7,,13,4,,6,8,,2597,2432,,67.1,100.3,.375,.348,.539,50.8,56.1,8.6,6.6,.503,19.4,35.6,.263
70,Drake,34,18,16,.529,2.44,2.96,,9,9,,13,3,,3,10,,2279,2271,,67.0,98.2,.444,.307,.523,53.8,50.2,9.1,8.6,.477,17.7,30.4,.313
71,Drexel,36,29,7,.806,7.37,-1.80,,16,2,,15,1,,11,3,,2350,2020,,60.9,92.2,.374,.307,.478,47.5,43.8,8.9,11.3,.437,16.0,29.1,.252
72,Duke NCAA,34,27,7,.794,17.05,8.40,,13,3,,13,3,,8,1,,2628,2334,,68.3,99.7,.329,.241,.506,50.2,44.0,8.3,7.6,.471,15.8,34.6,.227
73,Duquesne,31,16,15,.516,4.09,3.96,,7,9,,9,5,,4,9,,2252,2232,,69.2,103.6,.324,.320,.547,58.3,57.9,7.4,11.7,.516,20.7,44.2,.230
74,East Carolina,31,15,16,.484,2.42,2.53,,5,11,,10,7,,3,8,,2136,2019,,66.8,96.7,.350,.299,.513,52.2,57.2,10.3,10.9,.482,18.8,34.4,.233
75,East Tennessee State,31,17,14,.548,-0.41,-1.78,,10,8,,10,3,,6,10,,2098,2017,,66.7,97.6,.342,.444,.539,51.8,58.9,8.8,8.7,.516,22.1,38.1,.222
76,Eastern Illinois,29,12,17,.414,-11.48,-6.48,,5,11,,7,7,,5,10,,1896,1984,,64.2,105.2,.338,.321,.544,54.0,57.6,9.4,7.6,.514,17.7,38.7,.234
77,Eastern Kentucky,32,16,16,.500,-8.47,-5.93,,7,9,,11,3,,4,11,,2123,2117,,62.8,103.7,.422,.327,.545,55.9,57.1,8.4,10.3,.510,18.2,37.0,.288
78,Eastern Michigan,32,14,18,.438,-7.90,-1.68,,9,7,,9,4,,5,13,,1704,1878,,59.5,97.9,.388,.401,.510,55.3,67.6,10.4,9.3,.476,19.7,40.9,.257
79,Eastern Washington,32,15,17,.469,-3.87,-3.23,,8,8,,9,4,,6,13,,2326,2284,,69.1,102.8,.572,.342,.555,54.1,59.2,8.7,12.1,.509,19.5,35.4,.395
80,Elon,31,15,16,.484,-7.41,-3.03,,9,9,,10,4,,4,11,,2175,2226,,70.5,100.6,.334,.323,.509,54.0,47.6,10.5,8.3,.479,15.5,35.1,.220
81,Evansville,32,16,16,.500,3.46,3.56,,9,9,,11,7,,4,8,,2351,2327,,67.4,105.0,.434,.345,.581,56.8,61.5,8.3,9.7,.552,21.5,37.9,.296
82,Fairfield,37,22,15,.595,2.94,-1.34,,12,6,,12,4,,5,8,,2417,2259,,65.2,93.7,.377,.279,.501,51.9,47.7,10.4,9.2,.458,20.6,36.9,.266
83,Fairleigh Dickinson,29,3,26,.103,-16.99,-5.06,,2,16,,2,11,,1,15,,1762,2108,,68.2,106.5,.385,.338,.539,54.9,56.3,11.2,5.9,.497,16.0,37.5,.281
84,Florida NCAA,37,26,11,.703,18.25,7.33,,10,6,,14,2,,4,7,,2808,2404,,65.1,98.8,.299,.320,.509,50.8,51.5,7.8,9.4,.478,16.4,33.9,.207
85,Florida A&M,33,10,23,.303,-15.58,-6.29,,6,10,,5,8,,3,12,,2175,2416,,70.0,103.8,.417,.301,.530,54.8,51.7,10.4,10.6,.497,18.1,43.6,.277
86,Florida Atlantic,30,11,19,.367,-2.58,0.77,,7,9,,6,5,,4,11,,1977,2046,,64.8,102.7,.430,.237,.533,54.1,44.8,7.5,12.4,.487,17.8,38.1,.311
87,Florida Gulf Coast,32,15,17,.469,-2.41,-1.96,,8,10,,9,5,,5,11,,2306,2306,,68.5,104.4,.382,.388,.530,52.1,62.5,10.1,9.3,.502,17.3,38.5,.250
88,Florida International,29,8,21,.276,-5.07,-1.10,,5,11,,2,9,,5,9,,1836,1951,,64.4,103.1,.474,.374,.533,54.3,57.6,10.1,12.1,.499,18.1,40.2,.307
89,Florida State NCAA,35,25,10,.714,14.53,7.62,,12,4,,15,2,,5,5,,2443,2201,,67.3,92.1,.343,.364,.482,50.0,49.4,11.3,8.7,.437,18.9,35.8,.245
90,Fordham,29,10,19,.345,-7.63,1.92,,3,13,,9,6,,1,13,,1797,2074,,67.5,105.4,.353,.365,.527,53.0,63.1,10.9,9.9,.492,16.0,39.5,.247
91,Fresno State,33,13,20,.394,-0.91,0.77,,3,11,,9,5,,3,12,,2170,2181,,63.1,102.0,.442,.334,.541,55.3,53.8,6.5,8.8,.504,18.9,36.9,.302
92,Furman,31,15,16,.484,-6.04,-3.90,,8,10,,9,5,,5,10,,2006,2022,,64.6,101.0,.379,.311,.523,50.6,51.8,10.0,7.6,.481,16.5,34.1,.271
93,Gardner-Webb,32,12,20,.375,-7.99,-4.82,,6,12,,9,4,,3,15,,2103,2138,,66.1,100.0,.407,.322,.522,51.0,56.6,9.6,9.1,.489,17.3,34.2,.267
94,George Mason,33,24,9,.727,3.81,-1.67,,14,4,,15,1,,7,6,,2323,2142,,67.6,94.5,.376,.323,.488,50.5,51.1,10.9,8.0,.445,17.7,35.8,.260
95,George Washington,31,10,21,.323,-0.63,4.15,,5,11,,6,8,,2,12,,1921,2069,,64.0,104.2,.363,.300,.541,52.8,54.3,9.7,8.7,.506,18.2,39.1,.256
96,Georgetown NCAA,33,24,9,.727,16.81,7.69,,12,6,,15,1,,6,5,,2278,1959,,63.3,92.4,.357,.332,.474,47.9,55.8,10.2,7.4,.433,17.0,32.7,.243
97,Georgia,32,15,17,.469,5.92,7.95,,5,11,,11,6,,2,9,,1950,2015,,61.4,101.3,.410,.356,.519,53.6,48.5,7.3,10.1,.478,16.0,34.3,.284
98,Georgia Southern,30,15,15,.500,-6.70,-3.78,,12,6,,10,2,,4,12,,2002,2033,,66.7,100.3,.380,.352,.543,53.3,53.9,9.3,5.4,.510,19.7,34.4,.261
99,Georgia State,34,22,12,.647,5.69,-2.99,,11,7,,13,3,,8,6,,2298,2003,,65.2,89.1,.303,.374,.474,51.5,57.8,8.4,10.0,.439,19.5,34.4,.206
100,Georgia Tech,31,11,20,.355,1.74,4.13,,4,12,,7,8,,3,9,,1866,1940,,63.2,98.6,.338,.346,.504,49.6,56.1,10.7,9.1,.464,15.3,31.9,.243
101,Gonzaga NCAA,33,26,7,.788,13.86,3.25,,13,3,,15,1,,6,4,,2436,2086,,66.5,94.8,.275,.341,.494,48.0,48.4,10.5,7.1,.466,16.9,31.1,.185
102,Grambling,28,4,24,.143,-26.82,-9.39,,4,14,,1,9,,3,15,,1513,2001,,66.5,106.9,.312,.294,.527,57.6,54.2,12.7,10.3,.499,14.6,41.0,.213
103,Green Bay,30,15,15,.500,-2.32,1.04,,10,8,,12,2,,3,13,,1935,1982,,65.6,100.3,.333,.291,.516,51.9,52.8,11.6,9.1,.482,17.0,35.4,.233
104,Hampton,33,12,21,.364,-10.08,-7.93,,6,10,,6,5,,1,13,,2134,2205,,67.9,97.6,.374,.336,.501,53.6,49.7,8.1,7.0,.455,18.5,38.6,.270
105,Hartford,31,9,22,.290,-13.41,-6.19,,7,9,,4,8,,4,12,,1860,2084,,65.6,100.9,.429,.342,.548,58.3,54.3,10.1,10.8,.512,20.0,35.4,.294
106,Harvard NCAA,31,26,5,.839,7.84,-1.56,,12,2,,11,1,,12,3,,2033,1724,,60.9,91.0,.300,.271,.485,48.7,47.9,8.9,9.9,.456,17.9,29.2,.197
107,Hawaii,32,16,16,.500,-2.79,-0.52,,6,8,,8,7,,3,7,,2356,2387,,70.7,104.2,.356,.323,.522,50.8,55.4,9.5,8.5,.484,15.2,36.6,.253
108,High Point,31,13,18,.419,-5.92,-4.13,,8,10,,10,6,,3,12,,2203,2176,,65.1,106.1,.399,.382,.533,53.8,56.0,9.8,8.8,.499,15.4,38.0,.270
109,Hofstra,32,10,22,.313,-2.98,-1.10,,3,15,,8,9,,1,11,,2091,2151,,66.9,100.5,.396,.323,.548,52.7,63.0,10.3,11.1,.514,20.1,35.2,.275
110,Holy Cross,29,15,14,.517,-6.02,-4.23,,9,5,,11,3,,4,11,,1886,1938,,66.1,101.0,.308,.350,.510,52.0,56.1,9.3,9.0,.474,15.1,33.8,.221
111,Houston,30,15,15,.500,0.04,0.21,,7,9,,13,5,,1,8,,2152,2147,,67.7,104.4,.297,.302,.520,50.1,50.1,11.0,8.2,.493,14.7,35.9,.201
112,Houston Christian,30,10,20,.333,-16.07,-6.10,,3,7,,9,5,,0,13,,2208,2344,,74.4,104.1,.447,.305,.559,54.5,54.0,10.3,8.8,.526,19.7,39.2,.304
113,Howard,31,10,21,.323,-14.59,-4.16,,6,10,,6,5,,3,14,,1881,2174,,67.8,103.0,.529,.330,.539,52.6,56.9,9.8,11.2,.491,18.0,37.6,.368
114,Idaho,33,19,14,.576,0.77,-0.43,,9,5,,11,4,,8,8,,2298,2240,,64.3,104.8,.316,.340,.518,50.5,51.4,8.8,8.3,.489,14.2,34.8,.214
115,Idaho State,30,9,21,.300,-11.05,-2.77,,7,9,,5,8,,4,13,,1979,2192,,65.9,108.2,.441,.357,.585,56.4,50.7,9.3,9.0,.547,19.6,39.0,.322
116,Illinois,32,17,15,.531,9.33,7.99,,6,12,,13,4,,2,8,,2098,2055,,64.5,98.5,.362,.331,.528,51.3,53.2,9.6,6.9,.492,17.9,32.1,.255
117,Illinois State,35,21,14,.600,6.33,2.64,,9,9,,14,3,,4,9,,2439,2310,,64.4,100.6,.309,.360,.511,50.7,52.1,8.6,8.3,.479,14.8,29.7,.214
118,Illinois-Chicago,30,8,22,.267,-9.16,-1.30,,3,15,,7,7,,1,15,,1826,2033,,64.1,104.8,.433,.289,.539,53.0,52.8,10.8,13.2,.506,15.7,36.1,.286
119,Indiana NCAA,36,27,9,.750,18.63,7.80,,11,7,,18,1,,5,6,,2782,2392,,66.9,99.3,.343,.316,.517,49.2,44.4,10.0,10.5,.481,17.3,34.4,.241
120,Indiana State,33,18,15,.545,2.08,3.08,,8,10,,11,4,,4,9,,2120,2141,,64.4,99.6,.324,.314,.526,53.0,54.4,8.9,7.3,.488,16.7,29.7,.239
121,Iona NCAA,33,25,8,.758,8.36,-1.82,,15,3,,10,1,,11,4,,2736,2400,,71.4,100.7,.288,.341,.538,51.9,53.6,7.6,7.6,.511,19.2,35.5,.200
122,Iowa,35,18,17,.514,7.04,6.53,,8,10,,14,6,,3,9,,2555,2537,,68.2,106.3,.325,.355,.551,51.9,56.6,8.1,7.7,.518,17.1,35.0,.237
123,Iowa State NCAA,34,23,11,.676,13.32,7.32,,12,6,,16,2,,4,7,,2490,2286,,67.5,99.7,.265,.319,.514,48.2,51.9,8.4,9.9,.486,15.1,28.3,.185
124,IUPUI,32,14,18,.438,-3.85,-1.75,,7,11,,9,5,,3,12,,2319,2329,,66.4,108.3,.377,.283,.560,53.1,53.9,8.7,5.8,.523,17.1,38.4,.274
125,Jackson State,31,7,24,.226,-17.50,-7.00,,5,13,,4,7,,2,16,,1737,2042,,63.3,102.5,.413,.305,.526,54.1,53.9,11.8,10.3,.498,17.9,39.8,.262
126,Jacksonville,30,8,22,.267,-7.30,0.10,,6,12,,5,6,,3,15,,1951,2173,,66.8,107.5,.541,.312,.562,52.3,54.9,10.7,9.2,.523,18.0,38.2,.367
127,Jacksonville State,33,15,18,.455,-4.86,-5.23,,8,8,,9,4,,3,10,,2143,2106,,65.1,97.3,.493,.267,.525,53.3,57.5,9.7,9.8,.474,19.8,36.7,.348
128,James Madison,32,12,20,.375,-5.86,-2.11,,5,13,,5,9,,5,9,,2115,2235,,66.2,104.7,.424,.307,.531,56.6,53.9,10.2,10.7,.493,17.1,40.5,.291
129,Kansas NCAA,39,32,7,.821,21.72,9.93,,16,2,,16,0,,8,2,,2867,2407,,67.3,91.4,.331,.319,.478,47.9,52.8,9.6,9.0,.434,17.5,31.3,.239
130,Kansas City,31,10,21,.323,-8.82,-1.75,,4,14,,6,8,,2,13,,1998,2204,,64.5,109.4,.405,.275,.564,57.8,53.2,9.3,12.3,.527,16.6,38.6,.290
131,Kansas State NCAA,33,22,11,.667,14.47,7.53,,10,8,,11,4,,6,4,,2343,2114,,67.0,94.6,.418,.313,.504,48.7,52.1,10.7,8.2,.460,20.1,36.9,.288
132,Kennesaw State,31,3,28,.097,-15.02,-0.49,,0,18,,1,11,,1,16,,1920,2330,,64.4,114.4,.339,.351,.586,57.4,61.7,11.3,10.2,.565,16.7,40.4,.231
133,Kent State,33,21,12,.636,2.77,-0.95,,10,6,,12,3,,7,7,,2322,2178,,67.6,97.2,.307,.334,.512,52.9,55.4,10.6,9.1,.482,19.8,38.7,.210
134,Kentucky NCAA,40,38,2,.950,24.73,7.93,,16,0,,18,0,,8,1,,3095,2423,,66.4,91.2,.258,.290,.454,47.1,47.2,8.2,8.0,.420,14.8,33.4,.179
135,La Salle,34,21,13,.618,8.56,1.83,,9,7,,14,3,,6,8,,2478,2249,,68.6,95.7,.346,.271,.503,55.6,54.9,8.6,10.6,.460,19.3,37.9,.252
136,Lafayette,31,13,18,.419,-7.20,-4.01,,7,7,,6,7,,7,11,,2161,2260,,66.5,109.5,.379,.322,.564,57.4,48.9,9.2,9.7,.530,15.9,36.6,.271
137,Lamar NCAA,35,23,12,.657,2.41,-3.77,,11,5,,12,2,,8,9,,2573,2296,,68.7,95.2,.331,.259,.499,48.3,50.1,7.7,8.1,.466,17.7,32.7,.223
138,Lehigh NCAA,35,27,8,.771,4.27,-5.14,,11,3,,12,1,,12,6,,2648,2288,,68.1,95.3,.339,.323,.505,52.1,55.7,7.9,10.1,.467,18.2,33.9,.239
139,Liberty,32,14,18,.438,-9.67,-4.81,,9,9,,9,7,,5,9,,2201,2283,,66.4,107.0,.304,.346,.544,51.5,51.8,8.8,7.2,.518,15.2,34.2,.209
140,Lipscomb,31,13,18,.419,-4.70,-1.23,,8,10,,6,7,,5,11,,2242,2303,,71.1,102.8,.311,.363,.536,54.8,51.2,11.3,11.4,.510,18.0,38.6,.209
