,Name,MSE,MAE,R-Squared
0,Linear Regressor,110.91328619820067,8.410793342223146,0.38507221623563836
1,Gradient Boost,114.85016129470797,8.420004325657173,0.6468864982529163
2,Random Forest Regressor,104.96995456984358,8.162967436305673,0.33405805442460224
3,Gaussian Process Regressor,110.50099192589447,8.392839120504208,0.3631105695894935
4,Voter,76.6506740318183,6.914159577162112,0.498457164428053
